dataset_id,flow_name,accuracy
1053,weka.J48,0.0
1053,weka.DecisionStump,0.0
1053,weka.HoeffdingTree,0.0
1053,weka.MultilayerPerceptron,0.0
1053,weka.Logistic,0.0
1053,weka.A1DE,0.0
1053,weka.LogitBoost_DecisionStump,0.0
1053,weka.NaiveBayes,0.0
1053,weka.OneR,0.0
1053,weka.DecisionStump,0.0
1053,weka.J48,0.0
1053,weka.RandomForest,0.0
1053,weka.AdaBoostM1_DecisionStump,0.0
1053,weka.SMO_PolyKernel,0.0
1053,weka.IBk,0.0
1053,weka.LADTree,0.0
1053,weka.RBFClassifier,0.0
1053,weka.Bagging_J48,0.0
1063,weka.J48,0.0
1063,weka.ZeroR,0.0
1063,weka.OneR,0.0
1063,weka.PART,0.0
1063,weka.OLM,0.0
1063,weka.REPTree,0.0
1063,weka.BayesNet_K2,0.0
1063,weka.Logistic,0.0
1063,weka.Ridor,0.0
1063,weka.BayesNet_K2,0.0
1063,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1063,weka.LibSVM,0.0
1063,weka.J48,0.0
1063,weka.DecisionStump,0.0
1063,weka.HoeffdingTree,0.0
1063,weka.MultilayerPerceptron,0.0
1063,weka.Logistic,0.0
1063,weka.A1DE,0.0
1063,weka.LogitBoost_DecisionStump,0.0
1063,weka.NaiveBayes,0.0
1063,weka.OneR,0.0
1063,weka.DecisionStump,0.0
1063,weka.J48,0.0
1063,weka.RandomForest,0.0
1063,weka.AdaBoostM1_DecisionStump,0.0
1063,weka.SMO_PolyKernel,0.0
1063,weka.IBk,0.0
1063,weka.LADTree,0.0
1063,weka.RBFClassifier,0.0
1063,weka.Bagging_J48,0.0
1067,weka.J48,0.0
1067,weka.ZeroR,0.0
1067,weka.OneR,0.0
1067,weka.PART,0.0
1067,weka.OLM,0.0
1067,weka.REPTree,0.0
1067,weka.BayesNet_K2,0.0
1067,weka.Logistic,0.0
1067,weka.Ridor,0.0
1067,weka.BayesNet_K2,0.0
1067,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1067,weka.LibSVM,0.0
1067,weka.J48,0.0
1067,weka.DecisionStump,0.0
1067,weka.HoeffdingTree,0.0
1067,weka.MultilayerPerceptron,0.0
1067,weka.Logistic,0.0
1067,weka.A1DE,0.0
1067,weka.LogitBoost_DecisionStump,0.0
1067,weka.NaiveBayes,0.0
1067,weka.OneR,0.0
1067,weka.DecisionStump,0.0
1067,weka.J48,0.0
1067,weka.RandomForest,0.0
1067,weka.AdaBoostM1_DecisionStump,0.0
1067,weka.SMO_PolyKernel,0.0
1067,weka.IBk,0.0
1067,weka.LADTree,0.0
1067,weka.RBFClassifier,0.0
1067,weka.Bagging_J48,0.0
1068,weka.J48,0.0
1068,weka.ZeroR,0.0
1068,weka.OneR,0.0
1068,weka.PART,0.0
1068,weka.OLM,0.0
1068,weka.REPTree,0.0
1068,weka.BayesNet_K2,0.0
1068,weka.Logistic,0.0
1068,weka.Ridor,0.0
1068,weka.BayesNet_K2,0.0
1068,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1068,weka.LibSVM,0.0
1068,weka.J48,0.0
1068,weka.DecisionStump,0.0
1068,weka.HoeffdingTree,0.0
1068,weka.MultilayerPerceptron,0.0
1068,weka.Logistic,0.0
1068,weka.A1DE,0.0
1068,weka.LogitBoost_DecisionStump,0.0
1068,weka.NaiveBayes,0.0
1068,weka.OneR,0.0
1068,weka.DecisionStump,0.0
1068,weka.J48,0.0
1068,weka.RandomForest,0.0
1068,weka.AdaBoostM1_DecisionStump,0.0
1068,weka.SMO_PolyKernel,0.0
1068,weka.IBk,0.0
1068,weka.LADTree,0.0
1068,weka.RBFClassifier,0.0
1068,weka.Bagging_J48,0.0
1590,weka.J48,0.0
1590,weka.ZeroR,0.0
1590,weka.OneR,0.0
1590,weka.PART,0.0
1590,weka.OLM,0.0
1590,weka.REPTree,0.0
1590,weka.BayesNet_K2,0.0
1590,weka.Logistic,0.0
1590,weka.Ridor,0.0
1590,weka.BayesNet_K2,0.0
1590,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1590,weka.LibSVM,0.0
1590,weka.J48,0.0
1590,weka.DecisionStump,0.0
1590,weka.HoeffdingTree,0.0
1590,weka.MultilayerPerceptron,0.0
1590,weka.Logistic,0.0
1590,weka.A1DE,0.0
1590,weka.LogitBoost_DecisionStump,0.0
1590,weka.NaiveBayes,0.0
1590,weka.OneR,0.0
1590,weka.DecisionStump,0.0
1590,weka.J48,0.0
1590,weka.RandomForest,0.0
1590,weka.AdaBoostM1_DecisionStump,0.0
1590,weka.SMO_PolyKernel,0.0
1590,weka.IBk,0.0
1590,weka.LADTree,0.0
1590,weka.RBFClassifier,0.0
1590,weka.Bagging_J48,0.0
4134,weka.J48,0.0
4134,weka.ZeroR,0.0
4134,weka.OneR,0.0
4134,weka.PART,0.0
4134,weka.OLM,0.0
4134,weka.REPTree,0.0
4134,weka.BayesNet_K2,0.0
4134,weka.Logistic,0.0
4134,weka.Ridor,0.0
4134,weka.BayesNet_K2,0.0
4134,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
4134,weka.LibSVM,0.0
4134,weka.J48,0.0
4134,weka.DecisionStump,0.0
4134,weka.HoeffdingTree,0.0
4134,weka.MultilayerPerceptron,0.0
4134,weka.Logistic,0.0
4134,weka.A1DE,0.0
4134,weka.LogitBoost_DecisionStump,0.0
4134,weka.NaiveBayes,0.0
4134,weka.OneR,0.0
4134,weka.DecisionStump,0.0
4134,weka.J48,0.0
4134,weka.RandomForest,0.0
4134,weka.AdaBoostM1_DecisionStump,0.0
4134,weka.SMO_PolyKernel,0.0
4134,weka.IBk,0.0
4134,weka.LADTree,0.0
4134,weka.RBFClassifier,0.0
4134,weka.Bagging_J48,0.0
1510,weka.J48,0.0
1510,weka.ZeroR,0.0
1510,weka.OneR,0.0
1510,weka.PART,0.0
1510,weka.OLM,0.0
1510,weka.REPTree,0.0
1510,weka.BayesNet_K2,0.0
1510,weka.Logistic,0.0
1510,weka.Ridor,0.0
1510,weka.BayesNet_K2,0.0
1510,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1510,weka.LibSVM,0.0
1510,weka.J48,0.0
1510,weka.DecisionStump,0.0
1510,weka.HoeffdingTree,0.0
1510,weka.MultilayerPerceptron,0.0
1510,weka.Logistic,0.0
1510,weka.A1DE,0.0
1510,weka.LogitBoost_DecisionStump,0.0
1510,weka.NaiveBayes,0.0
1510,weka.OneR,0.0
1510,weka.DecisionStump,0.0
1510,weka.J48,0.0
1510,weka.RandomForest,0.0
1510,weka.AdaBoostM1_DecisionStump,0.0
1510,weka.SMO_PolyKernel,0.0
1510,weka.IBk,0.0
1510,weka.LADTree,0.0
1510,weka.RBFClassifier,0.0
1510,weka.Bagging_J48,0.0
1489,weka.J48,0.0
1489,weka.ZeroR,0.0
1489,weka.OneR,0.0
1489,weka.PART,0.0
1489,weka.OLM,0.0
1489,weka.REPTree,0.0
1489,weka.BayesNet_K2,0.0
1489,weka.Logistic,0.0
1489,weka.Ridor,0.0
1489,weka.BayesNet_K2,0.0
1489,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1489,weka.LibSVM,0.0
1489,weka.J48,0.0
1489,weka.DecisionStump,0.0
1489,weka.HoeffdingTree,0.0
1489,weka.MultilayerPerceptron,0.0
1489,weka.Logistic,0.0
1489,weka.A1DE,0.0
1489,weka.LogitBoost_DecisionStump,0.0
1489,weka.NaiveBayes,0.0
1489,weka.OneR,0.0
1489,weka.DecisionStump,0.0
1489,weka.J48,0.0
1489,weka.RandomForest,0.0
1489,weka.AdaBoostM1_DecisionStump,0.0
1489,weka.SMO_PolyKernel,0.0
1489,weka.IBk,0.0
1489,weka.LADTree,0.0
1489,weka.RBFClassifier,0.0
1489,weka.Bagging_J48,0.0
1494,weka.J48,0.0
1494,weka.ZeroR,0.0
1494,weka.OneR,0.0
1494,weka.PART,0.0
1494,weka.OLM,0.0
1494,weka.REPTree,0.0
1494,weka.BayesNet_K2,0.0
1494,weka.Logistic,0.0
1494,weka.Ridor,0.0
1494,weka.BayesNet_K2,0.0
1494,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1494,weka.LibSVM,0.0
1494,weka.J48,0.0
1494,weka.DecisionStump,0.0
1494,weka.HoeffdingTree,0.0
1494,weka.MultilayerPerceptron,0.0
1494,weka.Logistic,0.0
1494,weka.A1DE,0.0
1494,weka.LogitBoost_DecisionStump,0.0
1494,weka.NaiveBayes,0.0
1494,weka.OneR,0.0
1494,weka.DecisionStump,0.0
1494,weka.J48,0.0
1494,weka.RandomForest,0.0
1494,weka.AdaBoostM1_DecisionStump,0.0
1494,weka.SMO_PolyKernel,0.0
1494,weka.IBk,0.0
1494,weka.LADTree,0.0
1494,weka.RBFClassifier,0.0
1494,weka.Bagging_J48,0.0
1497,weka.J48,0.0
1497,weka.ZeroR,0.0
1497,weka.OneR,0.0
1497,weka.PART,0.0
1497,weka.OLM,0.0
1497,weka.REPTree,0.0
1497,weka.BayesNet_K2,0.0
1497,weka.Logistic,0.0
1497,weka.Ridor,0.0
1497,weka.BayesNet_K2,0.0
1497,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1497,weka.LibSVM,0.0
1497,weka.J48,0.0
1497,weka.DecisionStump,0.0
1497,weka.HoeffdingTree,0.0
1497,weka.MultilayerPerceptron,0.0
1497,weka.Logistic,0.0
1497,weka.A1DE,0.0
1497,weka.LogitBoost_DecisionStump,0.0
1497,weka.NaiveBayes,0.0
1497,weka.OneR,0.0
1497,weka.DecisionStump,0.0
1497,weka.J48,0.0
1497,weka.RandomForest,0.0
1497,weka.AdaBoostM1_DecisionStump,0.0
1497,weka.SMO_PolyKernel,0.0
1497,weka.IBk,0.0
1497,weka.LADTree,0.0
1497,weka.RBFClassifier,0.0
1497,weka.Bagging_J48,0.0
1501,weka.J48,0.0
1501,weka.ZeroR,0.0
1501,weka.OneR,0.0
1501,weka.PART,0.0
1501,weka.OLM,0.0
1501,weka.REPTree,0.0
1501,weka.BayesNet_K2,0.0
1501,weka.Logistic,0.0
1501,weka.Ridor,0.0
1501,weka.BayesNet_K2,0.0
1501,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1501,weka.LibSVM,0.0
1501,weka.J48,0.0
1501,weka.DecisionStump,0.0
1501,weka.HoeffdingTree,0.0
1501,weka.MultilayerPerceptron,0.0
1501,weka.Logistic,0.0
1501,weka.A1DE,0.0
1501,weka.LogitBoost_DecisionStump,0.0
1501,weka.NaiveBayes,0.0
1501,weka.OneR,0.0
1501,weka.DecisionStump,0.0
1501,weka.J48,0.0
1501,weka.RandomForest,0.0
1501,weka.AdaBoostM1_DecisionStump,0.0
1501,weka.SMO_PolyKernel,0.0
1501,weka.IBk,0.0
1501,weka.LADTree,0.0
1501,weka.RBFClassifier,0.0
1501,weka.Bagging_J48,0.0
1480,weka.J48,0.0
1480,weka.ZeroR,0.0
1480,weka.OneR,0.0
1480,weka.PART,0.0
1480,weka.OLM,0.0
1480,weka.REPTree,0.0
1480,weka.BayesNet_K2,0.0
1480,weka.Logistic,0.0
1480,weka.Ridor,0.0
1480,weka.BayesNet_K2,0.0
1480,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1480,weka.LibSVM,0.0
1480,weka.J48,0.0
1480,weka.DecisionStump,0.0
1480,weka.HoeffdingTree,0.0
1480,weka.MultilayerPerceptron,0.0
1480,weka.Logistic,0.0
1480,weka.A1DE,0.0
1480,weka.LogitBoost_DecisionStump,0.0
1480,weka.NaiveBayes,0.0
1480,weka.OneR,0.0
1480,weka.DecisionStump,0.0
1480,weka.J48,0.0
1480,weka.RandomForest,0.0
1480,weka.AdaBoostM1_DecisionStump,0.0
1480,weka.SMO_PolyKernel,0.0
1480,weka.IBk,0.0
1480,weka.LADTree,0.0
1480,weka.RBFClassifier,0.0
1480,weka.Bagging_J48,0.0
1485,weka.J48,0.0
1485,weka.ZeroR,0.0
1485,weka.OneR,0.0
1485,weka.PART,0.0
1485,weka.OLM,0.0
1485,weka.REPTree,0.0
1485,weka.BayesNet_K2,0.0
1485,weka.Logistic,0.0
1485,weka.Ridor,0.0
1485,weka.BayesNet_K2,0.0
1485,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1485,weka.LibSVM,0.0
1485,weka.J48,0.0
1485,weka.DecisionStump,0.0
1485,weka.HoeffdingTree,0.0
1485,weka.MultilayerPerceptron,0.0
1485,weka.Logistic,0.0
1485,weka.A1DE,0.0
1485,weka.LogitBoost_DecisionStump,0.0
1485,weka.NaiveBayes,0.0
1485,weka.OneR,0.0
1485,weka.DecisionStump,0.0
1485,weka.J48,0.0
1485,weka.RandomForest,0.0
1485,weka.AdaBoostM1_DecisionStump,0.0
1485,weka.SMO_PolyKernel,0.0
1485,weka.IBk,0.0
1485,weka.LADTree,0.0
1485,weka.RBFClassifier,0.0
1485,weka.Bagging_J48,0.0
1486,weka.J48,0.0
1486,weka.ZeroR,0.0
1486,weka.OneR,0.0
1486,weka.PART,0.0
1486,weka.OLM,0.0
1486,weka.REPTree,0.0
1486,weka.BayesNet_K2,0.0
1486,weka.Logistic,0.0
1486,weka.Ridor,0.0
1486,weka.BayesNet_K2,0.0
1486,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1486,weka.LibSVM,0.0
1486,weka.J48,0.0
1486,weka.DecisionStump,0.0
1486,weka.HoeffdingTree,0.0
1486,weka.MultilayerPerceptron,0.0
1486,weka.Logistic,0.0
1486,weka.A1DE,0.0
1486,weka.LogitBoost_DecisionStump,0.0
1486,weka.NaiveBayes,0.0
1486,weka.OneR,0.0
1486,weka.DecisionStump,0.0
1486,weka.J48,0.0
1486,weka.RandomForest,0.0
1486,weka.AdaBoostM1_DecisionStump,0.0
1486,weka.SMO_PolyKernel,0.0
1486,weka.IBk,0.0
1486,weka.LADTree,0.0
1486,weka.RBFClassifier,0.0
1486,weka.Bagging_J48,0.0
1487,weka.J48,0.0
1487,weka.ZeroR,0.0
1487,weka.OneR,0.0
1487,weka.PART,0.0
1487,weka.OLM,0.0
1487,weka.REPTree,0.0
1487,weka.BayesNet_K2,0.0
1487,weka.Logistic,0.0
1487,weka.Ridor,0.0
1487,weka.BayesNet_K2,0.0
1487,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1487,weka.LibSVM,0.0
1487,weka.J48,0.0
1487,weka.DecisionStump,0.0
1487,weka.HoeffdingTree,0.0
1487,weka.MultilayerPerceptron,0.0
1487,weka.Logistic,0.0
1487,weka.A1DE,0.0
1487,weka.LogitBoost_DecisionStump,0.0
1487,weka.NaiveBayes,0.0
1487,weka.OneR,0.0
1487,weka.DecisionStump,0.0
1487,weka.J48,0.0
1487,weka.RandomForest,0.0
1487,weka.AdaBoostM1_DecisionStump,0.0
1487,weka.SMO_PolyKernel,0.0
1487,weka.IBk,0.0
1487,weka.LADTree,0.0
1487,weka.RBFClassifier,0.0
1487,weka.Bagging_J48,0.0
1468,weka.J48,0.0
1468,weka.ZeroR,0.0
1468,weka.OneR,0.0
1468,weka.PART,0.0
1468,weka.OLM,0.0
1468,weka.REPTree,0.0
1468,weka.BayesNet_K2,0.0
1468,weka.Logistic,0.0
1468,weka.Ridor,0.0
1468,weka.BayesNet_K2,0.0
1468,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1468,weka.LibSVM,0.0
1468,weka.J48,0.0
1468,weka.DecisionStump,0.0
1468,weka.HoeffdingTree,0.0
1468,weka.MultilayerPerceptron,0.0
1468,weka.Logistic,0.0
1468,weka.A1DE,0.0
1468,weka.LogitBoost_DecisionStump,0.0
1468,weka.NaiveBayes,0.0
1468,weka.OneR,0.0
1468,weka.DecisionStump,0.0
1468,weka.J48,0.0
1468,weka.RandomForest,0.0
1468,weka.AdaBoostM1_DecisionStump,0.0
1468,weka.SMO_PolyKernel,0.0
1468,weka.IBk,0.0
1468,weka.LADTree,0.0
1468,weka.RBFClassifier,0.0
1468,weka.Bagging_J48,0.0
1475,weka.J48,0.0
1475,weka.ZeroR,0.0
1475,weka.OneR,0.0
1475,weka.PART,0.0
1475,weka.OLM,0.0
1475,weka.REPTree,0.0
1475,weka.BayesNet_K2,0.0
1475,weka.Logistic,0.0
1475,weka.Ridor,0.0
1475,weka.BayesNet_K2,0.0
1475,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1475,weka.LibSVM,0.0
1475,weka.J48,0.0
1475,weka.DecisionStump,0.0
1475,weka.HoeffdingTree,0.0
1475,weka.MultilayerPerceptron,0.0
1475,weka.Logistic,0.0
1475,weka.A1DE,0.0
1475,weka.LogitBoost_DecisionStump,0.0
1475,weka.NaiveBayes,0.0
1475,weka.OneR,0.0
1475,weka.DecisionStump,0.0
1475,weka.J48,0.0
1475,weka.RandomForest,0.0
1475,weka.AdaBoostM1_DecisionStump,0.0
1475,weka.SMO_PolyKernel,0.0
1475,weka.IBk,0.0
1475,weka.LADTree,0.0
1475,weka.RBFClassifier,0.0
1475,weka.Bagging_J48,0.0
1462,weka.J48,0.0
1462,weka.ZeroR,0.0
1462,weka.OneR,0.0
1462,weka.PART,0.0
1462,weka.OLM,0.0
1462,weka.REPTree,0.0
1462,weka.BayesNet_K2,0.0
1462,weka.Logistic,0.0
1462,weka.Ridor,0.0
1462,weka.BayesNet_K2,0.0
1462,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1462,weka.LibSVM,0.0
1462,weka.J48,0.0
1462,weka.DecisionStump,0.0
1462,weka.HoeffdingTree,0.0
1462,weka.MultilayerPerceptron,0.0
1462,weka.Logistic,0.0
1462,weka.A1DE,0.0
1462,weka.LogitBoost_DecisionStump,0.0
1462,weka.NaiveBayes,0.0
1462,weka.OneR,0.0
1462,weka.DecisionStump,0.0
1462,weka.J48,0.0
1462,weka.RandomForest,0.0
1462,weka.AdaBoostM1_DecisionStump,0.0
1462,weka.SMO_PolyKernel,0.0
1462,weka.IBk,0.0
1462,weka.LADTree,0.0
1462,weka.RBFClassifier,0.0
1462,weka.Bagging_J48,0.0
1464,weka.J48,0.0
1464,weka.ZeroR,0.0
1464,weka.OneR,0.0
1464,weka.PART,0.0
1464,weka.OLM,0.0
1464,weka.REPTree,0.0
1464,weka.BayesNet_K2,0.0
1464,weka.Logistic,0.0
1464,weka.Ridor,0.0
1464,weka.BayesNet_K2,0.0
1464,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1464,weka.LibSVM,0.0
1464,weka.J48,0.0
1464,weka.DecisionStump,0.0
1464,weka.HoeffdingTree,0.0
1464,weka.MultilayerPerceptron,0.0
1464,weka.Logistic,0.0
1464,weka.A1DE,0.0
1464,weka.LogitBoost_DecisionStump,0.0
1464,weka.NaiveBayes,0.0
1464,weka.OneR,0.0
1464,weka.DecisionStump,0.0
1464,weka.J48,0.0
1464,weka.RandomForest,0.0
1464,weka.AdaBoostM1_DecisionStump,0.0
1464,weka.SMO_PolyKernel,0.0
1464,weka.IBk,0.0
1464,weka.LADTree,0.0
1464,weka.RBFClassifier,0.0
1464,weka.Bagging_J48,0.0
4534,weka.J48,0.0
4534,weka.ZeroR,0.0
4534,weka.OneR,0.0
4534,weka.PART,0.0
4534,weka.OLM,0.0
4534,weka.REPTree,0.0
4534,weka.BayesNet_K2,0.0
4534,weka.Logistic,0.0
4534,weka.Ridor,0.0
4534,weka.BayesNet_K2,0.0
4534,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
4534,weka.LibSVM,0.0
4534,weka.J48,0.0
4534,weka.DecisionStump,0.0
4534,weka.HoeffdingTree,0.0
4534,weka.MultilayerPerceptron,0.0
4534,weka.Logistic,0.0
4534,weka.A1DE,0.0
4534,weka.LogitBoost_DecisionStump,0.0
4534,weka.NaiveBayes,0.0
4534,weka.OneR,0.0
4534,weka.DecisionStump,0.0
4534,weka.J48,0.0
4534,weka.RandomForest,0.0
4534,weka.AdaBoostM1_DecisionStump,0.0
4534,weka.SMO_PolyKernel,0.0
4534,weka.IBk,0.0
4534,weka.LADTree,0.0
4534,weka.RBFClassifier,0.0
4534,weka.Bagging_J48,0.0
6332,weka.J48,0.0
6332,weka.ZeroR,0.0
6332,weka.OneR,0.0
6332,weka.PART,0.0
6332,weka.OLM,0.0
6332,weka.REPTree,0.0
6332,weka.BayesNet_K2,0.0
6332,weka.Logistic,0.0
6332,weka.Ridor,0.0
6332,weka.BayesNet_K2,0.0
6332,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
6332,weka.LibSVM,0.0
6332,weka.J48,0.0
6332,weka.DecisionStump,0.0
6332,weka.HoeffdingTree,0.0
6332,weka.MultilayerPerceptron,0.0
6332,weka.Logistic,0.0
6332,weka.A1DE,0.0
6332,weka.LogitBoost_DecisionStump,0.0
6332,weka.NaiveBayes,0.0
6332,weka.OneR,0.0
6332,weka.DecisionStump,0.0
6332,weka.J48,0.0
6332,weka.RandomForest,0.0
6332,weka.AdaBoostM1_DecisionStump,0.0
6332,weka.SMO_PolyKernel,0.0
6332,weka.IBk,0.0
6332,weka.LADTree,0.0
6332,weka.RBFClassifier,0.0
6332,weka.Bagging_J48,0.0
1461,weka.J48,0.0
1461,weka.ZeroR,0.0
1461,weka.OneR,0.0
1461,weka.PART,0.0
1461,weka.OLM,0.0
1461,weka.REPTree,0.0
1461,weka.BayesNet_K2,0.0
1461,weka.Logistic,0.0
1461,weka.Ridor,0.0
1461,weka.BayesNet_K2,0.0
1461,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1461,weka.LibSVM,0.0
1461,weka.J48,0.0
1461,weka.DecisionStump,0.0
1461,weka.HoeffdingTree,0.0
1461,weka.MultilayerPerceptron,0.0
1461,weka.Logistic,0.0
1461,weka.A1DE,0.0
1461,weka.LogitBoost_DecisionStump,0.0
1461,weka.NaiveBayes,0.0
1461,weka.OneR,0.0
1461,weka.DecisionStump,0.0
1461,weka.J48,0.0
1461,weka.RandomForest,0.0
1461,weka.AdaBoostM1_DecisionStump,0.0
1461,weka.SMO_PolyKernel,0.0
1461,weka.IBk,0.0
1461,weka.LADTree,0.0
1461,weka.RBFClassifier,0.0
1461,weka.Bagging_J48,0.0
4538,weka.J48,0.960404
4538,weka.ZeroR,0.623068
4538,weka.OneR,0.863496
4538,weka.PART,0.969084
4538,weka.OLM,0.376932
4538,weka.REPTree,0.0
4538,weka.BayesNet_K2,0.0
4538,weka.Logistic,0.0
4538,weka.Ridor,0.952913
4538,weka.BayesNet_K2,0.994649
4538,weka.FilteredClassifier_Standardize_NaiveBayes,0.989061
4538,weka.LibSVM,0.623068
4538,weka.J48,0.0
4538,weka.DecisionStump,0.0
4538,weka.HoeffdingTree,0.0
4538,weka.MultilayerPerceptron,0.0
4538,weka.Logistic,0.989774
4538,weka.A1DE,0.997979
4538,weka.LogitBoost_DecisionStump,0.0
4538,weka.NaiveBayes,0.0
4538,weka.OneR,0.0
4538,weka.DecisionStump,0.0
4538,weka.J48,0.0
4538,weka.RandomForest,0.0
4538,weka.AdaBoostM1_DecisionStump,0.0
4538,weka.SMO_PolyKernel,0.0
4538,weka.IBk,0.0
4538,weka.LADTree,0.96849
4538,weka.RBFClassifier,0.995125
4538,weka.Bagging_J48,0.9761
1478,weka.J48,0.0
1478,weka.ZeroR,0.0
1478,weka.OneR,0.0
1478,weka.PART,0.0
1478,weka.OLM,0.0
1478,weka.REPTree,0.0
1478,weka.BayesNet_K2,0.0
1478,weka.Logistic,0.0
1478,weka.Ridor,0.0
1478,weka.BayesNet_K2,0.0
1478,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
1478,weka.LibSVM,0.0
1478,weka.J48,0.0
1478,weka.DecisionStump,0.0
1478,weka.HoeffdingTree,0.0
1478,weka.MultilayerPerceptron,0.0
1478,weka.Logistic,0.0
1478,weka.A1DE,0.0
1478,weka.LogitBoost_DecisionStump,0.0
1478,weka.NaiveBayes,0.0
1478,weka.OneR,0.0
1478,weka.DecisionStump,0.0
1478,weka.J48,0.0
1478,weka.RandomForest,0.0
1478,weka.AdaBoostM1_DecisionStump,0.0
1478,weka.SMO_PolyKernel,0.0
1478,weka.IBk,0.0
1478,weka.LADTree,0.0
1478,weka.RBFClassifier,0.0
1478,weka.Bagging_J48,0.0
23381,weka.J48,0.0
23381,weka.ZeroR,0.0
23381,weka.OneR,0.0
23381,weka.PART,0.0
23381,weka.OLM,0.0
23381,weka.REPTree,0.0
23381,weka.BayesNet_K2,0.0
23381,weka.Logistic,0.0
23381,weka.Ridor,0.0
23381,weka.BayesNet_K2,0.0
23381,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
23381,weka.LibSVM,0.0
23381,weka.J48,0.0
23381,weka.DecisionStump,0.0
23381,weka.HoeffdingTree,0.0
23381,weka.MultilayerPerceptron,0.0
23381,weka.Logistic,0.0
23381,weka.A1DE,0.0
23381,weka.LogitBoost_DecisionStump,0.0
23381,weka.NaiveBayes,0.0
23381,weka.OneR,0.0
23381,weka.DecisionStump,0.0
23381,weka.J48,0.0
23381,weka.RandomForest,0.0
23381,weka.AdaBoostM1_DecisionStump,0.0
23381,weka.SMO_PolyKernel,0.0
23381,weka.IBk,0.0
23381,weka.LADTree,0.0
23381,weka.RBFClassifier,0.0
23381,weka.Bagging_J48,0.0
40499,weka.J48,0.0
40499,weka.ZeroR,0.0
40499,weka.OneR,0.0
40499,weka.PART,0.0
40499,weka.OLM,0.0
40499,weka.REPTree,0.0
40499,weka.BayesNet_K2,0.0
40499,weka.Logistic,0.0
40499,weka.Ridor,0.0
40499,weka.BayesNet_K2,0.0
40499,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40499,weka.LibSVM,0.0
40499,weka.J48,0.0
40499,weka.DecisionStump,0.0
40499,weka.HoeffdingTree,0.0
40499,weka.MultilayerPerceptron,0.0
40499,weka.Logistic,0.0
40499,weka.A1DE,0.0
40499,weka.LogitBoost_DecisionStump,0.0
40499,weka.NaiveBayes,0.0
40499,weka.OneR,0.0
40499,weka.DecisionStump,0.0
40499,weka.J48,0.0
40499,weka.RandomForest,0.0
40499,weka.AdaBoostM1_DecisionStump,0.0
40499,weka.SMO_PolyKernel,0.0
40499,weka.IBk,0.0
40499,weka.LADTree,0.0
40499,weka.RBFClassifier,0.0
40499,weka.Bagging_J48,0.0
40668,weka.J48,0.0
40668,weka.ZeroR,0.0
40668,weka.OneR,0.0
40668,weka.PART,0.0
40668,weka.OLM,0.0
40668,weka.REPTree,0.0
40668,weka.BayesNet_K2,0.0
40668,weka.Logistic,0.0
40668,weka.Ridor,0.0
40668,weka.BayesNet_K2,0.0
40668,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40668,weka.LibSVM,0.0
40668,weka.J48,0.0
40668,weka.DecisionStump,0.0
40668,weka.HoeffdingTree,0.0
40668,weka.MultilayerPerceptron,0.0
40668,weka.Logistic,0.0
40668,weka.A1DE,0.0
40668,weka.LogitBoost_DecisionStump,0.0
40668,weka.NaiveBayes,0.0
40668,weka.OneR,0.0
40668,weka.DecisionStump,0.0
40668,weka.J48,0.0
40668,weka.RandomForest,0.0
40668,weka.AdaBoostM1_DecisionStump,0.0
40668,weka.SMO_PolyKernel,0.0
40668,weka.IBk,0.0
40668,weka.LADTree,0.0
40668,weka.RBFClassifier,0.0
40668,weka.Bagging_J48,0.0
40966,weka.J48,0.0
40966,weka.ZeroR,0.0
40966,weka.OneR,0.0
40966,weka.PART,0.0
40966,weka.OLM,0.0
40966,weka.REPTree,0.0
40966,weka.BayesNet_K2,0.0
40966,weka.Logistic,0.0
40966,weka.Ridor,0.0
40966,weka.BayesNet_K2,0.0
40966,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40966,weka.LibSVM,0.0
40966,weka.J48,0.0
40966,weka.DecisionStump,0.0
40966,weka.HoeffdingTree,0.0
