Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,shrinkage,tol,solver_eigen,solver_lsqr,solver_svd
appendicitis_test_edsa_45613,1.0,0.0011076927185058,0.0001139640808105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9035686179556537e-05,0.0,0.0,1.0
appendicitis_test_edsa_45613,1.0,0.0012822151184082,0.0001218318939208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.120950390317013e-05,0.0,0.0,1.0
appendicitis_test_edsa_45613,1.0,0.0013113021850585,0.0001640319824218,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0001837624061616,1.0,0.0,0.0
appendicitis_test_edsa_45613,1.0,0.0013363361358642,0.0001258850097656,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.041784037656725e-05,1.0,0.0,0.0
appendicitis_test_edsa_45613,1.0,0.0011749267578125,0.0001220703125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002227995969826,0.0,0.0,1.0
appendicitis_test_edsa_45613,1.0,0.0012640953063964,0.0001258850097656,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9079502335226096,0.00044329721803,0.0,1.0,0.0
appendicitis_test_edsa_45613,1.0,0.00199556350708,0.0002593994140625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.882735901599483e-05,0.0,0.0,1.0
appendicitis_test_edsa_45613,1.0,0.0011284351348876,0.0001163482666015,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.000273342103206,0.0,1.0,0.0
appendicitis_test_edsa_45613,1.0,0.0010857582092285,0.0001800060272216,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.6153119582541182e-05,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.0011706352233886,0.0001153945922851,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.527398510390851e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0011272430419921,0.0001134872436523,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002318863999232,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0012900829315185,0.0001263618469238,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2246949393120297,0.000730415669565,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.0013515949249267,0.0001242160797119,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0001702572693031,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0011367797851562,0.0001130104064941,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.3416237125196646e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0011546611785888,0.0001144409179687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.240142239366331e-05,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.001185655593872,0.0001182556152343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.068751069799824e-05,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.0011289119720458,0.0001101493835449,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002022082101038,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0012848377227783,0.0001192092895507,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5079760755296256e-05,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0011703968048095,0.0001146793365478,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.709553786543731e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0012257099151611,0.0001451969146728,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.582545002815486,0.0003296107790726,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.0010981559753417,0.0001089572906494,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.989215767410295e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0014028549194335,0.0001263618469238,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6101256759396899,0.0002710316987054,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0012450218200683,0.0001146793365478,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333634425806,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0012016296386718,0.0001220703125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0005337641283382,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0012745857238769,0.0001189708709716,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.1161948621074629e-05,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0011756420135498,0.0001170635223388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6885843627894195e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0010957717895507,0.0001122951507568,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0008122226661665,1.0,0.0,0.0
DiabeticMellitus_41430,1.0,0.001166820526123,0.0001161098480224,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7846899782579338e-05,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0011103153228759,0.0001156330108642,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.789144020814126,9.45669132033554e-05,1.0,0.0,0.0
tae_48,0.7741935483870968,0.0312674045562744,0.0001664161682128,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.157242884040417e-05,0.0,1.0,0.0
tae_48,0.7741935483870968,0.0358402729034423,0.0001766681671142,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4423939696037861,0.0004205095628697,1.0,0.0,0.0
tae_48,0.7741935483870968,0.0047872066497802,0.0001866817474365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7523440263591392,1.5595759674120968e-05,0.0,1.0,0.0
tae_48,0.7741935483870968,0.0269274711608886,0.00016450881958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4833158859198496e-05,0.0,0.0,1.0
tae_48,0.7741935483870968,0.0042846202850341,0.0001366138458251,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001021895493099,0.0,0.0,1.0
tae_48,0.7741935483870968,0.0085053443908691,0.0001759529113769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001803027608808,2.9947369106689108e-05,0.0,1.0,0.0
tae_48,0.7741935483870968,0.0047330856323242,0.0001599788665771,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002104322426039,0.0,0.0,1.0
tae_48,0.7741935483870968,0.0485048294067382,0.0001766681671142,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002342044545306,0.0,0.0,1.0
tae_48,0.7741935483870968,0.0041654109954833,0.0001423358917236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0001486268189345,0.0,0.0,1.0
tae_48,0.7741935483870968,0.0389912128448486,0.0002205371856689,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0004669483484959,1.0,0.0,0.0
tae_48,0.7741935483870968,0.038539171218872,0.0002472400665283,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002481432712566,1.0,0.0,0.0
tae_48,0.7741935483870968,0.0049078464508056,0.000138521194458,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3715576167275327e-05,0.0,0.0,1.0
tae_48,0.7419354838709677,0.045943260192871,0.0001964569091796,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.434877575747016e-05,0.0,0.0,1.0
tae_48,0.7419354838709677,0.0788447856903076,0.0002214908599853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003129863046854,0.0,1.0,0.0
tae_48,0.7419354838709677,0.0040898323059082,0.0001449584960937,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003020251154302,0.0,0.0,1.0
tae_48,0.7419354838709677,0.0334434509277343,0.0001652240753173,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5902095342892003,0.0005019329801032,0.0,1.0,0.0
tae_48,0.7419354838709677,0.1510391235351562,0.0001945495605468,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.539168167269897e-05,0.0,0.0,1.0
tae_48,0.7419354838709677,0.0040664672851562,0.0001413822174072,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.794447261531893e-05,0.0,0.0,1.0
tae_48,0.7419354838709677,0.0790183544158935,0.0002081394195556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.000142345084876,0.0,0.0,1.0
tae_48,0.7419354838709677,0.0099298954010009,0.0001864433288574,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.04756943477444e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0013999938964843,0.000119924545288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.914493784854413e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0013535022735595,0.000115156173706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004215619186536,1.0,0.0,0.0
fri_c1_500_50_766,0.83,0.0013740062713623,0.0001161098480224,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.660413364800044e-05,0.0,1.0,0.0
fri_c1_500_50_766,0.83,0.0014047622680664,0.0001180171966552,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0535555526203116e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0014796257019042,0.0001246929168701,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002002869485552,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0013489723205566,0.0001361370086669,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2970601147576195e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.001354694366455,0.0001144409179687,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4108863736185189,2.464136694358581e-05,0.0,1.0,0.0
fri_c1_500_50_766,0.83,0.0014815330505371,0.0001282691955566,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0790939392624417e-05,1.0,0.0,0.0
fri_c1_500_50_766,0.83,0.0013923645019531,0.0001165866851806,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0001432399222074,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0014071464538574,0.0001184940338134,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001329867164034,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0015456676483154,0.0001173019409179,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5590924486521125e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0013492107391357,0.000115156173706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2614245460148514e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0013847351074218,0.0001211166381835,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.58676646879464e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.83,0.0014638900756835,0.000115156173706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9941088870662766,0.0003652421033432,0.0,1.0,0.0
fri_c1_500_50_766,0.83,0.0013103485107421,0.0001156330108642,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0008081357940592,1.0,0.0,0.0
fri_c1_500_50_766,0.83,0.001500129699707,0.0001242160797119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878630378984047,1.4135397087968922e-05,1.0,0.0,0.0
fri_c1_500_50_766,0.83,0.0014815330505371,0.0001296997070312,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002608219315755,1.0,0.0,0.0
fri_c1_500_50_766,0.83,0.0013551712036132,0.0001173019409179,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4148708978012684e-05,0.0,0.0,1.0
fri_c1_500_50_766,0.82,0.0013236999511718,0.0001177787780761,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7427540494951265,1.1693691726990704e-05,0.0,1.0,0.0
fri_c1_500_50_766,0.82,0.0014524459838867,0.0001277923583984,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5114411749518679,4.672429584064847e-05,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0046238899230957,0.0001461505889892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0001405279304414,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0740683078765869,0.0001966953277587,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.000159479193004,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0041639804840087,0.0001420974731445,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.254307009784245e-05,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0197310447692871,0.0002307891845703,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0007171239799305,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0725336074829101,0.0002014636993408,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2858103735521596e-05,0.0,0.0,1.0
tokyo1_40705,0.953125,0.104924201965332,0.0001928806304931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7188405764141685e-05,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0098445415496826,0.0001666545867919,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.328402685875862e-05,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0041534900665283,0.00014328956604,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0007785825802788,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0811877250671386,0.0002038478851318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4919351256644654,0.0009604282653342,1.0,0.0,0.0
tokyo1_40705,0.953125,0.008617877960205,0.000185489654541,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0016212660596146e-05,0.0,0.0,1.0
tokyo1_40705,0.953125,0.0746846199035644,0.0001919269561767,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.8121045342997115e-05,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0047509670257568,0.000176191329956,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.000100623883056,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0045619010925292,0.0001535415649414,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0002447886113441,1.0,0.0,0.0
tokyo1_40705,0.953125,0.0131120681762695,0.0002360343933105,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0002058223516431,1.0,0.0,0.0
tokyo1_40705,0.953125,0.01737642288208,0.000197410583496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.184356680870369e-05,1.0,0.0,0.0
