Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,reg_param,tol
schizo_466,0.75,0.069237470626831,0.0004529953002929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0670944377299123,0.0001735582362539
schizo_466,0.75,0.0584630966186523,0.0005202293395996,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1127148439196447,0.0004769620096029
schizo_466,0.75,0.0186231136322021,0.0005278587341308,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0095993813429435,0.0005958207775621
schizo_466,0.7352941176470589,0.0009748935699462,0.0001723766326904,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0340817911882286,5.806183391554382e-05
schizo_466,0.7352941176470589,0.0073342323303222,0.0005371570587158,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005395174244423,1.3520437154288496e-05
schizo_466,0.7352941176470589,0.001246690750122,0.0002038478851318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0805876858497306,3.023944323702336e-05
schizo_466,0.7352941176470589,0.0011029243469238,0.0002057552337646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0545314650880669,1.5557925608812477e-05
schizo_466,0.7352941176470589,0.0009810924530029,0.0001697540283203,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3447434118385447,0.0003840230927828
glass_1005,0.8372093023255814,0.0007894039154052,0.000162124633789,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0362727050426567,1.3161863668200994e-05
glass_1005,0.8372093023255814,0.0008096694946289,0.0001599788665771,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0323558414297643,8.609729406229838e-05
glass_1005,0.8372093023255814,0.0008466243743896,0.0001628398895263,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0436748702617885,0.0001211736950248
glass_1005,0.8372093023255814,0.0008487701416015,0.0001630783081054,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0654469365862771,0.0004562298512254
glass_1005,0.8372093023255814,0.0008711814880371,0.0001623630523681,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0948268376841134,0.0002524769717915
glass_1005,0.8372093023255814,0.0009074211120605,0.0001661777496337,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0443667555771307,0.0001575039241145
glass_1005,0.8333333333333334,0.0006580352783203,0.0001435279846191,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1107909985252591,0.0001449705221306
glass_1005,0.8333333333333334,0.0008058547973632,0.0001518726348876,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1272206206219849,8.758323185829806e-05
glass_1005,0.8333333333333334,0.0006384849548339,0.0001461505889892,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1353776455418505,0.0006279174971651
glass_1005,0.8333333333333334,0.0006537437438964,0.0001451969146728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1866645285223789,2.2657454855870115e-05
glass_1005,0.8333333333333334,0.0006446838378906,0.0001466274261474,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0166278196950991,0.0008454485321346
glass_1005,0.8333333333333334,0.0006532669067382,0.0001463890075683,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1372785374516194,0.000161103499286
glass_1005,0.8333333333333334,0.0006604194641113,0.0001695156097412,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0350505974069137,2.988264171284727e-05
glass_1005,0.8333333333333334,0.0006575584411621,0.0002162456512451,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1296388495049311,0.0002907563397649
glass_1005,0.8333333333333334,0.0008168220520019,0.0001502037048339,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0030161182435373,5.5908524599119306e-05
glass_1005,0.8333333333333334,0.000664472579956,0.0001726150512695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0240211125297682,1.5905411323530667e-05
glass_1005,0.8333333333333334,0.0006606578826904,0.0001473426818847,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0656785252245872,1.4559994226426736e-05
glass_1005,0.8333333333333334,0.0006518363952636,0.0001430511474609,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.089778162612991,0.0001345062823309
glass_1005,0.7906976744186046,0.0010023117065429,0.0002353191375732,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2934341382072144,0.0001934099077152
glass_1005,0.7906976744186046,0.0029909610748291,0.000258445739746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283134599484332,4.5539629646209824e-05
backache_463,0.9444444444444444,0.0006599426269531,0.0001449584960937,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746460938246398,0.0002430768554812
backache_463,0.9444444444444444,0.0007326602935791,0.0001468658447265,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0678369515574188,3.45623875295231e-05
backache_463,0.9444444444444444,0.0010113716125488,0.0002219676971435,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1179771224336068,4.900034525048391e-05
backache_463,0.9444444444444444,0.000664472579956,0.0001430511474609,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279011780356764,2.863520501915313e-05
backache_463,0.9444444444444444,0.0006334781646728,0.0001964569091796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2635645594555183,0.0001855309108028
backache_463,0.9444444444444444,0.0006284713745117,0.0002274513244628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524975942532912,9.534441886264716e-05
backache_463,0.9444444444444444,0.0007205009460449,0.0001435279846191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159180702533802,1.9958822001736807e-05
backache_463,0.9444444444444444,0.0007450580596923,0.0001463890075683,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219756851871917,0.0008854599580692
backache_463,0.9444444444444444,0.0007944107055664,0.0001654624938964,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1118592572965579,0.0006199472929158
backache_463,0.9444444444444444,0.0006628036499023,0.0001454353332519,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386644338646435,0.0003676086515873
backache_463,0.9444444444444444,0.0009703636169433,0.0003564357757568,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0819251130600232,1.5571830723446142e-05
backache_463,0.9444444444444444,0.0006394386291503,0.0001661777496337,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0269154643803897,7.471822962044328e-05
backache_463,0.9166666666666666,0.0006301403045654,0.0001387596130371,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2204253117142837,0.0001092095999402
backache_463,0.9166666666666666,0.0013456344604492,0.0002000331878662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069294435566914,0.0007748777272996
backache_463,0.9166666666666666,0.0010962486267089,0.0001862049102783,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082229526208617,5.2797558740749146e-05
backache_463,0.9166666666666666,0.0010378360748291,0.000176191329956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0687374238811827,0.0002183860566545
backache_463,0.9166666666666666,0.0011482238769531,0.00018310546875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593935662573974,0.0001280194484102
backache_463,0.9166666666666666,0.0006523132324218,0.0001449584960937,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099721214832668,0.0004165893099509
backache_463,0.9166666666666666,0.0006301403045654,0.0001378059387207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0455163266149751,1.6678244464535026e-05
backache_463,0.9166666666666666,0.1554305553436279,0.0004501342773437,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0232978252976521,0.0004480240234826
parkinsons_1488,0.9743589743589745,0.0009207725524902,0.0001649856567382,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004528293715242,0.0002009798761354
parkinsons_1488,0.9743589743589745,0.000922679901123,0.000166893005371,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0022323927182428,1.660765043799619e-05
parkinsons_1488,0.9743589743589745,0.000962495803833,0.000169038772583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032677309691033,0.0003086851728794
parkinsons_1488,0.9743589743589745,0.001227855682373,0.0001981258392333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0096145656342133,4.637176370429326e-05
parkinsons_1488,0.9743589743589745,0.0009546279907226,0.000169038772583,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1846322384820974,1.4441355955423307e-05
parkinsons_1488,0.9743589743589745,0.0011489391326904,0.0001840591430664,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3719433251047704,7.583807817259653e-05
parkinsons_1488,0.9743589743589745,0.001227855682373,0.0001964569091796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0623315900507329,2.2477316006766624e-05
parkinsons_1488,0.9743589743589745,0.0009787082672119,0.0001664161682128,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0891319159279914,3.500042576761313e-05
parkinsons_1488,0.9743589743589745,0.0009734630584716,0.000166893005371,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2986659699620378,0.0009909602051072
parkinsons_1488,0.9743589743589745,0.0008645057678222,0.0001578330993652,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1387910141635516,2.0065774556667e-05
parkinsons_1488,0.9743589743589745,0.0009100437164306,0.0001752376556396,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.071181318309666,5.776439396144658e-05
parkinsons_1488,0.9743589743589745,0.0010244846343994,0.0001697540283203,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.055500962749241,0.0002112313659561
parkinsons_1488,0.9743589743589745,0.0012164115905761,0.0002129077911376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1372952282833978,0.0008906899968088
parkinsons_1488,0.9743589743589745,0.0010619163513183,0.0001943111419677,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0388757429608992,5.6046392452637504e-05
parkinsons_1488,0.9743589743589745,0.0008935928344726,0.0001652240753173,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1385974735720062,2.6627905648246342e-05
parkinsons_1488,0.9743589743589745,0.0009524822235107,0.0001664161682128,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0074789995841895,6.490303843154625e-05
parkinsons_1488,0.9743589743589745,0.0010113716125488,0.0001695156097412,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0722923296396682,2.089301977206091e-05
parkinsons_1488,0.9743589743589745,0.0009369850158691,0.0001673698425292,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0199787456250778,0.0009396975778871
parkinsons_1488,0.9743589743589745,0.0009951591491699,0.0001828670501708,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1326391788254376,8.91240749508452e-05
parkinsons_1488,0.9743589743589745,0.0010442733764648,0.0001735687255859,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.349793352626644,0.0002097987251155
PieChart1_1451,0.9361702127659576,0.002875804901123,0.0003433227539062,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.106459117745526,5.188427314462668e-05
PieChart1_1451,0.9361702127659576,0.0029406547546386,0.0002713203430175,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1290315113123179,3.305352361946284e-05
PieChart1_1451,0.9361702127659576,0.1012935638427734,0.0026416778564453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0178469924262621,1.5361737245552493e-05
PieChart1_1451,0.9361702127659576,0.0028903484344482,0.0003936290740966,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0798278058772467,0.0003648635901448
PieChart1_1451,0.9361702127659576,0.0027055740356445,0.0003540515899658,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1508854021658447,0.0001339186708389
PieChart1_1451,0.9361702127659576,0.0027787685394287,0.0002827644348144,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1949297224880678,2.606909837307109e-05
PieChart1_1451,0.9361702127659576,0.0024244785308837,0.0002474784851074,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3712986277447092,0.0002173572156309
PieChart1_1451,0.9361702127659576,0.0009164810180664,0.0001606941223144,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372939545443733,3.091964491168948e-05
PieChart1_1451,0.9361702127659576,0.0026471614837646,0.0002954006195068,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08522823710358,2.655179348895622e-05
PieChart1_1451,0.9361702127659576,0.0036053657531738,0.0003530979156494,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1684806293003603,0.0005554210474563
PieChart1_1451,0.9361702127659576,0.0023770332336425,0.0002267360687255,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0298321960439683,9.748515757735892e-05
PieChart1_1451,0.9361702127659576,0.0024003982543945,0.0002298355102539,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2061586805970678,0.0001158790214245
PieChart1_1451,0.9361702127659576,0.0009346008300781,0.0002107620239257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1520922450745648,0.0003458350144208
PieChart1_1451,0.9361702127659576,0.0024812221527099,0.0002286434173583,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182594959688008,9.090288411828853e-05
PieChart1_1451,0.9361702127659576,0.0009841918945312,0.0001716613769531,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190588333075948,3.006945914273753e-05
PieChart1_1451,0.9361702127659576,0.0028488636016845,0.0002894401550292,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1777196210534874,0.0002903232897861
PieChart1_1451,0.9361702127659576,0.0026187896728515,0.000291109085083,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2589333339906867,0.0004994093797674
PieChart1_1451,0.9361702127659576,0.0022976398468017,0.0002250671386718,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312300231822136,0.0001856861182702
PieChart1_1451,0.9361702127659576,0.0012030601501464,0.0001852512359619,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398186646238423,0.0004016746989827
PieChart1_1451,0.9361702127659576,0.0028216838836669,0.0002980232238769,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0716278641799242,1.1417323290990455e-05
bridges_327,0.8095238095238095,0.0008401870727539,0.0002276897430419,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1638394336327973,9.442611816360304e-05
