Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,C,fit_intercept,max_iter,tol,random_state,loss_hinge,loss_squared_hinge
sick_38,0.9522546419098143,0.0123000144958496,0.0003550052642822,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8952205839150719,1.0,1233.0,0.0007771034871396,0.0,1.0,0.0
sick_38,0.9522546419098143,0.0128498077392578,0.0003275871276855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.449954348663069,0.0,1260.0,0.0005556132343951,0.0,0.0,1.0
sick_38,0.9522546419098143,0.0123219490051269,0.0003387928009033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3780504076761085,1.0,1069.0,0.0049328898982966,0.0,1.0,0.0
sick_38,0.9509933774834436,0.01707124710083,0.000335693359375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.387589031690798,1.0,1290.0,0.0001138243603637,0.0,1.0,0.0
sick_38,0.9482758620689656,0.0279109477996826,0.0004041194915771,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1704834217673237,1.0,790.0,0.003360075979772,0.0,1.0,0.0
sick_38,0.9482758620689656,0.0302402973175048,0.0003972053527832,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5580183233188986,1.0,165.0,0.0002611654788482,0.0,1.0,0.0
sick_38,0.9470198675496688,0.0148937702178955,0.0004384517669677,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.014317991369847,0.0,856.0,0.0057418891427406,0.0,1.0,0.0
sick_38,0.9470198675496688,0.0150415897369384,0.0003230571746826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.689889956355453,1.0,635.0,0.0003689270193381,0.0,1.0,0.0
sick_38,0.9470198675496688,0.0155704021453857,0.0003862380981445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569753716823226,1.0,1003.0,0.0012625148127934,0.0,1.0,0.0
sick_38,0.9470198675496688,0.0308682918548584,0.0004341602325439,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.038374934884676,1.0,1432.0,0.0003217461701648,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.25,0.0234715938568115,0.0003154277801513,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4215124393941365,1.0,1089.0,0.0006666438653664,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.25,0.0231359004974365,0.0002417564392089,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.476010647621327,1.0,923.0,0.000299504859623,0.0,0.0,1.0
autoUniv-au6-1000_1555,0.24,0.0066199302673339,0.0001347064971923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.005126631147243,0.0,1333.0,0.0005574224617519,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.24,0.0067324638366699,0.000152587890625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5135312373799896,1.0,1508.0,0.005366804280401,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.24,0.0070381164550781,0.0001418590545654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2110379502988829,0.0,1133.0,0.0024510627153714,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.24,0.0065648555755615,0.0001335144042968,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3413494127772931,1.0,806.0,0.0004671759141563,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.24,0.0067787170410156,0.0001797676086425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8445081254036195,1.0,1037.0,0.0051155819980931,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.24,0.007169485092163,0.0001640319824218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3186927966868094,0.0,1047.0,0.0001267012672079,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.23,0.0061912536621093,0.000133991241455,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7785615646348681,1.0,943.0,0.0025724156144959,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.23,0.0080194473266601,0.0001630783081054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5180159007739,1.0,1387.0,0.0017902279650896,0.0,1.0,0.0
autoUniv-au6-1000_1555,0.23,0.0068395137786865,0.000136375427246,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3089447037314482,1.0,1254.0,0.0005611133700502,0.0,0.0,1.0
autoUniv-au6-1000_1555,0.23,0.0070419311523437,0.0001502037048339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.502924537809235,0.0,654.0,0.0006685543698479,0.0,0.0,1.0
autoUniv-au6-1000_1555,0.225,0.0128312110900878,0.000187873840332,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2375516876675793,1.0,621.0,0.0005730057762714,0.0,1.0,0.0
