Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,learning_rate,max_iter,max_depth,min_samples_leaf,l2_regularization,max_bins,random_state
autoUniv-au6-1000_1555,0.325,2.314239025115967,0.015446662902832,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0575611296881967,59,7.0,45,0.0045521366661254,186,0.0
autoUniv-au6-1000_1555,0.325,2.3005199432373047,0.0168218612670898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195009960399605,145,1000.0,20,0.133154102457802,255,0.0
autoUniv-au6-1000_1555,0.325,2.315337657928467,0.0147264003753662,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3370072487743547,152,29.0,14,0.0752615883090305,244,0.0
autoUniv-au6-1000_1555,0.325,2.360247850418091,0.0191333293914794,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0307475263227494,114,1000.0,17,0.0506066040123347,231,0.0
autoUniv-au6-1000_1555,0.32,18.480372428894043,0.0154218673706054,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0158982021794587,111,19.0,16,0.1456406490239873,255,0.0
autoUniv-au6-1000_1555,0.32,22.376064777374268,0.0164794921875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4167699516122169,67,9.0,34,0.0309583129570818,255,0.0
autoUniv-au6-1000_1555,0.315,2.4957993030548096,0.015228271484375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9316500801665588,10,28.0,33,0.225889101292274,232,0.0
autoUniv-au6-1000_1555,0.315,2.385449409484864,0.0133833885192871,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2077571781430171,107,1000.0,33,0.1166316706577391,255,0.0
autoUniv-au6-1000_1555,0.31,0.2166273593902588,0.0137548446655273,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4471452492558481,115,1000.0,7,0.0942007567242012,255,0.0
autoUniv-au6-1000_1555,0.31,0.2705848217010498,0.0160143375396728,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7631761417103655,66,1000.0,22,0.0740491008994933,255,0.0
autoUniv-au6-1000_1555,0.31,0.2705535888671875,0.0150625705718994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0286523048302679,46,23.0,5,0.0239219147381774,241,0.0
autoUniv-au6-1000_1555,0.31,0.2468831539154052,0.0109305381774902,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0502125073388412,36,1000.0,30,0.0959576591329077,255,0.0
autoUniv-au6-1000_1555,0.305,5.237204074859619,0.0184659957885742,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0274190338120056,108,1000.0,15,0.1290671431508583,255,0.0
autoUniv-au6-1000_1555,0.305,2.41536545753479,0.0145089626312255,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0132913025498266,104,18.0,25,0.0011758579792496,245,0.0
autoUniv-au6-1000_1555,0.305,2.45607328414917,0.0148885250091552,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2914416349865096,160,25.0,15,0.0456367659372913,255,0.0
autoUniv-au6-1000_1555,0.305,2.4530367851257324,0.0160832405090332,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0195575841368504,60,1000.0,2,0.1786557606134207,255,0.0
autoUniv-au6-1000_1555,0.305,2.407740831375122,0.0174648761749267,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0153256461425912,86,6.0,29,0.1000245313182654,255,0.0
autoUniv-au6-1000_1555,0.305,2.498901844024658,0.0188455581665039,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0519122366851848,101,1000.0,30,0.0955214628983579,245,0.0
autoUniv-au6-1000_1555,0.305,2.3943653106689453,0.0148062705993652,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0132163712154696,73,1000.0,21,0.0259564677629754,249,0.0
autoUniv-au6-1000_1555,0.305,2.420371532440185,0.015007734298706,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0228621270878525,142,23.0,1,0.0999913493465698,238,0.0
analcatdata_creditscore_461,1.0,0.0320978164672851,0.0018894672393798,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0138001057714046,162,29.0,28,0.1542480758994843,232,0.0
analcatdata_creditscore_461,1.0,0.042048692703247,0.0027003288269042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5682711569109744,45,21.0,13,0.0513757224816443,253,0.0
analcatdata_creditscore_461,1.0,0.0310094356536865,0.0024054050445556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3626342166478267,77,19.0,25,0.0201005595843192,255,0.0
analcatdata_creditscore_461,1.0,0.0288813114166259,0.0019052028656005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5236361431575344,166,16.0,15,0.0080423226548158,255,0.0
analcatdata_creditscore_461,1.0,0.0317697525024414,0.0018880367279052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5453334668246683,116,1000.0,16,0.0704603891660182,255,0.0
analcatdata_creditscore_461,1.0,0.0328121185302734,0.0019197463989257,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7744940960250694,106,32.0,25,0.1151565675457246,241,0.0
analcatdata_creditscore_461,1.0,0.0274908542633056,0.0016558170318603,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023621590216316,117,30.0,12,0.0177500310816422,255,0.0
analcatdata_creditscore_461,1.0,0.0263035297393798,0.0016529560089111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6309836821578184,133,1000.0,18,0.0547219286715501,194,0.0
analcatdata_creditscore_461,1.0,0.026130199432373,0.00146484375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1122219483176344,119,1000.0,25,0.0840819710322489,250,0.0
analcatdata_creditscore_461,1.0,0.0320782661437988,0.0019044876098632,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021501167874006,111,1000.0,42,0.016943505426334,243,0.0
analcatdata_creditscore_461,1.0,0.0313668251037597,0.0013728141784667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2049022623640177,100,22.0,19,0.0314560007035935,255,0.0
analcatdata_creditscore_461,1.0,0.0364580154418945,0.002251386642456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0450817788684426,167,19.0,28,0.0937548551969618,255,0.0
analcatdata_creditscore_461,1.0,0.0380041599273681,0.0018312931060791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0123862247143788,87,19.0,8,0.1291071241899916,255,0.0
analcatdata_creditscore_461,1.0,0.0354342460632324,0.0020020008087158,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0143646805023632,100,1.0,37,0.1010583291569717,253,0.0
analcatdata_creditscore_461,1.0,0.038539171218872,0.0019176006317138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0703771973625727,178,1.0,12,0.1250485307561777,246,0.0
analcatdata_creditscore_461,1.0,0.0371022224426269,0.0018045902252197,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.449745779016789,116,23.0,19,0.0871089091320186,255,0.0
analcatdata_creditscore_461,1.0,0.0356318950653076,0.0017547607421875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0418847124354906,97,4.0,25,0.1806870536790568,235,0.0
analcatdata_creditscore_461,1.0,0.0376977920532226,0.0018270015716552,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3406055548492505,132,1.0,12,0.1752938667979705,255,0.0
analcatdata_creditscore_461,1.0,0.0366308689117431,0.0019173622131347,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0129267076133243,111,1.0,31,0.1590849423152499,255,0.0
analcatdata_creditscore_461,1.0,0.0332627296447753,0.0017945766448974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0613006391308016,63,1000.0,13,0.085674462587471,255,0.0
sa-heart_1498,0.7934782608695652,0.2171845436096191,0.0022113323211669,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0179837603689883,112,1000.0,28,0.5137935047451373,246,0.0
sa-heart_1498,0.7934782608695652,0.2053995132446289,0.0020146369934082,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5334536250542382,60,20.0,31,0.003989743645019,253,0.0
sa-heart_1498,0.7934782608695652,1.2652981281280518,0.0022041797637939,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8627330066067673,191,1000.0,26,0.0217724635078636,255,0.0
sa-heart_1498,0.7934782608695652,0.1763033866882324,0.0019216537475585,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0447951941198449,112,1000.0,27,0.1654839612269214,255,0.0
sa-heart_1498,0.7934782608695652,0.1514759063720703,0.0019032955169677,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9500037542904614,53,16.0,45,0.1750382537701805,237,0.0
sa-heart_1498,0.7934782608695652,0.1363940238952636,0.0018761157989501,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3196061447439862,80,23.0,24,0.1707893550836438,255,0.0
sa-heart_1498,0.7934782608695652,0.1749250888824463,0.0018270015716552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0100569849183944,138,1000.0,21,0.2061318253562467,234,0.0
sa-heart_1498,0.7934782608695652,0.207763671875,0.0020475387573242,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0934423068620059,45,9.0,23,0.0549233756350999,248,0.0
sa-heart_1498,0.7934782608695652,0.1953756809234619,0.0020117759704589,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4658019197680652,236,18.0,33,0.2685802358966333,255,0.0
sa-heart_1498,0.7934782608695652,0.154902696609497,0.0017387866973876,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1168828418750013,27,1.0,43,0.0234672856976917,231,0.0
sa-heart_1498,0.7934782608695652,0.1555466651916504,0.0021736621856689,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1258698025392466,146,15.0,18,0.2763803252466722,201,0.0
sa-heart_1498,0.7934782608695652,0.213113784790039,0.0020246505737304,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0785957831879674,76,9.0,11,0.081346008278836,255,0.0
sa-heart_1498,0.7934782608695652,0.142033576965332,0.0019314289093017,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0616705382642273,60,1000.0,32,0.0178988005841146,189,0.0
sa-heart_1498,0.7934782608695652,0.2045626640319824,0.0020051002502441,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0113447130562604,127,1000.0,6,0.1332098290326778,227,0.0
sa-heart_1498,0.7934782608695652,0.1821293830871582,0.0018312931060791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1751725783437327,77,1000.0,23,0.0350805439378413,255,0.0
sa-heart_1498,0.7934782608695652,0.1938569545745849,0.0023467540740966,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3415487285002576,180,1000.0,23,0.0249048176487546,255,0.0
sa-heart_1498,0.7934782608695652,0.1927909851074218,0.002002477645874,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3805008981272132,30,9.0,19,0.0188833034155711,250,0.0
sa-heart_1498,0.7934782608695652,0.1908304691314697,0.0017151832580566,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1775302152693468,128,19.0,20,0.0029846317027174,228,0.0
sa-heart_1498,0.7849462365591398,0.1723694801330566,0.0018036365509033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0481453667464494,86,11.0,3,0.1446698564449525,242,0.0
