Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,learning_rate,max_iter,max_depth,min_samples_leaf,l2_regularization,max_bins,random_state
bridges_327,0.7619047619047619,0.241915225982666,0.0116770267486572,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0628767354641649,44,8.0,13,0.1221214107082605,239,0.0
bridges_327,0.7619047619047619,0.2465343475341797,0.0138936042785644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3303434246749517,63,23.0,22,0.0028889932250245,255,0.0
bwin_amlb_45717,0.7264150943396226,0.2022759914398193,0.0023927688598632,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0131041495036023,53,1000.0,21,0.1842000613466269,220,0.0
bwin_amlb_45717,0.7264150943396226,0.1692619323730468,0.0027141571044921,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0129674304917337,50,27.0,19,0.0427657389600509,255,0.0
bwin_amlb_45717,0.7264150943396226,0.1664867401123047,0.0020627975463867,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0460890030395146,104,1.0,27,0.1575145523423738,255,0.0
bwin_amlb_45717,0.7264150943396226,0.1689176559448242,0.001988410949707,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0247567671679262,90,18.0,11,0.0363929036484567,255,0.0
bwin_amlb_45717,0.7264150943396226,0.1775028705596923,0.002352237701416,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1089123596252013,127,1000.0,18,0.0208139757148903,255,0.0
bwin_amlb_45717,0.7264150943396226,0.1841604709625244,0.0020203590393066,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0232490345240337,107,25.0,19,0.0493459742475816,239,0.0
bwin_amlb_45717,0.7169811320754716,0.1572141647338867,0.0019969940185546,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8936094492581287,40,30.0,12,0.1596358585910429,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1310715675354004,0.0020275115966796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5037444358707475,10,2.0,43,0.1215768889664131,237,0.0
bwin_amlb_45717,0.7169811320754716,0.1616773605346679,0.0026118755340576,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9227146119915172,47,15.0,1,0.0512545772149912,249,0.0
bwin_amlb_45717,0.7169811320754716,0.1629610061645507,0.0023021697998046,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4125969855816748,138,1000.0,32,0.2778505784149171,240,0.0
bwin_amlb_45717,0.7169811320754716,0.1507279872894287,0.0025897026062011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7983979130479281,137,1000.0,28,0.0525560629122317,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1157505512237548,0.0026140213012695,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0544766578469857,149,32.0,28,0.0431941630671199,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1766102313995361,0.0024137496948242,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0990398914642542,142,1000.0,21,0.0156325104956826,225,0.0
bwin_amlb_45717,0.7169811320754716,0.1902027130126953,0.0024619102478027,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0301708595006758,154,1000.0,33,0.0072870356810491,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1647696495056152,0.0019383430480957,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1869012162020681,120,1000.0,16,0.043063277944273,231,0.0
bwin_amlb_45717,0.7169811320754716,0.1306989192962646,0.00236177444458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3771035350958071,190,17.0,24,0.0096513308093683,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1697173118591308,0.0020182132720947,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0994224223861637,115,1.0,21,0.0621077634951488,255,0.0
bwin_amlb_45717,0.7169811320754716,0.1397254467010498,0.0020439624786376,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0391512540292356,200,13.0,18,0.1966181028089542,255,0.0
bwin_amlb_45717,0.7075471698113207,0.3050920963287353,0.0023860931396484,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1035963341628471,69,28.0,21,0.0646486239090952,255,0.0
bwin_amlb_45717,0.7075471698113207,0.2905938625335693,0.0024363994598388,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0133595072416449,67,1.0,11,0.0655044357920391,247,0.0
analcatdata_authorship_458,1.0,0.9368839263916016,0.0075819492340087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2768464147561564,90,1.0,13,0.0292280121919891,246,0.0
analcatdata_authorship_458,1.0,0.7522232532501221,0.007645845413208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0800228367817022,98,26.0,36,0.0181876347052596,255,0.0
analcatdata_authorship_458,1.0,0.7520196437835693,0.0087156295776367,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625847378020775,84,1000.0,49,0.0251451541479931,225,0.0
analcatdata_authorship_458,1.0,1.1825299263000488,0.0092389583587646,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7022643439162227,127,1.0,25,0.0839303023387954,183,0.0
analcatdata_authorship_458,1.0,1.0795891284942627,0.0076651573181152,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0178241825211627,95,32.0,28,0.0895981160533061,243,0.0
analcatdata_authorship_458,1.0,0.8322913646697998,0.0092706680297851,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9822498578566776,70,19.0,23,0.0248702148126339,255,0.0
analcatdata_authorship_458,1.0,0.9166803359985352,0.0095720291137695,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.870251998002563,80,1000.0,25,0.0509027864423597,255,0.0
analcatdata_authorship_458,1.0,0.9539666175842284,0.0087356567382812,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.179582009317433,161,7.0,25,0.0840911228641778,255,0.0
analcatdata_authorship_458,1.0,15.399872779846191,0.0108141899108886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4476054285597772,116,1000.0,30,0.1429043371601477,255,0.0
analcatdata_authorship_458,1.0,1.1610321998596191,0.0095336437225341,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010886141099337,16,1000.0,35,0.0385323361911117,255,0.0
analcatdata_authorship_458,1.0,0.7636914253234863,0.0073521137237548,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8725113383990227,176,12.0,11,0.031657126908347,229,0.0
analcatdata_authorship_458,1.0,0.7862911224365234,0.0077967643737792,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0817763745910903,122,1000.0,48,0.131106444463346,235,0.0
analcatdata_authorship_458,1.0,1.1070210933685305,0.0076496601104736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6597819723055978,132,11.0,21,0.0721160249782161,255,0.0
analcatdata_authorship_458,1.0,0.8259937763214111,0.0089557170867919,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589182327115836,146,1.0,21,0.1943140127471235,159,0.0
analcatdata_authorship_458,1.0,0.7864024639129639,0.0089681148529052,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3770100570167414,149,16.0,16,0.0236992786264398,255,0.0
analcatdata_authorship_458,1.0,0.9635841846466064,0.0074968338012695,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0685317331222525,54,12.0,16,0.1473783857152033,255,0.0
analcatdata_authorship_458,1.0,16.01137113571167,0.0088086128234863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0531389818741248,46,7.0,26,0.0176777164284569,255,0.0
analcatdata_authorship_458,1.0,1.1397740840911863,0.0087404251098632,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7826211953478027,220,1000.0,26,0.087892569253627,255,0.0
analcatdata_authorship_458,1.0,0.7510817050933838,0.009723424911499,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2501629950400055,65,39.0,26,0.0333563662268136,255,0.0
analcatdata_authorship_458,1.0,0.7826933860778809,0.0093634128570556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4788088629706709,119,1000.0,15,0.010657342604698,211,0.0
Loan-Predication_43595,0.8536585365853658,0.1917955875396728,0.0021088123321533,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1221001717937596,182,1000.0,1,0.095910586911128,226,0.0
Loan-Predication_43595,0.8455284552845529,0.0506744384765625,0.0022282600402832,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6865900261861544,78,1000.0,2,0.0706838398805407,241,0.0
Loan-Predication_43595,0.8455284552845529,0.0496895313262939,0.0023977756500244,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3019401828957489,82,38.0,20,0.0665493470585407,191,0.0
Loan-Predication_43595,0.8455284552845529,0.0544216632843017,0.0016736984252929,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0139423281926441,146,20.0,23,0.0897762022170919,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0480306148529052,0.001749038696289,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3417759728986534,111,1000.0,16,0.04659115611166,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0463874340057373,0.0019350051879882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0108998603643674,125,1000.0,13,0.1109170516362127,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0404191017150878,0.001734972000122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4551324952866767,96,1000.0,23,0.0140232343575743,255,0.0
Loan-Predication_43595,0.8455284552845529,0.1109402179718017,0.0017786026000976,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0461033097445714,74,13.0,19,0.1255166046303671,233,0.0
Loan-Predication_43595,0.8455284552845529,0.0420999526977539,0.0016632080078125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1572423362632212,83,1000.0,15,0.0867057128611463,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0422821044921875,0.0016677379608154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3153218287909063,160,23.0,4,0.0666451969700482,253,0.0
Loan-Predication_43595,0.8455284552845529,0.0772120952606201,0.0021047592163085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18790135973529,85,7.0,12,0.0136565017951115,255,0.0
Loan-Predication_43595,0.8455284552845529,0.050624132156372,0.0022985935211181,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2211772543189465,121,8.0,29,0.0326096522291349,254,0.0
Loan-Predication_43595,0.8455284552845529,0.073594331741333,0.0018033981323242,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6100023202562614,52,11.0,10,0.0349978243573081,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0749211311340332,0.0022401809692382,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559685384580691,202,1000.0,27,0.0266328562004581,247,0.0
Loan-Predication_43595,0.8455284552845529,0.0825030803680419,0.0021586418151855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1242482554642072,116,1000.0,34,0.3083028633410706,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0397462844848632,0.0020833015441894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223798622193486,117,37.0,12,0.2472680390221107,255,0.0
Loan-Predication_43595,0.8455284552845529,0.0698654651641845,0.002108097076416,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0861164590921549,146,8.0,16,0.0789951546551024,237,0.0
Loan-Predication_43595,0.8455284552845529,0.037407636642456,0.0017120838165283,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0199559653709792,76,16.0,30,0.0230259539056235,245,0.0
Loan-Predication_43595,0.8455284552845529,0.0446012020111084,0.0020263195037841,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1849997289928481,160,11.0,32,0.2420674782735115,255,0.0
Loan-Predication_43595,0.8455284552845529,0.041698932647705,0.0020003318786621,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0445146313531339,24,13.0,14,0.1383923305719401,217,0.0
xd6_40693,1.0,0.3122859001159668,0.0021483898162841,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5224310263353744,69,1000.0,4,0.0039543477748368,251,0.0
xd6_40693,1.0,0.3053109645843506,0.0030443668365478,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0486581127092788,60,15.0,33,0.067474066803841,255,0.0
xd6_40693,1.0,0.2566981315612793,0.0021767616271972,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0374686274591349,10,1000.0,26,0.0928729329243217,255,0.0
xd6_40693,1.0,0.2798414230346679,0.0021674633026123,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0960597811599347,74,10.0,24,0.006878578299921,220,0.0
xd6_40693,1.0,0.3013665676116943,0.0020716190338134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0224211257047805,97,1000.0,29,0.0051115448261767,255,0.0
xd6_40693,1.0,0.2542867660522461,0.0021452903747558,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0255630256512968,46,1000.0,8,0.0622733374917262,215,0.0
xd6_40693,1.0,0.2901875972747803,0.0024974346160888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3683766981014303,38,1.0,24,0.0001953620411882,255,0.0
xd6_40693,1.0,0.279503583908081,0.0023732185363769,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0987303792805475,102,1000.0,17,0.0047967839752545,255,0.0
xd6_40693,1.0,0.256925106048584,0.0022516250610351,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0258632970694958,96,1000.0,26,0.0180488434563959,255,0.0
xd6_40693,1.0,0.3253099918365478,0.0024552345275878,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0115623367644765,87,34.0,28,0.2407620928356359,221,0.0
xd6_40693,1.0,0.2514481544494629,0.0021414756774902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0856948879504089,37,10.0,30,0.1453646552170967,249,0.0
xd6_40693,1.0,0.3262341022491455,0.0026559829711914,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3056752392561416,80,13.0,26,0.0598611854035604,255,0.0
xd6_40693,1.0,0.3099465370178222,0.0026767253875732,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0503941504691562,67,20.0,23,0.0652400070392886,255,0.0
xd6_40693,1.0,0.5961728096008301,0.0023298263549804,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0313277020255114,104,9.0,23,0.115844047799628,255,0.0
xd6_40693,1.0,0.5293107032775879,0.0036160945892333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0620524768149514,72,1000.0,24,0.0643189196319444,222,0.0
xd6_40693,1.0,0.226816177368164,0.0023126602172851,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8284362413205723,98,16.0,14,0.0066059793789618,245,0.0
xd6_40693,1.0,0.2786245346069336,0.0026371479034423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0701979109615539,34,11.0,16,0.134220618663471,255,0.0
xd6_40693,1.0,0.303396463394165,0.0025942325592041,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0330579695310744,30,1.0,24,0.0059484461793041,237,0.0
xd6_40693,1.0,0.3113625049591064,0.0025434494018554,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1375577552051892,128,1000.0,27,0.0665713221477271,255,0.0
