Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,max_depth,min_samples_split,min_samples_leaf,random_state,criterion_entropy,criterion_gini,criterion_log_loss,splitter_best,splitter_random,max_features_log2,max_features_sqrt
xd6_40693,1.0,0.0020008087158203,0.0008084774017333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
xd6_40693,1.0,0.0020170211791992,0.0008075237274169,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0020332336425781,0.0008094310760498,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
xd6_40693,1.0,0.0019443035125732,0.0008051395416259,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
xd6_40693,1.0,0.0023529529571533,0.0009894371032714,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0022871494293212,0.0009717941284179,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
xd6_40693,1.0,0.0021173954010009,0.0008649826049804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0020630359649658,0.0008656978607177,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.001835823059082,0.0001401901245117,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
xd6_40693,1.0,0.0019135475158691,0.0001506805419921,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
xd6_40693,1.0,0.0018389225006103,0.0001389980316162,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.001906394958496,0.0001745223999023,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
xd6_40693,1.0,0.0018620491027832,0.0001389980316162,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0235598087310791,0.0003998279571533,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0237035751342773,0.0004537105560302,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
xd6_40693,1.0,0.0237271785736084,0.0003848075866699,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
xd6_40693,1.0,0.0216374397277832,0.0004441738128662,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
wisconsin_753,0.717948717948718,0.0012004375457763,0.0001242160797119,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
wisconsin_753,0.717948717948718,0.0011591911315917,0.0001223087310791,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wisconsin_753,0.717948717948718,0.0012967586517333,0.0001325607299804,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
wisconsin_753,0.717948717948718,0.001382827758789,0.0002000331878662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
wisconsin_753,0.717948717948718,0.0010848045349121,0.0001213550567626,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
wisconsin_753,0.717948717948718,0.0011408329010009,0.0001585483551025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0121982097625732,0.0003132820129394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0104138851165771,0.0001451969146728,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0014843940734863,0.0001566410064697,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.011695384979248,0.0002734661102294,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.0010569095611572,0.000126838684082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.001112937927246,0.0001289844512939,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
wisconsin_753,0.6923076923076923,0.0111713409423828,0.0001540184020996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0011618137359619,0.0001332759857177,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0010461807250976,0.0001182556152343,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.0029616355895996,0.0001368522644042,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.0031962394714355,0.0001332759857177,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0010819435119628,0.0001287460327148,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
wisconsin_753,0.6923076923076923,0.0109350681304931,0.0001740455627441,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
wisconsin_753,0.6923076923076923,0.0031430721282958,0.0001332759857177,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mc2_1054,0.84375,0.0289111137390136,0.0001900196075439,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
mc2_1054,0.84375,0.029296875,0.0001792907714843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mc2_1054,0.84375,0.0292346477508544,0.0002694129943847,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
mc2_1054,0.84375,0.0287389755249023,0.0001711845397949,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mc2_1054,0.84375,0.0292682647705078,0.0002744197845458,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mc2_1054,0.84375,0.0285720825195312,0.0001962184906005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mc2_1054,0.8125,0.0398671627044677,0.0002303123474121,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mc2_1054,0.8125,0.0040590763092041,0.0002202987670898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
mc2_1054,0.8125,0.0017149448394775,0.0001208782196044,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
mc2_1054,0.8125,0.0038845539093017,0.0001430511474609,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mc2_1054,0.8125,0.0405056476593017,0.0002350807189941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
mc2_1054,0.8125,0.0017042160034179,0.0001177787780761,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mc2_1054,0.8125,0.0402998924255371,0.0002593994140625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
mc2_1054,0.8125,0.0039498805999755,0.0001437664031982,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mc2_1054,0.8125,0.0397663116455078,0.0002675056457519,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
mc2_1054,0.8125,0.0039234161376953,0.0001449584960937,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mc2_1054,0.8125,0.001650333404541,0.0001170635223388,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mc2_1054,0.8125,0.0038399696350097,0.0001440048217773,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
mc2_1054,0.8125,0.0423619747161865,0.0002641677856445,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mc2_1054,0.8125,0.0016639232635498,0.0001165866851806,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
chscase_census5_906,0.6625,0.0013468265533447,0.0001323223114013,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.6625,0.001436710357666,0.0001378059387207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.6625,0.0013637542724609,0.0001294612884521,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
chscase_census5_906,0.6625,0.0013370513916015,0.0001306533813476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
chscase_census5_906,0.6625,0.0013811588287353,0.0001349449157714,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.6625,0.0013554096221923,0.0001299381256103,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
chscase_census5_906,0.6625,0.001389741897583,0.0001437664031982,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
chscase_census5_906,0.6625,0.0014538764953613,0.0001468658447265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
chscase_census5_906,0.6625,0.0014007091522216,0.000138521194458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.6625,0.0013847351074218,0.0001308917999267,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
chscase_census5_906,0.6625,0.0013363361358642,0.0001311302185058,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.6625,0.0013411045074462,0.0001347064971923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.65,0.0013873577117919,0.0001342296600341,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
chscase_census5_906,0.65,0.0013515949249267,0.0001301765441894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
chscase_census5_906,0.65,0.0012991428375244,0.0001840591430664,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
chscase_census5_906,0.65,0.0013701915740966,0.0001325607299804,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
chscase_census5_906,0.65,0.0013670921325683,0.0001308917999267,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
chscase_census5_906,0.65,0.0013599395751953,0.0001313686370849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
