Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,C,degree,gamma,coef0,shrinking,tol,random_state,kernel_linear,kernel_poly,kernel_rbf,kernel_sigmoid
DiabeticMellitus_41430,1.0,0.0013222694396972,0.0002026557922363,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706232252842344,3.0,-2.0,0.4539301466676673,1.0,0.0001705453021242,0.0,0.0,0.0,0.0,1.0
DiabeticMellitus_41430,1.0,0.0016782283782958,0.0002436637878417,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418923645100069,5.0,0.0794669276256815,0.1373445245460279,0.0,0.0077153337908162,0.0,0.0,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0014810562133789,0.0002582073211669,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1258841159898234,3.0,-1.0,0.0509485366518797,0.0,0.0021749657161129,0.0,0.0,0.0,1.0,0.0
DiabeticMellitus_41430,1.0,0.0015530586242675,0.0002460479736328,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4725264837009475,2.0,-1.0,-0.0113680071032007,1.0,0.0069575261225456,0.0,0.0,1.0,0.0,0.0
tae_48,0.7333333333333333,0.0027451515197753,0.0006203651428222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1963972689149532,3.0,0.0671800611901731,-0.1297040466303609,0.0,0.0004113852553097,0.0,0.0,0.0,0.0,1.0
tae_48,0.7333333333333333,0.0027532577514648,0.0006282329559326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.679707127058926,3.0,-1.0,-0.2321941277391334,1.0,0.0016333646679798,0.0,0.0,1.0,0.0,0.0
tae_48,0.7333333333333333,0.0027239322662353,0.0006370544433593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7494046587225212,4.0,-1.0,0.4385762526655359,1.0,0.0004100432814629,0.0,1.0,0.0,0.0,0.0
tae_48,0.7333333333333333,0.0024406909942626,0.0004987716674804,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.781349523560003,2.0,-2.0,-0.3600150753652824,0.0,0.0079767589645921,0.0,0.0,1.0,0.0,0.0
tae_48,0.7333333333333333,0.002744436264038,0.0006003379821777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1892744472999227,3.0,0.0292457963099718,0.00957624608591,0.0,0.0003492191496407,0.0,1.0,0.0,0.0,0.0
tae_48,0.7333333333333333,0.0028607845306396,0.0006701946258544,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3714463241653605,5.0,-2.0,-0.1130785290305337,1.0,0.0009294671200732,0.0,0.0,0.0,0.0,1.0
tae_48,0.7,0.0016615390777587,0.0003082752227783,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8051062686377763,2.0,-1.0,0.3902126584371496,1.0,0.002610305725761,0.0,1.0,0.0,0.0,0.0
tae_48,0.7,0.002587080001831,0.0005149841308593,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.72406260532964,3.0,-1.0,0.2444245229836237,0.0,0.0002046213985175,0.0,0.0,0.0,1.0,0.0
tae_48,0.7,0.0026726722717285,0.0006220340728759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5379876186592142,2.0,-2.0,0.2460324737354521,1.0,0.0017192963556039,0.0,1.0,0.0,0.0,0.0
tae_48,0.7,0.0028192996978759,0.0006325244903564,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.596266568448639,2.0,-1.0,-0.0756285660079966,1.0,0.0006973908776367,0.0,0.0,0.0,1.0,0.0
tae_48,0.7,0.0016942024230957,0.0002999305725097,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.612990411917536,4.0,-1.0,0.1048839935057135,1.0,0.0040308695550229,0.0,0.0,1.0,0.0,0.0
tae_48,0.7,0.0027880668640136,0.0006206035614013,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.309278325921638,2.0,0.0144281778018021,-0.4169973383184523,1.0,0.0015976691245697,0.0,1.0,0.0,0.0,0.0
tae_48,0.7,0.001708984375,0.0002901554107666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1121265911415728,4.0,0.0367387283061076,0.1559018085453935,0.0,0.0001582722239351,0.0,0.0,0.0,1.0,0.0
tae_48,0.7,0.001664400100708,0.0002903938293457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6706022514141396,2.0,-1.0,-0.0063978332277655,0.0,0.0002116822872928,0.0,0.0,0.0,0.0,1.0
tae_48,0.7,0.001763105392456,0.0002968311309814,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4327274358815558,3.0,-1.0,-0.2358376865392584,0.0,0.0003285383748443,0.0,0.0,0.0,0.0,1.0
tae_48,0.7,0.0016500949859619,0.0002913475036621,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3672421839053199,3.0,-1.0,-0.4488691565802587,0.0,0.0004902306508201,0.0,1.0,0.0,0.0,0.0
tae_48,0.7,0.0028479099273681,0.0006365776062011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1882652837083679,2.0,0.0323793216444827,0.3236135701195197,1.0,0.0007247437520774,0.0,1.0,0.0,0.0,0.0
tae_48,0.7,0.0027487277984619,0.0005967617034912,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2339008499172566,4.0,0.8722146218260681,0.3258707551425895,1.0,0.0021865068290685,0.0,0.0,0.0,1.0,0.0
tae_48,0.6666666666666666,0.0022518634796142,0.0003881454467773,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3322257327773688,3.0,-1.0,-0.0358402373975694,0.0,0.0005228754623952,0.0,0.0,0.0,1.0,0.0
tae_48,0.6666666666666666,0.0015022754669189,0.0002639293670654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523861933532316,4.0,-1.0,-0.0961174563944905,1.0,0.0008287161918212,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.92,0.0041413307189941,0.0009775161743164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.705885238695107,2.0,0.0890216790215988,0.0566190199589413,0.0,0.0063185478527235,0.0,0.0,1.0,0.0,0.0
fri_c1_500_50_766,0.92,0.0040490627288818,0.0010013580322265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7380375320650088,3.0,-2.0,0.0415025304738093,1.0,0.0002421029636082,0.0,0.0,1.0,0.0,0.0
fri_c1_500_50_766,0.92,0.0042271614074707,0.0009808540344238,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.013301560003262,5.0,-1.0,-0.2494914307894272,1.0,0.0009324091458677,0.0,0.0,0.0,0.0,1.0
fri_c1_500_50_766,0.92,0.0039350986480712,0.0009379386901855,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6856405236209802,2.0,-1.0,-0.3466422152561387,1.0,0.0004514169881251,0.0,1.0,0.0,0.0,0.0
fri_c1_500_50_766,0.92,0.0038568973541259,0.0009307861328125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9048599643075856,5.0,0.0761079236563238,0.2865345131557349,1.0,0.0041081272720508,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.92,0.0038874149322509,0.0009713172912597,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1054327557073187,2.0,-2.0,-0.1688571973753904,0.0,0.0001138857353302,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.91,0.0039761066436767,0.0009770393371582,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3154761324880618,2.0,-2.0,0.1840201503911212,1.0,0.000211296808986,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.91,0.0038435459136962,0.0009686946868896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3822473101786,5.0,-2.0,-0.2335939183562552,1.0,0.0003858024767888,0.0,0.0,0.0,0.0,1.0
fri_c1_500_50_766,0.91,0.0040311813354492,0.0010292530059814,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.037257830234128,2.0,0.3020723550709173,0.2608638220363974,1.0,0.0055137679507192,0.0,0.0,0.0,0.0,1.0
fri_c1_500_50_766,0.91,0.0042881965637207,0.0009548664093017,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.216431227387618,4.0,-2.0,-0.3538143099380218,0.0,0.002474745104178,0.0,1.0,0.0,0.0,0.0
fri_c1_500_50_766,0.91,0.0039408206939697,0.0009505748748779,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3164018868255167,3.0,-1.0,-0.009746237389868,1.0,0.0006714995452189,0.0,1.0,0.0,0.0,0.0
fri_c1_500_50_766,0.91,0.004176378250122,0.0011534690856933,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5800902312031042,3.0,-1.0,-0.5289323946928223,0.0,0.0067888933617627,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.91,0.0038435459136962,0.0009510517120361,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1266255479897149,4.0,-1.0,-0.1042218759751244,0.0,0.000847051003171,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.91,0.0040781497955322,0.0009701251983642,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.930363187970288,4.0,-2.0,-0.8383059347533129,0.0,0.0001887889165742,0.0,0.0,0.0,0.0,1.0
fri_c1_500_50_766,0.91,0.0039074420928955,0.0009717941284179,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1360246975379743,2.0,-1.0,-0.4812266774199203,0.0,0.0025379779073278,0.0,0.0,1.0,0.0,0.0
fri_c1_500_50_766,0.91,0.0037465095520019,0.0009512901306152,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4646177237733829,2.0,-1.0,-0.2457709062970328,1.0,0.0068586459934415,0.0,0.0,1.0,0.0,0.0
fri_c1_500_50_766,0.91,0.0040078163146972,0.000969648361206,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.057565094282314,2.0,0.0237603686790769,0.2782589375141636,1.0,0.0001536806636538,0.0,1.0,0.0,0.0,0.0
fri_c1_500_50_766,0.91,0.0037715435028076,0.0009527206420898,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4022666579693791,3.0,-1.0,0.1629611286997303,1.0,0.0004228288727601,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.9,0.0104556083679199,0.0014655590057373,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.258816778839229,4.0,0.0591526838824586,0.1768118858851789,1.0,0.0025627272082763,0.0,0.0,0.0,1.0,0.0
fri_c1_500_50_766,0.9,0.0045714378356933,0.0011332035064697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.593931592392533,3.0,-1.0,-0.4982554091023276,1.0,0.0002494455775326,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0859746932983398,0.0221436023712158,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.618315387942577,5.0,-2.0,-0.5008163292015068,0.0,0.0004611420241423,0.0,0.0,0.0,0.0,1.0
tokyo1_40705,0.9583333333333334,0.0929498672485351,0.0254328250885009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2077162647504988,4.0,-1.0,0.5833694588074357,1.0,0.0021263322690459,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0078983306884765,0.0021533966064453,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4363728922264578,3.0,-2.0,0.1969148350152205,0.0,0.0001156237236523,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.0811054706573486,0.0207440853118896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5472728270816273,5.0,-2.0,0.1830783925542815,1.0,0.0047983230983556,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0076596736907958,0.0021028518676757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1222502629206403,2.0,-2.0,0.1819769201909433,0.0,0.0001008833647032,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.0812265872955322,0.0210452079772949,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2126004396763146,5.0,-1.0,-0.2757395453947002,0.0,0.0004557066038152,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.099952220916748,0.0253760814666748,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.697866065134371,5.0,-1.0,0.2798867376630256,1.0,0.0003163976930923,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.1063680648803711,0.0247368812561035,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.387331635882797,2.0,0.0504287927836782,-0.1360159397693338,1.0,0.0036723995316795,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0827951431274414,0.0215649604797363,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1895906672987515,4.0,-1.0,0.3223903697559242,0.0,0.0001145965834867,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.0054948329925537,0.0014848709106445,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.437159128133149,2.0,-2.0,-0.4669839281563124,0.0,0.0054562987392124,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.005394697189331,0.0014228820800781,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2084303286099136,4.0,0.0371124154682973,0.6245335538903274,1.0,0.0007784571175941,0.0,0.0,0.0,0.0,1.0
tokyo1_40705,0.9583333333333334,0.0074460506439208,0.0020232200622558,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2064354782054588,2.0,-1.0,-0.2769259449370794,0.0,0.0027683979036732,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0856692790985107,0.0216917991638183,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.491490236872641,4.0,0.0418383525870843,0.2870458697304702,1.0,0.0003014500322038,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.1003375053405761,0.023594856262207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28729908548601,2.0,-2.0,0.3445043124006171,0.0,0.0026439311161114,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0905687808990478,0.0232439041137695,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.647460680234458,3.0,-1.0,-0.6735006882941728,1.0,0.0002027662688189,0.0,0.0,0.0,0.0,1.0
tokyo1_40705,0.9583333333333334,0.09562349319458,0.022017478942871,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.66011825472886,2.0,-2.0,-0.3874061770401461,0.0,0.0021982206806412,0.0,0.0,1.0,0.0,0.0
tokyo1_40705,0.9583333333333334,0.0856175422668457,0.0233008861541748,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3146115286409374,4.0,-1.0,-0.2588549639425957,0.0,0.0023059462799486,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0865321159362793,0.0221507549285888,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.78487975602016,2.0,0.023122852990144,-0.2943169551946043,1.0,0.0081188481235664,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0815267562866211,0.020810842514038,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.229453035980248,5.0,-2.0,0.1245484369913882,0.0,0.0025953995627376,0.0,0.0,0.0,1.0,0.0
tokyo1_40705,0.9583333333333334,0.0050337314605712,0.0013148784637451,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.320761272085535,2.0,0.0166348635594115,0.1378842440469253,0.0,0.0048399701483632,0.0,1.0,0.0,0.0,0.0
schizo_466,0.8970588235294118,0.0059351921081542,0.0017986297607421,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1589051938297908,2.0,-2.0,0.1860849238398256,1.0,0.0001358788351032,0.0,0.0,0.0,0.0,1.0
schizo_466,0.8823529411764706,0.0050141811370849,0.0015249252319335,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.151670698246077,2.0,-2.0,-0.3980248340101036,1.0,0.0015711304668374,0.0,1.0,0.0,0.0,0.0
schizo_466,0.8823529411764706,0.0053603649139404,0.0015876293182373,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.139207389629696,2.0,0.1032335994790667,-0.0859921751912191,0.0,0.0005275031531375,0.0,0.0,0.0,0.0,1.0
schizo_466,0.8676470588235294,0.005491018295288,0.0018439292907714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5719163291390426,2.0,-1.0,-0.3027180345617684,0.0,0.0003894191807501,0.0,1.0,0.0,0.0,0.0
