openml_task,flow,area_under_roc_curve,NumberOfBinaryFeatures,MajorityClassSize,PercentageOfInstancesWithMissingValues,NumberOfInstances,NumberOfClasses,NumberOfInstancesWithMissingValues,NumberOfSymbolicFeatures,PercentageOfMissingValues,NumberOfFeatures,MinorityClassSize,PercentageOfBinaryFeatures,Dimensionality,PercentageOfNumericFeatures,NumberOfMissingValues,PercentageOfSymbolicFeatures,MajorityClassPercentage,NumberOfNumericFeatures
anneal_task-1,avNNet,0.522177,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
