task_id,classifier__C,classifier__coef0,classifier__degree,classifier__gamma,classifier__tol,classifier__kernel_0.0,classifier__kernel_1.0,classifier__kernel_2.0,classifier__shrinking_0.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
6,1.1273341002335129,-1.7223626378294958,-0.6925172997424176,0.5065183219492393,1.3454308561558541,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,0.9724909225279545,1.684155738821461,-0.6925172997424176,0.5439263558346837,-0.7894701252246483,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6,0.40648209743781394,1.6671763789421246,0.015956179505652604,0.5241103746803114,-0.09231659214557603,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,-0.012520540376002871,0.8945106702940274,-1.4009907789904879,0.5162748449401532,-0.4049534536204506,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,-0.6214220828428857,-1.1740102211387835,-0.6925172997424176,0.6964900386310032,0.042634115332217226,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6,-0.5290440653289079,-1.2771970964750425,-0.6925172997424176,0.9565311100856555,-1.7011813039290897,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,1.5905227770501862,0.13833879439347327,0.015956179505652604,1.0143444650724251,-0.9501246321308832,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,-0.7987584987159019,-1.2475215760844494,-1.4009907789904879,0.821557372004065,-0.30901330257069115,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,0.9995821902394397,-0.1062190937050123,-0.6925172997424176,0.384856187150749,-0.06907750846341554,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,1.4479118570866953,-1.3606968843072,0.7244296587537228,1.031914916729923,0.4121831322584806,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,1.48411460296262,-0.685722343593083,0.015956179505652604,0.37051030855685213,0.7857255193776067,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,-0.32640528776276495,-1.1050640374903387,-1.4009907789904879,1.0276378350148583,0.14569532008991823,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,0.6459118984120749,-0.9983991416134115,-0.6925172997424176,1.0435502602058244,1.0692993482423114,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,-0.544756065409863,1.4232451831790538,1.4329031380017934,1.0562701807787949,0.48870819976890195,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11,-0.921216452838205,1.3196097258955286,-0.6925172997424176,1.503234989480548,-0.24843210979347574,0.0,1.0,0.0,1.0,1.0,0.0,0.0
11,1.2396727827127854,1.266233224999344,0.015956179505652604,0.10157380106668641,-0.4596660641750317,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,1.3896194824991461,-0.7238904882685645,1.4329031380017934,0.06582508404651655,-1.4870761831763377,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,0.9602976854492051,1.4631664505136845,0.015956179505652604,0.7389008619014016,-1.1647027903555305,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,0.6566445067872863,0.5788191630420982,0.015956179505652604,0.751595376670734,-1.3117307092989032,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,1.1675263937958542,-1.5315817005608252,1.4329031380017934,0.012684555021672312,0.9716664785273457,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,1.5687580881575536,-1.160768960916159,1.4329031380017934,0.2800905186451512,-1.331332511222676,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,1.0862648036039178,0.24382961262031497,0.7244296587537228,0.02803077231820933,1.1159247811657012,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,1.2672227528500508,-0.5947101883552753,0.7244296587537228,0.25064790277900995,-0.9856177339564136,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11,1.583535964483425,-1.2380341189920647,-0.6925172997424176,0.2376312269360476,-0.4257679922112173,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11,1.0164854773580583,-0.5269814818886247,-1.4009907789904879,0.03004095695870868,0.7672519764605752,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,-1.4581412667690121,-1.3131266032442048,-0.6925172997424176,1.6749741071912367,1.6447705882629349,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,-0.3622263914213074,0.1595298757563708,0.015956179505652604,0.6199884851885185,0.26331206445125105,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,0.7058512585738091,-0.9852383073480738,-1.4009907789904879,0.40650921446121546,0.15784009660575946,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,1.716841706911731,0.44019458289695534,0.015956179505652604,0.8096137249458715,0.26704262947443413,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,-1.168138729243775,-1.1985566053955976,-0.6925172997424176,1.1982728790372552,-0.9265419361837539,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,1.6609649812898686,0.59322949787941,0.015956179505652604,0.8658692773479139,1.0767419355539882,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11,1.6620088292798476,0.23467798141938234,0.015956179505652604,0.8994650961504176,-1.4189662794870785,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11,0.8410644475993484,-1.6259858896341992,-1.4009907789904879,0.40606471471985633,-0.03768714540823343,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,-1.624521686780169,1.0234422513279708,0.7244296587537228,1.0740016584310794,-0.2586066978601126,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,0.40217866347763026,-0.4313433987986217,0.7244296587537228,-0.693748994045736,0.3635038518914834,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,1.3811567474746445,0.766758389695367,1.4329031380017934,-0.8613357672157832,1.3107092482825229,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.4703868154025477,0.6068675717334524,-1.4009907789904879,-0.47137949833757253,1.6012392701215872,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,1.0582496659301357,-1.5080070807414654,0.7244296587537228,-0.6745098971268247,1.529649677218471,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,1.123250478023108,-0.5604373706091456,-1.4009907789904879,-0.4707899986947557,0.05855407440967784,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,0.225505261699678,1.1694306266206103,-0.6925172997424176,-0.5703779789044622,-1.5861512704224094,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.7547609171944387,-0.7203369065356232,0.7244296587537228,-0.409031974708043,1.1069707162322002,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,1.7420585134206843,-0.3850934791693078,0.015956179505652604,1.2212031843562599,-1.5775599971056689,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,0.6358350893543474,-0.3635968002535164,0.015956179505652604,-0.970864917642258,1.685818311005325,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,-0.5239993429682902,1.6560600748976515,0.7244296587537228,-0.6718445651386339,-1.1929578953841378,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,1.4185432023948765,-0.83366624911891,0.015956179505652604,-0.38528492323200025,-0.6960910497242921,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.6386024926699384,-1.1122531214447777,1.4329031380017934,-0.7807441060922679,0.6197297551163393,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,-0.9669871954290499,-1.535420974671177,0.7244296587537228,1.3324314655659797,-0.5249299791765096,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,-0.3387280559424973,1.4833546618633164,0.015956179505652604,-0.7318159048092248,0.8444830723668113,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,0.5506934290159627,1.689690583876362,0.015956179505652604,-0.623391950257765,0.4685949272542053,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,0.35121610161455,1.0192657759506099,0.7244296587537228,-1.062126637411075,-0.2709109679841566,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,0.5668550131636451,1.2134657445852088,1.4329031380017934,-0.7175445252784881,1.1053926159473666,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,1.6354103181736257,-0.30356010295231356,0.015956179505652604,-0.16627208537693475,-0.4789471937122946,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12,0.8744733349835501,0.5220806171615406,-0.6925172997424176,-0.4789727213420751,0.3644856484165464,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.011352818855068897,1.0184074213262688,0.7244296587537228,-0.4930030222117312,-0.16235147282732135,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,0.9095711597453104,1.2351617271780688,-0.6925172997424176,-0.20552884088544882,-0.6945176477524612,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,1.4238282190581582,0.9332443201878438,-1.4009907789904879,-0.1378699784374101,-0.7596722009968301,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,0.16653740420332255,-0.05975072233539109,1.4329031380017934,-0.5239897639100076,0.022563230985186106,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.6338651609272872,-1.6540884330993073,-0.6925172997424176,-0.9561349500384461,1.4393699230517938,0.0,0.0,1.0,1.0,1.0,0.0,0.0
14,1.5209582219086275,1.0961211657075522,-0.6925172997424176,-0.5503763625637194,-0.8516787291871049,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.8118989064196671,-1.630338980695832,0.7244296587537228,-0.39603501694295307,1.526578030563843,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,0.38723766828892264,-1.3490276950552054,0.7244296587537228,-0.3500868470863221,-0.012772166031175954,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,-0.12947707809123934,0.8870600129261152,0.015956179505652604,-0.3549579481433562,0.6274378028533829,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,1.2971728046581126,0.8324887289616578,-1.4009907789904879,-0.38499925993254325,0.2413925139953301,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,1.3201417030765537,-1.7160790306762201,1.4329031380017934,-0.36597324073662396,-1.03216469687164,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.5167150365737461,0.6880032370519228,-0.6925172997424176,-0.07082116976356338,1.5278958843246198,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,0.4391745631648971,-0.21092973456364753,0.015956179505652604,-0.49072711861049195,-0.8771178720339976,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,0.38769931051958617,0.7233079673601837,1.4329031380017934,-0.928454721545785,-1.4183966197243492,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,1.082227706646425,-1.2026751887056355,-0.6925172997424176,-0.4775916132318277,1.428409704670805,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,0.7292878045285637,1.0790563771171942,0.015956179505652604,-0.9528713155766492,1.1546032518952825,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,0.31370449228542346,-1.3266295353505417,1.4329031380017934,-0.24832438579807825,-1.1549254450973347,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,0.28408678042219127,0.2719008885893056,1.4329031380017934,-0.6779319026565909,0.24050791226434057,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.5816883410289982,1.183932730100805,1.4329031380017934,-0.7845527571849643,-1.149735821257461,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.6169174568909227,-1.2250710917825627,0.015956179505652604,-0.3818075369032406,0.8889287502562632,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,0.8033863139916595,-0.4994189514972177,1.4329031380017934,-1.2552226634620725,-1.3485179542615786,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,-0.010607726060686521,0.4479521372237173,-1.4009907789904879,-1.6685523327067888,1.223904307571354,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15,-1.3176398411896615,0.01576232543962567,-1.4009907789904879,-0.07224615535686854,0.569323626885867,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15,-0.603593190079483,-1.505179603208859,0.015956179505652604,-1.163584339402184,0.15718111835554122,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,-1.394782385866767,0.42217784923157314,0.015956179505652604,-0.8533242363116048,1.650831495616678,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15,-1.3633351125206206,1.6810007993591252,0.015956179505652604,-0.14000639978506804,-1.4089427498229268,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-1.4754080201580138,0.2688920899048601,-0.6925172997424176,-1.6399486026557446,0.7712707722221017,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15,-0.6997556059318144,-1.2531426479776824,1.4329031380017934,-0.7891209315544075,-0.07125639775526454,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15,-1.5679384045373754,-0.6982670093871179,1.4329031380017934,-1.2697878286901472,0.3881521759975049,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15,-1.5379968133472608,-0.18290541419467696,-0.6925172997424176,-1.6554012076732976,0.5845501820141,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-0.5505289657418405,0.9773113568249501,1.4329031380017934,-1.102621310098683,1.0154605471165568,0.0,0.0,1.0,1.0,0.0,0.0,1.0
15,-1.4329808162543414,-0.3472586716148747,-0.6925172997424176,-1.4318414023241566,0.9173561374924714,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-1.199789288862619,0.46441279051400614,0.7244296587537228,-1.6191283735992712,1.0985551932786266,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15,-0.7380993149152203,-1.0942742028211685,1.4329031380017934,-0.6878559321506422,0.9627452026815325,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15,-0.8651364881129103,-0.046557727376152165,-1.4009907789904879,-0.8511364351481246,0.7919422025498368,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15,-0.48256863450185333,-1.282711177809199,0.7244296587537228,-1.2000663123617519,-1.5226235257326892,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-0.03291874308501747,0.47251481866271283,0.7244296587537228,-0.9845867335515406,-1.3092254086259378,0.0,1.0,0.0,1.0,1.0,0.0,0.0
15,-0.4234445952692344,1.488732135714623,0.7244296587537228,-1.3507081964864525,1.2899104964520354,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-1.1424098112213044,0.6365354865983938,-1.4009907789904879,-0.3587824400370431,-1.3638425695737533,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15,0.8713626346308205,0.839866610787742,0.015956179505652604,0.7036243590798394,0.583813245101633,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15,-0.058559151365226235,1.4850861949055802,-1.4009907789904879,-1.3933959075474862,1.3471040764493096,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16,0.11375968922461761,0.04928193593371614,-1.4009907789904879,0.07861681078446342,0.3636590707682634,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,0.5414732587243132,1.0193147063156787,-0.6925172997424176,0.6286166903996343,0.6515040403840962,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,0.5193912292212147,-1.6581205100264862,0.7244296587537228,0.13230238621184467,0.9680206347208782,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,0.5356499689265996,0.1625545428615412,0.7244296587537228,-0.5041345823640809,1.2532851651183632,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,0.5732247503810316,1.563922894931642,-0.6925172997424176,0.12301299867707999,-0.5533259413537938,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,-0.7326222699476034,-0.29974404566896806,-0.6925172997424176,-0.13719019061534346,-1.2678679530218149,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,-0.8716584673490384,1.7311459319615239,-0.6925172997424176,1.3517123554355213,-0.5295819360779084,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-0.22378851973988914,1.1712296628067693,1.4329031380017934,-0.28277482208170485,0.9109226908813849,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-0.5993975705925653,-0.4115506112593747,-1.4009907789904879,-0.15949124356550612,-0.27899406466874394,1.0,0.0,0.0,1.0,1.0,0.0,0.0
16,0.3934460837735047,1.0828830479011586,1.4329031380017934,-0.22538665131390917,-0.37814146094352147,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,0.7647946101726606,1.1684444354272319,-0.6925172997424176,1.6529539858986095,-1.3463856627682755,0.0,1.0,0.0,1.0,1.0,0.0,0.0
16,-1.6110475866945475,-1.0694440265108207,-0.6925172997424176,1.5051082234209767,0.3933027733059796,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,0.6378123271873245,1.3187994240433294,-0.6925172997424176,0.16109373935937915,-1.1617496695161451,1.0,0.0,0.0,1.0,1.0,0.0,0.0
16,-0.6224831207169185,0.8020485825779502,0.7244296587537228,0.1765702482384323,-0.2818269658513001,1.0,0.0,0.0,1.0,1.0,0.0,0.0
16,1.5916759930131614,1.5611641221858075,0.015956179505652604,-0.1066112881471684,-0.2547218872652565,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-0.1500400368824815,1.1811550458633333,-0.6925172997424176,1.5251656254525483,-1.6695850628970377,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,1.463399124858899,-0.29179621737691736,-0.6925172997424176,0.1432885283587915,-1.2007046447277692,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,0.4439913964587466,-0.6825858944659007,1.4329031380017934,-0.199428336072889,-1.2132767371705035,1.0,0.0,0.0,1.0,1.0,0.0,0.0
16,0.47687441086796023,1.4091647705421955,-0.6925172997424176,0.17839141700491487,-1.3453081981892112,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,1.3740181606318416,-1.028795951541812,-0.6925172997424176,1.6598802476978303,-1.6422288960057414,0.0,1.0,0.0,1.0,1.0,0.0,0.0
18,0.9660559792764701,1.3223933029378165,0.7244296587537228,0.35475336908783284,-0.9891626784862975,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,-0.7385863806126167,0.06382568309628742,0.015956179505652604,1.2531575426182713,-0.42111597176426707,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,0.9396158115819141,-0.6096613862201893,0.015956179505652604,0.8462005769286692,1.3841651702202418,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,1.0864367042879493,-0.029934693672661793,0.015956179505652604,0.09108764686530653,0.38060560782627484,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,1.6250357817617813,1.2680326924221523,1.4329031380017934,0.1304719476539358,-0.43592771886609316,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,1.0245207611914522,1.615192213151446,1.4329031380017934,-0.5870386361953931,0.48053204268146205,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18,1.4450977061144348,-0.06920968725547563,-0.6925172997424176,-0.15798986733058618,-1.662308048236739,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,-0.327075062391757,0.23895292020012843,0.015956179505652604,1.6138851436921362,1.4152518520402289,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,1.154364785813334,1.5758484868436808,1.4329031380017934,0.33755735152769256,-0.5322970196864617,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,-1.0680269752867222,1.5729840180674979,0.7244296587537228,0.3528199698937481,0.26999217241555923,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18,1.1220906850883985,-0.7555197682604686,0.015956179505652604,0.6173970769600748,1.705203280912092,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,1.4346075370468194,0.2743664611854703,-0.6925172997424176,0.2556274539995507,1.5371198023753094,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,-0.6989110641609649,-1.7175797806292727,-1.4009907789904879,1.7338785202393778,-0.6222678684255932,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,0.282031502297759,1.1511545178301006,0.7244296587537228,0.03612148421146027,-1.0628113885680985,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18,1.3199283981813994,-0.6207788034922384,1.4329031380017934,-0.5786657053758196,-0.565930920958583,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,1.4220614030899381,-0.1254687165669846,-0.6925172997424176,0.6982591738835954,-1.4362687619980299,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,1.3303381504011595,1.533163153125242,1.4329031380017934,-0.5585538867604601,-0.7404915116172833,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18,1.6942988292405028,-0.2146400852430285,1.4329031380017934,-0.12499447366632217,0.4064605078104475,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,0.23079922375583775,-0.6774584282616486,0.015956179505652604,-0.058864685891402625,0.12114353163106145,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,1.4336173804414287,0.5950557498346472,-0.6925172997424176,-0.1558122951175371,1.40454578204982,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22,1.65073647227613,-0.8470937328739208,0.015956179505652604,0.12380093344681793,0.4945463048446662,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,1.1667222475451247,1.0845846911978114,1.4329031380017934,0.14864273948294085,-0.9147530574335365,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,1.0871437883071982,-0.8946502163245363,0.015956179505652604,0.1518847860782096,-0.6026286944347783,1.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1.2939693437447606,-0.2329722312859111,1.4329031380017934,-0.1061086092428797,-1.127442518924982,1.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1.616285658327687,0.6990892598992604,0.7244296587537228,-0.11833688429275303,1.4587767526865407,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22,0.6587716590705898,0.273955903832335,-0.6925172997424176,0.10711763510902482,1.291859128314217,1.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1.0533719715087544,-1.2379623376415885,1.4329031380017934,0.4104567124410063,0.5436559984764439,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,1.2116743450355072,-0.026663735253649484,1.4329031380017934,-0.0997640131907357,-1.280803742533796,1.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1.6235091871748168,-0.15050946964805587,1.4329031380017934,-0.143398558736435,-0.8893048164998274,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,-1.572371671383521,0.5840075511373306,0.7244296587537228,0.48147132423482825,-1.1937378968427865,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,1.548936243881897,0.11758659139741907,0.015956179505652604,-0.2093690953272785,-1.7188017453907507,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22,1.102337433968709,1.041382200836,1.4329031380017934,-0.012810607761436563,1.3013443024204456,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,-0.7174589696748077,0.13738807979926437,0.015956179505652604,0.7951609960101934,-1.3935594225379404,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22,-0.26386422490936007,1.1002754378952158,0.7244296587537228,0.0255212317047645,-0.008371100164278483,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22,-0.8746479977244997,1.0902120080604376,0.7244296587537228,0.5398295127449239,-0.40346315078392186,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22,1.4454850112284559,-0.01633304497764818,0.015956179505652604,-0.06232719070286002,1.6522640642773787,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,1.3499552376387711,-0.2336568359744842,-1.4009907789904879,0.432346507589519,-1.0575541323062065,1.0,0.0,0.0,1.0,0.0,1.0,0.0
22,-1.5957741439391186,-0.19969517570381387,0.7244296587537228,0.4628531453806899,-0.9674935239795408,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22,0.9340359967726285,1.51927060648875,-0.6925172997424176,0.4805109157178158,0.0909051244952986,1.0,0.0,0.0,1.0,0.0,1.0,0.0
