attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.sd,p_trace,pb,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,vdu,w_lambda,wg_dist.mean,wg_dist.sd,worst_node.mean,worst_node.sd,task_id,t1.mean,t1.sd
0.08877810838567161,0.09171506810388738,3.991805723674792,0.2582621097543107,0.0018271514708569341,0.9312944528216283,0.020044720409235252,0.27367894262756237,0.8592361293136448,0.5554012204027188,0.14471834535468964,0.0,289.0190248729017,0.028046075686615046,0.015634035731032163,0.6354628258660036,0.4039169146388263,2685.1567695961994,128.2830018082668,0.17558876764236309,0.2635891411363861,0.2899245800908687,0.268633516214898,342370.50684476265,1276507.4927766388,0.8241601113600738,2871748.87450849,8430332.520513363,0.8962075821668289,0.05057621831455882,3.9122703482577936,0.8185762541854148,0.11794977514462977,,,0.000294582004074203,0.0005934104644296758,0.38414862836095676,0.33969404546992843,0.21389178118594904,0.34997310779595736,0.2,0.3905663654597584,81.47383813907068,121.60449443080282,25859.869570419152,29.90939812634489,42.5356773604225,0.4499785245988513,0.24287161167440624,485.0172665813996,666.3595539648854,547.3,14513.805438608942,194.62850000560283,305.1357306386082,4.46484040186716,0.3067577050916115,651.9928961699752,1478.2079361122765,0.014959783672044313,0.012184450741575294,0.014907831640764068,0.012128871586415152,0.010883567248791082,0.006813636091615054,165,10.212121212121213,3.5916364209563283,0.006060606060606059,0.04987011978205669,367823.8276568976,1435422.4532392712,0.2,0.17232808737106584,2.2065521246967,0.9409823322969348,0.023108654683476965,0.9306623893138647,89.17423868949473,134.3333790070862,23320.6,45399.41965904165,253.32758631515526,407.8823023805241,78.63769997358322,115.55992317285434,2.512100000027567,3.125169024737416,0.16242814767363584,0.06804148253646418,0.06522930750959255,,,0.03727389000548145,0.18944947869515458,0.13667093002009867,0.3435310026338881,0.8687956204379563,0.06422456962530741,164,16.4,0.02996528412205372,8.2,6.501821607097991,16.4,5.796550698475776,10,0,0,5,0.2888888888888889,4,5473,0.0,10,10,0.44046926609967585,23.575824946889508,,0.06134969325153374,0.01583512496293108,0.94773916118443,0.01889090833893037,1.2967122609459154,-0.16628200453134073,0.8976794459493721,9.024196321749351e-05,23318.087899999973,45397.00730730967,1.0819203828118633,0,840.2336192987079,1551.256243432215,,-0.33874835355408933,14.70338893346516,19.90134662453856,0.0018631511620153674,0.002709256658765574,0.0018271514708569341,0.0003654302941713868,0.2,101.36292843274738,152.28863588269715,9.246200607902736,3.810710895988373,0.049560701971792104,0.0702324648732789,0.03337779189601089,0.05609461281464628,0.11532663316582914,0.02163291131773084,2871748.87450849,7346136.517014859,0.1,0.1425111379762771,2.980384346652649,0.0,0.19017016765404965,0.38856104054888335,0.1603459888255309,0.904074313775204,0.00616941377822693,30,0.07765393751141969,0.0
