task_id,predictive_accuracy,classifier__bootstrap,classifier__criterion,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,imputation__strategy
2074.0,0.9175738724727839,False,entropy,0.32757512696372115,4,11,most_frequent
2074.0,0.9175738724727839,False,gini,0.5669888290719927,3,6,mean
2074.0,0.9175738724727839,False,gini,0.3863890672118149,5,12,mean
2074.0,0.9175738724727839,True,entropy,0.1685625554365826,1,4,most_frequent
2074.0,0.9169517884914464,False,gini,0.24345559874508355,3,13,most_frequent
2074.0,0.9169517884914464,False,gini,0.5980886719803221,1,4,median
2074.0,0.916796267496112,False,gini,0.5649768622082184,1,7,mean
2074.0,0.9166407465007776,False,entropy,0.3806411918742527,5,7,median
2074.0,0.9164852255054433,False,entropy,0.3151650578162595,5,7,most_frequent
2074.0,0.9160186625194402,False,entropy,0.4848368882151963,5,4,mean
2074.0,0.9160186625194402,True,gini,0.4102606151008127,1,6,median
2074.0,0.9157076205287714,False,gini,0.4991475107177743,1,12,most_frequent
2074.0,0.9155520995334371,False,entropy,0.25983872280012604,3,18,mean
2074.0,0.9155520995334371,False,entropy,0.2092463970879054,5,14,median
2074.0,0.9155520995334371,False,entropy,0.21277925746905757,2,18,most_frequent
2079.0,0.6875,True,entropy,0.26330868072780045,1,10,mean
2079.0,0.6875,False,entropy,0.4873364054701964,4,10,mean
2079.0,0.686141304347826,True,gini,0.6160919846539211,1,9,median
2079.0,0.686141304347826,True,gini,0.4898792345546803,4,9,median
2079.0,0.686141304347826,True,gini,0.5896033598800149,4,15,most_frequent
2079.0,0.6847826086956522,False,entropy,0.6654970648791383,3,9,median
2079.0,0.6847826086956522,True,gini,0.40615318761774677,1,16,mean
2079.0,0.6847826086956522,True,gini,0.29043752830482084,1,2,median
2079.0,0.6847826086956522,True,entropy,0.662560506431316,3,5,median
2079.0,0.6847826086956522,True,gini,0.5810888358313934,2,3,median
2079.0,0.6847826086956522,True,gini,0.5665511209097721,1,18,median
2079.0,0.6834239130434783,True,entropy,0.8461867697412607,2,16,most_frequent
2079.0,0.6834239130434783,True,gini,0.5618807409036919,7,10,most_frequent
2079.0,0.6834239130434783,True,entropy,0.7671994339975343,5,11,median
2079.0,0.6834239130434783,False,entropy,0.7764995225518226,2,9,median
2079.0,0.6834239130434783,False,entropy,0.7276270887625449,7,4,median
2079.0,0.6834239130434783,True,entropy,0.2244346321356363,6,8,most_frequent
2079.0,0.6834239130434783,True,gini,0.8552681938840986,3,2,median
2079.0,0.6820652173913043,True,gini,0.6082742386080041,7,7,most_frequent
2079.0,0.6820652173913043,True,gini,0.26250866377863846,8,11,mean
3021.0,0.9909862142099682,False,entropy,0.5243122896196226,3,13,most_frequent
3021.0,0.9909862142099682,False,entropy,0.646820746095068,5,18,median
3021.0,0.9909862142099682,True,entropy,0.8337697008862612,1,8,most_frequent
3021.0,0.9907211028632026,False,entropy,0.6521272882195296,1,19,most_frequent
3021.0,0.9907211028632026,False,entropy,0.6944388715659061,7,15,most_frequent
3021.0,0.9907211028632026,False,entropy,0.4906908185248213,3,2,mean
3021.0,0.9907211028632026,False,entropy,0.8015376743558551,8,6,most_frequent
3021.0,0.9907211028632026,False,entropy,0.7972922248931943,3,10,mean
3021.0,0.9907211028632026,False,entropy,0.8349465822100453,8,9,median
3021.0,0.9907211028632026,False,entropy,0.5755997596790938,5,15,median
3021.0,0.9907211028632026,False,entropy,0.6112283080502013,8,2,mean
3021.0,0.9907211028632026,False,entropy,0.601417074106182,3,15,median
3021.0,0.9907211028632026,False,entropy,0.6342698926585784,1,19,mean
3021.0,0.9904559915164368,False,entropy,0.8768148425176481,2,7,median
3021.0,0.9904559915164368,False,entropy,0.7855578719818842,1,20,most_frequent
3021.0,0.9904559915164368,False,entropy,0.8505675177317228,8,3,mean
3021.0,0.9904559915164368,False,entropy,0.898216085839407,2,18,mean
3021.0,0.9904559915164368,False,entropy,0.533226357982843,2,5,mean
3021.0,0.9904559915164368,False,entropy,0.7486612625207927,3,20,median
3021.0,0.9904559915164368,False,entropy,0.5712056449845984,7,3,mean
3022.0,0.9676767676767676,False,gini,0.4132820174989692,1,2,mean
3022.0,0.9676767676767676,False,gini,0.3530129019796787,2,4,most_frequent
3022.0,0.9666666666666667,False,entropy,0.37322827187800856,1,6,most_frequent
3022.0,0.9656565656565657,False,gini,0.23811210719884085,1,7,median
3022.0,0.9656565656565657,False,entropy,0.23695221763879354,2,9,median
3022.0,0.9656565656565657,True,gini,0.10911967962313343,1,6,mean
3022.0,0.9646464646464646,False,entropy,0.513021749547166,1,3,most_frequent
3022.0,0.9646464646464646,False,entropy,0.3457387757695689,3,7,median
3022.0,0.9646464646464646,False,gini,0.13156573543565184,3,4,mean
3022.0,0.9646464646464646,False,entropy,0.27890411764786843,3,10,median
3022.0,0.9636363636363636,False,gini,0.33846180325881703,1,6,median
3022.0,0.9636363636363636,False,entropy,0.4531488327544495,2,7,mean
3022.0,0.9626262626262626,False,gini,0.36239819840258536,1,7,most_frequent
3022.0,0.9626262626262626,False,entropy,0.26277145006633806,3,6,mean
3022.0,0.9626262626262626,False,entropy,0.20673407632554222,3,9,most_frequent
3022.0,0.9626262626262626,False,gini,0.2656305839618409,2,5,most_frequent
3022.0,0.9616161616161617,False,entropy,0.3768936810494131,2,8,median
3022.0,0.9616161616161617,False,entropy,0.37483750813889627,1,7,most_frequent
3022.0,0.9606060606060606,False,entropy,0.18945227060787728,3,6,mean
3022.0,0.9606060606060606,False,entropy,0.14794602348390873,4,8,mean
3481.0,0.9462613825830448,False,entropy,0.20963704430087074,5,13,mean
3481.0,0.9457483647556753,True,entropy,0.18502448509695296,1,8,median
3481.0,0.9454918558419905,False,gini,0.19974262695626904,4,5,mean
3481.0,0.9454918558419905,False,entropy,0.14340230472661306,1,20,mean
3481.0,0.9447223291009362,True,gini,0.17246501380169654,2,6,median
3481.0,0.9444658201872516,False,entropy,0.1262847838510256,7,19,median
3481.0,0.9440810568167244,True,entropy,0.25755821154809855,3,5,most_frequent
3481.0,0.9436962934461972,False,entropy,0.2951719429230682,4,2,most_frequent
3481.0,0.9435680389893548,False,entropy,0.22940119358640568,1,18,median
3481.0,0.9435680389893548,True,entropy,0.19272707444114304,2,11,most_frequent
3481.0,0.9431832756188279,False,entropy,0.23034530855730156,6,5,mean
3481.0,0.9431832756188279,False,entropy,0.11598137012680435,8,12,most_frequent
3481.0,0.942926766705143,True,gini,0.18450681206826794,1,3,mean
3481.0,0.942926766705143,False,entropy,0.2315922381251858,3,17,most_frequent
3481.0,0.9427985122483007,False,gini,0.1282877014060344,8,7,median
3481.0,0.9426702577914583,False,entropy,0.22336840056148663,6,6,most_frequent
3481.0,0.9425420033346158,True,entropy,0.3255644946086016,1,4,mean
3481.0,0.9425420033346158,True,entropy,0.11969140274943389,3,17,most_frequent
3481.0,0.9420289855072465,True,entropy,0.15891637775282785,3,7,most_frequent
3481.0,0.941900731050404,True,gini,0.1755282961954804,2,15,most_frequent
3549.0,0.990487514863258,False,gini,0.10294704001273969,8,4,most_frequent
3549.0,0.990487514863258,False,gini,0.14253451118198088,3,10,median
3549.0,0.990487514863258,True,entropy,0.14581984212819954,3,15,mean
3549.0,0.9892984542211652,False,gini,0.11037097804729995,7,17,mean
3549.0,0.9892984542211652,False,gini,0.11044735294301261,10,6,most_frequent
3549.0,0.9892984542211652,False,entropy,0.14414486624584139,1,18,most_frequent
3549.0,0.9892984542211652,False,gini,0.10978833051292619,2,10,most_frequent
3549.0,0.9892984542211652,False,entropy,0.12227900069860782,3,16,mean
3549.0,0.9892984542211652,False,entropy,0.1354645072602345,3,8,most_frequent
3549.0,0.9892984542211652,False,entropy,0.13988918551561558,7,4,mean
3549.0,0.9892984542211652,False,gini,0.12722687105135871,11,20,most_frequent
3549.0,0.9892984542211652,True,gini,0.10051616311635439,8,8,most_frequent
3549.0,0.9892984542211652,False,gini,0.15245460033946304,1,15,median
3549.0,0.9892984542211652,False,entropy,0.10644191093352379,8,3,mean
3549.0,0.9892984542211652,True,entropy,0.12044501595464299,2,7,mean
3549.0,0.9892984542211652,True,entropy,0.12310601802338246,4,7,most_frequent
3549.0,0.9881093935790726,False,gini,0.14945923645329443,10,19,mean
3549.0,0.9881093935790726,False,gini,0.12069853229279,12,8,most_frequent
3549.0,0.9881093935790726,False,gini,0.13095126105532887,1,4,most_frequent
3549.0,0.9881093935790726,False,entropy,0.1729749726328258,1,4,mean
3560.0,0.22835633626097868,False,entropy,0.17398032417388282,12,4,median
3560.0,0.22835633626097868,False,entropy,0.11845026011020768,19,15,mean
3560.0,0.22835633626097868,False,entropy,0.18411315915754553,5,4,mean
3560.0,0.22835633626097868,True,gini,0.11353324540443444,13,19,median
3560.0,0.22835633626097868,True,gini,0.4358666056138424,5,12,most_frequent
3560.0,0.2271016311166876,True,gini,0.13712179562731272,11,17,mean
3560.0,0.2271016311166876,True,entropy,0.36462849689724053,5,8,mean
3560.0,0.2271016311166876,True,gini,0.2839642385461539,20,20,median
3560.0,0.2271016311166876,False,entropy,0.15960133102181562,4,18,median
3560.0,0.2271016311166876,True,entropy,0.30670731250630145,19,20,median
3560.0,0.2271016311166876,False,entropy,0.14838380573269383,8,11,most_frequent
3560.0,0.2271016311166876,False,gini,0.19791301892504648,5,18,most_frequent
3560.0,0.2271016311166876,False,gini,0.11090650681167605,13,12,mean
3560.0,0.22584692597239647,True,gini,0.10018730352948024,8,16,median
3560.0,0.22584692597239647,True,entropy,0.31026064264374886,19,13,median
3560.0,0.22584692597239647,True,entropy,0.42080861395944325,3,14,mean
3560.0,0.22584692597239647,False,gini,0.10498975331853605,14,9,most_frequent
3560.0,0.22584692597239647,True,gini,0.37199655808754295,5,9,median
3560.0,0.22584692597239647,False,gini,0.1848277500892972,5,11,most_frequent
3560.0,0.22584692597239647,False,gini,0.1393760340703697,14,18,most_frequent
3573.0,0.972,False,entropy,0.2825162476908661,1,3,most_frequent
3573.0,0.9718000000000001,False,entropy,0.3078280339290702,2,2,median
3573.0,0.9717285714285714,False,gini,0.31313657144309404,2,4,mean
3573.0,0.9716571428571429,False,entropy,0.3004031551180296,2,8,mean
3573.0,0.9716428571428571,False,gini,0.29437091226029877,2,6,most_frequent
3573.0,0.9716,False,entropy,0.14764583220315128,2,9,most_frequent
3573.0,0.9715428571428572,False,entropy,0.2812156077796424,2,4,median
3573.0,0.9715428571428572,False,gini,0.12048935324488969,1,12,mean
3573.0,0.9715285714285714,False,gini,0.31476937960720824,2,4,mean
3573.0,0.9715142857142857,False,gini,0.10548153101501088,3,2,mean
3573.0,0.9714857142857143,False,gini,0.12588082027516745,1,12,mean
3573.0,0.9713571428571428,False,entropy,0.19938315079169497,3,7,mean
3573.0,0.9713428571428571,False,entropy,0.12901073957678966,1,10,median
3573.0,0.9712857142857143,False,gini,0.14756627505451353,3,2,mean
3573.0,0.9712714285714286,False,gini,0.3530524588065109,1,6,median
3573.0,0.9712571428571428,False,entropy,0.2475519095236951,2,6,most_frequent
3573.0,0.9711857142857143,False,entropy,0.34148934011449217,2,3,most_frequent
3573.0,0.9711714285714286,False,gini,0.14662092314325437,3,4,median
3573.0,0.9711571428571429,False,gini,0.22184704589290574,2,9,median
3573.0,0.9711142857142857,False,gini,0.3227836821543296,1,8,most_frequent
3902.0,0.9101508916323731,True,entropy,0.6175282919832868,3,4,median
3902.0,0.9101508916323731,True,entropy,0.49452937230922367,2,7,median
3902.0,0.9094650205761318,True,entropy,0.37756108686411594,2,3,median
3902.0,0.9094650205761318,True,entropy,0.49521942763060733,3,7,most_frequent
3902.0,0.9094650205761318,False,entropy,0.29650935603530115,5,14,most_frequent
3902.0,0.9087791495198903,True,entropy,0.34604899724076327,2,8,median
3902.0,0.9087791495198903,False,entropy,0.8212370198111981,1,2,mean
3902.0,0.9087791495198903,True,entropy,0.6968146776554636,5,19,mean
3902.0,0.9080932784636488,True,gini,0.5572314689297446,2,3,median
3902.0,0.9080932784636488,True,entropy,0.4883443075801618,7,17,median
3902.0,0.9080932784636488,False,entropy,0.839287459448624,3,17,mean
3902.0,0.9080932784636488,True,entropy,0.5663739387586944,9,8,mean
3902.0,0.9080932784636488,False,gini,0.3249934461207713,2,2,median
3902.0,0.9074074074074074,True,entropy,0.8285767846292025,2,15,median
3902.0,0.9074074074074074,False,entropy,0.397692036282017,7,11,mean
3902.0,0.9074074074074074,True,entropy,0.4440908045947056,5,12,median
3902.0,0.9074074074074074,True,entropy,0.5044793880276931,1,16,mean
3902.0,0.9074074074074074,True,entropy,0.7765192374455581,4,10,most_frequent
3902.0,0.9074074074074074,True,entropy,0.7366508067417444,6,15,most_frequent
3902.0,0.9074074074074074,False,entropy,0.5498739350731453,4,5,mean
3903.0,0.9027511196417146,False,entropy,0.1307165969605567,2,3,most_frequent
3903.0,0.9027511196417146,True,gini,0.4432936690258952,1,4,mean
3903.0,0.9027511196417146,False,gini,0.32022002168966834,9,3,median
3903.0,0.9027511196417146,False,entropy,0.27737664093799563,3,2,mean
3903.0,0.9027511196417146,False,entropy,0.15469853286793234,7,9,median
3903.0,0.9021113243761997,True,entropy,0.18224291039058765,4,13,mean
3903.0,0.9021113243761997,False,entropy,0.320344596896426,4,3,most_frequent
3903.0,0.9021113243761997,False,gini,0.30666915859494925,2,20,most_frequent
3903.0,0.9021113243761997,True,gini,0.5181737874529465,1,4,most_frequent
3903.0,0.9021113243761997,True,entropy,0.193806845524455,4,18,median
3903.0,0.9021113243761997,True,gini,0.3549428153404731,2,10,median
3903.0,0.9021113243761997,True,entropy,0.16841084168190285,5,8,most_frequent
3903.0,0.9021113243761997,False,gini,0.10502961008080894,1,3,mean
3903.0,0.9014715291106846,True,entropy,0.2883978320611845,6,3,mean
3903.0,0.9014715291106846,False,entropy,0.2274893378223527,1,17,mean
3903.0,0.9014715291106846,True,gini,0.47643243168878735,2,17,median
3903.0,0.9014715291106846,False,entropy,0.21983376118467224,1,18,median
3903.0,0.9014715291106846,True,entropy,0.6726529411950679,2,10,mean
3903.0,0.9014715291106846,True,gini,0.17785089518747849,2,11,most_frequent
3903.0,0.9014715291106846,True,gini,0.42223837690429744,1,11,median
3904.0,0.8216812126779972,False,entropy,0.2754946026668824,3,14,median
3904.0,0.8215893431327516,False,gini,0.16925848964886372,3,15,median
3904.0,0.8215893431327516,False,entropy,0.18992172995464918,4,7,median
3904.0,0.8215893431327516,True,entropy,0.5024077502964376,4,4,mean
3904.0,0.8214974735875057,False,entropy,0.3203586775012422,4,4,mean
3904.0,0.8214974735875057,False,entropy,0.17311515860296628,4,16,most_frequent
3904.0,0.8214056040422599,False,entropy,0.1294128190239329,1,9,most_frequent
3904.0,0.8213137344970143,False,gini,0.18364881903525865,7,4,most_frequent
3904.0,0.8212218649517685,False,entropy,0.18205341909909534,1,12,median
3904.0,0.8212218649517685,True,entropy,0.4870027066321744,2,2,most_frequent
3904.0,0.8212218649517685,True,gini,0.24081007951472444,3,2,median
3904.0,0.8212218649517685,True,entropy,0.20491847127392182,2,9,median
3904.0,0.8212218649517685,True,entropy,0.20688798375956827,1,5,mean
3904.0,0.8212218649517685,True,entropy,0.7097296719090535,6,8,median
3904.0,0.821038125861277,False,entropy,0.390936888393444,4,9,most_frequent
3904.0,0.821038125861277,False,entropy,0.30824480205101357,1,15,most_frequent
3904.0,0.821038125861277,True,entropy,0.32690734345349115,1,15,mean
3904.0,0.8209462563160312,True,entropy,0.38636412649856955,2,4,median
3904.0,0.8209462563160312,False,gini,0.20181248317727213,2,6,median
3904.0,0.8208543867707854,True,entropy,0.8196361374699482,2,8,most_frequent
3913.0,0.8544061302681992,True,entropy,0.4892922760623346,11,16,median
3913.0,0.8544061302681992,True,entropy,0.7896480396213335,8,2,mean
3913.0,0.8524904214559388,True,entropy,0.8510447550946466,13,6,most_frequent
3913.0,0.8524904214559388,True,gini,0.5675607375693128,7,19,most_frequent
3913.0,0.8524904214559388,True,gini,0.6124648367102038,9,5,mean
3913.0,0.8524904214559388,True,gini,0.8213892935667064,11,9,median
3913.0,0.8524904214559388,False,gini,0.16363535154522124,8,7,most_frequent
3913.0,0.8524904214559388,False,entropy,0.4756685945802983,19,18,mean
3913.0,0.8524904214559388,True,gini,0.6578691064323465,10,20,median
3913.0,0.8524904214559388,True,gini,0.7105721774261186,11,18,mean
3913.0,0.8524904214559388,True,entropy,0.7975940434690519,9,11,mean
3913.0,0.8524904214559388,True,entropy,0.65082199151582,16,15,mean
3913.0,0.8524904214559388,False,gini,0.3674053151037725,15,8,most_frequent
3913.0,0.8524904214559388,False,entropy,0.3375104950503023,19,16,mean
3913.0,0.8524904214559388,False,gini,0.4096457017033298,14,9,most_frequent
3913.0,0.8524904214559388,False,gini,0.40284398834783774,14,4,median
3913.0,0.8524904214559388,True,gini,0.8868406701901843,9,5,mean
3913.0,0.8524904214559388,False,entropy,0.3223771151843805,11,18,most_frequent
3913.0,0.8524904214559388,False,gini,0.23377893571699257,7,2,most_frequent
3913.0,0.8524904214559388,True,gini,0.7266398877834271,10,18,median
3917.0,0.8653390232337601,False,entropy,0.15674503187659738,4,12,median
3917.0,0.8653390232337601,True,entropy,0.7665048640652746,5,10,mean
3917.0,0.8653390232337601,True,gini,0.7288165472137612,8,16,mean
3917.0,0.8648648648648648,True,gini,0.5504795602181163,6,16,median
3917.0,0.8648648648648648,True,entropy,0.21689567205662838,3,7,mean
3917.0,0.8648648648648648,True,gini,0.8051527607302336,2,12,most_frequent
3917.0,0.8648648648648648,False,gini,0.17034014307053136,4,5,median
3917.0,0.8648648648648648,True,entropy,0.8359814110988218,2,2,most_frequent
3917.0,0.8648648648648648,True,entropy,0.5670894086436199,1,6,most_frequent
3917.0,0.8648648648648648,True,entropy,0.3022550068652564,3,17,mean
3917.0,0.8643907064959697,False,gini,0.15752916245571846,4,7,most_frequent
3917.0,0.8643907064959697,True,gini,0.5359599201830371,2,11,most_frequent
3917.0,0.8643907064959697,True,gini,0.43067225326608594,5,14,mean
3917.0,0.8643907064959697,True,entropy,0.26442354305316584,2,14,mean
3917.0,0.8643907064959697,True,gini,0.6193508148583142,7,7,mean
3917.0,0.8643907064959697,True,gini,0.8842401114364937,4,8,mean
3917.0,0.8643907064959697,True,gini,0.6779740599909416,1,6,median
3917.0,0.8643907064959697,True,gini,0.7944294298498077,2,10,mean
3917.0,0.8643907064959697,True,gini,0.6459322078823334,3,5,mean
3917.0,0.8643907064959697,True,gini,0.4143901672019825,3,14,median
3918.0,0.9395852119026149,True,gini,0.2525801952442011,1,17,most_frequent
3918.0,0.9395852119026149,True,entropy,0.563467854856953,8,13,median
3918.0,0.9386834986474301,True,gini,0.5371031688595006,4,17,median
3918.0,0.9386834986474301,True,gini,0.429357443478271,3,16,mean
3918.0,0.9386834986474301,False,gini,0.6431647765018804,8,13,median
3918.0,0.9386834986474301,True,gini,0.8802298954841971,6,17,mean
3918.0,0.9386834986474301,True,gini,0.49085817789006647,2,20,most_frequent
3918.0,0.9386834986474301,True,gini,0.7578165682579436,4,15,median
3918.0,0.9386834986474301,True,gini,0.823102901614149,8,14,most_frequent
3918.0,0.9386834986474301,True,entropy,0.5450674304316748,4,19,median
3918.0,0.9386834986474301,True,gini,0.8353433594414518,3,6,most_frequent
3918.0,0.9386834986474301,False,gini,0.6340460516237013,7,2,most_frequent
3918.0,0.9386834986474301,True,gini,0.6102653931405932,6,14,mean
3918.0,0.9386834986474301,True,gini,0.20180058748204655,7,12,median
3918.0,0.9386834986474301,True,entropy,0.8137362507902486,4,20,most_frequent
3918.0,0.9377817853922452,True,gini,0.44577478972392404,1,8,mean
3918.0,0.9377817853922452,False,entropy,0.5145777652630169,5,17,mean
3918.0,0.9377817853922452,True,entropy,0.5373722271007386,2,18,most_frequent
3918.0,0.9377817853922452,True,entropy,0.25525910811720887,5,5,median
3918.0,0.9377817853922452,True,entropy,0.596122228576857,4,16,mean
7592.0,0.8660374268047991,True,gini,0.21587463126802195,5,8,most_frequent
7592.0,0.8660169526227428,True,gini,0.31314871073730843,8,6,median
7592.0,0.8659964784406863,True,gini,0.3292168948411405,10,7,most_frequent
7592.0,0.86597600425863,True,entropy,0.24368940436962286,3,6,most_frequent
7592.0,0.86597600425863,False,gini,0.1467976845620217,6,6,mean
7592.0,0.86597600425863,True,gini,0.25041074510423833,7,15,mean
7592.0,0.8659555300765734,False,gini,0.26645112390665404,8,15,median
7592.0,0.8659555300765734,True,gini,0.2866467810900929,10,15,mean
7592.0,0.8659555300765734,True,entropy,0.3151952231405015,5,17,mean
7592.0,0.8659555300765734,True,gini,0.26097694446264574,7,11,most_frequent
7592.0,0.8659350558945169,True,entropy,0.31478804651057246,7,2,median
7592.0,0.8658736333483478,True,gini,0.7242686832382698,4,20,most_frequent
7592.0,0.8658531591662912,True,entropy,0.34809676017224234,5,13,median
7592.0,0.8658326849842349,False,gini,0.19910002370497032,4,2,most_frequent
7592.0,0.8657917366201221,False,gini,0.2073116860308371,4,2,mean
7592.0,0.8657712624380656,True,gini,0.20733113850199336,1,13,most_frequent
7592.0,0.8657507882560092,True,entropy,0.4976937047859482,5,17,mean
7592.0,0.8657507882560092,False,entropy,0.24887402804905812,10,15,median
7592.0,0.8657507882560092,False,gini,0.25853882744840273,9,20,median
7592.0,0.8657507882560092,True,gini,0.30547496868385815,10,10,median
9910.0,0.8109837376699547,True,gini,0.18579663754054077,2,5,most_frequent
9910.0,0.8104505465209277,False,gini,0.18242700640049414,9,9,median
9910.0,0.8104505465209277,False,gini,0.25229741091984936,6,10,most_frequent
9910.0,0.8104505465209277,False,entropy,0.177278116419443,7,19,most_frequent
9910.0,0.8101839509464144,False,entropy,0.2809148831704594,4,20,median
9910.0,0.8101839509464144,False,gini,0.17132764520655286,8,4,median
9910.0,0.8101839509464144,True,gini,0.2097098862176636,2,4,most_frequent
9910.0,0.8101839509464144,False,entropy,0.15734096921794496,5,18,mean
9910.0,0.8101839509464144,False,gini,0.18413916610432324,2,19,most_frequent
9910.0,0.8099173553719008,False,entropy,0.238796523232486,11,4,median
9910.0,0.8093841642228738,False,gini,0.18390259625176075,3,19,mean
9910.0,0.8093841642228738,True,entropy,0.28136340528039283,4,6,most_frequent
9910.0,0.8093841642228738,True,gini,0.2294004164087153,2,11,most_frequent
9910.0,0.8093841642228738,False,gini,0.12497983533866322,1,11,most_frequent
9910.0,0.8091175686483605,False,entropy,0.5635895188850945,1,11,mean
9910.0,0.8091175686483605,False,gini,0.2574113383419985,6,4,mean
9910.0,0.8091175686483605,False,entropy,0.1493742501127393,3,19,mean
9910.0,0.808850973073847,False,entropy,0.29162157673805833,5,15,most_frequent
9910.0,0.808850973073847,True,entropy,0.10151327340627887,1,4,median
9910.0,0.808850973073847,False,gini,0.38762576621196965,2,17,most_frequent
9946.0,0.968365553602812,False,gini,0.3530090665389366,1,4,median
9946.0,0.968365553602812,True,gini,0.5972110893913215,2,3,median
9946.0,0.968365553602812,False,gini,0.18261240472119633,2,10,mean
9946.0,0.968365553602812,False,entropy,0.1309417297340093,9,4,most_frequent
9946.0,0.968365553602812,False,gini,0.10768745908811211,1,2,most_frequent
9946.0,0.968365553602812,False,gini,0.20269077042142758,2,5,most_frequent
9946.0,0.9666080843585237,False,entropy,0.3223600622403766,4,12,median
9946.0,0.9666080843585237,False,entropy,0.2852132368534005,8,2,median
9946.0,0.9666080843585237,False,gini,0.33129268420737845,3,4,most_frequent
9946.0,0.9666080843585237,False,entropy,0.23246290487454715,6,8,mean
9946.0,0.9666080843585237,True,entropy,0.14188429578208234,3,6,median
9946.0,0.9666080843585237,True,entropy,0.4270167854509771,2,6,median
9946.0,0.9666080843585237,False,entropy,0.15531100443167345,5,5,most_frequent
9946.0,0.9666080843585237,False,gini,0.25787226092429605,2,19,mean
9946.0,0.9666080843585237,True,entropy,0.6351329222632152,2,2,median
9946.0,0.9666080843585237,True,entropy,0.3773643305159503,1,9,median
9946.0,0.9666080843585237,True,entropy,0.650130493119518,1,6,most_frequent
9946.0,0.9666080843585237,False,entropy,0.1414001706408536,1,2,most_frequent
9946.0,0.9666080843585237,False,entropy,0.21090239650605824,1,4,median
9946.0,0.9666080843585237,False,entropy,0.30669768743688036,5,4,median
9952.0,0.9115470022205774,True,gini,0.7900359225881777,1,4,most_frequent
9952.0,0.9111769059955589,False,gini,0.7019824457309308,2,9,mean
9952.0,0.9109918578830496,False,entropy,0.4804733710649437,2,8,median
9952.0,0.9109918578830496,False,gini,0.36348159378699174,2,3,most_frequent
9952.0,0.9109918578830496,False,gini,0.45563936860884946,1,9,mean
9952.0,0.9109918578830496,False,entropy,0.7922310649242112,4,3,median
9952.0,0.9109918578830496,True,entropy,0.7774900784419846,1,2,median
9952.0,0.9102516654330125,False,entropy,0.25437837887023573,1,7,mean
9952.0,0.9098815692079941,False,entropy,0.6285557526913953,1,11,mean
9952.0,0.9098815692079941,False,entropy,0.6638369699647978,1,5,median
9952.0,0.9096965210954848,False,entropy,0.7593322104367515,3,10,most_frequent
9952.0,0.9095114729829755,False,gini,0.7906744687213998,1,9,median
9952.0,0.909141376757957,False,entropy,0.19778321431477447,2,5,median
9952.0,0.9089563286454478,True,gini,0.43092738087909,1,4,most_frequent
9952.0,0.9085862324204292,False,entropy,0.5027267163797406,4,2,mean
9952.0,0.9085862324204292,False,gini,0.5032464492124844,4,7,most_frequent
9952.0,0.90840118430792,False,gini,0.3534905735328612,2,9,median
9952.0,0.90840118430792,False,entropy,0.3164042004260542,3,3,median
9952.0,0.9080310880829017,False,entropy,0.642350644046245,4,4,mean
9952.0,0.9080310880829017,False,gini,0.5360099010153822,1,11,most_frequent
9957.0,0.8691943127962085,False,entropy,0.5574677357444191,2,7,median
9957.0,0.8691943127962085,True,entropy,0.11494846518662004,1,7,median
9957.0,0.8682464454976304,False,entropy,0.10432225429738971,2,14,mean
9957.0,0.8682464454976304,True,entropy,0.3728702962264666,2,10,median
9957.0,0.8682464454976304,True,entropy,0.7542856865290214,2,9,most_frequent
9957.0,0.8682464454976304,False,entropy,0.601625393716787,1,4,median
9957.0,0.8682464454976304,False,entropy,0.5761539284183916,3,16,most_frequent
9957.0,0.8682464454976304,True,entropy,0.7388924974431091,2,14,most_frequent
9957.0,0.8682464454976304,False,entropy,0.566396398489846,1,13,median
9957.0,0.8682464454976304,True,entropy,0.5340935519679563,1,13,mean
9957.0,0.8682464454976304,False,entropy,0.34604285651702754,1,2,median
9957.0,0.8672985781990522,True,gini,0.43978373318216823,1,6,median
9957.0,0.8663507109004739,True,entropy,0.5080915564500367,2,3,mean
9957.0,0.8663507109004739,True,entropy,0.6303915349930771,1,6,most_frequent
9957.0,0.8663507109004739,False,entropy,0.49923070635549605,7,2,median
9957.0,0.8663507109004739,True,entropy,0.16245534608888904,1,2,mean
9957.0,0.8663507109004739,False,entropy,0.6094526810179653,2,14,median
9957.0,0.8663507109004739,True,gini,0.7436397944159522,3,3,most_frequent
9957.0,0.8663507109004739,True,entropy,0.8786983811984336,4,3,median
9957.0,0.8663507109004739,False,gini,0.2805406944793748,2,5,mean
9960.0,0.9967008797653959,False,gini,0.6430201702443197,1,14,most_frequent
9960.0,0.9967008797653959,False,entropy,0.7556458662140274,3,11,median
9960.0,0.9967008797653959,False,gini,0.5312405386841504,5,12,mean
9960.0,0.9967008797653959,False,entropy,0.7639494889708772,1,11,most_frequent
9960.0,0.9967008797653959,False,entropy,0.8977745191324991,1,7,most_frequent
9960.0,0.9967008797653959,False,entropy,0.46736133839458904,6,13,median
9960.0,0.9967008797653959,False,entropy,0.45378898138660595,4,20,median
9960.0,0.9967008797653959,False,entropy,0.8588567459767602,1,6,median
9960.0,0.996517595307918,False,gini,0.5198972930996072,2,2,median
9960.0,0.996517595307918,False,entropy,0.7073536790442113,4,7,most_frequent
9960.0,0.996517595307918,True,gini,0.7422189141210676,1,7,mean
