task_id,predictive_accuracy,classifier__bootstrap,classifier__criterion,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,imputation__strategy
9960.0,0.996517595307918,True,entropy,0.5346160325680528,3,13,median
9960.0,0.996517595307918,False,gini,0.40084335376979563,1,19,median
9960.0,0.996517595307918,False,gini,0.517754526213423,2,2,most_frequent
9960.0,0.996517595307918,True,entropy,0.4477848874104825,3,2,median
9960.0,0.996517595307918,False,entropy,0.6741542058005007,2,13,most_frequent
9960.0,0.996517595307918,False,gini,0.6993158306595302,4,15,mean
9960.0,0.996517595307918,True,gini,0.5700889104664506,1,3,mean
9960.0,0.996517595307918,False,gini,0.3062776381072868,2,5,mean
9960.0,0.996517595307918,False,gini,0.6672131868920881,2,6,median
9964.0,0.9246704331450094,False,entropy,0.11807591178280248,4,13,mean
9964.0,0.9234149403640929,True,entropy,0.11924673365688099,3,8,mean
9964.0,0.9227871939736346,False,entropy,0.22444337033583991,1,11,median
9964.0,0.9227871939736346,False,entropy,0.23122186186017252,3,11,median
9964.0,0.9221594475831764,True,entropy,0.10055981162723482,3,5,median
9964.0,0.9221594475831764,False,entropy,0.18122001809654542,3,13,median
9964.0,0.9221594475831764,False,entropy,0.25938206155021604,2,10,mean
9964.0,0.9215317011927182,False,gini,0.14455611621751202,2,20,median
9964.0,0.9215317011927182,False,gini,0.12892979007945132,4,17,median
9964.0,0.92090395480226,False,gini,0.2557937766453658,3,8,median
9964.0,0.9190207156308852,False,entropy,0.19387226785613354,6,5,mean
9964.0,0.9190207156308852,False,gini,0.3942924371100749,2,2,median
9964.0,0.9190207156308852,False,entropy,0.2262308870367063,1,20,median
9964.0,0.9177652228499685,False,gini,0.17680456415200851,4,13,median
9964.0,0.9177652228499685,True,gini,0.22265931791860316,3,3,mean
9964.0,0.9171374764595103,True,gini,0.2412310479946659,2,9,mean
9964.0,0.9171374764595103,True,entropy,0.11351007577241178,4,14,mean
9964.0,0.916509730069052,False,gini,0.41133631227248146,1,3,most_frequent
9964.0,0.9152542372881356,False,entropy,0.2095909326580399,5,10,median
9964.0,0.9152542372881356,False,gini,0.24515066523769813,4,8,most_frequent
9971.0,0.7272727272727273,True,gini,0.13407377353137964,5,12,median
9971.0,0.7272727272727273,False,gini,0.10175775290970046,5,9,mean
9971.0,0.7272727272727273,False,entropy,0.1380386191393672,9,5,most_frequent
9971.0,0.7272727272727273,False,entropy,0.11660638995796502,2,7,most_frequent
9971.0,0.7272727272727273,True,entropy,0.12601925034187147,5,2,median
9971.0,0.7272727272727273,True,gini,0.11123517225908036,9,7,mean
9971.0,0.7255574614065181,True,gini,0.1615551359322832,5,10,most_frequent
9971.0,0.7255574614065181,False,entropy,0.12178086318668023,2,14,median
9971.0,0.7255574614065181,False,entropy,0.15853786360126262,13,8,median
9971.0,0.7255574614065181,False,entropy,0.14378551040256315,10,14,mean
9971.0,0.7255574614065181,True,gini,0.12506349168034198,2,19,mean
9971.0,0.7255574614065181,True,entropy,0.1026543574750689,5,15,most_frequent
9971.0,0.7255574614065181,False,gini,0.1817823436072848,6,2,median
9971.0,0.7238421955403088,True,entropy,0.18219050131994363,2,15,mean
9971.0,0.7238421955403088,False,entropy,0.15793397560234812,5,16,median
9971.0,0.7238421955403088,False,gini,0.16002264131572988,3,15,mean
9971.0,0.7238421955403088,False,entropy,0.1539699925240365,17,15,mean
9971.0,0.7238421955403088,True,gini,0.1567375728488905,2,12,median
9971.0,0.7238421955403088,False,entropy,0.17606360004151542,16,4,median
9971.0,0.7238421955403088,False,entropy,0.18115433790703303,1,9,most_frequent
9976.0,0.8673076923076922,False,entropy,0.3003497313846071,4,14,most_frequent
9976.0,0.8669230769230769,False,gini,0.3156320708634881,2,16,mean
9976.0,0.8669230769230769,False,entropy,0.2952411990281991,1,7,mean
9976.0,0.8665384615384616,False,entropy,0.4432093984904454,5,15,mean
9976.0,0.8661538461538462,False,gini,0.3666560170133967,2,3,mean
9976.0,0.8661538461538462,False,gini,0.33505798182523777,9,8,median
9976.0,0.8661538461538462,False,entropy,0.23960229267573468,1,10,most_frequent
9976.0,0.8657692307692308,False,gini,0.2112176298965027,3,10,most_frequent
9976.0,0.8653846153846153,False,gini,0.2852822206352641,3,11,median
9976.0,0.8653846153846153,False,entropy,0.3142878289420469,8,12,median
9976.0,0.865,False,entropy,0.21093148876138398,12,10,mean
9976.0,0.865,False,gini,0.37365232177546026,4,19,median
9976.0,0.865,False,entropy,0.25367054951192325,12,10,median
9976.0,0.8646153846153847,False,entropy,0.22635119915311075,4,3,most_frequent
9976.0,0.8646153846153847,False,entropy,0.30755712428605364,12,20,median
9976.0,0.8646153846153847,False,gini,0.25602697396933616,10,15,most_frequent
9976.0,0.8646153846153847,False,entropy,0.34753335305480515,4,19,median
9976.0,0.8646153846153847,False,gini,0.30699352766640986,6,2,median
9976.0,0.8646153846153847,False,gini,0.36344431961579904,9,13,most_frequent
9976.0,0.8642307692307692,False,entropy,0.2234853514642576,6,2,most_frequent
9977.0,0.9690120412012186,False,gini,0.3408403857680796,2,9,median
9977.0,0.9688669664877412,False,entropy,0.3798527748878453,2,13,median
9977.0,0.9688669664877412,False,entropy,0.10532613411170111,4,6,median
9977.0,0.9687799216596547,False,entropy,0.11707219699765813,1,13,most_frequent
9977.0,0.9687799216596547,False,entropy,0.33563086272765297,4,6,median
9977.0,0.9686928768315682,False,entropy,0.48417169184148057,1,10,mean
9977.0,0.9686058320034817,True,entropy,0.49084120498413775,1,3,mean
9977.0,0.9684607572900044,False,entropy,0.3247078931338989,5,14,median
9977.0,0.9684317423473088,False,gini,0.4718683582519527,4,4,mean
9977.0,0.9684317423473088,True,entropy,0.5700397650265462,1,2,mean
9977.0,0.9684027274046134,False,entropy,0.4549795836300713,3,11,median
9977.0,0.968373712461918,False,gini,0.2169385483273108,3,10,most_frequent
9977.0,0.9683446975192225,True,entropy,0.8643637668447429,1,4,mean
9977.0,0.9683446975192225,False,gini,0.27761269646100295,4,7,mean
9977.0,0.9682866676338314,False,gini,0.3336136012641421,4,11,most_frequent
9977.0,0.9682866676338314,True,entropy,0.3222142417039159,3,7,mean
9977.0,0.9682576526911358,True,entropy,0.6471125612058216,1,3,mean
9977.0,0.968199622805745,False,gini,0.5365862355387695,2,11,most_frequent
9977.0,0.9681706078630495,False,entropy,0.17137247472862355,1,18,mean
9977.0,0.968141592920354,False,gini,0.3848336708032182,5,5,median
9978.0,0.9455406471981058,True,gini,0.3629220557939573,1,7,mean
9978.0,0.9451460142067877,False,entropy,0.319330109317831,1,12,mean
9978.0,0.9451460142067877,True,entropy,0.47328070824700497,3,5,median
9978.0,0.9447513812154696,False,entropy,0.31312106376287485,2,4,median
9978.0,0.9447513812154696,False,entropy,0.3268848068843722,3,14,mean
9978.0,0.9447513812154696,False,gini,0.25389286855066295,1,18,mean
9978.0,0.9447513812154696,True,entropy,0.6553947509550657,1,18,most_frequent
9978.0,0.9447513812154696,False,entropy,0.3130885867616769,5,6,most_frequent
9978.0,0.9447513812154696,True,gini,0.31921811054217814,2,9,most_frequent
9978.0,0.9447513812154696,False,entropy,0.5412419578260991,4,19,mean
9978.0,0.9447513812154696,True,gini,0.7633784293692065,1,16,mean
9978.0,0.9443567482241515,True,entropy,0.567873266858716,9,9,most_frequent
9978.0,0.9443567482241515,True,entropy,0.8353268448047048,8,13,most_frequent
9978.0,0.9443567482241515,False,entropy,0.11705823024262996,4,7,mean
9978.0,0.9443567482241515,True,gini,0.6344551939422163,3,11,mean
9978.0,0.9443567482241515,False,entropy,0.5321462341305172,3,10,mean
9978.0,0.9443567482241515,True,entropy,0.26858580540225385,2,11,median
9978.0,0.9443567482241515,True,entropy,0.641865038433534,3,8,mean
9978.0,0.9443567482241515,True,entropy,0.13627580394358996,3,2,most_frequent
9978.0,0.9443567482241515,True,entropy,0.8411906385955692,2,12,median
9981.0,0.8925925925925925,True,gini,0.530252926020905,1,9,mean
9981.0,0.8916666666666667,True,entropy,0.17110939578231193,1,5,mean
9981.0,0.8907407407407407,True,gini,0.4349129093465631,1,3,mean
9981.0,0.8907407407407407,False,entropy,0.16476721961465846,1,19,mean
9981.0,0.8898148148148148,True,gini,0.20453318401432058,3,13,most_frequent
9981.0,0.8898148148148148,True,gini,0.44825960762425243,2,14,most_frequent
9981.0,0.8898148148148148,True,gini,0.4752247130812569,2,18,mean
9981.0,0.8898148148148148,True,gini,0.740824853521328,2,7,most_frequent
9981.0,0.8888888888888888,True,gini,0.8692391177698356,2,11,most_frequent
9981.0,0.887962962962963,False,gini,0.3642361146710047,2,13,median
9981.0,0.887962962962963,False,gini,0.511818834337208,1,8,mean
9981.0,0.887962962962963,False,entropy,0.1274456717595081,1,2,median
9981.0,0.8870370370370371,False,entropy,0.21431747934037465,1,20,most_frequent
9981.0,0.8861111111111112,True,entropy,0.34051129216104725,1,5,mean
9981.0,0.8861111111111112,True,entropy,0.39076874890537616,1,3,most_frequent
9981.0,0.8842592592592592,True,entropy,0.20371208003319366,1,20,mean
9981.0,0.8842592592592592,True,gini,0.47131601981228377,2,10,median
9981.0,0.8842592592592592,False,entropy,0.1600368223690108,3,19,median
9981.0,0.8842592592592592,False,gini,0.2481989716798296,4,14,most_frequent
9981.0,0.8842592592592592,True,entropy,0.2156179888548384,2,19,median
9985.0,0.6325596600196143,True,gini,0.8943101433975232,2,6,median
9985.0,0.6323962079110821,False,gini,0.30006423607410393,2,6,median
9985.0,0.6322327558025499,False,gini,0.5744336327966008,2,11,most_frequent
9985.0,0.6319058515854854,True,entropy,0.7026391755082829,2,7,mean
9985.0,0.6314154952598888,False,gini,0.43834243962724184,1,16,mean
9985.0,0.6312520431513566,False,gini,0.21449296203218068,1,11,mean
9985.0,0.6310885910428244,False,gini,0.22835226215758536,1,10,mean
9985.0,0.6307616868257601,False,gini,0.48631234540756274,2,11,mean
9985.0,0.6307616868257601,False,gini,0.14018229633512816,1,6,mean
9985.0,0.6305982347172279,False,entropy,0.5402644628070227,4,5,mean
9985.0,0.6301078783916312,False,entropy,0.47938242643790385,1,13,median
9985.0,0.6299444262830991,False,gini,0.2555009019469211,2,8,median
9985.0,0.6299444262830991,True,entropy,0.5791381153137789,1,6,mean
9985.0,0.6296175220660346,False,gini,0.2644531568658406,4,7,median
9985.0,0.6294540699575024,False,entropy,0.31631412572703854,2,14,median
9985.0,0.6292906178489702,True,gini,0.8943615136042805,1,10,mean
9985.0,0.6289637136319058,False,gini,0.3660813965426264,3,13,mean
9985.0,0.6289637136319058,False,gini,0.3678574916129921,3,19,median
9985.0,0.6288002615233736,True,gini,0.45989791010146586,3,5,median
9985.0,0.6288002615233736,True,gini,0.6487556174865455,3,7,mean
10093.0,0.9934402332361516,True,gini,0.3867687546291071,2,4,mean
10093.0,0.9934402332361516,True,gini,0.4564159222827058,1,4,median
10093.0,0.9934402332361516,False,gini,0.6045635337574603,4,7,mean
10093.0,0.9934402332361516,False,gini,0.46722746778182145,1,4,most_frequent
10093.0,0.9934402332361516,False,gini,0.8789990226082919,2,18,most_frequent
10093.0,0.9934402332361516,True,entropy,0.6335430264212498,2,5,mean
10093.0,0.9934402332361516,False,gini,0.660190502107102,1,9,mean
10093.0,0.9934402332361516,False,gini,0.12837455829343122,2,13,median
10093.0,0.9934402332361516,True,entropy,0.10100630052137644,2,10,mean
10093.0,0.9934402332361516,True,entropy,0.7804582464168646,1,5,mean
10093.0,0.9934402332361516,False,gini,0.6463973109545649,1,7,most_frequent
10093.0,0.9927113702623906,True,entropy,0.6980118873035899,2,6,mean
10093.0,0.9927113702623906,False,gini,0.41726852825895766,2,10,mean
10093.0,0.9927113702623906,False,gini,0.8839474229154878,7,2,most_frequent
10093.0,0.9927113702623906,False,gini,0.7310126717660993,2,9,most_frequent
10093.0,0.9927113702623906,True,gini,0.7071757554680032,1,18,most_frequent
10093.0,0.9927113702623906,True,gini,0.5799732502290217,3,3,most_frequent
10093.0,0.9927113702623906,True,gini,0.5505334893503764,4,10,mean
10093.0,0.9927113702623906,False,gini,0.1117644545871312,2,3,mean
10093.0,0.9927113702623906,False,gini,0.8331494855159444,4,14,most_frequent
10101.0,0.7927807486631017,False,entropy,0.7797552855905793,17,7,median
10101.0,0.7927807486631017,False,entropy,0.8564639342763184,17,11,most_frequent
10101.0,0.7927807486631017,False,entropy,0.7583775889869452,16,11,most_frequent
10101.0,0.7927807486631017,False,entropy,0.5129594861363538,14,18,mean
10101.0,0.7927807486631017,False,entropy,0.789005756877658,16,15,most_frequent
10101.0,0.7927807486631017,False,entropy,0.5676265914655048,14,9,median
10101.0,0.7914438502673796,False,entropy,0.7720494250160772,16,17,median
10101.0,0.7914438502673796,False,entropy,0.8157281102161419,17,14,mean
10101.0,0.7914438502673796,False,entropy,0.781252995452863,17,5,mean
10101.0,0.7914438502673796,False,gini,0.8859980314714136,20,14,most_frequent
10101.0,0.7914438502673796,False,entropy,0.8275832179495655,15,15,mean
10101.0,0.7914438502673796,False,entropy,0.7747954134950271,15,8,most_frequent
10101.0,0.7914438502673796,False,entropy,0.5224074885780761,13,14,median
10101.0,0.7914438502673796,False,entropy,0.6129531329824185,13,3,mean
10101.0,0.7914438502673796,False,entropy,0.7223849298661066,12,20,median
10101.0,0.7914438502673796,False,gini,0.8750644813603278,10,7,most_frequent
10101.0,0.7914438502673796,False,entropy,0.8493070485522294,16,16,mean
10101.0,0.7914438502673796,False,entropy,0.6076518866568656,14,5,median
10101.0,0.7914438502673796,False,gini,0.5113982570413687,8,20,median
10101.0,0.7914438502673796,False,entropy,0.7970443974497936,14,6,median
14952.0,0.9697874265038444,False,gini,0.5882194393385819,2,7,median
14952.0,0.9697874265038444,False,entropy,0.340721598682211,2,10,mean
14952.0,0.9695160560832202,True,entropy,0.3496996048087742,2,5,most_frequent
14952.0,0.9694255992763455,False,gini,0.2946404283783365,3,4,mean
14952.0,0.9693351424694708,True,entropy,0.89999035443779,1,7,mean
14952.0,0.969244685662596,False,entropy,0.37060115693630324,3,4,most_frequent
14952.0,0.9686114880144732,False,gini,0.40357883918680526,2,11,mean
14952.0,0.9685210312075984,False,gini,0.6544751636287529,2,4,median
14952.0,0.9684305744007237,False,entropy,0.45467838700005536,3,7,mean
14952.0,0.9681592039800995,True,gini,0.4963085868268047,2,5,median
14952.0,0.9680687471732248,True,entropy,0.18016530588058838,1,10,most_frequent
14952.0,0.9679782903663501,False,gini,0.8157297867803375,1,5,mean
14952.0,0.9679782903663501,False,gini,0.3685452154882982,2,13,most_frequent
14952.0,0.9678878335594753,False,entropy,0.192001564922571,3,7,median
14952.0,0.9678878335594753,False,gini,0.41202296591015575,2,13,mean
14952.0,0.9674355495251018,False,entropy,0.6865628651825251,2,3,median
14952.0,0.967345092718227,False,gini,0.5232370901848612,2,11,most_frequent
14952.0,0.967345092718227,False,entropy,0.3925883776296455,1,17,mean
14952.0,0.9672546359113524,False,gini,0.5608980286778013,2,13,most_frequent
14952.0,0.9671641791044776,False,entropy,0.516205229122863,1,18,mean
14954.0,0.8314814814814815,False,gini,0.15956460131354389,2,8,most_frequent
14954.0,0.8296296296296296,False,entropy,0.3344401709096718,1,16,mean
14954.0,0.8296296296296296,False,gini,0.12913063042959128,1,20,median
14954.0,0.8296296296296296,False,gini,0.3563047237894835,2,6,mean
14954.0,0.8296296296296296,False,entropy,0.1538093510693389,3,12,most_frequent
14954.0,0.8296296296296296,True,entropy,0.40235158112387637,1,4,mean
14954.0,0.8296296296296296,False,gini,0.43380606174304326,1,11,mean
14954.0,0.8296296296296296,False,gini,0.2371057983553053,1,12,mean
14954.0,0.8277777777777777,False,entropy,0.24277280403524237,2,4,median
14954.0,0.8277777777777777,False,gini,0.5559290391670818,1,5,mean
14954.0,0.8277777777777777,True,entropy,0.4303503316200471,2,2,mean
14954.0,0.825925925925926,True,entropy,0.750042944326814,2,3,mean
14954.0,0.825925925925926,True,entropy,0.19102520187792837,1,2,most_frequent
14954.0,0.825925925925926,False,entropy,0.4731294780009998,2,8,mean
14954.0,0.825925925925926,False,entropy,0.5273062014789885,1,3,mean
14954.0,0.8240740740740741,False,entropy,0.11505405207827168,4,7,mean
14954.0,0.8240740740740741,True,gini,0.2671806466873605,1,3,median
14954.0,0.8240740740740741,True,entropy,0.38590866274380065,2,3,median
14954.0,0.8240740740740741,False,gini,0.21437631908180574,1,10,mean
14954.0,0.8240740740740741,True,gini,0.49207081033650624,1,2,most_frequent
14965.0,0.9069916613213599,True,gini,0.6790530186923954,6,12,mean
14965.0,0.9069253057884142,True,entropy,0.6725654814206357,5,13,most_frequent
14965.0,0.9069031872774325,True,gini,0.41340268258875545,9,20,most_frequent
14965.0,0.9069031872774325,True,gini,0.32752659563011816,6,5,mean
14965.0,0.9068589502554688,True,gini,0.8609067530248636,5,13,median
14965.0,0.906836831744487,True,gini,0.7614372716101444,2,16,mean
14965.0,0.906836831744487,True,gini,0.29016925726232656,4,4,most_frequent
14965.0,0.906836831744487,True,gini,0.7979222907177883,14,11,median
14965.0,0.906836831744487,True,gini,0.765823592068615,2,13,mean
14965.0,0.906814713233505,True,gini,0.609748760361682,3,19,median
14965.0,0.9067925947225233,True,gini,0.7780792934014155,9,12,median
14965.0,0.9067704762115415,True,entropy,0.6024819709091058,11,4,mean
14965.0,0.9067704762115415,True,gini,0.3711448753342461,5,18,median
14965.0,0.9067704762115415,True,gini,0.22281590232473125,1,20,most_frequent
14965.0,0.9067704762115415,True,gini,0.28116297583283,7,19,most_frequent
14965.0,0.9067262391895778,True,gini,0.7900662940483115,10,14,mean
14965.0,0.9067262391895778,True,entropy,0.2459348093633679,5,8,most_frequent
14965.0,0.9067262391895778,True,gini,0.279304607972538,1,7,mean
14965.0,0.9067262391895778,True,gini,0.5424301068090739,3,8,most_frequent
14965.0,0.9067262391895778,True,entropy,0.5174746980252557,3,14,median
14969.0,0.6904689557378709,False,entropy,0.1949752013642356,1,9,median
14969.0,0.6881393699989872,False,entropy,0.27094493857228097,3,9,median
14969.0,0.6868226476248354,False,entropy,0.41908276726382243,1,10,mean
14969.0,0.6834801985212196,False,gini,0.6495925267048653,2,3,median
14969.0,0.6831763395117999,False,gini,0.2543606317252365,3,4,mean
14969.0,0.6819609034741214,False,gini,0.4311894488994883,1,9,most_frequent
14969.0,0.6814544717917553,True,entropy,0.5286063703852591,1,2,most_frequent
14969.0,0.6813531854552821,False,gini,0.3926026609228235,3,7,median
14969.0,0.6802390357540767,False,entropy,0.4006306775096834,5,11,most_frequent
14969.0,0.6799351767446572,False,gini,0.31298148960370686,4,4,most_frequent
14969.0,0.6793274587258179,False,gini,0.2761917636214267,2,10,mean
14969.0,0.6786184543705055,False,gini,0.12524506210358075,3,5,most_frequent
14969.0,0.678415881697559,False,gini,0.24255917234647095,4,5,mean
14969.0,0.6774030183328269,False,entropy,0.7089903195027983,3,6,mean
14969.0,0.6770991593234073,True,gini,0.6407289496124478,1,3,median
14969.0,0.676997872986934,False,entropy,0.7036063620520115,1,11,most_frequent
14969.0,0.6768965866504608,False,entropy,0.38040689912148273,5,13,most_frequent
14969.0,0.6758837232857288,False,gini,0.15255843445657355,3,9,mean
14969.0,0.6756811506127823,False,entropy,0.7473197769724628,3,3,mean
14969.0,0.6753772916033627,False,entropy,0.7128814274447757,2,10,mean
14970.0,0.981357413341101,False,entropy,0.5059976567467931,3,3,most_frequent
14970.0,0.981357413341101,False,entropy,0.4570813092483993,1,3,most_frequent
14970.0,0.981357413341101,False,entropy,0.14594510053001042,7,8,mean
14970.0,0.981260316535586,False,entropy,0.5226272685095099,2,2,median
14970.0,0.9811632197300709,False,entropy,0.33608981642727953,6,5,most_frequent
14970.0,0.9811632197300709,False,entropy,0.4871401183215668,1,9,median
14970.0,0.9808719293135256,True,entropy,0.23770006555402512,2,7,median
14970.0,0.9805806388969803,True,entropy,0.22213574681429504,3,8,mean
14970.0,0.980289348480435,False,entropy,0.41154187873493997,7,14,mean
14970.0,0.980289348480435,True,entropy,0.26508969095036006,1,6,mean
14970.0,0.98019225167492,False,entropy,0.24590254978598056,8,3,mean
14970.0,0.9799980580638896,True,entropy,0.3196388726731082,2,8,mean
14970.0,0.9799980580638896,True,entropy,0.5725478806585239,1,6,median
14970.0,0.9799980580638896,False,gini,0.2832428060731541,1,9,mean
14970.0,0.9799980580638896,False,gini,0.18876395796861623,5,12,mean
14970.0,0.9797067676473443,True,entropy,0.24725099161319344,2,11,mean
14970.0,0.9796096708418293,False,entropy,0.346731542734174,8,5,most_frequent
14970.0,0.9796096708418293,True,entropy,0.31208366237281104,2,14,most_frequent
14970.0,0.9795125740363142,False,entropy,0.30172287336302955,6,20,median
14970.0,0.9795125740363142,False,entropy,0.505573849170626,4,8,median
125920.0,0.64,True,entropy,0.43222289114212653,16,10,median
125920.0,0.638,True,gini,0.3676538522731342,19,10,median
125920.0,0.638,False,gini,0.23948580370453698,17,15,median
125920.0,0.638,True,entropy,0.4188861190317622,20,7,most_frequent
125920.0,0.638,False,entropy,0.11009438899856826,12,7,most_frequent
125920.0,0.638,True,gini,0.23017344300605852,11,15,median
125920.0,0.638,True,gini,0.5694861802034191,19,14,mean
125920.0,0.638,True,gini,0.28731612902979753,5,20,mean
125920.0,0.638,False,gini,0.1614445868831206,10,20,most_frequent
125920.0,0.638,False,gini,0.17988141294709808,13,3,most_frequent
125920.0,0.638,True,gini,0.3781315104390991,20,12,most_frequent
125920.0,0.638,True,gini,0.407829496089413,20,4,most_frequent
125920.0,0.636,True,gini,0.30540855491717667,17,7,mean
125920.0,0.636,False,gini,0.2081582294024484,19,20,median
125920.0,0.636,False,gini,0.14702732035334334,14,15,mean
125920.0,0.636,True,gini,0.704784447479108,20,19,most_frequent
125920.0,0.636,True,entropy,0.6733334064453702,15,7,median
125920.0,0.636,False,gini,0.162034306343939,20,10,mean
125920.0,0.636,False,gini,0.19021090800162926,11,14,mean
125920.0,0.636,True,entropy,0.15919830277614164,10,10,most_frequent
125922.0,0.978,False,entropy,0.5030656954561992,2,6,mean
125922.0,0.978,True,entropy,0.33185807835211034,2,3,most_frequent
125922.0,0.9778181818181818,True,gini,0.11644590337786297,1,5,most_frequent
125922.0,0.9778181818181818,False,gini,0.25866778743299457,2,8,most_frequent
125922.0,0.9776363636363636,False,gini,0.2879925406525937,2,5,mean
125922.0,0.9774545454545455,True,entropy,0.16909229556192268,2,6,most_frequent
125922.0,0.977090909090909,False,gini,0.30171885050530667,4,4,most_frequent
125922.0,0.977090909090909,False,gini,0.4909194319929868,1,3,most_frequent
125922.0,0.977090909090909,False,entropy,0.426083997479087,2,11,mean
125922.0,0.9769090909090908,False,entropy,0.44668267800541084,2,12,median
125922.0,0.9769090909090908,True,gini,0.1407945089935085,2,2,mean
125922.0,0.9767272727272727,False,entropy,0.4308448061846445,3,12,most_frequent
125922.0,0.9767272727272727,False,entropy,0.6237825508477199,3,4,median
125922.0,0.9767272727272727,True,gini,0.1111408859933552,1,8,median
125922.0,0.9765454545454546,False,entropy,0.1829191588638424,2,17,mean
125922.0,0.9763636363636364,True,entropy,0.24842335899992804,2,7,most_frequent
125922.0,0.9761818181818183,False,entropy,0.16690731937133718,1,20,most_frequent
125922.0,0.9761818181818183,True,entropy,0.1874543754567684,2,5,median
125922.0,0.9761818181818183,True,entropy,0.46057797468449013,1,5,median
125922.0,0.9761818181818183,False,gini,0.28336307454487414,1,13,median
146195.0,0.8259839838950812,False,entropy,0.7095979560558735,3,18,median
146195.0,0.8258063561140961,False,gini,0.2366498785276714,2,9,mean
146195.0,0.82576194916885,False,entropy,0.6344850646311743,4,18,mean
146195.0,0.8256879375934396,False,entropy,0.5789383220210264,1,16,median
146195.0,0.8248146010035969,False,gini,0.6118572260138464,1,11,most_frequent
146195.0,0.8243261246058884,False,entropy,0.4843222650771294,5,2,median
146195.0,0.8242077060852318,False,entropy,0.5931132975608177,3,8,mean
146195.0,0.8237932412629335,False,entropy,0.44367599941486735,4,9,most_frequent
146195.0,0.8237488343176872,False,gini,0.26012314640759177,3,11,median
146195.0,0.8236452181121128,False,entropy,0.6550633382334894,4,18,most_frequent
146195.0,0.8236452181121128,False,gini,0.42742691544670597,2,16,mean
146195.0,0.8233935787557174,True,entropy,0.6167122720991752,1,12,most_frequent
146195.0,0.82312713708424,False,gini,0.4525991261789918,6,12,mean
146195.0,0.8230827301389937,False,gini,0.25961010896597314,2,5,most_frequent
146195.0,0.8228162884675163,False,entropy,0.21026490428530176,3,10,mean
146195.0,0.822757079207188,False,gini,0.5020374859511246,6,13,most_frequent
146195.0,0.8226682653166955,False,entropy,0.44010082577482745,5,8,most_frequent
146195.0,0.8225498467960389,False,entropy,0.2500185693348983,3,18,median
146195.0,0.8224906375357106,False,entropy,0.2508249593700492,4,11,most_frequent
146195.0,0.822372219015054,False,entropy,0.59757349085268,3,11,most_frequent
146800.0,1.0,False,entropy,0.2894518706278094,8,8,median
146800.0,1.0,True,entropy,0.8323334568972176,3,13,most_frequent
146800.0,1.0,False,gini,0.32222115615118885,2,18,median
146800.0,1.0,True,entropy,0.3994681138536651,4,14,median
146800.0,1.0,True,entropy,0.1942534455977546,11,5,most_frequent
146800.0,1.0,True,entropy,0.7425560244593593,3,15,most_frequent
146800.0,1.0,True,gini,0.5907140245284919,19,4,mean
146800.0,1.0,False,entropy,0.609523901271346,7,9,most_frequent
146800.0,1.0,False,gini,0.7600034351917361,4,5,most_frequent
146800.0,1.0,False,entropy,0.6912787952875182,20,16,mean
146800.0,1.0,True,entropy,0.654540135166614,20,4,most_frequent
146800.0,1.0,True,gini,0.7938944549976391,16,16,median
146800.0,1.0,True,gini,0.19369960838260544,9,9,mean
146800.0,1.0,False,entropy,0.43516680701187793,1,10,median
146800.0,1.0,False,entropy,0.732418366994836,15,17,mean
146800.0,1.0,False,gini,0.16134831819713089,10,12,mean
146800.0,1.0,False,gini,0.3069018351146344,7,14,median
146800.0,1.0,True,entropy,0.11340003079844606,4,8,most_frequent
146800.0,1.0,False,entropy,0.38989753457623866,18,7,most_frequent
146800.0,1.0,False,gini,0.2489878532294652,3,5,most_frequent
146817.0,1.0,True,entropy,0.511573020087005,2,15,median
146817.0,1.0,True,entropy,0.6342808598536608,6,7,most_frequent
146817.0,1.0,True,entropy,0.4845102867406802,2,8,most_frequent
146817.0,1.0,False,gini,0.5705123529641563,14,10,most_frequent
146817.0,1.0,False,entropy,0.7889743692227396,15,7,most_frequent
146817.0,1.0,True,gini,0.8478643382070262,6,4,mean
146817.0,1.0,True,gini,0.8423553791476532,4,9,most_frequent
146817.0,1.0,True,entropy,0.7033507343941721,3,3,mean
146817.0,1.0,True,gini,0.7015484763082996,1,9,most_frequent
146817.0,1.0,False,gini,0.47867398980262343,11,17,mean
146817.0,1.0,True,entropy,0.6216921717075538,4,6,median
146817.0,1.0,False,gini,0.7586470087042371,2,5,median
146817.0,1.0,False,gini,0.738622927990697,2,15,median
146817.0,1.0,False,entropy,0.6052247756628564,16,3,mean
146817.0,1.0,False,gini,0.7936237877189529,19,3,median
146817.0,1.0,False,gini,0.6444429513704106,5,17,most_frequent
146817.0,1.0,True,gini,0.7454366665509261,2,15,most_frequent
146817.0,1.0,False,entropy,0.6351880027609756,6,17,median
146817.0,1.0,True,gini,0.6806225286308147,4,2,most_frequent
146817.0,1.0,False,entropy,0.5042010339601989,3,18,mean
146819.0,0.9203703703703704,True,gini,0.5048496847937236,1,2,median
146819.0,0.9203703703703704,True,entropy,0.6132417777064719,1,14,median
146819.0,0.9203703703703704,True,entropy,0.7285704716849775,1,8,mean
146819.0,0.9203703703703704,True,gini,0.8675018162621296,4,16,mean
146819.0,0.9203703703703704,False,gini,0.3887885207542259,10,7,median
146819.0,0.9203703703703704,True,entropy,0.4298124848308743,1,11,mean
146819.0,0.9203703703703704,False,gini,0.2724890522674288,7,2,mean
