task_id,predictive_accuracy,classifier__algorithm,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,imputation__strategy
2074.0,0.9220839813374806,SAMME,10,0.5791737205681191,151,median
2074.0,0.9213063763608088,SAMME,9,1.345982108663124,154,mean
2074.0,0.9213063763608088,SAMME,10,1.6290372688073054,446,most_frequent
2074.0,0.92099533437014,SAMME,10,0.32210856456845266,410,mean
2074.0,0.9208398133748057,SAMME.R,10,0.8514224344806476,288,median
2074.0,0.9206842923794712,SAMME.R,10,1.0903141495989386,405,most_frequent
2074.0,0.9206842923794712,SAMME,9,0.10714114455705459,143,most_frequent
2074.0,0.9205287713841369,SAMME,7,0.8057685614974291,148,mean
2074.0,0.9203732503888026,SAMME,10,0.3098469387301388,283,mean
2074.0,0.9203732503888026,SAMME,9,1.4917461188714998,379,most_frequent
2074.0,0.9202177293934681,SAMME.R,9,1.0084739109214174,185,mean
2074.0,0.9202177293934681,SAMME.R,10,0.8293291574255747,428,median
2079.0,0.6902173913043478,SAMME,4,1.676756816127319,127,median
2079.0,0.6902173913043478,SAMME.R,8,1.8630723763620598,76,most_frequent
2079.0,0.6902173913043478,SAMME.R,7,0.9871352406385207,310,median
2079.0,0.688858695652174,SAMME,5,1.4583858311269102,491,most_frequent
2079.0,0.688858695652174,SAMME,10,0.8025811415392197,372,mean
2079.0,0.6875,SAMME,6,0.5284599588384681,156,most_frequent
2079.0,0.6875,SAMME,9,1.7479324689001476,144,median
2079.0,0.6875,SAMME,5,0.8292507956585351,469,most_frequent
2079.0,0.686141304347826,SAMME,10,0.6117593145090949,146,median
2079.0,0.686141304347826,SAMME,8,1.8576301391997623,266,median
2079.0,0.686141304347826,SAMME,5,0.753419566911174,173,median
2079.0,0.686141304347826,SAMME,6,0.9239811548860722,442,most_frequent
2079.0,0.6847826086956522,SAMME.R,10,1.2794311618431427,127,mean
2079.0,0.6847826086956522,SAMME,10,0.5794729893610614,256,median
2079.0,0.6834239130434783,SAMME,4,0.019856232879567982,458,most_frequent
2079.0,0.6820652173913043,SAMME,10,0.36406115345979795,444,most_frequent
2079.0,0.6807065217391305,SAMME.R,6,1.2968853859691019,210,most_frequent
2079.0,0.6807065217391305,SAMME,9,1.4109762295617867,138,most_frequent
2079.0,0.6807065217391305,SAMME,6,1.6068413033102358,131,mean
2079.0,0.6807065217391305,SAMME,10,0.7073771784429895,357,mean
3021.0,0.9917815482502651,SAMME.R,2,0.17572924808658869,166,most_frequent
3021.0,0.9917815482502651,SAMME.R,2,0.40759043242379545,416,median
3021.0,0.9917815482502651,SAMME.R,2,0.42726855338656433,246,median
3021.0,0.9917815482502651,SAMME.R,4,0.08154523204138256,368,most_frequent
3021.0,0.9917815482502651,SAMME.R,3,0.04487209453033621,445,mean
3021.0,0.9917815482502651,SAMME.R,2,0.20157278378504156,264,most_frequent
3021.0,0.9915164369034994,SAMME.R,4,0.08301901913343918,314,mean
3021.0,0.9915164369034994,SAMME.R,3,0.41917455584518665,55,median
3021.0,0.9912513255567339,SAMME.R,2,0.037831536692871114,492,median
3021.0,0.9912513255567339,SAMME.R,3,0.15492060388633336,111,median
3021.0,0.9912513255567339,SAMME.R,2,0.06384131705969798,366,mean
3021.0,0.9912513255567339,SAMME.R,4,0.3835867256876947,338,most_frequent
3021.0,0.9912513255567339,SAMME.R,4,0.7244419925173576,317,most_frequent
3021.0,0.9909862142099682,SAMME.R,4,0.1430837341908049,225,mean
3021.0,0.9909862142099682,SAMME.R,3,0.12255332053121282,196,most_frequent
3021.0,0.9907211028632026,SAMME.R,3,0.028889266414068682,373,mean
3021.0,0.9907211028632026,SAMME.R,2,0.11398443449111581,172,most_frequent
3021.0,0.9907211028632026,SAMME.R,2,0.4489655605489172,138,most_frequent
3021.0,0.9907211028632026,SAMME,5,0.11269594161856135,278,mean
3021.0,0.9907211028632026,SAMME.R,4,0.10753359167586515,336,median
3022.0,0.9757575757575758,SAMME,6,1.4682042419108856,441,mean
3022.0,0.9757575757575758,SAMME,10,0.5275707287941124,159,mean
3022.0,0.9757575757575758,SAMME,7,1.628250546327804,390,most_frequent
3022.0,0.9757575757575758,SAMME.R,10,1.5294941868404135,464,mean
3022.0,0.9757575757575758,SAMME,9,0.5185424640852145,417,most_frequent
3022.0,0.9757575757575758,SAMME,7,1.0753805442115547,230,median
3022.0,0.9747474747474747,SAMME.R,8,0.7110159878788547,80,median
3022.0,0.9747474747474747,SAMME,7,0.6431901713144884,164,median
3022.0,0.9747474747474747,SAMME,8,1.0457825325394812,311,mean
3022.0,0.9747474747474747,SAMME,8,0.7259251374101762,206,most_frequent
3022.0,0.9737373737373737,SAMME,7,0.5529659104384914,455,most_frequent
3022.0,0.9737373737373737,SAMME.R,9,0.5907244211033826,480,median
3022.0,0.9737373737373737,SAMME,8,0.5779476023593854,117,most_frequent
3022.0,0.9727272727272727,SAMME.R,7,0.7255124792955697,145,most_frequent
3022.0,0.9727272727272727,SAMME,9,0.35110406750005496,392,most_frequent
3022.0,0.9727272727272727,SAMME.R,10,0.7220522244699566,193,median
3022.0,0.9727272727272727,SAMME.R,8,1.267699963832145,239,mean
3022.0,0.9727272727272727,SAMME,7,1.094621920441883,198,most_frequent
3022.0,0.9727272727272727,SAMME,8,1.971149532330358,261,mean
3022.0,0.9727272727272727,SAMME.R,9,1.5908815339349718,390,median
3481.0,0.9617801718609722,SAMME,9,0.1451687523157758,298,median
3481.0,0.9617801718609722,SAMME,8,0.1577247413420922,422,most_frequent
3481.0,0.9616519174041298,SAMME,8,0.13058762438125623,412,mean
3481.0,0.9616519174041298,SAMME,8,0.2134371532013314,431,most_frequent
3481.0,0.9616519174041298,SAMME,10,0.36048076276396124,266,mean
3481.0,0.961395408490445,SAMME,10,0.22151445990231586,322,most_frequent
3481.0,0.9611388995767602,SAMME,9,0.2110387274843301,123,median
3481.0,0.961010645119918,SAMME,10,0.172256804222752,186,most_frequent
3481.0,0.961010645119918,SAMME,9,0.454111718594741,156,most_frequent
3481.0,0.9608823906630755,SAMME,8,0.17148239881783786,364,most_frequent
3481.0,0.9607541362062332,SAMME,10,0.08630271148278797,492,most_frequent
3481.0,0.9604976272925484,SAMME,10,0.6210988464048814,443,most_frequent
3481.0,0.9603693728357061,SAMME,10,0.08263518866028109,298,most_frequent
3481.0,0.9602411183788636,SAMME,8,0.04823763129395052,412,median
3481.0,0.9599846094651789,SAMME,9,0.10937523169627142,192,most_frequent
3481.0,0.9598563550083365,SAMME,9,0.5736844497749305,175,mean
3481.0,0.9595998460946518,SAMME,10,0.6920442888887257,465,mean
3481.0,0.9595998460946518,SAMME,8,0.7498916813675374,422,median
3481.0,0.9595998460946518,SAMME,8,0.07566616786300655,261,most_frequent
3481.0,0.9595998460946518,SAMME,10,0.09194398559565067,219,mean
3549.0,0.9928656361474435,SAMME.R,4,0.9529167403352357,431,mean
3549.0,0.9928656361474435,SAMME,5,0.3782925572556042,319,most_frequent
3549.0,0.9928656361474435,SAMME,4,0.655512593894165,224,most_frequent
3549.0,0.9928656361474435,SAMME,4,0.542307866052154,368,most_frequent
3549.0,0.9928656361474435,SAMME,5,1.4040947972063889,158,median
3549.0,0.9928656361474435,SAMME,3,0.8003635438832213,194,most_frequent
3549.0,0.9928656361474435,SAMME,4,0.6118148773764635,211,most_frequent
3549.0,0.9928656361474435,SAMME,5,1.821705459436357,424,mean
3549.0,0.9916765755053508,SAMME,3,0.6056432441939293,60,most_frequent
3549.0,0.9916765755053508,SAMME,3,0.35295528914551166,491,mean
3549.0,0.9916765755053508,SAMME,4,0.3112660828438497,482,median
3549.0,0.9916765755053508,SAMME.R,3,1.7248633853590136,142,median
3549.0,0.9916765755053508,SAMME,5,1.1936075099384382,291,median
3549.0,0.9916765755053508,SAMME,4,0.2724295893799876,318,mean
3549.0,0.9916765755053508,SAMME,2,1.2735337003760303,142,most_frequent
3549.0,0.990487514863258,SAMME,4,0.2602582167639261,316,most_frequent
3549.0,0.990487514863258,SAMME,4,1.9427508166707856,234,median
3549.0,0.990487514863258,SAMME,3,0.1414376431901831,167,median
3549.0,0.990487514863258,SAMME,4,0.3147385349502,330,median
3549.0,0.990487514863258,SAMME,4,0.5768641975646223,477,median
3560.0,0.23086574654956085,SAMME,5,0.04730770340163766,321,median
3560.0,0.23086574654956085,SAMME.R,2,0.10582103204306845,209,most_frequent
3560.0,0.22961104140526978,SAMME,4,0.02512962329638733,220,most_frequent
3560.0,0.22961104140526978,SAMME,5,0.046529307865965194,408,most_frequent
3560.0,0.22835633626097868,SAMME,4,0.016053917165038224,401,median
3560.0,0.22835633626097868,SAMME,4,0.054239140023722335,53,median
3560.0,0.2271016311166876,SAMME,4,0.024270654465073548,107,median
3560.0,0.2271016311166876,SAMME,5,0.029330909248606103,136,median
3560.0,0.2271016311166876,SAMME,5,0.037961486771851405,312,most_frequent
3560.0,0.22584692597239647,SAMME.R,2,0.09557533054283755,152,mean
3560.0,0.22584692597239647,SAMME.R,2,0.1822139910879774,221,mean
3560.0,0.22584692597239647,SAMME,4,0.019979138782573694,164,most_frequent
3560.0,0.2245922208281054,SAMME.R,2,0.34134799271069727,266,median
3560.0,0.2245922208281054,SAMME,4,0.022504329202703604,371,most_frequent
3560.0,0.2245922208281054,SAMME,9,0.1118762072812194,319,median
3560.0,0.2245922208281054,SAMME.R,2,0.24597632908013056,452,most_frequent
3560.0,0.2245922208281054,SAMME.R,2,0.10402837805718908,453,median
3560.0,0.2233375156838143,SAMME,5,0.14695685672350614,74,most_frequent
3560.0,0.2233375156838143,SAMME,4,0.029547409852851498,146,mean
3560.0,0.2233375156838143,SAMME.R,2,0.051662792991362054,88,most_frequent
3573.0,0.9798428571428572,SAMME,9,0.4041209193403882,398,most_frequent
3573.0,0.9798142857142856,SAMME,9,0.5154682018505564,353,median
3573.0,0.9798,SAMME,10,0.3904544272187765,259,mean
3573.0,0.9797857142857143,SAMME,9,0.4507066337775335,300,median
3573.0,0.9797714285714285,SAMME,10,0.3306943072620116,412,mean
3573.0,0.9797571428571429,SAMME,10,0.5813090094608283,426,median
3573.0,0.9797285714285714,SAMME,10,0.36482566779599174,341,median
3573.0,0.9795999999999999,SAMME,10,0.5324590310994667,260,most_frequent
3573.0,0.9795857142857143,SAMME,9,0.22931662279505635,482,most_frequent
3573.0,0.9795857142857143,SAMME,10,0.4260345767391253,306,most_frequent
3573.0,0.9795571428571428,SAMME,10,0.6804344518042902,441,most_frequent
3573.0,0.9795428571428572,SAMME,10,0.3171389165160438,271,median
3573.0,0.9795285714285714,SAMME,10,0.408721745934412,227,median
3573.0,0.9795285714285714,SAMME,9,0.6347985621737362,345,most_frequent
3573.0,0.9795285714285714,SAMME,9,0.3497703696754745,326,most_frequent
3573.0,0.9794857142857143,SAMME,8,0.39938396902734496,360,mean
3573.0,0.9794571428571429,SAMME,9,0.4343020068137687,270,most_frequent
3573.0,0.9794142857142858,SAMME,9,0.18664120893802705,457,most_frequent
3573.0,0.9793428571428572,SAMME,9,0.22620628351640237,449,mean
3573.0,0.9793285714285714,SAMME,9,0.38161424136140903,298,mean
3902.0,0.9142661179698217,SAMME.R,3,0.12284857743851424,279,mean
3902.0,0.9135802469135803,SAMME.R,7,0.19434261659970858,367,mean
3902.0,0.9135802469135803,SAMME,5,0.23715864263446537,133,most_frequent
3902.0,0.9135802469135803,SAMME,6,0.28506378236680746,480,median
3902.0,0.9128943758573388,SAMME.R,7,0.5105563227678316,149,median
3902.0,0.9128943758573388,SAMME,3,0.22540781577422325,392,median
3902.0,0.9128943758573388,SAMME,3,0.6390755211939408,402,most_frequent
3902.0,0.9128943758573388,SAMME,4,0.049464331127621705,485,median
3902.0,0.9128943758573388,SAMME.R,10,0.028124279559076135,276,most_frequent
3902.0,0.9128943758573388,SAMME,4,0.03273223892279626,366,most_frequent
3902.0,0.9128943758573388,SAMME,3,0.8272940809990127,437,most_frequent
3902.0,0.9128943758573388,SAMME,6,0.6256752178361144,199,most_frequent
3902.0,0.9122085048010975,SAMME,10,1.980434373506804,93,median
3902.0,0.9122085048010975,SAMME.R,4,0.026397849581671906,238,mean
3902.0,0.9122085048010975,SAMME,6,0.41173628495162023,166,mean
3902.0,0.9122085048010975,SAMME,4,0.25555894048757244,126,median
3902.0,0.9122085048010975,SAMME,5,0.12711888151777453,471,median
3902.0,0.911522633744856,SAMME.R,6,0.30720423055165064,211,median
3902.0,0.911522633744856,SAMME.R,7,0.05324092265380551,486,median
3902.0,0.911522633744856,SAMME,4,0.13896564001817918,411,median
3903.0,0.9033909149072297,SAMME,9,0.9417602037389963,174,median
3903.0,0.9033909149072297,SAMME,9,0.06244678342033233,423,mean
3903.0,0.9027511196417146,SAMME,6,0.6935926147965937,362,median
3903.0,0.9027511196417146,SAMME.R,6,0.17786330813176834,415,most_frequent
3903.0,0.9027511196417146,SAMME.R,10,0.10640976529438967,231,most_frequent
3903.0,0.9027511196417146,SAMME.R,10,0.5515499363512066,188,most_frequent
3903.0,0.9027511196417146,SAMME,10,0.10123122972783415,317,mean
3903.0,0.9027511196417146,SAMME.R,9,0.17492962744339188,317,most_frequent
3903.0,0.9027511196417146,SAMME,6,0.3914335555704251,401,mean
3903.0,0.9021113243761997,SAMME,9,0.11985085243905368,340,most_frequent
3903.0,0.9021113243761997,SAMME,9,0.6906005520089995,441,mean
3903.0,0.9021113243761997,SAMME.R,7,0.1538730295926038,353,mean
3903.0,0.9021113243761997,SAMME.R,10,0.6588850812039068,312,median
3903.0,0.9021113243761997,SAMME,6,0.46635335233373454,124,most_frequent
3903.0,0.9021113243761997,SAMME.R,4,0.031085800402346927,93,most_frequent
3903.0,0.9021113243761997,SAMME.R,4,0.28780916558851055,418,mean
3903.0,0.9021113243761997,SAMME,4,0.6895743064429677,473,mean
3903.0,0.9021113243761997,SAMME,9,0.12821652986195753,74,mean
3903.0,0.9014715291106846,SAMME.R,9,0.0916364737596098,396,median
3903.0,0.9014715291106846,SAMME.R,3,0.010268937701965866,340,most_frequent
3904.0,0.8154340836012862,SAMME,8,0.07753530343641876,370,mean
3904.0,0.8153422140560405,SAMME.R,9,0.08413978230917524,342,median
3904.0,0.8152503445107946,SAMME,8,0.192816627954516,231,mean
3904.0,0.8151584749655489,SAMME,9,0.19295898447460252,477,median
3904.0,0.8151584749655489,SAMME,10,0.4408932568582103,232,median
3904.0,0.8149747358750574,SAMME.R,4,0.015558374090779517,162,most_frequent
3904.0,0.8149747358750574,SAMME.R,3,0.012685695915603623,182,median
3904.0,0.8148828663298118,SAMME,9,0.7410374851625808,269,mean
3904.0,0.8146991272393201,SAMME,10,0.22552388673134954,488,median
3904.0,0.8146991272393201,SAMME,10,0.13397011803118727,245,mean
3904.0,0.8146072576940745,SAMME,6,0.08156874082465902,407,mean
3904.0,0.8146072576940745,SAMME.R,6,0.01649223292531045,311,mean
3904.0,0.8146072576940745,SAMME.R,10,0.17514506776861355,292,most_frequent
3904.0,0.8144235186035829,SAMME.R,10,0.06040654127284778,190,median
3904.0,0.8144235186035829,SAMME.R,5,0.034397409575478995,103,median
3904.0,0.8144235186035829,SAMME,8,0.016290295260073626,486,mean
3904.0,0.8143316490583372,SAMME.R,3,0.016554489131775544,261,mean
3904.0,0.8143316490583372,SAMME,10,0.5661825472949654,138,most_frequent
3904.0,0.8142397795130915,SAMME,8,0.1196927291502491,474,mean
3904.0,0.8142397795130915,SAMME,8,0.026671625062202168,275,most_frequent
3913.0,0.8524904214559388,SAMME,1,0.097025549060212,85,most_frequent
3913.0,0.8524904214559388,SAMME,1,0.26130523625102786,498,median
3913.0,0.8505747126436782,SAMME,1,0.20062400896996552,169,most_frequent
3913.0,0.8505747126436782,SAMME,1,0.07029584631335428,489,most_frequent
3913.0,0.8505747126436782,SAMME,1,0.29736356910698447,53,mean
3913.0,0.8505747126436782,SAMME.R,1,0.014933446077180234,220,median
3913.0,0.8505747126436782,SAMME,1,0.019257604188279844,373,median
3913.0,0.8505747126436782,SAMME.R,1,0.08689355948149206,50,mean
3913.0,0.8505747126436782,SAMME,1,0.015879442936583294,465,median
3913.0,0.8505747126436782,SAMME,1,0.15012222165979391,166,most_frequent
3913.0,0.8505747126436782,SAMME.R,1,0.24688279396416668,173,median
3913.0,0.8505747126436782,SAMME.R,1,0.010897200121464671,332,most_frequent
3913.0,0.8505747126436782,SAMME,1,0.2861880034405364,349,most_frequent
3913.0,0.8486590038314177,SAMME.R,1,0.15267066260816983,238,mean
3913.0,0.8486590038314177,SAMME,1,0.45392637547400755,197,median
3913.0,0.8486590038314177,SAMME.R,1,0.35608276028292424,114,most_frequent
3913.0,0.8486590038314177,SAMME,3,0.3477726690276764,78,most_frequent
3913.0,0.8486590038314177,SAMME.R,1,0.15620646999540688,93,median
3913.0,0.8486590038314177,SAMME,1,0.024354256914297823,101,median
3913.0,0.8486590038314177,SAMME,2,0.32195423878087726,425,median
3917.0,0.8610715979137032,SAMME.R,10,0.07100427094785475,266,mean
3917.0,0.8605974395448079,SAMME.R,9,0.043898404899481706,438,median
3917.0,0.8605974395448079,SAMME.R,6,0.8997540482200977,295,most_frequent
3917.0,0.8605974395448079,SAMME.R,7,0.4411031221752079,300,most_frequent
3917.0,0.8605974395448079,SAMME.R,10,0.6884339392621952,411,most_frequent
3917.0,0.8605974395448079,SAMME.R,7,0.38619748729455833,461,most_frequent
3917.0,0.8601232811759129,SAMME,5,0.436352254379708,366,most_frequent
3917.0,0.8601232811759129,SAMME.R,1,0.10388984418486373,396,mean
3917.0,0.8601232811759129,SAMME.R,1,0.07844220535407688,464,most_frequent
3917.0,0.8601232811759129,SAMME.R,8,0.14464714080014243,284,most_frequent
3917.0,0.8596491228070176,SAMME.R,2,0.051997464211640795,312,most_frequent
3917.0,0.8596491228070176,SAMME,5,0.1627272092659592,371,median
3917.0,0.8596491228070176,SAMME,5,0.03292099254648336,495,median
3917.0,0.8596491228070176,SAMME.R,10,0.11037700524895416,376,mean
3917.0,0.8591749644381224,SAMME.R,5,0.29443836774296145,213,most_frequent
3917.0,0.8591749644381224,SAMME.R,1,0.05690117910670676,461,most_frequent
3917.0,0.8591749644381224,SAMME.R,8,0.10988280190369917,132,most_frequent
3917.0,0.8587008060692272,SAMME.R,2,0.07243629540857073,101,most_frequent
3917.0,0.8587008060692272,SAMME.R,1,0.0752717428658672,373,mean
3917.0,0.8587008060692272,SAMME,5,0.043842319376427664,388,median
3918.0,0.9386834986474301,SAMME.R,8,0.022178288787444086,151,median
3918.0,0.9386834986474301,SAMME.R,5,0.03577816019182798,121,most_frequent
3918.0,0.9386834986474301,SAMME.R,10,0.2548616593763758,189,most_frequent
3918.0,0.9386834986474301,SAMME.R,10,0.39234952419926367,236,median
3918.0,0.9386834986474301,SAMME.R,9,0.1915738988605939,130,median
3918.0,0.9386834986474301,SAMME,3,0.1013572010528035,78,mean
3918.0,0.9386834986474301,SAMME.R,7,0.08008330968387493,371,most_frequent
3918.0,0.9377817853922452,SAMME.R,8,0.010753978890815282,360,median
3918.0,0.9377817853922452,SAMME.R,7,1.8353174818753768,142,most_frequent
3918.0,0.9377817853922452,SAMME.R,4,0.028776776236189596,75,mean
3918.0,0.9377817853922452,SAMME,5,0.8477091544847365,443,median
3918.0,0.9377817853922452,SAMME.R,4,0.2822361996462059,435,most_frequent
3918.0,0.9377817853922452,SAMME.R,5,0.18026290059840752,355,median
3918.0,0.9377817853922452,SAMME,3,0.03696909488412639,338,median
3918.0,0.9377817853922452,SAMME,3,0.05497840605371611,135,median
3918.0,0.9377817853922452,SAMME.R,10,0.1677261808577554,292,most_frequent
3918.0,0.9377817853922452,SAMME.R,5,0.16601353550026515,374,most_frequent
3918.0,0.9377817853922452,SAMME.R,7,0.5850441448379113,411,most_frequent
3918.0,0.9377817853922452,SAMME.R,3,0.9915959218241751,198,most_frequent
3918.0,0.9377817853922452,SAMME.R,5,0.761671443328664,305,most_frequent
7592.0,0.8727939068834201,SAMME.R,3,0.045836609113073815,421,mean
7592.0,0.8727939068834201,SAMME.R,3,0.058468345406672416,280,most_frequent
7592.0,0.872650587609025,SAMME.R,4,0.28029935524187244,112,mean
7592.0,0.872650587609025,SAMME.R,5,0.04946754219081775,327,median
7592.0,0.8723025265140657,SAMME.R,2,0.518769319512383,145,mean
7592.0,0.8720363621473323,SAMME.R,3,0.053745202505093584,261,most_frequent
7592.0,0.8720158879652757,SAMME.R,3,0.24092791360403734,390,median
7592.0,0.8719749396011629,SAMME.R,2,0.11254250794507284,247,most_frequent
7592.0,0.8716678268703165,SAMME.R,4,0.0633395509857816,124,mean
7592.0,0.8715449817779779,SAMME.R,5,0.017769955896063935,354,most_frequent
7592.0,0.8714835592318088,SAMME.R,4,0.19502807720135562,176,most_frequent
7592.0,0.8714426108676959,SAMME.R,6,0.12155385316618718,57,median
7592.0,0.8709512304983416,SAMME.R,4,0.050065270194028164,149,mean
7592.0,0.8709512304983416,SAMME.R,6,0.053901517260036294,125,mean
7592.0,0.8709307563162852,SAMME.R,3,0.2569513515995521,377,mean
7592.0,0.8708898079521723,SAMME.R,5,0.012055156181407851,389,median
7592.0,0.8708079112239466,SAMME,10,0.062175720058040417,343,median
7592.0,0.8707874370418902,SAMME.R,5,0.016240979365201646,295,median
7592.0,0.870726014495721,SAMME.R,6,0.0587343257991899,137,most_frequent
7592.0,0.8705826952213259,SAMME.R,3,0.09715337307188329,104,most_frequent
9910.0,0.8021860837110104,SAMME,7,1.2623464033474945,195,mean
9910.0,0.8019194881364968,SAMME,8,0.5405651843723429,460,mean
9910.0,0.8016528925619835,SAMME,8,0.18308236665448144,75,mean
9910.0,0.80138629698747,SAMME,9,0.28945123353575064,418,median
9910.0,0.80138629698747,SAMME,10,0.11238113694812604,407,most_frequent
9910.0,0.8011197014129565,SAMME,8,0.1070664980303788,112,mean
9910.0,0.8011197014129565,SAMME,8,0.21830989478157564,173,mean
9910.0,0.800853105838443,SAMME,7,0.18308831108329118,368,mean
9910.0,0.800853105838443,SAMME,9,0.4710536680777317,478,most_frequent
9910.0,0.8005865102639297,SAMME,7,0.2131942285409424,349,most_frequent
9910.0,0.8005865102639297,SAMME,9,1.5473295375158578,496,most_frequent
9910.0,0.8003199146894161,SAMME,8,0.4148350562716664,369,mean
9910.0,0.8003199146894161,SAMME,7,0.06866332069077971,256,median
9910.0,0.8003199146894161,SAMME,10,1.185191289385824,158,most_frequent
9910.0,0.8000533191149027,SAMME,9,0.05609962903172057,321,most_frequent
9910.0,0.8000533191149027,SAMME,7,0.11249267219115709,433,most_frequent
9910.0,0.7997867235403892,SAMME,7,0.04330363051183891,309,mean
9910.0,0.7997867235403892,SAMME,8,0.08788981606694145,85,most_frequent
9910.0,0.7995201279658758,SAMME,6,0.19082582309095192,198,mean
9910.0,0.7995201279658758,SAMME,10,0.1914291003540468,96,most_frequent
9946.0,0.9753954305799648,SAMME,3,1.189665951958639,160,mean
9946.0,0.9753954305799648,SAMME.R,3,1.2047435970809215,107,median
9946.0,0.9753954305799648,SAMME.R,3,1.1384845303981503,286,mean
9946.0,0.9753954305799648,SAMME,4,0.052201879987298264,398,mean
9946.0,0.9736379613356766,SAMME.R,3,0.937113152173428,219,mean
9946.0,0.9736379613356766,SAMME,4,0.35650570801679876,425,mean
9946.0,0.9736379613356766,SAMME.R,3,0.8953690761775543,500,mean
9946.0,0.9736379613356766,SAMME,1,1.6515016673097545,450,mean
9946.0,0.9736379613356766,SAMME.R,3,1.3593577596286013,125,most_frequent
9946.0,0.9718804920913884,SAMME.R,5,1.3300323824658107,79,most_frequent
9946.0,0.9718804920913884,SAMME.R,1,0.3890841060622285,378,mean
9946.0,0.9718804920913884,SAMME,4,0.5004565593534525,180,mean
9946.0,0.9718804920913884,SAMME,1,1.4408616625114266,482,mean
9946.0,0.9718804920913884,SAMME,5,0.8098980618282161,491,most_frequent
9946.0,0.9718804920913884,SAMME,4,0.5171128550767972,219,most_frequent
9946.0,0.9718804920913884,SAMME,4,0.5199046725905686,225,mean
9946.0,0.9718804920913884,SAMME.R,4,0.7323827956554454,171,most_frequent
9946.0,0.9701230228471002,SAMME,3,0.8975760543102506,216,most_frequent
9946.0,0.9701230228471002,SAMME,4,0.1549102359259672,322,most_frequent
9946.0,0.9701230228471002,SAMME,4,1.7388624651416005,122,most_frequent
9952.0,0.9195040710584752,SAMME.R,9,0.32501553005408174,194,median
9952.0,0.9195040710584752,SAMME.R,10,0.9720901927556459,342,most_frequent
9952.0,0.9195040710584752,SAMME,8,1.0135171915399976,355,mean
9952.0,0.9191339748334567,SAMME,9,0.9590825828994997,285,mean
9952.0,0.9189489267209474,SAMME.R,7,0.5694851475217555,336,median
9952.0,0.9183937823834196,SAMME.R,10,0.197545355714473,163,mean
9952.0,0.9182087342709104,SAMME.R,10,0.11589881420191392,455,median
9952.0,0.9180236861584012,SAMME,10,0.7106560066337321,318,most_frequent
9952.0,0.9180236861584012,SAMME.R,9,0.9783009253505606,276,most_frequent
9952.0,0.9178386380458918,SAMME.R,9,0.7144957080194546,150,median
9952.0,0.9176535899333826,SAMME.R,7,0.3270530383443096,487,most_frequent
9952.0,0.9172834937083642,SAMME,10,1.0098274592411214,265,mean
9952.0,0.9172834937083642,SAMME.R,9,0.1675826333329651,332,mean
9952.0,0.9172834937083642,SAMME,7,1.5304772345998667,223,most_frequent
9952.0,0.917098445595855,SAMME.R,8,0.46079584416541436,109,mean
9952.0,0.9167283493708364,SAMME,10,0.8287018369085097,66,most_frequent
9952.0,0.9165433012583272,SAMME.R,9,0.8777601394198332,86,median
9952.0,0.9165433012583272,SAMME.R,10,0.5551562227712534,109,most_frequent
9952.0,0.9165433012583272,SAMME.R,9,0.21616898875521143,108,mean
9952.0,0.916358253145818,SAMME.R,6,0.27615201119598115,500,mean
9957.0,0.8710900473933649,SAMME.R,1,0.4143362592221254,172,most_frequent
9957.0,0.8701421800947867,SAMME.R,10,1.1618113455128156,170,most_frequent
9957.0,0.8701421800947867,SAMME.R,7,0.815306859434589,470,median
9957.0,0.8701421800947867,SAMME,4,0.024090643886598474,299,median
9957.0,0.8701421800947867,SAMME,4,0.049590480297974256,232,median
9957.0,0.8691943127962085,SAMME.R,1,0.1155532094334447,382,mean
9957.0,0.8691943127962085,SAMME,9,0.5163442740977092,330,most_frequent
9957.0,0.8691943127962085,SAMME,6,0.010752882594594813,411,mean
9957.0,0.8691943127962085,SAMME,3,0.43485705200880825,159,median
9957.0,0.8691943127962085,SAMME,9,0.1461788403520171,289,median
9957.0,0.8682464454976304,SAMME,7,0.9243408801132977,244,median
9957.0,0.8682464454976304,SAMME,8,0.49105261893843544,319,mean
9957.0,0.8682464454976304,SAMME.R,8,0.9219151564799654,70,most_frequent
9957.0,0.8682464454976304,SAMME,10,0.9693329236399038,356,median
9957.0,0.8682464454976304,SAMME,6,0.1291347236451436,90,most_frequent
9957.0,0.8682464454976304,SAMME,9,1.5063133928042447,384,mean
9957.0,0.8672985781990522,SAMME,4,0.029801196402770336,375,mean
9957.0,0.8672985781990522,SAMME,7,0.025798003084092993,469,mean
9957.0,0.8672985781990522,SAMME,9,1.5518723012729108,170,mean
9957.0,0.8672985781990522,SAMME,6,0.44302182525362566,220,median
9960.0,0.9983504398826979,SAMME,5,0.10126384823267083,289,median
9960.0,0.9983504398826979,SAMME.R,7,0.14410161900997298,234,median
9960.0,0.9983504398826979,SAMME,4,0.778932887696558,238,mean
9960.0,0.9983504398826979,SAMME,4,0.32498577715021437,345,most_frequent
9960.0,0.9983504398826979,SAMME.R,5,0.09920934483194309,289,median
9960.0,0.9983504398826979,SAMME.R,6,0.03229122165552985,455,mean
9960.0,0.9983504398826979,SAMME,5,0.0822258412470983,89,mean
9960.0,0.9983504398826979,SAMME,3,0.5902021066947982,325,most_frequent
9960.0,0.9983504398826979,SAMME,4,0.33230845508046125,186,most_frequent
