task_id,predictive_accuracy,classifier__algorithm,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,imputation__strategy
28.0,0.9870106761565836,SAMME,9,0.5522079570162124,431,most_frequent
28.0,0.9870106761565836,SAMME,10,1.6380580449015183,490,most_frequent
28.0,0.9868327402135232,SAMME.R,9,1.298215966497948,462,median
28.0,0.9868327402135232,SAMME,7,1.8150669523370913,322,mean
28.0,0.9868327402135232,SAMME,7,0.8079700713079262,166,mean
28.0,0.9868327402135232,SAMME,10,0.9260501857342699,125,most_frequent
28.0,0.9868327402135232,SAMME.R,10,1.1207480548479625,230,median
28.0,0.9866548042704626,SAMME,8,1.0003106998976792,249,median
28.0,0.9866548042704626,SAMME,9,0.4831161034256997,174,median
28.0,0.9866548042704626,SAMME.R,9,0.7879046248916832,212,mean
28.0,0.9866548042704626,SAMME,7,0.8116110358439161,178,most_frequent
28.0,0.9864768683274022,SAMME.R,9,1.560261330731141,386,mean
28.0,0.9862989323843416,SAMME,10,0.7124382982976809,210,median
28.0,0.9862989323843416,SAMME,8,1.7904716450742966,286,most_frequent
28.0,0.986120996441281,SAMME,10,1.416844370599829,210,most_frequent
28.0,0.986120996441281,SAMME,7,0.5547146253170626,416,median
28.0,0.9859430604982207,SAMME,9,0.37140974469966115,454,median
29.0,0.8739130434782609,SAMME,10,0.7060286310143894,264,most_frequent
29.0,0.8739130434782609,SAMME.R,6,1.3592435229283015,496,median
29.0,0.8724637681159421,SAMME,4,0.03606257180373448,345,median
29.0,0.8724637681159421,SAMME,6,1.4322876123567871,499,most_frequent
29.0,0.8710144927536231,SAMME,5,0.27171179653459476,349,most_frequent
29.0,0.8710144927536231,SAMME,6,0.48102961551524204,101,mean
29.0,0.8710144927536231,SAMME,8,0.3553468847130816,482,median
29.0,0.8710144927536231,SAMME.R,5,1.3548667981467717,345,most_frequent
29.0,0.8710144927536231,SAMME,6,0.8545303002922062,486,median
29.0,0.8695652173913043,SAMME.R,7,0.9904363257862772,113,most_frequent
29.0,0.8695652173913043,SAMME,7,0.25047410644540813,249,mean
29.0,0.8695652173913043,SAMME.R,9,0.9488753921964429,416,most_frequent
29.0,0.8695652173913043,SAMME.R,4,1.638523566933029,500,most_frequent
29.0,0.8695652173913043,SAMME,4,0.16151681964921197,438,mean
29.0,0.8695652173913043,SAMME,3,0.020087390817962406,341,mean
29.0,0.8695652173913043,SAMME,7,0.4014146871649775,238,median
29.0,0.8695652173913043,SAMME,6,1.6730681477785447,262,mean
29.0,0.8695652173913043,SAMME,9,1.1650709726110042,276,most_frequent
29.0,0.8695652173913043,SAMME,6,1.2104865292025013,491,median
29.0,0.8695652173913043,SAMME,6,0.3378428391534893,488,mean
31.0,0.7609999999999999,SAMME,9,1.1290079374155542,424,most_frequent
31.0,0.76,SAMME.R,3,0.17452699598809743,53,median
31.0,0.759,SAMME.R,2,0.0625990538246436,246,median
31.0,0.759,SAMME.R,8,0.9418893368719385,91,median
31.0,0.759,SAMME,6,0.02236045652080478,363,median
31.0,0.758,SAMME,9,0.6014843427284854,289,mean
31.0,0.757,SAMME.R,2,0.050326001994752775,496,mean
31.0,0.757,SAMME.R,7,0.7251032879562899,422,median
31.0,0.757,SAMME.R,7,1.4772608177882698,375,mean
31.0,0.757,SAMME,5,0.020584989947814696,420,mean
31.0,0.7559999999999999,SAMME,7,1.2254241325328836,97,median
31.0,0.7559999999999999,SAMME,6,0.0121143078370457,439,median
31.0,0.7559999999999999,SAMME,5,0.22142844247382212,239,median
31.0,0.7559999999999999,SAMME.R,10,0.9588715639298991,378,most_frequent
31.0,0.755,SAMME.R,1,0.1436746801142147,183,most_frequent
31.0,0.755,SAMME.R,3,0.03910386118165808,108,mean
31.0,0.755,SAMME,5,1.1992144180268318,292,median
31.0,0.754,SAMME,3,0.20988850269946885,441,most_frequent
31.0,0.754,SAMME,5,0.09883168795029441,56,mean
31.0,0.754,SAMME,4,0.1501138547630965,364,most_frequent
32.0,0.9948144104803494,SAMME,9,1.7244147437874406,349,mean
32.0,0.9948144104803494,SAMME.R,9,1.0505586722151357,234,mean
32.0,0.9947234352256186,SAMME,7,0.38181295239665725,348,median
32.0,0.9946324599708879,SAMME.R,9,0.724140049684554,446,mean
32.0,0.9946324599708879,SAMME,9,0.28110706835038796,417,mean
32.0,0.9946324599708879,SAMME.R,8,0.6506922792229659,429,median
32.0,0.9946324599708879,SAMME.R,10,1.030052640307697,399,most_frequent
32.0,0.9946324599708879,SAMME.R,8,0.9948117981708413,329,mean
32.0,0.9946324599708879,SAMME,10,0.7052641773434145,281,mean
32.0,0.9945414847161572,SAMME,7,0.37862948448996053,117,mean
32.0,0.9945414847161572,SAMME,8,0.3639106530519364,433,mean
32.0,0.9945414847161572,SAMME,7,0.7534154818277075,388,median
32.0,0.9944505094614264,SAMME,8,1.2391068219174106,100,mean
32.0,0.9944505094614264,SAMME.R,9,0.9376858509967382,87,most_frequent
32.0,0.9944505094614264,SAMME,8,1.1185760277116763,160,mean
32.0,0.9944505094614264,SAMME,7,0.39656530093535164,209,median
32.0,0.9943595342066958,SAMME.R,8,0.6409591564322888,416,mean
32.0,0.9942685589519651,SAMME,8,0.32767293126880914,292,most_frequent
32.0,0.9942685589519651,SAMME,8,0.1420790187198872,267,most_frequent
32.0,0.9942685589519651,SAMME,7,0.2419854498508406,293,most_frequent
37.0,0.7747395833333333,SAMME,4,0.051409990513432445,380,median
37.0,0.7734375,SAMME,4,0.18359533564048253,342,mean
37.0,0.7734375,SAMME,5,0.15392313605478342,322,most_frequent
37.0,0.7734375,SAMME,4,0.07765751470530784,274,mean
37.0,0.7734375,SAMME,8,0.4084853624635436,111,median
37.0,0.7721354166666667,SAMME,4,0.022467648306925343,290,median
37.0,0.7708333333333333,SAMME,4,0.11171734029347263,436,most_frequent
37.0,0.7708333333333333,SAMME,4,0.015232891851357648,404,mean
37.0,0.7708333333333333,SAMME,3,0.6790965842388661,244,mean
37.0,0.76953125,SAMME,6,0.1135646928115743,476,most_frequent
37.0,0.76953125,SAMME,4,0.10162615059965276,168,mean
37.0,0.76953125,SAMME,3,0.3864913980529889,464,median
37.0,0.76953125,SAMME,4,0.011383965363308083,236,median
37.0,0.76953125,SAMME.R,3,0.010123260782011421,340,mean
37.0,0.7682291666666667,SAMME,5,0.02287485182070906,430,median
37.0,0.7682291666666667,SAMME,5,0.012135514808105688,356,mean
37.0,0.7682291666666667,SAMME,2,0.8292109649499149,196,median
37.0,0.7682291666666667,SAMME,5,0.29797340332628325,169,most_frequent
37.0,0.7669270833333333,SAMME,5,0.0749185106385581,359,most_frequent
37.0,0.7669270833333333,SAMME,5,0.04730761162566272,268,mean
43.0,0.9578352532058249,SAMME,7,0.5975841577698101,230,median
43.0,0.9578352532058249,SAMME,8,1.0045173016063769,446,mean
43.0,0.9578352532058249,SAMME.R,4,0.1563040897138342,207,median
43.0,0.9576179091501849,SAMME,8,0.5026180963427965,393,mean
43.0,0.9576179091501849,SAMME,7,0.6951611342766335,276,mean
43.0,0.9574005650945446,SAMME.R,6,0.18140590002888624,488,most_frequent
43.0,0.9574005650945446,SAMME,6,0.40997585852983387,442,median
43.0,0.9571832210389046,SAMME,10,0.40536943605399256,172,most_frequent
43.0,0.9571832210389046,SAMME,9,0.4167104978705059,195,mean
43.0,0.9571832210389046,SAMME,10,0.2898525597223146,259,most_frequent
43.0,0.9571832210389046,SAMME,8,0.7366124869305717,250,median
43.0,0.9571832210389046,SAMME,10,0.9428179052699159,89,median
43.0,0.9569658769832645,SAMME,7,0.1973506624211152,482,median
43.0,0.9569658769832645,SAMME,8,0.37005322265181323,153,mean
43.0,0.9569658769832645,SAMME,8,0.3243592683394011,478,median
43.0,0.9567485329276245,SAMME,10,0.30182474181820834,302,median
43.0,0.9563138448163443,SAMME,5,1.3565897099361106,235,median
43.0,0.9563138448163443,SAMME,7,0.2996834515981549,313,median
43.0,0.9563138448163443,SAMME,9,0.6019960606460545,431,most_frequent
43.0,0.9560965007607042,SAMME,6,0.6876751340674064,343,median
45.0,0.9639498432601882,SAMME.R,8,1.149312438258422,210,median
45.0,0.9639498432601882,SAMME.R,8,1.3403078745301196,153,mean
45.0,0.9639498432601882,SAMME,9,0.39313437826833597,394,median
45.0,0.9636363636363636,SAMME,7,1.1579321897468566,403,median
45.0,0.9633228840125392,SAMME,9,0.47474855493387474,208,most_frequent
45.0,0.9633228840125392,SAMME,9,1.1788144423396352,416,most_frequent
45.0,0.9633228840125392,SAMME,6,1.1324673059293282,286,mean
45.0,0.9633228840125392,SAMME,5,1.4129961812396392,199,most_frequent
45.0,0.9630094043887147,SAMME,6,1.7475854808273064,396,mean
45.0,0.9630094043887147,SAMME.R,6,1.3371171916431683,279,median
45.0,0.9630094043887147,SAMME.R,9,1.0910160691539965,197,most_frequent
45.0,0.9630094043887147,SAMME,8,0.8519763993410573,410,most_frequent
45.0,0.9630094043887147,SAMME,6,1.3619893406077834,286,median
45.0,0.9626959247648902,SAMME,7,0.4090438905617973,381,most_frequent
45.0,0.9626959247648902,SAMME.R,5,1.7029588855656057,495,most_frequent
45.0,0.9626959247648902,SAMME.R,8,1.3459272006713152,229,mean
45.0,0.9623824451410659,SAMME.R,6,0.6465387826363161,470,mean
45.0,0.9623824451410659,SAMME,8,1.8666759166180837,440,median
45.0,0.9623824451410659,SAMME,6,1.2967174545773505,365,most_frequent
45.0,0.9623824451410659,SAMME,10,1.325089643836308,374,most_frequent
49.0,1.0,SAMME,4,0.42442958492040056,427,mean
49.0,1.0,SAMME,4,0.5652691239660673,266,median
49.0,1.0,SAMME.R,4,0.052727722585664,392,mean
49.0,1.0,SAMME,4,0.4415220634124728,419,median
49.0,1.0,SAMME.R,3,0.14435118189679105,357,mean
49.0,1.0,SAMME.R,3,0.24432194904248522,443,median
49.0,1.0,SAMME.R,4,0.11619672945189627,334,median
49.0,1.0,SAMME.R,4,0.03180452472237387,469,median
49.0,1.0,SAMME.R,4,0.6958101293705856,170,most_frequent
49.0,1.0,SAMME.R,3,0.5078986732200661,343,most_frequent
49.0,1.0,SAMME.R,3,0.5208501158627136,338,mean
49.0,1.0,SAMME,3,0.8197688013199523,305,most_frequent
49.0,1.0,SAMME.R,4,0.18583608409994168,170,mean
49.0,1.0,SAMME.R,4,0.15846362613298437,405,mean
49.0,1.0,SAMME.R,4,0.48337327816054865,396,mean
49.0,1.0,SAMME.R,3,0.3551729986747122,379,median
49.0,1.0,SAMME.R,3,0.25520663276690553,292,median
49.0,1.0,SAMME.R,3,0.2585543100352478,440,mean
49.0,1.0,SAMME.R,3,0.22761725430303834,296,most_frequent
49.0,1.0,SAMME.R,3,0.6960806827254474,279,median
53.0,0.7801418439716312,SAMME,6,0.34006643408054693,357,mean
53.0,0.7789598108747045,SAMME,9,0.2658694145579105,362,mean
53.0,0.7789598108747045,SAMME,5,0.10577174585799419,492,mean
53.0,0.7789598108747045,SAMME,6,0.09329872069675654,156,mean
53.0,0.7777777777777777,SAMME,8,0.07860867087530884,334,most_frequent
53.0,0.7777777777777777,SAMME,3,0.08921427905197755,440,median
53.0,0.7777777777777777,SAMME,7,0.03732996591105607,265,most_frequent
53.0,0.7777777777777777,SAMME,8,0.41034554239900617,371,median
53.0,0.7777777777777777,SAMME,6,0.04944233990261079,289,mean
53.0,0.7765957446808511,SAMME,5,0.08546098452599278,482,mean
53.0,0.7765957446808511,SAMME,6,0.1866833800289548,372,median
53.0,0.7765957446808511,SAMME,6,0.2455414458957641,258,median
53.0,0.7765957446808511,SAMME,5,0.5228854829815017,199,mean
53.0,0.7754137115839244,SAMME,6,0.016108223053246856,301,median
53.0,0.7754137115839244,SAMME,6,1.7327593073232845,478,most_frequent
53.0,0.7754137115839244,SAMME,7,0.03809940133109849,467,median
53.0,0.7742316784869976,SAMME,6,0.10581477097314773,306,median
53.0,0.7742316784869976,SAMME.R,7,1.4465525993500556,387,mean
53.0,0.7742316784869976,SAMME,6,0.15796456657910024,434,most_frequent
53.0,0.7742316784869976,SAMME,9,1.1940013004456078,145,most_frequent
219.0,0.9388903601694915,SAMME,8,0.9728713066415053,146,median
219.0,0.9385151836158192,SAMME,7,0.9879414959445145,411,median
219.0,0.9361758474576272,SAMME.R,7,0.05343121644592404,467,mean
219.0,0.9361758474576272,SAMME.R,8,0.051058567341349656,334,median
219.0,0.9360655014124294,SAMME.R,8,0.08151876554682796,342,most_frequent
219.0,0.9360213629943503,SAMME.R,9,0.0461142303860179,368,mean
219.0,0.9359110169491526,SAMME.R,8,0.028688451355953267,459,median
219.0,0.9356682556497176,SAMME.R,8,0.02937006768625252,358,most_frequent
219.0,0.9354475635593221,SAMME.R,8,0.0961533386862976,285,most_frequent
219.0,0.935248940677966,SAMME,7,1.328149840186653,217,median
219.0,0.935248940677966,SAMME.R,9,0.19563698029913085,361,median
219.0,0.935248940677966,SAMME.R,9,0.3273961456259321,470,median
219.0,0.9348958333333333,SAMME,7,1.4269076596214496,248,most_frequent
219.0,0.9348737641242938,SAMME.R,10,0.31337336976647234,421,mean
219.0,0.9348516949152542,SAMME.R,9,0.31509980558497236,400,median
219.0,0.9346089336158192,SAMME.R,10,0.12295110648421421,378,most_frequent
219.0,0.934520656779661,SAMME,9,0.43659075036754774,307,most_frequent
219.0,0.9341454802259886,SAMME.R,10,0.10748818607546508,335,mean
219.0,0.9339689265536723,SAMME.R,8,0.11188292278076492,319,median
219.0,0.9338806497175142,SAMME.R,7,0.1036053045150628,314,most_frequent
2074.0,0.9228615863141525,SAMME,7,1.0337552642255872,321,median
2074.0,0.9228615863141525,SAMME,9,1.1142794034340964,253,mean
2074.0,0.9228615863141525,SAMME,8,0.38743726825184616,316,mean
2074.0,0.9223950233281494,SAMME,9,0.4797355615039305,155,median
2074.0,0.9223950233281494,SAMME,10,0.8510715015146524,225,most_frequent
2074.0,0.922239502332815,SAMME,8,0.31017680703637873,395,median
2074.0,0.922239502332815,SAMME,7,0.7554842836188856,277,mean
2074.0,0.922239502332815,SAMME,9,0.3806661327246078,107,median
