task_id,predictive_accuracy,classifier__C,classifier__coef0,classifier__degree,classifier__gamma,classifier__kernel,classifier__max_iter,classifier__shrinking,classifier__tol,imputation__strategy
6.0,0.9768000000000001,1229.3917076595753,-0.9942830163351393,2,0.38398038251820643,rbf,-1,True,0.004015487602635724,most_frequent
6.0,0.9768000000000001,2634.326543346484,-0.9983535225625646,2,0.08151847670347032,rbf,-1,True,0.0365730744056838,mean
6.0,0.97675,1420.4028413681792,0.9670670782278803,2,0.09326047501179144,rbf,-1,True,0.00012397391616428667,most_frequent
6.0,0.97655,148.5352387747303,0.9572706878946242,3,0.08684396577893078,rbf,-1,True,0.0007940640845953078,median
6.0,0.97595,27.920831374848657,0.5114744427575852,1,0.08443031502030027,rbf,-1,True,0.0003452798309316524,mean
6.0,0.97595,2.4605762085233707,-0.6819767950379911,2,0.16145212701022046,rbf,-1,True,0.0011375690408508292,most_frequent
6.0,0.97555,3.5569447897659465,-0.7415113661435382,2,0.4114328450769695,rbf,-1,True,1.0929164033712811e-05,median
6.0,0.9741,16715.557565190084,0.075194458824422,3,0.5065463753027956,rbf,-1,True,8.08112481947966e-05,mean
6.0,0.97405,1.2128590490688929,-0.7243898148509866,1,0.2531821652924087,rbf,-1,True,0.00044582330026182075,mean
6.0,0.9736499999999999,1582.5075886317309,-0.06590535576900969,2,0.05262432849254445,rbf,-1,True,0.0008447738458176997,median
6.0,0.9732,9463.560610925728,-0.7896872997571114,4,0.5395964169099835,rbf,-1,True,0.003044407797263944,mean
6.0,0.9730500000000001,10933.872818667083,-0.40025482922606415,3,0.04997748367101459,rbf,-1,True,0.008234699395176688,median
6.0,0.97275,7.982495647016738,-0.6421976907720817,1,0.5313578330739875,rbf,-1,True,0.0014969508592558665,median
6.0,0.97245,386.0376616429726,-0.5806564452662275,2,0.5626607775730664,rbf,-1,True,0.017527079555934227,mean
6.0,0.9721500000000001,3.340849166315755,0.8165324489306751,5,0.5890045268779813,rbf,-1,True,0.0037327885825435263,median
11.0,1.0,0.7441458095927956,0.7567390645434084,2,2.9403549448058395,poly,-1,True,0.0005238996744989388,mean
11.0,1.0,4123.735174061655,0.7259430250508494,3,0.018994247685987134,poly,-1,True,0.0002984524226458848,most_frequent
11.0,1.0,7500.0807457963065,-0.4222762744509956,5,0.01670216753288881,rbf,-1,True,1.9332212868279834e-05,mean
11.0,1.0,1352.967479548103,0.8395653736220383,3,0.18806200502710202,poly,-1,True,4.5627843306554256e-05,most_frequent
11.0,0.9984000000000001,402.9242298924183,0.32933346383307827,3,0.19684906749810308,poly,-1,True,3.084152237703626e-05,median
11.0,0.9984000000000001,3092.436210733787,-0.8882807905567585,5,0.013795988163499851,rbf,-1,True,0.013513247403121544,most_frequent
11.0,0.9984000000000001,15325.49922712295,-0.674337134027984,5,0.03610056296354443,rbf,-1,True,2.9272432367525738e-05,mean
11.0,0.9984000000000001,2236.2435535922973,0.13605830995124624,4,0.01457900203458635,rbf,-1,True,0.019844937685018535,most_frequent
11.0,0.9984000000000001,4602.774677108748,-0.3477445694685388,4,0.03247256283033424,rbf,-1,True,7.352083663007407e-05,median
11.0,0.9968,16256.107536785019,-0.718915943420761,2,0.030987102049135025,rbf,-1,True,0.0003266564362144724,median
11.0,0.9968,1692.8945325642478,-0.3086678993214329,1,0.014684807373781698,rbf,-1,True,0.007839277135500691,mean
11.0,0.9952,0.08739017403935932,-0.7622412096295952,2,5.453849816879246,poly,-1,True,0.08118253091019373,most_frequent
11.0,0.9936,6.91959086277025,0.0874208387403912,3,0.12261043882812074,poly,-1,True,0.0020477474008124413,most_frequent
11.0,0.9936,490.31098746308857,-0.57306318671639,1,0.05688719376632154,rbf,-1,True,0.0015461713874699028,most_frequent
11.0,0.992,27667.002385238662,0.2493527986880839,3,0.2425346930550117,poly,-1,True,0.002068198465103416,most_frequent
11.0,0.9904000000000001,0.27789294627697164,-0.6961390463336059,2,0.9816702679362027,poly,-1,True,8.605066687594298e-05,median
11.0,0.9904000000000001,22139.02393613476,0.3376476326770419,3,0.29693432935407055,poly,-1,True,0.01787803414570695,most_frequent
11.0,0.9904000000000001,22231.403661745386,0.13077819620918185,3,0.33507826390371676,poly,-1,True,2.3178043527284188e-05,median
11.0,0.9904000000000001,840.8561898517896,-0.9427481139322862,1,0.05679630472628196,rbf,-1,True,0.0009184498431912022,mean
11.0,0.9887999999999999,0.045000447490356796,0.5858626472051198,4,0.6277981684709749,poly,-1,True,0.0005098909670159261,most_frequent
12.0,0.982,146.00711315461697,-0.25348866999051767,4,0.0010867024240338856,rbf,-1,True,0.002674155036900453,mean
12.0,0.982,7251.11299868742,0.4377666460207248,5,0.0005946950410843188,rbf,-1,True,0.033342074960706826,mean
12.0,0.982,191.66430222396707,0.3455162387857189,1,0.002418313119176602,rbf,-1,True,0.07229394668749758,median
12.0,0.982,1999.789455800418,-0.8746792072609346,4,0.0011645747260029973,rbf,-1,True,0.0597421894634045,most_frequent
12.0,0.982,2591.7609149749137,-0.32797056721829887,1,0.0024234468051716855,rbf,-1,True,0.0011868485344982166,most_frequent
12.0,0.982,72.1599403197445,0.6700919184290044,2,0.00169375216065153,rbf,-1,True,1.484783939654373e-05,mean
12.0,0.982,595.9436100741264,-0.42022600435928337,4,0.003026330780464822,rbf,-1,True,0.019377195989522616,mean
12.0,0.9815,30594.89492221645,-0.22680437395166209,3,1.0660781402541784,poly,-1,True,1.5191559583974943e-05,most_frequent
12.0,0.9815,370.8276488836176,-0.21440167685210576,3,0.00040103277229723176,rbf,-1,True,0.09056283488350401,mean
12.0,0.9815,3.6292497355241675,0.9508570389551645,4,0.001175794264317298,poly,-1,True,4.2319651649719854e-05,most_frequent
12.0,0.9815,8417.339417363013,-0.4856123607382592,3,0.0032962168590363163,rbf,-1,True,0.00015898604541758702,mean
12.0,0.9815,374.94407553907854,-0.6463454956985761,5,0.0007946950478031603,rbf,-1,True,0.005291880562424719,most_frequent
12.0,0.9815,0.6199583502376111,-0.8904958933667968,4,1.5905890829807332,poly,-1,True,0.00025082590020335894,most_frequent
12.0,0.9815,7.5995890738653475,0.851213138903929,3,0.0009476320106788973,poly,-1,True,0.009629935491130332,median
12.0,0.9815,264.03921413023386,0.9702604555387582,3,0.0013996761336449706,rbf,-1,True,0.0035380558594531406,most_frequent
12.0,0.9815,119.14722171313338,0.5834529931719514,4,0.00028880461486446857,poly,-1,True,0.0004934495014007717,median
12.0,0.9815,281.62264249696943,0.6954983652572604,5,0.0009975519361812605,rbf,-1,True,0.019295909526540467,median
12.0,0.9815,19993.383281988707,-0.17976297873499458,3,0.007247256891593824,poly,-1,True,0.00028351046421384586,mean
12.0,0.9815,960.7291213567613,0.29659766305275914,2,0.002353151254221123,rbf,-1,True,0.0026811579917154133,mean
12.0,0.981,30.710560924183685,0.5829577579567162,4,0.0022373332699244827,poly,-1,True,0.000658921038460434,mean
14.0,0.8465,1105.111719113418,0.7080160523581649,2,0.006292799291910316,rbf,-1,True,0.00015965379611696347,mean
14.0,0.846,8596.68210563612,0.5338221611691192,1,0.00802685661992583,rbf,-1,True,0.00013421561294656354,median
14.0,0.846,57.034455003837856,-0.03909502208608284,5,0.002001340231345836,rbf,-1,True,0.0010783459077981904,mean
14.0,0.846,367.92500545402737,-0.9589621224165832,2,0.00042285561088151495,sigmoid,-1,True,0.0469718862984288,mean
14.0,0.846,12664.957841785845,0.6277953831456635,2,0.0018201109008768555,rbf,-1,True,0.00010504181791813916,mean
14.0,0.845,748.5035792283411,-0.9452596679307299,4,0.00317118218750494,rbf,-1,True,0.059255354176979254,most_frequent
14.0,0.845,137.55915073559646,-0.7829546588567735,4,0.003741147112118457,rbf,-1,True,0.000981474829257702,mean
14.0,0.845,17.510840119116388,0.507175720760165,3,0.0036761633053734146,rbf,-1,True,0.005401661245663367,most_frequent
14.0,0.845,5186.885782057265,0.47569034071628113,1,0.003299605815951194,rbf,-1,True,0.0019316036748245977,median
14.0,0.845,5684.59010261871,-0.9947281404037682,5,0.003533343821446955,rbf,-1,True,6.494729077235772e-05,mean
14.0,0.8445,230.56987430227025,0.3923281712176043,2,0.010216309941574735,rbf,-1,True,0.05946373730768261,median
14.0,0.8445,169.22618485223745,-0.12631907673295162,3,0.0022557255770428762,rbf,-1,True,9.81594489094858e-05,most_frequent
14.0,0.8440000000000001,137.8127052702626,0.41269754445475226,5,0.00046712829668350993,rbf,-1,True,2.321324226512555e-05,most_frequent
14.0,0.8440000000000001,2200.5185436797938,-0.698515299031699,2,0.002364871304144365,rbf,-1,True,0.045620317982680895,most_frequent
14.0,0.8440000000000001,538.3618432797366,0.6179497039696724,3,0.00042784926097981263,rbf,-1,True,0.02199865930340877,median
14.0,0.8440000000000001,102.58808650464162,-0.7700318445237948,5,0.005394926704793627,rbf,-1,True,4.6831836430409424e-05,median
14.0,0.8440000000000001,91.15609704540311,0.15225427837991767,5,0.0011503268404486704,rbf,-1,True,0.0019270573607671124,mean
14.0,0.8434999999999999,298.7896635446921,0.6784590339948953,5,0.0007838813886166254,rbf,-1,True,4.748374642039568e-05,mean
14.0,0.8434999999999999,343.8731395837895,-0.7114368113835488,3,0.003337708491850526,rbf,-1,True,0.010840313382940829,mean
14.0,0.843,723.512835254273,-0.2927654561077133,5,0.00014419008195227929,rbf,-1,True,2.796258133588031e-05,mean
15.0,0.9699570815450643,28.13469432733042,0.2538285875727335,1,3.259879431178029e-05,poly,-1,True,0.026458757329689844,median
15.0,0.9699570815450643,0.15306444111376594,0.004472891929223843,1,0.010164074585111359,sigmoid,-1,True,0.004626963025507392,mean
15.0,0.9699570815450643,2.6419493490285477,-0.8730478693445014,3,0.00020049312419943716,rbf,-1,True,0.0015434596177701229,mean
15.0,0.9699570815450643,0.11251973546743049,0.23895788646697036,3,0.000612083280882194,sigmoid,-1,True,0.08250387536195211,mean
15.0,0.9699570815450643,0.12755853820217,0.9652468082842267,3,0.007965404437908665,rbf,-1,True,2.3805254427413318e-05,most_frequent
15.0,0.9699570815450643,0.08157344729458535,0.1505183256375009,2,3.6131698498551734e-05,poly,-1,True,0.007923650211309237,median
15.0,0.9699570815450643,1.800229616448686,-0.7276329414911387,5,0.0007711051737658884,sigmoid,-1,True,0.0008398848339776983,mean
15.0,0.9699570815450643,0.05639551205304641,-0.40749258398195276,5,0.00013682977785323794,sigmoid,-1,True,0.002855629206929813,mean
15.0,0.9699570815450643,0.06355019043236737,-0.11015019974879858,2,3.4178042653689144e-05,rbf,-1,True,0.004818494585967518,most_frequent
15.0,0.9699570815450643,3.264792670609968,0.5592470237549201,5,0.0002496550688392107,sigmoid,-1,True,0.015185334105311492,most_frequent
15.0,0.9699570815450643,0.09661661744495315,-0.2049752504970188,2,7.638510365958139e-05,rbf,-1,True,0.011693082263846152,most_frequent
15.0,0.9699570815450643,0.24493142474829135,0.26332570559826696,4,3.8941731924887295e-05,rbf,-1,True,0.018947641303292587,median
15.0,0.9699570815450643,1.5448963267129028,-0.6359724011968766,5,0.0011099852514296453,poly,-1,True,0.01319589507124636,median
15.0,0.9699570815450643,0.9307087133629819,-0.031483208142338626,1,0.0006169194459986684,rbf,-1,True,0.008372202546251543,median
15.0,0.9699570815450643,4.281475744622069,-0.7446927636439502,4,0.00017583473689601126,rbf,-1,True,1.7585610262239517e-05,most_frequent
15.0,0.9699570815450643,25.73887008785727,0.26800024167028647,4,0.00038171800003007086,poly,-1,True,3.1048037021449076e-05,mean
15.0,0.9699570815450643,5.42029513407863,0.8543157195211399,4,0.00010227297816400887,rbf,-1,True,0.03154502648012503,most_frequent
15.0,0.9699570815450643,0.307929707409776,0.3626334020036608,1,0.00362593399946396,sigmoid,-1,True,2.6844076627078298e-05,median
15.0,0.9699570815450643,948.8811561201092,0.47994707422770855,3,0.16564927074733687,sigmoid,-1,True,0.004809044827765713,mean
15.0,0.9699570815450643,23.236394999826768,0.8522121620518859,1,8.771442831417527e-05,sigmoid,-1,True,0.0367364503188288,mean
16.0,0.9784999999999999,46.20644320682066,0.023812324661222073,1,0.01748867902298053,rbf,-1,True,0.0026752609630380057,most_frequent
16.0,0.9784999999999999,254.5041958819813,0.5834812239744533,2,0.12647569082813992,poly,-1,True,0.005759292972930879,median
16.0,0.978,233.04454035787245,-0.9612884644997397,4,0.02121429193211713,rbf,-1,True,0.013382643606692357,median
16.0,0.978,248.6602625436296,0.08916594690707003,4,0.002149513331850915,poly,-1,True,0.028612754236098874,median
16.0,0.978,288.87025244090637,0.8976976863313384,2,0.0205171002292724,rbf,-1,True,0.0002325527968699608,median
16.0,0.9775,1.5790215150195275,-0.17756127107655617,2,0.008046509339761154,rbf,-1,True,3.466409725700288e-05,median
16.0,0.9775,0.9068068171515935,0.9941784815497079,2,1.7048258198136155,poly,-1,True,0.0002477368485466533,most_frequent
16.0,0.9775,12.020350135992528,0.671129888106808,5,0.004766115433588125,poly,-1,True,0.011494398735845183,most_frequent
16.0,0.977,2.6865392408205806,-0.2420690479378842,1,0.007426209264358453,rbf,-1,True,0.000482938151489288,mean
16.0,0.977,141.00848800694993,0.620157535180212,5,0.005858960307660436,poly,-1,True,0.00037084254691976926,median
16.0,0.977,620.2803734123682,0.6695229267860796,2,5.038505418653996,poly,-1,True,2.8121861993497737e-05,mean
16.0,0.977,0.04748539317048267,-0.6216464135914332,2,2.9602355001867156,poly,-1,True,0.0028950792383531853,median
16.0,0.977,373.7640899962064,0.7562715537957527,2,0.02352927249473419,rbf,-1,True,4.59881942828447e-05,mean
16.0,0.977,2.4501835812609434,0.45812763176285576,4,0.0248763715006311,rbf,-1,True,0.00047930745020219334,mean
16.0,0.977,16792.631451523273,0.8961059882431299,3,0.008982146175328744,poly,-1,True,0.0005151949418795773,most_frequent
16.0,0.977,16.131794582280907,0.6768564247560205,2,3.181715938428106,poly,-1,True,1.1888857064756524e-05,median
16.0,0.9765,10066.661984838378,-0.172975701961823,2,0.02206946961030102,rbf,-1,True,4.145529402512599e-05,most_frequent
16.0,0.9765,172.509289607239,-0.39844522744315647,5,0.00643242209680533,rbf,-1,True,4.008995389651176e-05,mean
16.0,0.9765,196.68926963014817,0.8084086315886656,2,0.02503987733248185,rbf,-1,True,2.820269257244537e-05,median
16.0,0.9765,7047.538024036589,-0.5981941508723614,2,5.165619857590422,poly,-1,True,1.2787569188431998e-05,mean
18.0,0.7605,1384.4054950474622,0.7583450736876123,4,0.04722345327366104,rbf,-1,True,7.282983961717748e-05,median
18.0,0.76,1.541897568414676,0.03220346691424214,3,1.1959429823230214,rbf,-1,True,0.0003307295988491972,mean
18.0,0.7595000000000001,1245.8250063557705,-0.35637079397142424,3,0.2766511803784127,rbf,-1,True,0.04054829038482706,mean
18.0,0.7595000000000001,2237.7775418580977,-0.02189240331580078,3,0.01829110149546366,rbf,-1,True,0.0027987964670235887,most_frequent
18.0,0.759,19182.840919093247,0.7269812435344132,5,0.021075063696189132,rbf,-1,True,0.00031793445988222374,mean
18.0,0.759,1748.0370384634496,0.9272779683308001,5,0.0015952228594155857,poly,-1,True,0.0036523680416536653,most_frequent
18.0,0.759,9357.917064780859,-0.04455245470805669,2,0.007466425617891791,rbf,-1,True,1.2121566878650398e-05,mean
18.0,0.759,7.961196424323915,0.13324465956496057,3,4.377896864598735,rbf,-1,True,0.04404901576875038,median
18.0,0.7585,2934.2622150937004,0.9045782609911424,5,0.044390789123192734,rbf,-1,True,0.00024595155571518725,median
18.0,0.7585,0.4143011504947076,0.9029255806528769,4,0.046896155867220984,poly,-1,True,0.0020845124255750827,most_frequent
18.0,0.7585,2579.7977095992815,-0.44052506445029493,3,0.12147277677876417,rbf,-1,True,0.09536217666999976,median
18.0,0.758,8974.401550082266,0.15367681207486594,2,0.03305947747698924,rbf,-1,True,0.0609429113447919,most_frequent
18.0,0.7575,1.806304769494641,-0.9955940112279453,1,6.7410563641568775,rbf,-1,True,0.00019353691211066183,most_frequent
18.0,0.757,90.41178744159859,0.6595473574586717,4,0.015009550924784952,poly,-1,True,5.985582150426115e-05,most_frequent
18.0,0.757,5679.755156510083,-0.36278508519728003,5,0.001644001348958638,rbf,-1,True,0.000224873913230691,median
18.0,0.7565000000000001,8536.305451875658,-0.07701159420579229,2,0.16248289313773812,rbf,-1,True,2.2133995749400428e-05,most_frequent
18.0,0.7565000000000001,5920.57641183617,0.8799505840007973,5,0.0017673490227951196,poly,-1,True,0.00014125143124139929,median
18.0,0.7565000000000001,25287.604898442423,-0.12845979604079272,5,0.008407377750026503,rbf,-1,True,0.0029983506231477646,mean
18.0,0.7559999999999999,73.7000343595063,-0.3954868909266802,3,0.010665306824705439,rbf,-1,True,0.0014021807207232919,most_frequent
18.0,0.7559999999999999,8939.023948358345,0.3387013047310836,2,0.007525142104722085,poly,-1,True,0.04281052326014682,median
22.0,0.8959999999999999,21253.87336187002,-0.4933594650456261,3,0.020575336631558236,rbf,-1,True,0.003791293435916321,most_frequent
22.0,0.8959999999999999,3082.5320923272598,0.6211393131777598,5,0.02249865915431123,rbf,-1,True,8.879583520762514e-05,most_frequent
22.0,0.8959999999999999,2244.098413753032,-0.5207975945198846,3,0.022762585954891598,rbf,-1,True,0.0002039313708776372,median
22.0,0.8955,5121.0244410909945,-0.1390366881944769,5,0.00899840301640876,rbf,-1,True,5.0388998271983156e-05,median
22.0,0.8955,18524.810464945305,0.398724349155271,4,0.008611157532243672,rbf,-1,True,0.04946402315060904,mean
22.0,0.895,406.3577712278542,0.15343993741562767,2,0.01937684566198239,rbf,-1,True,0.03170919639331828,median
22.0,0.895,1961.2543149229773,-0.7188745285421725,5,0.0577007662900626,rbf,-1,True,0.004321172266357819,most_frequent
22.0,0.895,3687.948702332109,-0.020005195219370053,5,0.009206136976796701,rbf,-1,True,3.3489965221503985e-05,median
22.0,0.895,19066.37701139834,-0.09145907592266167,5,0.007868797204958798,rbf,-1,True,9.502398508804805e-05,most_frequent
22.0,0.895,0.05540693554071228,0.33232694976791444,4,0.07449477335884491,poly,-1,True,4.2231811795305006e-05,most_frequent
22.0,0.895,14160.359356269202,0.06322129362449469,3,0.00620646561604926,rbf,-1,True,1.0428027096184113e-05,mean
22.0,0.895,2384.317747220924,0.5962132581344188,5,0.012587004991084047,rbf,-1,True,0.032520594388236235,most_frequent
22.0,0.8945000000000001,1.6774813803434045,0.07464593571597855,3,0.23024741331516718,poly,-1,True,2.4801019905750197e-05,mean
22.0,0.894,10.244433783408848,0.6301922268541515,4,0.014447982555682689,poly,-1,True,0.0009930490163101823,mean
22.0,0.8935,0.8960568501242954,0.6243860429076769,4,0.09189613268722575,poly,-1,True,0.00034665328231852185,median
22.0,0.8935,9372.386260053754,-0.014044813021520275,3,0.010533288408083737,poly,-1,True,0.08281932056763622,most_frequent
22.0,0.8935,6402.50040907677,-0.1394316768631252,1,0.06242799980909329,rbf,-1,True,6.0699963142653634e-05,median
22.0,0.893,0.050468513747817294,-0.11983719964247252,4,0.06966892702303314,poly,-1,True,7.715748002700662e-05,mean
22.0,0.893,1218.4011303363436,0.8719351575924279,2,0.07423784947782791,rbf,-1,True,0.0012936645733637908,median
22.0,0.8925,0.12138471448949589,-0.9479213347618463,3,0.5100970683109866,poly,-1,True,3.689617043476454e-05,mean
23.0,0.5410726408689749,101.63349720981032,0.6889371884449815,4,0.002816844462537646,rbf,-1,True,0.0008773382044631087,median
23.0,0.5410726408689749,2541.880535877211,-0.23228370276233923,4,0.0004028860839741218,rbf,-1,True,0.036061080447071486,median
23.0,0.5410726408689749,23.123053403504,0.2451989325860231,1,0.013974809891208943,rbf,-1,True,0.0038039523055576827,most_frequent
23.0,0.5403937542430414,27134.052387190754,-0.7881675252170228,3,0.0002062194194602492,rbf,-1,True,0.03356316615745851,most_frequent
23.0,0.539714867617108,14984.040157357427,-0.2552527339882751,2,0.00013042292776790977,rbf,-1,True,0.04345636215047662,mean
23.0,0.539714867617108,11.162713012176987,-0.6480378115135208,2,0.015022874578124524,rbf,-1,True,0.05921654101255449,median
23.0,0.5390359809911744,31654.049143003147,-0.7571051414624921,4,0.00023671172244903754,sigmoid,-1,True,0.044552279958937804,median
23.0,0.5390359809911744,1439.0146039275057,-0.47175228534027114,3,0.0007641888714077696,rbf,-1,True,0.0009382630629208986,mean
23.0,0.5390359809911744,660.4131029289202,0.41924550858331333,1,0.0010476359824874142,rbf,-1,True,0.003984198994312495,mean
23.0,0.5390359809911744,9.16666429373108,-0.9700879147733583,5,0.008788859808021233,rbf,-1,True,0.0007679585788110058,mean
23.0,0.5376782077393075,505.26040257460613,-0.724484295813314,1,0.0012426170063905035,rbf,-1,True,0.0039051916693063635,median
23.0,0.5376782077393075,1073.1449621517731,-0.403064022528256,1,0.001267230672937333,rbf,-1,True,0.034827370830933575,mean
23.0,0.5363204344874406,487.15408385325475,0.31428530530903775,2,0.0006690531866905332,rbf,-1,True,0.0002279189471521777,most_frequent
23.0,0.5356415478615072,7.798054427172225,0.6530185062908229,3,0.010941972890576331,rbf,-1,True,0.0005547119419582879,mean
23.0,0.5356415478615072,6341.410245130115,0.05853459987983367,5,0.00015819719591552258,rbf,-1,True,0.0002111883408692933,most_frequent
23.0,0.5329260013577732,8.398228683832164,0.986873711900724,4,0.0028822959893173767,poly,-1,True,1.0772001010235238e-05,median
23.0,0.5329260013577732,141.5297758043452,0.8124247846549264,5,0.005706983103397841,rbf,-1,True,0.00017657675341135906,mean
23.0,0.5322471147318398,181.09720575105734,0.9293642326696503,3,0.004126262281824474,rbf,-1,True,0.001589397646597222,most_frequent
23.0,0.5315682281059063,3.916819466520837,0.6200585698903605,4,0.008449799096746547,rbf,-1,True,0.0020092470259991902,mean
23.0,0.5302104548540394,1402.3291600420978,-0.2837670822458762,2,0.00209793327437071,sigmoid,-1,True,0.007001347605234147,most_frequent
28.0,0.9902135231316725,0.037576041181025505,-0.5778345224250805,3,4.3587726381629155,poly,-1,True,6.381183302849619e-05,mean
28.0,0.9902135231316725,1023.2454719927731,0.5112962705693449,4,0.11876380123865363,poly,-1,True,0.0022634296602616014,most_frequent
28.0,0.9902135231316725,10.662327455938996,0.6649280392615888,3,0.80701612181775,poly,-1,True,0.002408241562109506,most_frequent
28.0,0.9902135231316725,30.717203073533778,0.17620193477934532,3,5.208245662622898,poly,-1,True,0.000388089699633713,most_frequent
28.0,0.9902135231316725,26907.965640218295,0.34312707209734183,3,0.2370468074869021,poly,-1,True,5.6677319855753306e-05,most_frequent
28.0,0.9902135231316725,2004.9321474391627,0.0981262873957709,3,2.21406235595609,poly,-1,True,0.05924290155482561,most_frequent
28.0,0.9902135231316725,48.16990249808486,0.29527927932418363,3,0.10990337696967739,poly,-1,True,2.6616594621807556e-05,most_frequent
28.0,0.9902135231316725,10.41093305614284,0.712872307056257,4,0.25517250739086644,poly,-1,True,0.08378173622076102,mean
28.0,0.9900355871886122,15616.755785706531,0.009221927474664326,4,0.14427466883116316,poly,-1,True,0.000250765026081785,most_frequent
28.0,0.9900355871886122,1.3648563382842618,0.20820404186701547,3,0.5113699125693126,poly,-1,True,0.0767020031759509,mean
28.0,0.9900355871886122,3747.454966072638,-0.17567782682886168,4,0.643694193235363,poly,-1,True,1.3297711398288719e-05,most_frequent
28.0,0.9900355871886122,9511.057112323351,0.29680043888658547,3,1.3959669557195657,poly,-1,True,0.0003374342354837058,mean
28.0,0.9900355871886122,396.79829083624054,0.10170813625705755,3,0.004768848141832633,poly,-1,True,0.03175686340199029,mean
28.0,0.9900355871886122,0.048690623997914316,0.43637119957182824,3,0.38309949664161524,poly,-1,True,0.03025789284843478,most_frequent
28.0,0.9900355871886122,80.55921674050873,0.3086278978227823,5,0.007636157465008649,rbf,-1,True,0.017916233382404705,mean
28.0,0.9900355871886122,1375.9562137869652,-0.003902852981807259,2,0.0005565499092549239,poly,-1,True,0.09276471933071169,mean
28.0,0.9900355871886122,0.15719291338778113,0.8508022800582391,4,0.4623205462536949,poly,-1,True,0.0011855935912704662,median
28.0,0.9900355871886122,34.05916149847308,0.0803443772892003,4,0.21401050185142506,poly,-1,True,0.0007268473642900729,median
28.0,0.9900355871886122,4.831517586843157,-0.09803065475920425,3,0.034325354351860765,poly,-1,True,0.0033245060058193572,median
28.0,0.9900355871886122,972.3793256609438,-0.8474375244373065,4,0.3311890283431266,poly,-1,True,0.00024744084206418165,mean
29.0,0.8666666666666667,0.2749590595245911,-0.115539768276822,5,0.002073457860308731,sigmoid,-1,True,0.0002859926763233492,mean
29.0,0.8652173913043478,9.52168927733662,0.6403410772376645,4,6.405789866382055e-05,rbf,-1,True,0.0005960896856123884,most_frequent
