task_id,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,classifier__algorithm_0.0,classifier__algorithm_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0,accuracy
3,1.58549233387155,-1.6717556059988472,-0.6355327208923671,0.0,1.0,0.0,0.0,1.0,0.8354289039457747
3,1.58549233387155,1.6073991648599748,0.1281746472754067,1.0,0.0,0.0,1.0,0.0,0.7851362958723916
3,-0.1553904431623386,1.651598437892643,1.5707330093700904,0.0,1.0,0.0,0.0,1.0,0.7900266354316341
3,0.8891392230579946,1.5168240461051272,1.177308001526086,1.0,0.0,1.0,0.0,0.0,0.848248247763973
3,-0.5035669985691166,1.3513089570983583,0.0510324888746215,1.0,0.0,1.0,0.0,0.0,0.8902129060322125
3,1.2373157784647724,-0.0663436118180353,-0.5583905624915818,0.0,1.0,0.0,1.0,0.0,0.7915664674947693
3,0.192786112244439,0.2207449794105667,0.8687393679229448,0.0,1.0,0.0,0.0,1.0,0.8479578303825809
3,1.2373157784647724,-0.7420032911007937,-1.7232371543434386,0.0,1.0,0.0,0.0,1.0,0.8635726838788393
3,0.192786112244439,1.45603407133945,1.41644869256852,1.0,0.0,0.0,0.0,1.0,0.8026393794785319
3,1.2373157784647724,0.2893850409942459,-0.8978160594550367,0.0,1.0,1.0,0.0,0.0,0.8542312705611576
3,1.2373157784647724,1.4945133055438486,0.5215996551194114,0.0,1.0,0.0,1.0,0.0,0.8036960808235736
3,0.5409626676512168,1.4555059390109644,-0.3038214397689904,0.0,1.0,0.0,1.0,0.0,0.8404282999823802
3,1.2373157784647724,0.4691121145148154,-1.2526699880986487,0.0,1.0,0.0,0.0,1.0,0.8325708919247371
3,0.192786112244439,1.2525046952259815,0.1590315106357208,1.0,0.0,0.0,1.0,0.0,0.8289449805854968
3,1.58549233387155,0.3160975861696613,-1.2835268514589628,0.0,1.0,0.0,0.0,1.0,0.8372002262265414
3,0.5409626676512168,0.4456985492310095,1.5244477143296191,0.0,1.0,0.0,1.0,0.0,0.8206496405297512
3,1.2373157784647724,-1.6902567776052069,0.8455967204027095,0.0,1.0,0.0,0.0,1.0,0.8441525991636525
3,0.5409626676512168,0.6403490949255227,-0.0955376120868704,0.0,1.0,0.0,0.0,1.0,0.8389918171816598
3,0.8891392230579946,0.2259969369861544,1.6401609519307971,0.0,1.0,1.0,0.0,0.0,0.9128012633325104
3,-0.5035669985691166,1.4540633132667604,1.6324467360907189,1.0,0.0,0.0,0.0,1.0,0.8241282408016931
3,-0.5035669985691166,1.6594631139770737,0.8610251520828666,0.0,1.0,0.0,0.0,1.0,0.7780273604290607
3,-0.5035669985691166,0.8568758742369534,-1.0906714554569998,1.0,0.0,1.0,0.0,0.0,0.9344612040154625
3,-0.1553904431623386,1.083612408934466,-1.1909562613780205,1.0,0.0,0.0,1.0,0.0,0.8705380756398701
3,1.2373157784647724,-1.6535720494822412,-0.0183954536860852,0.0,1.0,0.0,0.0,1.0,0.9057846029215817
3,-0.5035669985691166,1.5220331655123087,-0.1726797704876557,0.0,1.0,0.0,0.0,1.0,0.7423536116450431
3,1.58549233387155,-0.7013552901972617,0.4907427917590973,0.0,1.0,1.0,0.0,0.0,0.8807710260775048
3,1.58549233387155,0.2331292113614428,0.120460431435328,0.0,1.0,0.0,0.0,1.0,0.8723881144653763
3,1.2373157784647724,-1.5975650008395168,0.3210300432773701,0.0,1.0,0.0,0.0,1.0,0.9180406915577368
3,-0.5035669985691166,0.5510556506130623,-1.7078087226632817,1.0,0.0,0.0,0.0,1.0,0.8746461238095841
3,-0.1553904431623386,1.5658499304061664,0.1281746472754067,1.0,0.0,0.0,0.0,1.0,0.7912263594909025
3,-0.8517435539758943,-0.1166283423164745,-1.052100376256607,1.0,0.0,0.0,1.0,0.0,0.8947815680894707
3,1.58549233387155,-0.4981358453501693,0.4830285759190189,0.0,1.0,0.0,1.0,0.0,0.8273248426244777
3,0.192786112244439,-0.0945067217190728,-0.650961152572524,0.0,1.0,1.0,0.0,0.0,0.9099158332893729
3,1.58549233387155,-0.8591565929824115,0.1821741581559562,0.0,1.0,0.0,1.0,0.0,0.8495782247161602
3,1.2373157784647724,-0.5847937208182322,0.4367432808785478,0.0,1.0,0.0,0.0,1.0,0.8363472053828613
3,-0.5035669985691166,1.1307105349354636,0.9381673104836518,1.0,0.0,0.0,0.0,1.0,0.8069015248880801
3,-0.1553904431623386,0.5142653740205734,1.7173031103315823,0.0,1.0,0.0,1.0,0.0,0.8291380189577315
3,0.8891392230579946,1.380239521127658,0.7144550511213748,1.0,0.0,0.0,1.0,0.0,0.807227915118404
3,1.58549233387155,-0.4238971810869292,-1.0675288079367642,0.0,1.0,1.0,0.0,0.0,0.8649986038235365
3,1.2373157784647724,-0.5121816216126024,-0.0723949645666349,0.0,1.0,0.0,0.0,1.0,0.8009049999561547
3,0.8891392230579946,0.5910708433113551,-0.2806787922487549,0.0,1.0,0.0,1.0,0.0,0.8224582280889414
3,0.8891392230579946,0.6930023854996104,-1.052100376256607,0.0,1.0,0.0,0.0,1.0,0.8118956962962586
3,0.192786112244439,1.141707433291738,1.2544501599268711,1.0,0.0,0.0,1.0,0.0,0.8108386603013699
3,-0.5035669985691166,-0.2835198718373435,1.2004506490463216,1.0,0.0,0.0,1.0,0.0,0.8730163231198111
3,-0.5035669985691166,1.3851606615119758,0.8841677996031019,0.0,1.0,1.0,0.0,0.0,0.8602904671841932
3,-0.5035669985691166,1.5856099881685946,1.269878591607028,0.0,1.0,1.0,0.0,0.0,0.840228858007405
3,1.2373157784647724,0.8042735266651887,-1.4686680316208476,0.0,1.0,1.0,0.0,0.0,0.7958016740965906
3,-0.5035669985691166,1.580537801230861,-0.4118204615300898,1.0,0.0,1.0,0.0,0.0,0.8840127981100704
3,1.58549233387155,-0.6772859898778021,0.4290290650384691,0.0,1.0,0.0,0.0,1.0,0.8330723844712082
3,1.2373157784647724,0.2770213331184358,0.5678849501598825,0.0,1.0,0.0,0.0,1.0,0.8349532550573002
3,0.5409626676512168,0.986852534517111,0.5910275976801184,0.0,1.0,1.0,0.0,0.0,0.8745954900873915
3,-0.5035669985691166,0.9858775968966406,-0.1341086912872631,1.0,0.0,1.0,0.0,0.0,0.9076524165776897
3,-0.8517435539758943,1.4837945783740822,1.6093040885704832,1.0,0.0,0.0,0.0,1.0,0.7674612701359822
3,0.192786112244439,0.5283300837938312,0.0741751363948569,0.0,1.0,1.0,0.0,0.0,0.928036657452173
3,0.192786112244439,1.3696840708943483,1.462733987608991,0.0,1.0,1.0,0.0,0.0,0.8170674614297087
3,-0.1553904431623386,0.6867588265355439,0.3518869066376842,0.0,1.0,1.0,0.0,0.0,0.8696172872651475
3,-0.5035669985691166,1.3778989995961066,-1.2063846930581776,1.0,0.0,0.0,0.0,1.0,0.8510871966040199
3,-0.1553904431623386,1.5111148802508076,-0.8052454693740945,0.0,1.0,0.0,1.0,0.0,0.7549126823131412
3,0.8891392230579946,1.2830363389003758,0.2978873957571343,1.0,0.0,1.0,0.0,0.0,0.9036042980688014
3,-0.5035669985691166,1.341240301004856,1.1541653540058503,1.0,0.0,0.0,1.0,0.0,0.7968161050064039
3,-0.5035669985691166,1.1476011273228384,-1.2449557722585702,1.0,0.0,0.0,1.0,0.0,0.8269597856978959
3,0.8891392230579946,0.2867645161461996,-1.3915258732200622,0.0,1.0,0.0,1.0,0.0,0.9182890121592331
3,0.8891392230579946,1.6480062668265911,0.1358888631154851,0.0,1.0,0.0,1.0,0.0,0.7483668862106727
3,0.192786112244439,0.3712507066414747,-1.0598145920966855,0.0,1.0,0.0,1.0,0.0,0.8007540889845415
3,1.58549233387155,-0.4217094659367995,1.671017815291111,0.0,1.0,0.0,1.0,0.0,0.8310537859853352
3,0.8891392230579946,0.2001169596355429,1.3315923183276563,0.0,1.0,1.0,0.0,0.0,0.8403804808213311
3,1.2373157784647724,-1.5590411494261471,0.3441726907976055,0.0,1.0,1.0,0.0,0.0,0.8789657301582541
3,0.192786112244439,1.561127608427819,1.6015898727304043,1.0,0.0,0.0,0.0,1.0,0.7938412868299085
3,1.2373157784647724,0.0486814788053476,0.2130310215162703,0.0,1.0,0.0,0.0,1.0,0.8386810781396566
3,-0.1553904431623386,-1.05529312398354,0.305601611597213,1.0,0.0,1.0,0.0,0.0,0.9610736447233027
3,1.2373157784647724,0.0062746218667745,1.6093040885704832,0.0,1.0,1.0,0.0,0.0,0.8819054524865698
3,0.192786112244439,1.3426401192710316,-0.1495371229674201,0.0,1.0,1.0,0.0,0.0,0.8086827768901249
3,-1.199920109382672,0.8085400534805678,-0.2652503605685978,1.0,0.0,1.0,0.0,0.0,0.9458155383569145
3,1.2373157784647724,0.6832269729718442,-1.4532395999406904,0.0,1.0,0.0,1.0,0.0,0.7741495736865649
3,-0.8517435539758943,1.3027256505490474,1.3933060450482846,1.0,0.0,0.0,1.0,0.0,0.8213871310575237
3,0.5409626676512168,0.8405270758260857,0.0973177839150926,0.0,1.0,0.0,1.0,0.0,0.87592449510248
3,1.58549233387155,-0.9103972115682368,0.6141702452003537,0.0,1.0,0.0,1.0,0.0,0.8186694041733965
3,1.58549233387155,-0.9710939395525928,-1.6075239167422608,0.0,1.0,1.0,0.0,0.0,0.9216064242357264
3,0.192786112244439,0.0242685476669888,1.6015898727304043,0.0,1.0,0.0,0.0,1.0,0.8177553724724291
3,1.2373157784647724,0.348311526238495,-1.106099887137157,0.0,1.0,0.0,0.0,1.0,0.7907239148232426
3,1.58549233387155,-0.8339312683999501,-0.1726797704876557,0.0,1.0,1.0,0.0,0.0,0.8253661771835765
3,1.58549233387155,0.0758557457563349,-0.8052454693740945,0.0,1.0,0.0,0.0,1.0,0.8110298944737238
3,0.8891392230579946,0.159831059882428,0.9227388788034948,0.0,1.0,1.0,0.0,0.0,0.9238087829800825
3,1.2373157784647724,-1.2478117394584742,-0.0955376120868704,0.0,1.0,1.0,0.0,0.0,0.9135801746645602
3,-0.8517435539758943,1.5165019328472231,1.1078800589653794,1.0,0.0,1.0,0.0,0.0,0.8691622217271945
3,1.2373157784647724,-1.6150730603563126,-0.9672440020157436,0.0,1.0,0.0,1.0,0.0,0.9665094345241445
3,1.58549233387155,-1.6177033745242282,0.1898883739960349,0.0,1.0,0.0,1.0,0.0,0.8555156623847862
3,0.192786112244439,1.2966062884704266,1.2081648648864,1.0,0.0,0.0,0.0,1.0,0.8049179320575309
3,-0.5035669985691166,1.2004439390991324,-0.0106812378460066,1.0,0.0,0.0,0.0,1.0,0.8362451950853383
3,-0.5035669985691166,0.6794312990589291,-1.6306665642624962,1.0,0.0,0.0,1.0,0.0,0.9003011365259755
3,-0.5035669985691166,1.630955441807319,-0.4812484040907965,1.0,0.0,0.0,1.0,0.0,0.8115666605214088
3,0.192786112244439,0.1447632487489611,1.0075952530443584,0.0,1.0,0.0,0.0,1.0,0.8583191488002494
3,0.5409626676512168,1.5974533506195094,0.94588152632373,0.0,1.0,0.0,1.0,0.0,0.7830217310735825
3,-0.1553904431623386,1.1314889972983668,0.8841677996031019,0.0,1.0,1.0,0.0,0.0,0.8516994655811907
3,1.58549233387155,-0.3416565863785293,-1.1909562613780205,0.0,1.0,1.0,0.0,0.0,0.9238543214302263
3,-0.5035669985691166,0.8397306253200567,-0.8592449802546441,1.0,0.0,0.0,1.0,0.0,0.8426700423745778
3,0.192786112244439,1.295237046460875,-1.2063846930581776,1.0,0.0,0.0,1.0,0.0,0.8407203590108898
3,0.5409626676512168,1.4130697897308069,0.1898883739960349,0.0,1.0,1.0,0.0,0.0,0.839432543773507
3,-0.5035669985691166,0.5641721555186412,-0.4349631090503254,1.0,0.0,0.0,0.0,1.0,0.8732277064862417
3,1.58549233387155,-0.9874041216171908,0.8455967204027095,0.0,1.0,0.0,1.0,0.0,0.8074216125090466
3,0.8891392230579946,-0.0189465253924283,1.7173031103315823,0.0,1.0,1.0,0.0,0.0,0.8806709378737783
3,0.8891392230579946,-0.0206689227304366,-0.4503915407304825,0.0,1.0,1.0,0.0,0.0,0.888476777038846
3,-1.199920109382672,0.7074528846745001,1.431877124248677,1.0,0.0,0.0,0.0,1.0,0.8848191628979829
3,-0.1553904431623386,1.3055850130639677,0.6450271085606678,1.0,0.0,0.0,0.0,1.0,0.8091127477889457
3,1.2373157784647724,-1.5404096428667322,-0.9981008653760576,0.0,1.0,1.0,0.0,0.0,0.9469476961767499
3,-0.1553904431623386,-0.993898544102618,0.0201756255143074,1.0,0.0,1.0,0.0,0.0,0.99
3,0.5409626676512168,1.156600976888438,0.1898883739960349,0.0,1.0,0.0,0.0,1.0,0.8214012937275603
3,0.5409626676512168,0.1335459187743183,-0.6123900733721315,0.0,1.0,0.0,1.0,0.0,0.8571791315514122
3,1.58549233387155,-1.5678016465713045,1.1233084906455364,0.0,1.0,0.0,1.0,0.0,0.8495170277605321
3,0.5409626676512168,0.6445370083283921,0.2516021007166631,0.0,1.0,1.0,0.0,0.0,0.8966860977597323
3,1.58549233387155,1.6277337049240852,-1.4223827365803765,0.0,1.0,0.0,0.0,1.0,0.8033351867346935
3,1.58549233387155,-1.49318040673049,0.5215996551194114,0.0,1.0,0.0,1.0,0.0,0.8808788106294064
3,-0.5035669985691166,1.5630394094312945,1.694160462811347,1.0,0.0,1.0,0.0,0.0,0.8746523165566353
3,0.192786112244439,1.1863293045871703,-0.1341086912872631,1.0,0.0,0.0,1.0,0.0,0.8327118845298681
3,-0.5035669985691166,0.1102794202921845,-0.7743886060137803,1.0,0.0,1.0,0.0,0.0,0.9228905630079016
3,1.2373157784647724,-1.6483398311987774,0.3827437699979983,0.0,1.0,0.0,0.0,1.0,0.9057239724930854
3,1.58549233387155,1.6279025776570053,-0.296107223928912,1.0,0.0,0.0,0.0,1.0,0.7850402487891502
3,-0.1553904431623386,-1.28642446784057,-0.0338238853662422,1.0,0.0,0.0,1.0,0.0,0.9275687805146711
3,-0.8517435539758943,1.2579681639822191,1.3933060450482846,1.0,0.0,1.0,0.0,0.0,0.8280535625154868
3,0.5409626676512168,1.4259050936099498,0.5138854392793331,1.0,0.0,0.0,1.0,0.0,0.7982765980623862
3,-0.1553904431623386,1.4257076503625588,-0.4658199724106395,1.0,0.0,1.0,0.0,0.0,0.8972354683025152
3,-0.1553904431623386,1.1864324522337637,-0.7743886060137803,1.0,0.0,0.0,1.0,0.0,0.8511340468931208
3,1.58549233387155,0.1607992544577072,-0.296107223928912,0.0,1.0,0.0,0.0,1.0,0.8278201930200647
3,1.2373157784647724,0.5685217740285397,0.5061712234392544,0.0,1.0,0.0,1.0,0.0,0.8323398625247924
3,1.58549233387155,-1.6425938877091224,0.498457007599176,0.0,1.0,0.0,0.0,1.0,0.88412533312826
3,1.58549233387155,1.3796790344091452,-0.1495371229674201,1.0,0.0,0.0,0.0,1.0,0.8032233385193851
3,-0.1553904431623386,-1.48336869599069,1.3933060450482846,1.0,0.0,0.0,0.0,1.0,0.9576142538718899
3,0.5409626676512168,0.5081841302190021,1.447305555928834,0.0,1.0,0.0,0.0,1.0,0.839256343976684
3,0.8891392230579946,0.5784567283516,-0.0878233962467919,0.0,1.0,0.0,1.0,0.0,0.8221610505924959
3,-0.1553904431623386,1.332889285912486,1.3624491816879705,0.0,1.0,0.0,1.0,0.0,0.7758107787058681
3,-0.5035669985691166,1.325139755158898,1.1695937856860077,1.0,0.0,0.0,1.0,0.0,0.7735183852581738
3,0.8891392230579946,-0.9342082849595628,0.7607403461618459,0.0,1.0,0.0,0.0,1.0,0.8226415771710884
3,0.5409626676512168,0.6560779307836858,0.0510324888746215,0.0,1.0,0.0,1.0,0.0,0.8148625480972285
3,1.2373157784647724,-0.0705696262586586,-0.9518155703355864,0.0,1.0,0.0,0.0,1.0,0.8609499658973567
3,1.2373157784647724,-0.4696350907927356,0.7838829936820813,0.0,1.0,0.0,0.0,1.0,0.8506964799366538
3,-0.1553904431623386,1.2042316610745996,0.290173179917056,1.0,0.0,0.0,1.0,0.0,0.8774240786731174
3,1.2373157784647724,-1.426205204833373,-0.2652503605685978,0.0,1.0,0.0,1.0,0.0,0.8582279363570835
3,0.8891392230579946,0.321225784847811,-0.7358175268133877,0.0,1.0,0.0,1.0,0.0,0.8658311869333437
3,1.2373157784647724,-0.3762708764840329,1.5938756568903265,0.0,1.0,1.0,0.0,0.0,0.8456011738366718
3,-0.5035669985691166,1.5454807195592075,-1.1986704772180992,0.0,1.0,0.0,1.0,0.0,0.8330938852411317
3,0.5409626676512168,-0.4066544343050594,1.6478751677708758,0.0,1.0,0.0,1.0,0.0,0.8595155869073188
3,1.2373157784647724,-0.4628131040137208,1.1233084906455364,0.0,1.0,1.0,0.0,0.0,0.9143781571860845
3,0.192786112244439,1.606622608705649,0.6295986768805107,0.0,1.0,0.0,0.0,1.0,0.792334466425073
3,-0.1553904431623386,1.058711203078299,0.5987418135201966,1.0,0.0,0.0,1.0,0.0,0.759210795512123
3,0.5409626676512168,0.5442533765557633,-0.7358175268133877,0.0,1.0,0.0,0.0,1.0,0.8635944883493821
3,1.58549233387155,-0.7624528681781092,1.7327315420117393,0.0,1.0,0.0,1.0,0.0,0.8484120623751996
3,1.2373157784647724,-0.6438029931118602,1.223593296566557,0.0,1.0,0.0,1.0,0.0,0.7899066976142807
3,1.2373157784647724,-1.692286423611112,0.6141702452003537,0.0,1.0,1.0,0.0,0.0,0.8793318884542178
3,1.2373157784647724,-0.229387617935358,1.3933060450482846,0.0,1.0,0.0,0.0,1.0,0.8471310482780607
3,1.58549233387155,0.0498800656713661,-1.6769518593029675,0.0,1.0,0.0,0.0,1.0,0.8492920152422941
3,0.8891392230579946,1.5072707573550623,-1.1138141029772353,1.0,0.0,1.0,0.0,0.0,0.9157084858276264
3,-0.1553904431623386,1.2870546938425769,0.105031999755171,1.0,0.0,0.0,0.0,1.0,0.8612364916883732
3,0.5409626676512168,-0.8256877141711269,1.6478751677708758,0.0,1.0,0.0,0.0,1.0,0.8698858528907228
3,0.5409626676512168,1.3682998582552035,-0.2421077130483624,1.0,0.0,1.0,0.0,0.0,0.8152001424610916
3,1.58549233387155,-0.9121243730605346,1.694160462811347,0.0,1.0,1.0,0.0,0.0,0.8632868881967519
3,1.58549233387155,-0.9516419482974856,0.706740835281296,0.0,1.0,0.0,1.0,0.0,0.831626516923311
3,-0.1553904431623386,-1.4034778377642998,1.5630187935300122,1.0,0.0,0.0,0.0,1.0,0.940453183517275
3,-0.1553904431623386,0.5336009385512394,-0.9981008653760576,0.0,1.0,1.0,0.0,0.0,0.9413760425445238
3,-0.1553904431623386,-1.275829286300373,-1.3529547940196696,1.0,0.0,0.0,1.0,0.0,0.9242437171332046
3,-0.5035669985691166,1.162549689420954,0.1127462155952497,1.0,0.0,0.0,1.0,0.0,0.8601847775979361
3,-0.8517435539758943,1.694010833830821,1.5784472252101691,1.0,0.0,0.0,0.0,1.0,0.8542725696910294
3,-0.1553904431623386,1.0033580242944802,-0.1418229071273416,1.0,0.0,1.0,0.0,0.0,0.8623859845924782
3,-0.8517435539758943,1.2770736113124344,1.1464511381657718,1.0,0.0,0.0,1.0,0.0,0.8029605449541365
3,-0.5035669985691166,1.5668320027401712,0.0664609205547785,0.0,1.0,0.0,1.0,0.0,0.8226669197347735
3,1.58549233387155,-1.259645901450022,-0.3809635981697757,0.0,1.0,0.0,0.0,1.0,0.8802128313744806
3,0.192786112244439,1.6281490875733724,-0.458105756570561,1.0,0.0,0.0,0.0,1.0,0.8032279899291737
3,0.8891392230579946,0.2692374586707029,0.2130310215162703,0.0,1.0,0.0,0.0,1.0,0.8366285690027987
3,-0.5035669985691166,0.8434075336534967,1.1850222173661646,0.0,1.0,0.0,0.0,1.0,0.7880007931659869
3,-0.1553904431623386,1.3584450214264423,-0.5738189941717389,1.0,0.0,1.0,0.0,0.0,0.8902830374765219
3,0.5409626676512168,1.0641585405801743,0.1358888631154851,0.0,1.0,0.0,1.0,0.0,0.7971522450002473
3,-0.5035669985691166,0.7206159077961967,-0.9826724336959004,1.0,0.0,0.0,0.0,1.0,0.8641076622225979
3,1.58549233387155,-1.136763647730745,-0.2806787922487549,0.0,1.0,0.0,1.0,0.0,0.836108167394623
3,0.5409626676512168,1.4160654812515368,-1.4918106791410828,0.0,1.0,0.0,0.0,1.0,0.837321522523859
3,-1.199920109382672,1.4271625246644564,-0.7898170376939374,1.0,0.0,1.0,0.0,0.0,0.8525442426873415
3,0.192786112244439,0.2939375306595654,0.3981722016781553,0.0,1.0,1.0,0.0,0.0,0.8623301486349375
3,-0.5035669985691166,-0.5219715619818132,1.030737900564594,1.0,0.0,1.0,0.0,0.0,0.9528167600985785
3,0.8891392230579946,0.5759946438144262,0.7221692669614531,0.0,1.0,0.0,0.0,1.0,0.8532094906368293
3,1.2373157784647724,0.8854359850249321,-1.4609538157807689,0.0,1.0,0.0,0.0,1.0,0.8168120875716349
3,1.58549233387155,-1.201951413509362,0.5138854392793331,0.0,1.0,0.0,1.0,0.0,0.8944460386432342
3,-0.5035669985691166,1.4968546740059852,0.205316805676192,1.0,0.0,0.0,1.0,0.0,0.833435364454416
3,1.2373157784647724,-0.2505469843924774,1.5707330093700904,0.0,1.0,0.0,1.0,0.0,0.8203680756657354
3,-0.5035669985691166,1.008157510490988,0.0278898413543857,1.0,0.0,0.0,1.0,0.0,0.8396661654392986
