task_id,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,classifier__bootstrap_0.0,classifier__bootstrap_1.0,classifier__criterion_0.0,classifier__criterion_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0,accuracy
3,-0.7984179159335955,-1.4750618817707568,-0.911597826895096,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9062110776379464
3,-1.0819630838991725,-1.3015121363393587,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8696141024898746
3,0.7912427874833474,-1.4750618817707568,0.3634978530274328,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.867161230186976
3,-0.986415458755624,-1.4750618817707568,-0.0008151983790039,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9252681354590259
3,-0.0191003673782517,-1.3015121363393587,0.909967430137088,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8304549128581188
3,-1.1543347144582083,-1.4750618817707568,-0.3651282497854408,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9108878239222112
3,1.167927173187666,-1.3015121363393587,-1.6402239297079697,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.809923560115238
3,1.4559209067784769,-1.6486116272021551,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.828147199697456
3,0.72578878847991,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7734062830919893
3,-0.6497683747175441,-1.6486116272021551,1.6385935329499617,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8726313057070312
3,-0.7126479475080733,-0.9544126454765618,-0.3651282497854408,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8262631126484309
3,-1.2493294920666902,-1.4750618817707568,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8725393717887988
3,1.5124869604527051,-1.6486116272021551,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7546943198953272
3,-1.0992858516513924,-1.4750618817707568,-0.5472847754886591,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8975779183258284
3,0.1456898507664673,-1.3015121363393587,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8531318122862114
3,-0.1076187199008065,-1.6486116272021551,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8466009468881234
3,-0.2209346876767692,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8235635028483687
3,0.5739564530183533,-1.4750618817707568,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8475132190361336
3,0.6015708636256117,-1.6486116272021551,1.0921239558403062,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8363622024689322
3,-0.6694300003484392,-1.3015121363393587,0.7278109044338698,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8200656505281311
3,-0.65813159481675,-1.4750618817707568,-0.911597826895096,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9498990250390109
3,-0.6208376065750839,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8963956019561412
3,1.7229216220232113,-1.4750618817707568,0.1813413273242144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7630984956899903
3,-0.7009224575572185,-1.4750618817707568,0.1813413273242144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7953977635062371
3,0.1316584368245373,-1.6486116272021551,-0.7294413011918774,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9282334234913125
3,0.6820005913962587,-1.6486116272021551,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7813700186576789
3,-0.4014693334904423,-1.3015121363393587,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.797588450757731
3,1.6114539024669292,-1.4750618817707568,0.3634978530274328,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7842684280205473
3,-0.8772442153727317,-1.3015121363393587,0.5456543787306513,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9402184403699695
3,-0.6016753895742475,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9042022804294234
3,-0.7866928582612034,-1.12796239090796,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8230534253678471
3,-0.1344351630116175,-1.12796239090796,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9089769193281323
3,-0.991678980778347,-1.3015121363393587,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9356372868173116
3,0.6828053353017416,-1.6486116272021551,-0.3651282497854408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7819686339467654
3,-1.2238080737912829,-1.4750618817707568,-0.3651282497854408,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9513188084551714
3,0.8104095623990537,-1.4750618817707568,-0.0008151983790039,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8098673295088903
3,-0.0358689134328814,-0.9544126454765618,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8880766336788105
3,-1.1774340791277298,-1.6486116272021551,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9575506067426581
3,-0.6647539722397625,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8595453156595502
3,1.249928836692719,-1.6486116272021551,0.3634978530274328,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8110100140157428
3,0.5405436194203671,-1.6486116272021551,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8167322060030164
3,-0.4401933973771678,-1.4750618817707568,0.3634978530274328,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8927018466356444
3,-1.3350873253850226,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8348865069881911
3,-0.0707425982624579,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8596653517247941
3,0.4842764653883628,-1.3015121363393587,0.3634978530274328,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9326336273214749
3,-0.3503564294657284,-1.4750618817707568,0.909967430137088,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9007483650385185
3,-0.5618679293164438,-0.9544126454765618,-0.0008151983790039,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8140445596525598
3,-0.0603659745730589,-1.12796239090796,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8720530779586291
3,1.3987549531467045,-1.4750618817707568,0.909967430137088,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7444695033746956
3,0.7402100635079191,-1.4750618817707568,-1.2759108783015327,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8414712043542862
3,0.5697271611134765,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8415367496754125
3,0.4700439305674505,-1.6486116272021551,0.5456543787306513,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9163819890782001
3,-0.6579009317460774,-1.4750618817707568,0.909967430137088,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9255500671140349
3,0.4601062970204059,-1.12796239090796,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8483065736047201
3,1.2386082838317336,-1.6486116272021551,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7520512323503771
3,0.0629381372876189,-1.6486116272021551,-0.0008151983790039,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8279391486362337
3,-0.1688804306098945,-1.3015121363393587,-1.4580674040047512,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9021102355360049
3,-0.1360106543531523,-1.6486116272021551,-0.5472847754886591,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.894052224447256
3,-1.2782419432563754,-1.6486116272021551,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8790963133514202
3,0.5954821582602653,-1.3015121363393587,-0.3651282497854408,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8608678578327538
3,0.3530282316965157,-1.6486116272021551,-0.7294413011918774,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7961671542825836
3,-0.2575177301837612,-1.3015121363393587,-1.4580674040047512,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8386321226834534
3,-0.8666888825200931,-1.6486116272021551,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9297330164940436
3,0.4857161547251233,-1.4750618817707568,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7923597938761521
3,-0.723223761281712,-1.6486116272021551,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7799647369138049
3,1.3885393172487983,-1.6486116272021551,-1.4580674040047512,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8341417286731131
3,0.1787893247675432,-1.3015121363393587,1.456437007246743,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777672788206101
3,0.7616723763116401,-1.6486116272021551,1.2742804815435247,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8978940910552263
3,-0.0164261781227642,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8238000642274487
3,-1.688657308530484,-1.4750618817707568,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9090750978504896
3,-1.293269585232151,-1.12796239090796,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8267582683603394
3,-1.2567183444876553,-1.3015121363393587,-0.1829717240822224,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9110416447818592
3,-0.3700928710186338,-0.9544126454765618,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7966773304664644
3,-1.037067355453173,-1.6486116272021551,1.0921239558403062,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8969932904360141
3,0.1070949239293427,-1.3015121363393587,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8908480822329453
3,-0.2874907476722478,-1.3015121363393587,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7914336832632526
3,0.6084721620850255,-1.4750618817707568,-0.911597826895096,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8579035162171436
3,-1.0206564005616987,-1.4750618817707568,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8184448567973486
3,-0.0558900764513368,-1.4750618817707568,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8126084086236722
3,-0.6319476138700603,-1.6486116272021551,-1.2759108783015327,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99
3,0.3554144453239102,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8222674810464088
3,-0.5225920833785375,-1.6486116272021551,0.3634978530274328,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8065451243281376
3,0.861868836132397,-1.3015121363393587,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7870711238758908
3,1.332105653999942,-1.6486116272021551,0.1813413273242144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7798349201181779
3,1.5286598141518928,-1.4750618817707568,0.909967430137088,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7123137442862948
3,-1.0523477541283228,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9234005243187857
3,-0.4826684580191063,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8816725673317292
3,1.6742570522485576,-1.6486116272021551,-0.3651282497854408,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8300307561613234
3,-0.3452570113319775,-1.3015121363393587,-0.3651282497854408,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8567058853266415
3,-0.1088519229167084,-1.12796239090796,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8055295580982473
3,-0.7368260672146074,-1.6486116272021551,0.3634978530274328,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.938255196901473
3,-0.1733191254369767,-1.3015121363393587,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8055711016782545
3,-1.02464963420092,-1.6486116272021551,-0.1829717240822224,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.913545768773845
3,1.6250623470185104,-1.6486116272021551,1.2742804815435247,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8137075354364248
3,0.4128637072199863,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8510475746008225
3,-0.4282148866830045,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9486676456651001
3,1.523328856640363,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7399328943786563
3,-1.4477922688367946,-1.6486116272021551,-0.3651282497854408,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8556526689242231
3,-0.646669372968446,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7914031077971048
3,-1.285290277132559,-1.6486116272021551,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8611574533135407
3,-0.178245086772886,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9335226315623761
3,0.8552906431322812,-1.3015121363393587,-0.3651282497854408,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8896813141594567
3,-0.4616823852647912,-1.12796239090796,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8667316458651824
3,-0.3453727937103971,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.99
3,0.8447322823460998,-1.4750618817707568,-0.0008151983790039,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7685276961452744
3,0.5401378924973899,-1.4750618817707568,1.456437007246743,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7744012357835703
3,-0.6206766813295146,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.865923278325346
3,-0.1990150681730979,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9382834735457171
3,1.4707997562740005,-1.6486116272021551,0.1813413273242144,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7918523681246309
3,1.3099743477596757,-1.4750618817707568,-0.3651282497854408,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8076046330855778
3,-1.31221048999214,-1.4750618817707568,1.2742804815435247,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9123663158428867
3,-0.8669473391686925,-1.4750618817707568,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8861892383907619
3,-0.7111489620382907,-1.4750618817707568,0.909967430137088,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9095030943247021
3,1.6710905600808272,-1.6486116272021551,0.1813413273242144,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7172286401956415
3,1.43372394769803,-1.3015121363393587,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7564191442532271
3,0.0774789824707398,-1.6486116272021551,-0.0008151983790039,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8150762927097239
3,0.9518670800822936,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8763559129687102
3,0.0524426828001994,-1.4750618817707568,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8838908280828607
3,1.041377751627287,-1.4750618817707568,0.1813413273242144,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8124697169197009
3,-0.1588020989256004,-1.4750618817707568,0.1813413273242144,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571308855317158
3,0.9149620793771144,-1.6486116272021551,0.1813413273242144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8026550223594582
3,0.4142789579338132,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.804478331134334
3,-0.7003378680358743,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8928357716739287
3,1.2915225849758714,-1.6486116272021551,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8892793459488674
3,-0.4666132549973908,-0.9544126454765618,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8152619108595632
3,-0.3764843923277276,-1.6486116272021551,-0.911597826895096,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8740630639593704
3,0.3532608389146161,-1.4750618817707568,-0.0008151983790039,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8213504832056545
3,0.8850933775359666,-1.4750618817707568,1.6385935329499617,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7924977963468428
3,-0.4330148183087015,-1.12796239090796,-0.0008151983790039,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9084527390114095
3,-0.3330409119189815,-0.9544126454765618,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9292388533561695
3,-0.2091182155641923,-1.4750618817707568,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8817475471791348
3,-0.8511568499397547,-1.6486116272021551,-0.3651282497854408,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9237480149917924
3,-0.393727592778936,-1.4750618817707568,-0.7294413011918774,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9298232787337493
3,-0.4824775403465088,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9427370186295561
3,1.6301989721422865,-1.4750618817707568,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7218789736735804
3,-1.0346280902660778,-1.12796239090796,1.0921239558403062,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8601341737787704
3,-0.5508476040859143,-1.4750618817707568,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8159403868303767
3,-0.1070345843450147,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8865740556928026
3,-0.9461777224464144,-1.4750618817707568,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8722406147461987
3,-0.3176535804623391,-1.6486116272021551,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8451910052999734
3,-1.3786297398176195,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9554623796713568
3,1.1452261826045305,-1.4750618817707568,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.825744114361861
3,1.1495565792619,-1.6486116272021551,-0.0008151983790039,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8045460541597095
3,1.6906319321183438,-1.6486116272021551,1.0921239558403062,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7883275065745098
3,-0.9717875215290128,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.875459795522429
3,0.6693998374993486,-1.6486116272021551,-0.5472847754886591,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8451592216433561
3,-0.3599567511020287,-1.6486116272021551,0.5456543787306513,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.867847538004609
3,0.273579276324681,-1.12796239090796,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8635713133307891
3,0.9931183918779896,-1.4750618817707568,0.909967430137088,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.787852816802705
3,1.5718080509420522,-1.4750618817707568,-0.3651282497854408,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7972273874158742
3,-0.701769335001694,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8570505464152481
3,1.0711972445863442,-1.3015121363393587,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8453368446044949
3,0.12671097697028,-1.4750618817707568,0.1813413273242144,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.818068095146148
3,-1.4953147805866935,-1.4750618817707568,-0.911597826895096,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9796312829636965
3,1.6966479181524017,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7880976769500492
3,-0.8559215084845742,-1.3015121363393587,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9302399842870975
3,-0.8081409187797557,-1.4750618817707568,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.883079194626962
3,1.380359889524804,-1.6486116272021551,-0.3651282497854408,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8008086054967336
3,-0.3933311349485976,-1.3015121363393587,0.1813413273242144,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8493203063600091
3,-0.9576821164816528,-1.6486116272021551,-0.911597826895096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9121226727755358
3,-1.0467869876233356,-1.4750618817707568,-0.0008151983790039,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.918587224032999
3,0.4177610991481882,-1.6486116272021551,-1.6402239297079697,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8462607601664125
3,1.0581669192224157,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7867295496132753
3,-0.1449206879250408,-1.3015121363393587,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8874439830334666
3,0.9522963823937132,-1.12796239090796,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7466766488352814
3,-0.2160478819631361,-1.6486116272021551,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7935439618227162
3,-1.1191700799209316,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9667557311884999
3,1.01498690691409,-1.4750618817707568,-1.6402239297079697,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.862663540606589
