task_id,classifier__C,classifier__coef0,classifier__degree,classifier__gamma,classifier__tol,classifier__kernel_0.0,classifier__kernel_1.0,classifier__kernel_2.0,classifier__shrinking_0.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0,accuracy
3,-0.7215650253083261,-1.276705626659164,1.4329031380017934,1.5703739895763065,1.4692402465593395,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.87177578072864
3,0.2778099318861382,-0.7415278884629458,0.0159561795056526,-0.1879553550732155,1.5591546063626327,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8861237201446854
3,1.64071431854118,0.2714684129873419,0.7244296587537228,-0.7889709924263713,1.5359380245399732,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8670065888321898
3,1.532908321588104,0.4021954673962475,0.7244296587537228,-0.221840365656034,-1.5625325291777896,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8852557895154725
3,1.2354138842930709,1.1075201558687946,1.4329031380017934,1.68653597886912,0.0736185165547133,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8313390359805215
3,0.8278873640093647,1.3604517359577797,0.7244296587537228,0.1336978929495682,1.1529258835577805,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7266043867329088
3,0.4084454801387876,-0.6707643297347354,1.4329031380017934,-0.3557487024511492,1.0340802111972598,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8521515842648415
3,-0.8450142379107844,0.5103860687231097,1.4329031380017934,0.7937842842643508,1.0996253618669114,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8619466733770845
6,0.292648406336939,0.9089259574786024,1.4329031380017934,0.2193109055596731,0.2004704245007476,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6275006443027452
6,0.4064820974378139,1.6671763789421246,0.0159561795056526,0.5241103746803114,-0.092316592145576,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.666432322770056
6,1.0974867669190358,1.5902031992889214,-1.400990778990488,0.746889167638091,-1.0951023468118326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6878002495330888
6,0.6873121813475411,-0.2969465079083159,1.4329031380017934,0.6888123516835674,0.9794849625702516,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7068964374757601
6,0.9995821902394396,-0.1062190937050123,-0.6925172997424176,0.384856187150749,-0.0690775084634155,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6694926098590831
6,0.1981021206952093,0.464888270652902,0.7244296587537228,0.0802502883389861,0.7131073690927875,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.715953354475616
6,-0.246331193818416,-0.4106967062597268,0.0159561795056526,1.1331827123452676,-1.3418939407303898,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.613034416556069
6,-0.5290440653289079,-1.2771970964750423,-0.6925172997424176,0.9565311100856556,-1.7011813039290895,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7262427868488467
6,-0.1881245875013046,-0.4425456198094567,0.7244296587537228,0.7706408684203947,-0.4902454833533923,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7369381467680906
6,0.1588039703068156,0.889641183301857,-0.6925172997424176,0.3229309759792593,0.8861167460330289,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7510121929454375
6,0.7910690403109729,-0.3333262642524565,-1.400990778990488,-0.1892889332900878,-0.120892357126604,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7055583021654845
6,1.6685553959303288,0.3810597613995646,-0.6925172997424176,0.5997686573384667,-1.0906104243866404,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6460294632920704
6,0.1111221549008603,0.0085891246424597,-0.6925172997424176,0.6075687714543179,-0.4644561030880397,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5876007636871714
6,-0.7168406531729171,0.9102617896829854,0.0159561795056526,0.4662414761612831,1.0421727389630873,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5820630799141449
6,-0.1796358778981406,0.7728790708474108,-0.6925172997424176,0.1734563101615993,-1.16320915818917,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6403111159016281
6,-0.3264052877627649,-1.1050640374903389,-1.400990778990488,1.0276378350148585,0.1456953200899182,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6595329106166656
6,-0.7987584987159019,-1.2475215760844494,-1.400990778990488,0.821557372004065,-0.3090133025706911,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7469154784854513
6,1.1273341002335129,-1.7223626378294958,-0.6925172997424176,0.5065183219492393,1.345430856155854,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6254569311150059
6,0.1933591799911135,-0.803409967626598,-0.6925172997424176,0.78878509514355,-0.6914278231981504,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6502850397596195
6,0.1786104814049338,1.3480264533369386,-0.6925172997424176,1.163764567984233,1.1733660302408195,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6768539792449972
6,0.4025265809636083,-0.0243718104261025,0.7244296587537228,0.1800981924812802,-0.795930684324603,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6172436762523454
6,-0.6234456145373265,-0.7557769758031696,0.7244296587537228,0.5101364064244218,1.3360975384452822,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5608284971563533
6,-0.0125205403760028,0.8945106702940274,-1.400990778990488,0.5162748449401532,-0.4049534536204506,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7107322051431776
6,1.7592341917255092,-0.0773107581717539,0.7244296587537228,0.7038803781026352,0.2393614936543043,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6513945800549233
6,1.0266607867137003,-0.3857445179747262,1.4329031380017934,-0.1533747295272783,1.3636113291215404,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5856525231015697
6,-0.544756065409863,1.4232451831790538,1.4329031380017934,1.0562701807787949,0.4887081997689019,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6619766238582483
6,0.939759436507797,-0.4630832068389011,0.7244296587537228,-0.1977524196595311,1.0299503374524124,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6531578961366583
6,0.1093807714563031,0.3528118705132379,-0.6925172997424176,0.6496542176790272,1.6549941987725114,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.646480274945516
6,1.2143925269429008,0.6441788076572557,1.4329031380017934,0.0607051845812633,-0.1999542763076976,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7119314438162555
6,-1.0513979125374462,-1.3637449040575176,-1.400990778990488,0.9005148872132623,0.229670294055266,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6224789040752473
6,0.0698746746782575,0.5031173880356516,0.7244296587537228,-0.0583264926420071,1.6311655918292307,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7575755719357251
6,0.5732565340849711,1.56182025388147,-0.6925172997424176,0.3167961047500916,0.5247908745755514,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6866812454874185
6,0.5368627424639687,-1.0411332774393915,-1.400990778990488,0.1270551890121836,-0.0231896094977841,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6078269818646124
6,1.48411460296262,-0.685722343593083,0.0159561795056526,0.3705103085568521,0.7857255193776067,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6104105032708279
6,0.6459118984120749,-0.9983991416134116,-0.6925172997424176,1.0435502602058244,1.0692993482423114,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6363898327211611
6,0.9661300017726469,0.4310439769004981,1.4329031380017934,0.8353106220815132,-1.1400090719508076,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6680956219910011
6,-0.6214220828428857,-1.1740102211387835,-0.6925172997424176,0.6964900386310032,0.0426341153322172,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6270795070633085
6,0.6112795351632143,-0.4542944778193611,-0.6925172997424176,0.1179383295298768,-0.9250854332584628,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6485039918954981
6,1.5905227770501862,0.1383387943934732,0.0159561795056526,1.0143444650724251,-0.9501246321308832,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6930906593895402
6,0.4184797247742642,-1.533652736512804,1.4329031380017934,0.7694619397865115,-0.8671334395710096,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5981119971797223
6,0.2809482534920863,-1.658646650663085,0.7244296587537228,1.1298520286826648,0.4417257177972702,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6499045944467623
6,0.5841147022772436,1.6511566458563047,0.7244296587537228,0.0575497245616007,0.5389138471584081,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6536968762006031
6,1.3261581897335677,-1.224831335872353,-1.400990778990488,-0.2846036686397052,0.8351535069731959,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5457312481387097
6,1.1255899780161878,1.6279710435106651,0.7244296587537228,-0.1135719372176904,-0.8394213910224003,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6207986617131295
6,0.936287135931356,-1.7153075300014715,-0.6925172997424176,0.9373347732199748,0.5161136417605962,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5744367141930952
6,0.196443464090698,0.4159835507956784,1.4329031380017934,0.1400107998898322,0.3793831620067034,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6648269602630261
6,-0.4636559235000428,0.5264116976427272,0.0159561795056526,0.4406692323639798,-1.4621742948319478,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762348138360466
6,0.6160128688307743,0.0935108443043952,0.7244296587537228,-0.0568267695361863,-1.4269034692616027,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6779897361735469
6,0.9724909225279544,1.684155738821461,-0.6925172997424176,0.5439263558346837,-0.7894701252246483,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6204991763207333
6,-1.5868420904995684,0.9396932174356384,-0.6925172997424176,1.303830451842378,-1.239478392944266,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7254481121736037
6,0.6479379828896877,-1.4291999300557896,0.7244296587537228,-0.0690620538517023,-0.279681559074673,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.53806705389465
6,-0.0039823056210477,-1.6750754023467085,1.4329031380017934,0.9309700625016116,0.2731318971202846,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6506083974649758
6,-0.16942169419131,-0.9500210787170674,0.7244296587537228,0.600763726125708,0.3257372673141996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6265682714294953
6,0.3266614354911231,-0.1215520334181057,1.4329031380017934,0.6563803220824672,-0.8654026140537224,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7283398643091792
6,1.1077726670928267,-0.4063132731207228,-0.6925172997424176,-0.0788411960788032,0.0415490659244037,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6205615839392704
6,1.7364553699623697,-0.2353000853238375,-0.6925172997424176,1.2152248420692222,0.1710924530919836,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7121864191912117
6,1.4479118570866951,-1.3606968843072,0.7244296587537228,1.031914916729923,0.4121831322584806,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5794306691906346
6,0.8729531908694921,1.215829545517192,1.4329031380017934,-0.4025355088414981,-1.6814544115421084,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.662571102042917
6,1.0721415643930667,1.5096980980463195,0.0159561795056526,0.6090275876561341,-0.3882168951200313,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6188196187175331
11,1.583535964483425,-1.2380341189920647,-0.6925172997424176,0.2376312269360476,-0.4257679922112173,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7887677748026516
11,0.7058512585738091,-0.9852383073480738,-1.400990778990488,0.4065092144612154,0.1578400966057594,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8471777779662091
11,1.0164854773580585,-0.5269814818886247,-1.400990778990488,0.0300409569587086,0.7672519764605752,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8004863822482156
11,0.1046786037442892,0.7177738828988351,0.0159561795056526,0.8070417361327579,-0.2481504861809637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8373504295329821
11,-1.458141266769012,-1.3131266032442048,-0.6925172997424176,1.6749741071912367,1.6447705882629349,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9565672326629956
11,1.0074700727916373,0.820919261252172,1.4329031380017934,0.5895494932319117,-1.1635185755603483,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8361316014431139
11,0.0537890163373095,1.1670152209969331,1.4329031380017934,0.7684042035029056,0.585666380289021,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7843715699905977
11,1.5687580881575536,-1.160768960916159,1.4329031380017934,0.2800905186451512,-1.331332511222676,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7385752239314993
11,1.102871534765509,0.1769956619408634,0.7244296587537228,0.4231838018385626,-1.2254119761486282,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7465734928872344
11,0.6166385502661493,0.2006202194412961,0.7244296587537228,0.5427221084172267,-0.6058954432725107,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7820569848899416
11,1.623494417059491,0.7785178465699135,-0.6925172997424176,0.8192139701743029,0.9323693230180308,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8964228863080389
11,1.502752376305828,1.1183795316994256,-0.6925172997424176,-0.4498297633650376,0.9040242961470096,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8929009648161853
11,0.572010821024961,1.4801384151878518,0.7244296587537228,1.0945604848475878,0.07387909334979,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8537543163626595
11,-1.624521686780169,1.0234422513279708,0.7244296587537228,1.0740016584310794,-0.2586066978601126,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7714758234343576
11,0.530058350153935,0.2403647804040568,0.7244296587537228,0.6699912371935888,-1.611572302589123,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7951804776153767
11,1.4384577586948135,-0.9492823221661266,0.0159561795056526,0.2272309430986756,-1.5756388709841609,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6901052471610825
11,1.0048244699038835,1.2700952547198057,-0.6925172997424176,0.9726262473276712,1.404838262625534,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9395495142526255
11,0.0161375645307755,1.4441866219610326,0.7244296587537228,0.5332187362341619,-0.5188435233934304,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8021547572133576
11,1.716841706911731,0.4401945828969553,0.0159561795056526,0.8096137249458715,0.2670426294744341,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8820983505463191
11,1.4890356400367677,0.5740434267974319,0.7244296587537228,1.6171248539039504,0.4655676647129906,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9092121226076961
11,-0.4716148916299665,-0.3297830484564579,-0.6925172997424176,1.0415324012529592,-0.1635289241027643,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9576127491495703
11,0.1383452299097784,0.0788979644747107,0.7244296587537228,0.7530354013833507,1.417762419499606,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.812865801596186
11,-0.0899833644523482,1.1044051749703905,-0.6925172997424176,0.919419048752658,-1.5449489270894667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8470706262359952
11,0.2317640578630109,1.3667428410458926,0.7244296587537228,0.5452857613791817,-1.085825336558159,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7420247773507371
11,0.4729559280683922,-0.2501562048540148,0.7244296587537228,0.2221051691068189,-0.3094294852021348,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7874341135386932
11,1.3874732142818953,-0.2899353377222741,1.4329031380017934,-0.4734959471532472,0.4213711626622415,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7285213989087278
11,1.737554637299214,-0.6848112526269486,-1.400990778990488,0.8566687998807425,-0.5249709244858386,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8090157414636854
11,-0.4418980583865871,0.3828518816306442,0.7244296587537228,1.5457691868157617,-0.34874869191244,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.812402756194439
11,1.5541863237869895,0.5491176366150465,1.4329031380017934,0.5942474393228638,0.8216770143232016,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7796288248707702
11,1.1472574258979302,-1.0864261700926945,-1.400990778990488,-0.2025387092649224,0.2580756624490889,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7271306820810413
11,1.6620088292798476,0.2346779814193823,0.0159561795056526,0.8994650961504176,-1.4189662794870783,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8359424187363659
11,1.2396727827127854,1.266233224999344,0.0159561795056526,0.1015738010666864,-0.4596660641750317,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8276211394153968
11,-0.921216452838205,1.3196097258955286,-0.6925172997424176,1.503234989480548,-0.2484321097934757,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8868435757515918
11,1.0286269503639165,1.0481044940106097,-0.6925172997424176,0.7216611564129002,-0.0964641511862698,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8823084232047482
11,1.060996681898835,-0.5708894912392812,-0.6925172997424176,0.643500991519094,-1.6121616203921112,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.730855446863742
11,0.109254550581905,1.6398495302384877,-0.6925172997424176,0.3549318112239035,0.5788012050412202,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8447442432248723
11,1.6892806031911791,-0.4598287501865067,0.7244296587537228,-0.4702967635507988,-1.3416506372593902,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7713938166881749
11,0.5545308937595723,-0.0816718364311525,-0.6925172997424176,0.8425691970018435,-0.0160266361052354,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8087897068840746
11,-0.3622263914213074,0.1595298757563708,0.0159561795056526,0.6199884851885185,0.263312064451251,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.852404006254236
