Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,alpha,binarize,fit_prior
PieChart3_1453,3,0.916279069767442,0.0020854473114013,0.0002906322479248,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1762399038390216,0.3699059338903209,True
PieChart3_1453,3,0.916279069767442,0.002112865447998,0.0003764629364013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.39074063615946,0.104940813197755,False
PieChart3_1453,3,0.916279069767442,0.0040936470031738,0.0004928112030029,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4270055057110601,0.1140907379757016,True
PieChart3_1453,3,0.916279069767442,0.002070665359497,0.0003113746643066,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1700600023250186,0.0319106968813024,False
PieChart3_1453,3,0.916279069767442,0.0021619796752929,0.0002901554107666,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1636750651072399,0.0,True
PieChart3_1453,3,0.916279069767442,0.0020868778228759,0.000288963317871,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.747387609865778,0.0,True
PieChart3_1453,3,0.916279069767442,0.0023214817047119,0.000317096710205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.118436598101627,0.4995051897085165,False
appendicitis_test_edsa_45613,3,1.0,0.0011088848114013,0.0002665519714355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3265160988676228,0.3352292908460148,False
appendicitis_test_edsa_45613,3,1.0,0.0012612342834472,0.0002799034118652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1101080381515317,0.3934590541671159,True
appendicitis_test_edsa_45613,3,1.0,0.0011954307556152,0.0002987384796142,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2793701731000025,0.3232263592464994,True
appendicitis_test_edsa_45613,3,1.0,0.0011720657348632,0.0002715587615966,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1297273006974324,0.0,True
appendicitis_test_edsa_45613,3,1.0,0.0012214183807373,0.0002863407135009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1609866537424685,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.0011389255523681,0.0002782344818115,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7294847875736915,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.001272439956665,0.0002825260162353,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2882947553075632,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.0015311241149902,0.0006678104400634,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0761969503779798,0.0,True
appendicitis_test_edsa_45613,3,1.0,0.001258373260498,0.0003333091735839,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3213568091589062,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.0011301040649414,0.0002706050872802,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.604568954303957,0.1771274885739019,True
appendicitis_test_edsa_45613,3,1.0,0.0017130374908447,0.0003736019134521,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4846708330443,0.374505295038077,True
appendicitis_test_edsa_45613,3,1.0,0.0011470317840576,0.0002744197845458,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3602295646447822,0.2492171650908982,True
appendicitis_test_edsa_45613,3,1.0,0.0015304088592529,0.0003366470336914,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5115027629747635,0.4385855957785052,False
appendicitis_test_edsa_45613,3,1.0,0.001082420349121,0.0002651214599609,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5784872135460015,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.0012679100036621,0.0003390312194824,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6663533206505652,0.0,True
appendicitis_test_edsa_45613,3,1.0,0.0010478496551513,0.0002574920654296,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.852059911712502,0.1613381138362126,False
appendicitis_test_edsa_45613,3,1.0,0.0011334419250488,0.0002651214599609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.8003463912206592,0.0,False
appendicitis_test_edsa_45613,3,1.0,0.0012955665588378,0.000295877456665,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1696351431118925,0.0,True
appendicitis_test_edsa_45613,3,1.0,0.0012166500091552,0.0002887248992919,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.730179379204471,0.0,True
appendicitis_test_edsa_45613,3,1.0,0.0011489391326904,0.0002806186676025,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4697776020678768,0.0,False
DiabeticMellitus_41430,4,0.9821428571428572,0.0012879371643066,0.0003716945648193,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3224795428487266,0.0114364063015872,False
DiabeticMellitus_41430,4,0.9821428571428572,0.0013291835784912,0.0003178119659423,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1549219923996045,0.0,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0012121200561523,0.0002908706665039,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.2517318082900859,0.0124285513766563,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0012354850769042,0.0003178119659423,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.671323010426125,0.1727136115004361,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0010967254638671,0.0002696514129638,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2584671962550749,0.0,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0013148784637451,0.0003092288970947,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.663970485028562,0.0,False
DiabeticMellitus_41430,4,0.9821428571428572,0.001223087310791,0.0003161430358886,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2072872128454283,0.0,True
DiabeticMellitus_41430,4,0.9821428571428572,0.001178503036499,0.0002722740173339,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8153078861565054,0.0,False
DiabeticMellitus_41430,4,0.9821428571428572,0.0011718273162841,0.0003020763397216,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6270409400823695,0.241806475246172,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0012481212615966,0.0003156661987304,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.419512200064916,0.2567049101114695,True
DiabeticMellitus_41430,4,0.9821428571428572,0.0012934207916259,0.0003175735473632,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5836315210692546,0.1669053866842103,True
DiabeticMellitus_41430,4,0.9821428571428572,0.001279592514038,0.0003600120544433,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.472655840150851,0.0,False
DiabeticMellitus_41430,4,0.9464285714285714,0.0011987686157226,0.0002999305725097,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3697405162121492,0.0880862458546977,True
DiabeticMellitus_41430,4,0.9464285714285714,0.001255989074707,0.0002915859222412,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7568600130451959,0.0706896615768479,False
DiabeticMellitus_41430,4,0.9464285714285714,0.0012323856353759,0.0002846717834472,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1362954218292635,0.0,True
DiabeticMellitus_41430,4,0.9464285714285714,0.0012476444244384,0.0002949237823486,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8499217375837145,0.0499789863838642,True
DiabeticMellitus_41430,4,0.9464285714285714,0.0010857582092285,0.0002667903900146,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.379975504104121,0.0,True
DiabeticMellitus_41430,4,0.9464285714285714,0.0012500286102294,0.0003213882446289,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.694657884124203,0.0654563660741082,True
DiabeticMellitus_41430,4,0.9464285714285714,0.0011169910430908,0.0003366470336914,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.616628278563119,0.2155059546211287,False
DiabeticMellitus_41430,4,0.9464285714285714,0.0011806488037109,0.0003352165222167,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9727995055747994,0.0,True
tae_48,1,0.7,0.001420259475708,0.0004515647888183,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1725533559449023,0.2496257521490237,False
tae_48,1,0.7,0.0012736320495605,0.0003683567047119,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1064828561818107,0.0,True
tae_48,1,0.7,0.0014786720275878,0.0003831386566162,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4040537050204996,0.0,True
tae_48,1,0.7,0.0014359951019287,0.0004589557647705,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.488748108687825,0.4760796862214675,True
tae_48,1,0.7,0.0013151168823242,0.0005483627319335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.806447181585336,0.4569917688704414,True
tae_48,1,0.7,0.0013835430145263,0.0004527568817138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3903962786719049,0.0,False
tae_48,1,0.7,0.0014400482177734,0.0004811286926269,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9801845252462896,0.0,False
tae_48,1,0.7,0.0015914440155029,0.0003929138183593,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6954049998536637,0.0,True
tae_48,1,0.7,0.0014255046844482,0.0004615783691406,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.662285990954157,0.0,True
tae_48,1,0.7,0.0013325214385986,0.0004754066467285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2902000122273006,0.3301772429995874,False
tae_48,1,0.7,0.0013163089752197,0.0004534721374511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1873881872939317,0.4506117747428902,False
tae_48,1,0.7,0.0014655590057373,0.0004677772521972,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2473871380877788,0.1342526534515373,False
tae_48,1,0.7,0.001328706741333,0.000457763671875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1290222984560605,0.0,True
tae_48,1,0.7,0.0013411045074462,0.0004594326019287,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2490356281482417,0.1033255656445983,True
tae_48,1,0.7,0.0015416145324707,0.0003809928894042,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1043282194085057,0.0,False
tae_48,1,0.7,0.0015742778778076,0.0005607604980468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.7968705932085616,0.4098236408320603,False
tae_48,1,0.7,0.0013470649719238,0.0004608631134033,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4292900422612241,0.3704004631058369,True
tae_48,1,0.7,0.0014622211456298,0.000474214553833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.836685993258207,0.0582317502796609,False
tae_48,1,0.7,0.0013928413391113,0.0004572868347167,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2440248764451983,0.0,False
tae_48,1,0.7,0.0012905597686767,0.0003414154052734,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4916512420149547,0.0,True
fri_c1_500_50_766,3,0.79,0.0016288757324218,0.0002918243408203,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5196157629738559,0.0,True
fri_c1_500_50_766,3,0.79,0.0016882419586181,0.0003368854522705,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1039687905959767,0.3158208510252952,True
fri_c1_500_50_766,3,0.79,0.0017488002777099,0.0003013610839843,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.768874638330833,0.0,True
fri_c1_500_50_766,3,0.79,0.001577615737915,0.0002751350402832,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1158747793829586,0.0,False
fri_c1_500_50_766,3,0.79,0.0016119480133056,0.0002927780151367,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.592060660782734,0.0,True
fri_c1_500_50_766,3,0.79,0.0019729137420654,0.000349998474121,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.083432620145249,0.318737990454652,False
fri_c1_500_50_766,1,0.78,0.0020389556884765,0.0003859996795654,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1777248321167977,0.0,False
fri_c1_500_50_766,1,0.78,0.0017564296722412,0.0003247261047363,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.222337539880233,0.3576559882418273,True
fri_c1_500_50_766,1,0.78,0.0015578269958496,0.000288963317871,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0302795766547823,0.397508835108354,True
fri_c1_500_50_766,1,0.78,0.0016965866088867,0.0003130435943603,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5944290478688145,0.4467079150338882,False
fri_c1_500_50_766,1,0.78,0.0015878677368164,0.0002965927124023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.969901753559904,0.0,False
fri_c1_500_50_766,1,0.78,0.0017540454864501,0.0003314018249511,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1228957254008344,0.0,False
fri_c1_500_50_766,1,0.78,0.0016248226165771,0.00028657913208,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1282611869699278,0.0,True
fri_c1_500_50_766,1,0.78,0.0019519329071044,0.0003085136413574,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.821222499054781,0.0,True
fri_c1_500_50_766,1,0.78,0.001645803451538,0.0002965927124023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2567375808868797,0.0,True
fri_c1_500_50_766,1,0.78,0.0017032623291015,0.0003249645233154,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.965341084424352,0.1072666701014879,False
fri_c1_500_50_766,1,0.78,0.0016353130340576,0.0002913475036621,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1619277449496938,0.0,True
fri_c1_500_50_766,1,0.78,0.0015590190887451,0.0002987384796142,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.418713608303214,0.3657009923240036,False
fri_c1_500_50_766,1,0.78,0.0018167495727539,0.0003283023834228,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2630841443051968,0.0,True
fri_c1_500_50_766,1,0.78,0.001908540725708,0.0003323554992675,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6139984814231595,0.1438679275551263,False
tokyo1_40705,2,0.9479166666666666,0.0088467597961425,0.0028212070465087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4297390997029268,0.2629488785115611,False
tokyo1_40705,2,0.9479166666666666,0.0107972621917724,0.0027918815612792,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.631408676903557,0.259486569188307,True
tokyo1_40705,2,0.9479166666666666,0.0103025436401367,0.002873420715332,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1999820408642454,0.3860739670955251,False
tokyo1_40705,2,0.9479166666666666,0.0101993083953857,0.0028595924377441,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0165766938727971,0.229033742829494,True
tokyo1_40705,2,0.9479166666666666,0.0100808143615722,0.00282883644104,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.011300333776497,0.4278100616476963,True
tokyo1_40705,2,0.9479166666666666,0.0094611644744873,0.0024306774139404,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7639554276441667,0.0,True
tokyo1_40705,2,0.9427083333333334,0.0017690658569335,0.0005760192871093,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9576948495299792,0.003209416751543,True
tokyo1_40705,2,0.9427083333333334,0.0018799304962158,0.0005378723144531,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.983508123865097,0.0,True
tokyo1_40705,2,0.9427083333333334,0.0018150806427001,0.0005536079406738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5829513677293643,0.0,False
tokyo1_40705,2,0.9427083333333334,0.0017757415771484,0.0005836486816406,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9569931232493958,0.0,False
tokyo1_40705,2,0.9427083333333334,0.0019698143005371,0.0005497932434082,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3276357595272063,0.0,True
tokyo1_40705,2,0.9427083333333334,0.0020663738250732,0.0006301403045654,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.88645046427321,0.0,False
tokyo1_40705,2,0.9375,0.0103054046630859,0.0020794868469238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.425741540371228,0.0,False
tokyo1_40705,2,0.9375,0.001838207244873,0.0005300045013427,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2768823167879437,0.0,False
tokyo1_40705,2,0.9375,0.0017714500427246,0.0005247592926025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3453341321406166,0.4093041464060494,False
tokyo1_40705,2,0.9375,0.0019483566284179,0.0005624294281005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.038928619280363,0.0,True
tokyo1_40705,2,0.9375,0.0075099468231201,0.0020427703857421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1225437381469971,0.2360821443370854,True
tokyo1_40705,2,0.9375,0.0078637599945068,0.0022404193878173,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.642382915329277,0.0,False
tokyo1_40705,2,0.9375,0.0017817020416259,0.000514268875122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1822650333682471,0.4122296219996,True
tokyo1_40705,2,0.9375,0.0077171325683593,0.0019645690917968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.909642533526768,0.3927959395898858,True
schizo_466,3,0.7941176470588235,0.0020298957824707,0.0004198551177978,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6159573381893321,0.1539011463692573,True
schizo_466,0,0.7941176470588235,0.0021498203277587,0.0004518032073974,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9647890518508094,0.1722341498006051,True
schizo_466,1,0.7647058823529411,0.0022921562194824,0.0004575252532958,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.771665520602801,0.0,True
schizo_466,2,0.7647058823529411,0.0021743774414062,0.0004830360412597,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6696106913005883,0.484871566113602,True
schizo_466,2,0.7647058823529411,0.0020651817321777,0.0004327297210693,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1884680401893768,0.3778326035758144,True
schizo_466,0,0.7205882352941176,0.0020596981048583,0.0004534721374511,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1254871699026082,0.395106225730092,False
schizo_466,0,0.7058823529411765,0.001455545425415,0.0003035068511962,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1010869161438326,0.1592445370508719,True
schizo_466,4,0.7058823529411765,0.0021314620971679,0.0004310607910156,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3087448669896685,0.0,True
schizo_466,0,0.6911764705882353,0.0018186569213867,0.0004684925079345,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.29702745366932,0.3936486490904808,True
schizo_466,1,0.6764705882352942,0.0021917819976806,0.0004241466522216,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1747953144214024,0.0,True
schizo_466,1,0.6764705882352942,0.0021290779113769,0.0004613399505615,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1688588851448838,0.0627115433422028,True
schizo_466,1,0.6764705882352942,0.0017540454864501,0.0005123615264892,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6636226738834695,0.0,True
schizo_466,3,0.6764705882352942,0.0017766952514648,0.000380516052246,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.9754865502769248,0.4219556301327501,True
schizo_466,3,0.6764705882352942,0.0017120838165283,0.0004401206970214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.655485806663817,0.0,False
schizo_466,2,0.6764705882352942,0.001861572265625,0.0004591941833496,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2274580691591915,0.0,True
schizo_466,1,0.6764705882352942,0.0020647048950195,0.0004115104675292,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1442700873506303,0.0581341581282149,True
schizo_466,3,0.6764705882352942,0.0021257400512695,0.0005114078521728,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.599658337758077,0.2640930002129815,True
schizo_466,1,0.6764705882352942,0.0017812252044677,0.0004003047943115,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3321488591800383,0.1193513059362989,False
schizo_466,0,0.6617647058823529,0.0015585422515869,0.0003106594085693,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.089709499332416,0.0,False
schizo_466,0,0.6617647058823529,0.0023066997528076,0.0005266666412353,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.333138974001635,0.0,False
glass_1005,0,0.8837209302325582,0.0017714500427246,0.0004780292510986,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.507883676940288,0.2571505803074392,True
glass_1005,0,0.8837209302325582,0.0015876293182373,0.0004277229309082,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2176041698555627,0.4852073259110937,True
