Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,hidden_layer_sizes,activation,solver,alpha,learning_rate,learning_rate_init,max_iter,random_state
appendicitis_test_edsa_45613,3,1.0,0.0810837745666503,0.0002293586730957,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(118,)",logistic,lbfgs,0.0002000502085531,constant,0.0003353939449188,201,0
appendicitis_test_edsa_45613,3,1.0,0.0816485881805419,0.000237226486206,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(121,)",tanh,lbfgs,2.5842766829157536e-05,constant,0.0005312686491996,66,0
appendicitis_test_edsa_45613,3,1.0,0.0696673393249511,0.0002534389495849,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(42,)",relu,adam,0.0001425750318321,adaptive,0.0084201217526616,408,0
appendicitis_test_edsa_45613,3,1.0,0.0773007869720459,0.0002007484436035,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(90, 22)",relu,adam,2.3174200773300626e-05,constant,0.0015609722490735,142,0
appendicitis_test_edsa_45613,3,1.0,0.0657479763031005,0.0001757144927978,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(111, 72)",identity,lbfgs,2.6108958601035093e-05,constant,0.0025042250779668,50,0
appendicitis_test_edsa_45613,3,1.0,0.0784215927124023,0.0003166198730468,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(82,)",tanh,adam,0.0002243522729996,constant,0.008750872115516,224,0
appendicitis_test_edsa_45613,3,1.0,0.0966410636901855,0.0003664493560791,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(115, 46)",relu,adam,0.0005498015006447,constant,0.0020852294975897,213,0
appendicitis_test_edsa_45613,3,1.0,0.0865776538848877,0.0002236366271972,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(52, 76)",logistic,sgd,0.00031358213777,constant,0.0006308320277994,137,0
appendicitis_test_edsa_45613,3,1.0,0.0722601413726806,0.0001797676086425,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(122, 49)",identity,lbfgs,1.3061391479321424e-05,invscaling,0.000583477726457,116,0
appendicitis_test_edsa_45613,3,1.0,0.1242778301239013,0.0002589225769042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"(84, 39, 36)",identity,sgd,0.0007015402751293,adaptive,0.0001675191680407,198,0
appendicitis_test_edsa_45613,3,1.0,0.0738773345947265,0.0002229213714599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"(77,)",relu,sgd,2.0934067700704367e-05,constant,0.0001591988922648,95,0
appendicitis_test_edsa_45613,3,1.0,0.0788507461547851,0.0002393722534179,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(112, 52)",relu,adam,0.0002849205674443,adaptive,0.0005698469904276,285,0
DiabeticMellitus_41430,4,1.0,0.1311969757080078,0.0002038478851318,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(75, 47)",relu,adam,0.0002856826583168,adaptive,0.0006894537920501,277,0
DiabeticMellitus_41430,0,1.0,0.1270959377288818,0.0002214908599853,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(154,)",logistic,lbfgs,7.998495708096519e-05,constant,0.0020600077106879,207,0
DiabeticMellitus_41430,4,1.0,0.125903844833374,0.0001966953277587,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(97, 41)",tanh,lbfgs,0.0001342981790397,constant,0.0008346532302186,84,0
DiabeticMellitus_41430,4,1.0,0.1330475807189941,0.0001916885375976,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(140,)",tanh,adam,1.5555834838266936e-05,constant,0.0028394193346533,87,0
DiabeticMellitus_41430,4,1.0,0.1234169006347656,0.0001695156097412,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(73,)",relu,lbfgs,0.0008824859776269,constant,0.000158705949351,236,0
DiabeticMellitus_41430,0,1.0,0.1420373916625976,0.0001752376556396,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"(96,)",tanh,lbfgs,1.3471136198738457e-05,adaptive,0.0004280908936394,242,0
DiabeticMellitus_41430,0,1.0,0.1243703365325927,0.0001952648162841,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(102,)",tanh,adam,0.0006609568797711,adaptive,0.0064186950316648,202,0
DiabeticMellitus_41430,0,1.0,0.1465306282043457,0.0003454685211181,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(115,)",tanh,sgd,3.147916853153588e-05,adaptive,0.0001223517937891,253,0
DiabeticMellitus_41430,0,1.0,0.1313416957855224,0.00022554397583,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(116, 48)",logistic,adam,6.064192311454583e-05,constant,0.0020653052426513,253,0
DiabeticMellitus_41430,4,1.0,0.1342895030975341,0.0001885890960693,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(45,)",identity,lbfgs,0.0003278467805462,adaptive,0.0012830872770631,202,0
DiabeticMellitus_41430,4,1.0,0.1284172534942627,0.000298261642456,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(59,)",tanh,adam,0.0005731411462969,constant,0.0001320483167102,208,0
DiabeticMellitus_41430,0,1.0,0.1263902187347412,0.000190258026123,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(109, 62)",tanh,adam,0.0002459195561006,adaptive,0.0001833589264896,50,0
DiabeticMellitus_41430,4,1.0,0.1266543865203857,0.0002079010009765,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(84,)",identity,adam,1.7505462958331308e-05,constant,0.00037514006992,203,0
DiabeticMellitus_41430,0,1.0,0.1492972373962402,0.0002059936523437,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"(145, 60, 43)",tanh,sgd,5.061619464583008e-05,invscaling,0.0001599861081455,184,0
DiabeticMellitus_41430,0,1.0,0.1304962635040283,0.0002644062042236,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(88,)",tanh,lbfgs,0.0001660200294764,invscaling,0.0005492143945818,119,0
DiabeticMellitus_41430,4,1.0,0.1287682056427002,0.0002248287200927,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(121, 47)",identity,lbfgs,0.0009391342290143,invscaling,0.0021907271157899,259,0
DiabeticMellitus_41430,4,1.0,0.1285662651062011,0.0001885890960693,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(143, 57, 33)",identity,adam,6.461913078657593e-05,constant,0.0029277721480743,194,0
DiabeticMellitus_41430,4,1.0,0.1533691883087158,0.0001897811889648,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(130, 57, 30)",relu,adam,4.027990114534092e-05,adaptive,0.0005417696005836,229,0
DiabeticMellitus_41430,4,1.0,0.1326169967651367,0.0001959800720214,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(59,)",identity,lbfgs,3.637073157716157e-05,invscaling,0.0058139761553735,50,0
DiabeticMellitus_41430,0,1.0,0.1315565109252929,0.0002312660217285,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(62,)",logistic,adam,0.0005104649050096,adaptive,0.0056106675986668,182,0
tae_48,0,0.7419354838709677,0.7445316314697266,0.0004959106445312,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(133, 64)",logistic,lbfgs,2.1938419860442128e-05,constant,0.0001935995050432,264,0
tae_48,0,0.7419354838709677,0.7229533195495605,0.0005116462707519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(118,)",relu,lbfgs,0.0001947111953581,constant,0.0022267957208518,162,0
tae_48,0,0.7419354838709677,0.7438240051269531,0.0005140304565429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(81,)",relu,adam,0.0004972963298886,constant,0.0003427384051077,182,0
tae_48,0,0.7419354838709677,0.7422287464141846,0.0005881786346435,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(76,)",relu,lbfgs,0.0005089167320592,constant,0.0015405036933942,224,0
tae_48,0,0.7419354838709677,0.7014942169189453,0.0005030632019042,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(61,)",tanh,adam,1.8222307884469868e-05,constant,0.0005651214800593,199,0
tae_48,0,0.7419354838709677,0.8142116069793701,0.0005016326904296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(94, 85)",relu,adam,0.0003858400824473,invscaling,0.0013699675520997,331,0
tae_48,0,0.7419354838709677,0.6897425651550293,0.0005545616149902,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"(134,)",logistic,adam,0.0006901750815816,invscaling,0.001803078113787,254,0
tae_48,0,0.7419354838709677,0.7174177169799805,0.0005149841308593,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(75, 16)",logistic,sgd,0.0003675500974855,constant,0.0002003453806951,246,0
tae_48,0,0.7419354838709677,0.7571375370025635,0.0005202293395996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(101, 64)",relu,sgd,0.0002531817237737,invscaling,0.0010130509872629,232,0
tae_48,0,0.7419354838709677,0.7504615783691406,0.000542402267456,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(107,)",tanh,lbfgs,0.0001080952131794,constant,0.0002130888065859,325,0
tae_48,0,0.7419354838709677,0.737187385559082,0.0005714893341064,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(128, 59)",logistic,adam,0.0003430051230825,constant,0.0002295732351473,243,0
tae_48,0,0.7419354838709677,0.9293670654296876,0.0005965232849121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"(97,)",relu,adam,0.0001420711370114,constant,0.0030896982852269,91,0
tae_48,0,0.7419354838709677,0.7263524532318115,0.0005061626434326,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(138, 35)",relu,adam,6.531449929655143e-05,constant,0.0067236375210369,304,0
tae_48,0,0.7419354838709677,0.9520463943481444,0.0005078315734863,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(62,)",tanh,sgd,9.719557877199336e-05,invscaling,0.000762979445462,123,0
tae_48,0,0.7419354838709677,0.7425997257232666,0.0005335807800292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"(52,)",identity,adam,0.0002036287383883,invscaling,0.003255458454128,257,0
tae_48,0,0.7419354838709677,0.7138619422912598,0.0005037784576416,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(101, 74, 20)",identity,lbfgs,0.0001312439174328,constant,0.0014171885080271,84,0
tae_48,0,0.7419354838709677,0.699575662612915,0.0005369186401367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(106, 69)",relu,adam,0.0002177764182077,adaptive,0.0056708360738073,50,0
tae_48,0,0.7419354838709677,0.7082164287567139,0.0005898475646972,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"(146,)",relu,adam,0.0009191988990762,invscaling,0.0072689956628843,173,0
tae_48,0,0.7419354838709677,0.7822544574737549,0.0005338191986083,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(103,)",relu,adam,3.3267144826676434e-05,adaptive,0.0047004426562124,366,0
tae_48,0,0.7419354838709677,0.6992068290710449,0.0004992485046386,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(95, 54)",relu,adam,0.0009806133795217,invscaling,0.0070225529803245,100,0
fri_c1_500_50_766,3,0.91,0.174635648727417,0.0002105236053466,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(100, 61)",relu,adam,1.2831876928003902e-05,constant,0.0003160368630248,91,0
fri_c1_500_50_766,3,0.91,0.1728034019470214,0.0002102851867675,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(60,)",relu,adam,0.0001643118042052,adaptive,0.0003787377628401,129,0
fri_c1_500_50_766,3,0.91,0.1986269950866699,0.0002350807189941,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(114, 38)",relu,adam,0.0007378479546072,constant,0.0014909721813769,50,0
fri_c1_500_50_766,3,0.91,0.1739628314971923,0.0002148151397705,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(130,)",relu,adam,1.6029131470211943e-05,constant,0.0039903666217711,332,0
fri_c1_500_50_766,3,0.91,0.1786167621612548,0.0002210140228271,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(166, 38, 29)",logistic,sgd,0.0009559118119845,constant,0.0001479875497497,387,0
fri_c1_500_50_766,3,0.91,0.1733262538909912,0.0002317428588867,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(121,)",logistic,lbfgs,0.0006871316501734,constant,0.0004383950759586,183,0
fri_c1_500_50_766,3,0.91,0.1758520603179931,0.0002422332763671,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(50,)",logistic,adam,0.0005107516910821,constant,0.0004467222514511,124,0
fri_c1_500_50_766,3,0.91,0.1738531589508056,0.0002098083496093,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(93,)",identity,adam,0.0001132387493154,invscaling,0.0054631948033284,152,0
fri_c1_500_50_766,3,0.91,0.1748075485229492,0.0002143383026123,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(111,)",logistic,sgd,2.676228578609022e-05,invscaling,0.0030903894953029,99,0
fri_c1_500_50_766,3,0.91,0.1789913177490234,0.0002386569976806,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(115,)",relu,sgd,1.5078473548569796e-05,constant,0.0020017230724846,210,0
fri_c1_500_50_766,3,0.91,0.1742360591888427,0.0002360343933105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(146,)",relu,sgd,1.3470521285152817e-05,constant,0.0002358855158837,289,0
fri_c1_500_50_766,3,0.91,0.1740097999572754,0.0002107620239257,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(158,)",identity,sgd,0.0001499642946557,constant,0.0011168759844869,371,0
fri_c1_500_50_766,3,0.91,0.1827108860015869,0.000223159790039,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(81, 55, 24)",relu,sgd,0.0002538290082112,constant,0.0001043365305461,122,0
fri_c1_500_50_766,3,0.91,0.1682252883911132,0.0002052783966064,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(120,)",relu,adam,2.76165897830681e-05,constant,0.000259805199694,110,0
fri_c1_500_50_766,3,0.91,0.1744344234466552,0.0002112388610839,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(101, 20)",logistic,lbfgs,9.51892712973422e-05,invscaling,0.0040171826323045,260,0
fri_c1_500_50_766,3,0.91,0.1737143993377685,0.0002055168151855,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(75, 75)",relu,sgd,0.0001141091842924,adaptive,0.0020420061398821,173,0
fri_c1_500_50_766,3,0.91,0.1730525493621826,0.0002079010009765,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(110,)",logistic,lbfgs,0.0006214575258455,constant,0.0012424807870978,194,0
fri_c1_500_50_766,3,0.91,0.1733491420745849,0.0002083778381347,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(79, 54)",tanh,adam,1.7861073615994662e-05,constant,0.0048586415343364,172,0
fri_c1_500_50_766,1,0.84,0.1750540733337402,0.0002131462097167,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(114,)",relu,adam,0.0003940277941239,constant,0.0007648817632827,228,0
fri_c1_500_50_766,1,0.84,0.1748144626617431,0.0002269744873046,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(83, 42)",identity,sgd,0.0003486152245997,constant,0.0003632959459034,251,0
tokyo1_40705,2,0.9583333333333334,0.3017234802246094,0.0002243518829345,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(87,)",tanh,adam,0.0002302921791655,constant,0.0047566569549849,199,0
tokyo1_40705,2,0.9583333333333334,0.3007035255432129,0.0001983642578125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(43, 55)",tanh,sgd,3.131315618328436e-05,adaptive,0.0004035241735831,128,0
tokyo1_40705,2,0.9583333333333334,0.3004727363586426,0.0002031326293945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(97,)",relu,lbfgs,1.2675320899649914e-05,constant,0.0051489879175847,304,0
tokyo1_40705,1,0.9583333333333334,0.3457865715026855,0.0002121925354003,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(141, 47)",tanh,adam,0.0003676141192073,constant,0.0021202728882519,184,0
tokyo1_40705,2,0.9583333333333334,0.2973725795745849,0.0001928806304931,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(118, 53, 13)",relu,adam,0.0001318107591796,constant,0.0018317603025083,342,0
tokyo1_40705,1,0.9583333333333334,0.341010570526123,0.0002083778381347,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(118,)",logistic,sgd,0.0001801686127919,adaptive,0.0001443735512487,95,0
tokyo1_40705,1,0.9583333333333334,0.5249032974243164,0.000314712524414,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(81, 54)",tanh,adam,0.000506445556612,constant,0.0009011944562105,151,0
tokyo1_40705,1,0.9583333333333334,0.3455181121826172,0.0002083778381347,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(108,)",identity,lbfgs,1.837234911956137e-05,invscaling,0.0005581042353085,61,0
tokyo1_40705,2,0.9583333333333334,0.3035774230957031,0.0002079010009765,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(158,)",relu,lbfgs,2.5855547363227923e-05,invscaling,0.0071505055937686,271,0
tokyo1_40705,2,0.9583333333333334,0.299652099609375,0.000195026397705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"(91, 62)",logistic,sgd,6.948029754768359e-05,constant,0.0001059080229074,242,0
tokyo1_40705,1,0.9583333333333334,0.503119707107544,0.0002965927124023,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(142,)",relu,adam,5.103669007742748e-05,adaptive,0.0016070799779514,256,0
tokyo1_40705,1,0.9583333333333334,0.3454909324645996,0.0002250671386718,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(55,)",tanh,adam,0.000794079678904,invscaling,0.0006671465130446,163,0
tokyo1_40705,1,0.9583333333333334,0.4966728687286377,0.0002813339233398,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(107,)",identity,lbfgs,4.327827140823109e-05,adaptive,0.0040713524896052,277,0
tokyo1_40705,1,0.9583333333333334,0.4224758148193359,0.0002636909484863,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(61,)",tanh,lbfgs,0.0006291216483274,constant,0.0046620098423559,256,0
tokyo1_40705,1,0.9583333333333334,0.3468010425567627,0.0002188682556152,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(60, 51)",logistic,adam,0.000115920737274,constant,0.0008478364113813,146,0
tokyo1_40705,1,0.9583333333333334,2.4253039360046387,0.0002827644348144,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(93, 54, 15)",relu,adam,1.5571458757343664e-05,constant,0.0002086556380675,392,0
tokyo1_40705,1,0.9583333333333334,0.340130090713501,0.0002076625823974,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(151,)",relu,lbfgs,0.0002216934786055,constant,0.0002563744224727,203,0
tokyo1_40705,1,0.9583333333333334,0.4469223022460937,0.0002524852752685,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(120,)",logistic,adam,0.0003125467588488,constant,0.0028047891902087,220,0
tokyo1_40705,1,0.953125,0.0757889747619628,0.0002140998840332,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(108, 76)",tanh,adam,2.120479940234317e-05,adaptive,0.0044261862568477,288,0
tokyo1_40705,2,0.953125,0.3165113925933838,0.0002009868621826,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(71,)",relu,lbfgs,6.904424109359595e-05,constant,0.000540950407425,124,0
schizo_466,1,0.9411764705882352,0.3254420757293701,0.0003178119659423,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(85,)",tanh,lbfgs,1.9793374370517773e-05,constant,0.0005401479936675,199,0
schizo_466,1,0.9264705882352942,0.3758997917175293,0.0003042221069335,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(92,)",relu,adam,2.2600377602988537e-05,constant,0.0002166554306954,132,0
schizo_466,3,0.9264705882352942,0.351151704788208,0.0003354549407958,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(67,)",identity,sgd,0.0002371705781119,adaptive,0.0020644443481908,78,0
schizo_466,3,0.9117647058823528,0.386338472366333,0.0003333091735839,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(88, 21)",identity,adam,9.782127915238652e-05,invscaling,0.0001740137596406,254,0
schizo_466,1,0.8676470588235294,3.542221546173096,0.0010416507720947,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"(116, 34)",relu,lbfgs,1.1583939604820757e-05,invscaling,0.0025504256969413,50,0
schizo_466,0,0.8529411764705882,0.3719213008880615,0.0003676414489746,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(115,)",relu,adam,0.0007400910194829,constant,0.0015712480819798,50,0
schizo_466,2,0.8529411764705882,0.3560390472412109,0.0004405975341796,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(39,)",relu,lbfgs,0.0002405577360358,invscaling,0.004180210693717,275,0
schizo_466,4,0.8529411764705882,0.4106817245483398,0.0003213882446289,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(99, 48, 23)",logistic,adam,1.2761521617491447e-05,invscaling,0.0015741672747379,50,0
schizo_466,3,0.8382352941176471,2.129757881164551,0.0010428428649902,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"(93, 80)",identity,adam,0.0002757816713735,adaptive,0.0002597849555926,140,0
schizo_466,4,0.8382352941176471,0.3508729934692383,0.00030517578125,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(153, 13)",relu,lbfgs,0.0004734520185596,constant,0.0014359856961159,226,0
schizo_466,0,0.8382352941176471,0.3702273368835449,0.0003120899200439,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(49,)",logistic,adam,6.474547901988304e-05,adaptive,0.0064534898354694,250,0
schizo_466,2,0.8235294117647058,0.3222823143005371,0.0002942085266113,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(118,)",relu,sgd,0.0003228146551074,constant,0.0038436379742616,251,0
schizo_466,2,0.7794117647058824,3.613051176071167,0.0007553100585937,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"(81,)",identity,sgd,3.799810954482625e-05,constant,0.0002200105470644,268,0
