Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,hidden_layer_sizes,activation,solver,alpha,learning_rate,learning_rate_init,max_iter,random_state
sick_38,1,0.9668874172185432,13.788245677947998,0.004958152770996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"(104, 48)",tanh,adam,3.143055540241061e-05,constant,0.0013602677351245,132,0
sick_38,0,0.9576158940397352,22.382631301879883,0.0046901702880859,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"(84, 61, 33)",relu,adam,0.0009429656873883,constant,0.0002921037080068,222,0
sick_38,1,0.9536423841059604,22.10156440734864,0.0048961639404296,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"(117,)",identity,lbfgs,0.0001677097944694,constant,0.0001264369673687,64,0
sick_38,0,0.952317880794702,19.276224613189697,0.0047700405120849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(117,)",identity,adam,1.2316662143002134e-05,constant,0.0060113145076829,131,0
sick_38,0,0.952317880794702,16.244627237319946,0.0048332214355468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(52,)",identity,adam,8.959565537598108e-05,adaptive,0.0002916316605244,236,0
sick_38,0,0.952317880794702,16.490509748458862,0.0048286914825439,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(59, 39)",relu,lbfgs,0.000145558925998,adaptive,0.0035754068616762,286,0
sick_38,0,0.952317880794702,16.062649250030518,0.0048589706420898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(105, 36)",relu,sgd,4.5579018522268536e-05,constant,0.0006995474341797,203,0
sick_38,0,0.952317880794702,20.65632057189941,0.0049927234649658,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"(70, 74, 25)",relu,adam,0.0005962426511421,constant,0.0025795017080388,95,0
sick_38,4,0.9522546419098143,14.739821434020996,0.0054526329040527,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(127,)",identity,sgd,0.0004167941419787,constant,0.0005159388669026,173,0
sick_38,4,0.9522546419098143,13.685759782791138,0.0046935081481933,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(82,)",relu,lbfgs,6.421946147721414e-05,invscaling,0.0016046250931234,220,0
sick_38,4,0.9522546419098143,13.81475019454956,0.0048012733459472,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(122,)",relu,adam,0.0003269837607703,constant,0.0020565823731482,352,0
sick_38,4,0.9522546419098143,14.1939594745636,0.0048158168792724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(125, 38)",relu,adam,0.0001142896375342,invscaling,0.0001767045571093,242,0
sick_38,1,0.9483443708609272,13.071999073028564,0.0048439502716064,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(103, 36)",relu,lbfgs,0.0004231650762217,constant,0.0058583996278278,409,0
sick_38,1,0.9483443708609272,13.349324226379396,0.0048487186431884,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(154,)",tanh,sgd,9.470742352141396e-05,constant,0.0005079520982061,283,0
sick_38,1,0.9483443708609272,12.982035160064695,0.0048415660858154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(163,)",tanh,adam,1.6711723581261934e-05,constant,0.0037544337915518,321,0
sick_38,1,0.9483443708609272,13.387335538864136,0.004967451095581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"(109, 21)",tanh,sgd,4.173625154755085e-05,constant,0.0012730891815722,135,0
sick_38,4,0.946949602122016,20.56005358695984,0.0049374103546142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"(81, 33)",tanh,lbfgs,0.0001769033731421,adaptive,0.0002323772624417,276,0
sick_38,0,0.9456953642384106,11.318572759628296,0.0050296783447265,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"(132,)",tanh,lbfgs,0.0008261217797377,invscaling,0.000513523066141,218,0
sick_38,0,0.9456953642384106,11.216388702392578,0.0047724246978759,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"(99,)",identity,adam,0.0005803018956371,invscaling,0.0001480997091663,445,0
sick_38,0,0.9456953642384106,10.663153886795044,0.0048329830169677,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(102,)",relu,adam,0.0004773892140582,constant,0.0003490767167963,165,0
autoUniv-au6-1000_1555,3,0.325,0.4114291667938232,0.0002987384796142,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"(127, 56, 27)",identity,sgd,0.0001239302301057,constant,0.0002595707051385,378,0
autoUniv-au6-1000_1555,3,0.325,0.4239773750305176,0.0002901554107666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"(100, 55)",identity,adam,2.36531669198442e-05,constant,0.0003528693701927,372,0
autoUniv-au6-1000_1555,3,0.32,0.3732731342315674,0.0003435611724853,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(137, 25)",identity,lbfgs,1.08652497011979e-05,adaptive,0.0040383720165458,143,0
autoUniv-au6-1000_1555,3,0.32,0.3706004619598388,0.0002803802490234,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(107,)",relu,lbfgs,5.0538001061867374e-05,constant,0.000144571475916,231,0
autoUniv-au6-1000_1555,3,0.32,0.3773601055145263,0.0002896785736083,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(123, 10, 44)",relu,sgd,0.0003431399466966,constant,0.001836669630801,57,0
autoUniv-au6-1000_1555,3,0.32,0.3913803100585937,0.0002796649932861,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(76,)",logistic,lbfgs,3.1678721167718856e-05,invscaling,0.0005098023980847,381,0
autoUniv-au6-1000_1555,3,0.32,0.372446060180664,0.00028657913208,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(89,)",identity,adam,3.8323674619377416e-05,invscaling,0.0009279757079266,50,0
autoUniv-au6-1000_1555,3,0.32,0.3722472190856933,0.0002768039703369,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(122, 59)",identity,sgd,1.7384536643958615e-05,invscaling,0.0002664571651755,50,0
autoUniv-au6-1000_1555,3,0.32,0.3690516948699951,0.0002837181091308,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(93, 67)",relu,adam,0.0002619704178499,constant,0.0080737315595978,185,0
autoUniv-au6-1000_1555,3,0.32,0.3799304962158203,0.0003204345703125,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(117,)",logistic,lbfgs,3.742762214006726e-05,adaptive,0.0021246044810113,106,0
autoUniv-au6-1000_1555,3,0.32,0.3767099380493164,0.0002825260162353,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(107, 99)",tanh,adam,0.0001807367032793,adaptive,0.0002533611557963,100,0
autoUniv-au6-1000_1555,3,0.32,0.3756330013275146,0.0002789497375488,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20,)",logistic,adam,0.0001117587070552,adaptive,0.0009568735971205,166,0
autoUniv-au6-1000_1555,3,0.32,0.3737502098083496,0.0003259181976318,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(87,)",relu,adam,0.000966742002907,constant,0.0002044831406721,296,0
autoUniv-au6-1000_1555,3,0.32,0.3934326171875,0.0003468990325927,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(73, 61)",relu,adam,0.0007809406951917,adaptive,0.0065920886085174,300,0
autoUniv-au6-1000_1555,3,0.315,0.4023051261901855,0.0002763271331787,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"(109,)",relu,adam,6.142825134956565e-05,constant,0.0008747202433319,246,0
autoUniv-au6-1000_1555,3,0.315,0.3768477439880371,0.0002832412719726,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(73,)",tanh,adam,0.0004021324685499,constant,0.0001405572826975,250,0
autoUniv-au6-1000_1555,3,0.315,0.4061269760131836,0.0002763271331787,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"(147,)",logistic,lbfgs,6.511169254151419e-05,constant,0.0002003160990659,204,0
autoUniv-au6-1000_1555,3,0.315,0.3818457126617431,0.0003933906555175,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(117,)",relu,lbfgs,3.463653555687587e-05,constant,0.0009902170615903,304,0
autoUniv-au6-1000_1555,3,0.315,0.3784561157226562,0.00028657913208,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(108, 51)",logistic,lbfgs,1.0694788837995384e-05,adaptive,0.0002472486383922,212,0
autoUniv-au6-1000_1555,3,0.315,0.3739557266235351,0.0002832412719726,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(106, 10)",logistic,adam,0.0002738804960684,adaptive,0.0026436046453066,122,0
analcatdata_creditscore_461,4,1.0,0.0672957897186279,0.0001804828643798,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"(48,)",relu,sgd,3.6345305212936574e-05,constant,0.0007107374926754,173,0
analcatdata_creditscore_461,4,1.0,0.0780386924743652,0.0001769065856933,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(95, 28, 41)",relu,lbfgs,9.154086339835218e-05,invscaling,0.0013450344985681,224,0
analcatdata_creditscore_461,0,1.0,0.0328438282012939,0.0010359287261962,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(70, 73, 49)",tanh,adam,2.1416677289742207e-05,constant,0.0017232221906742,286,0
analcatdata_creditscore_461,1,1.0,0.0367436408996582,0.0009832382202148,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(80,)",logistic,lbfgs,1.3498960155709162e-05,constant,0.0078721024847368,233,0
analcatdata_creditscore_461,3,1.0,0.0693066120147705,0.000180959701538,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"(115, 60)",tanh,lbfgs,0.0003125313709281,invscaling,0.0073643665768588,77,0
analcatdata_creditscore_461,3,1.0,0.0363798141479492,0.0009148120880126,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(136,)",relu,adam,3.856908115844854e-05,constant,0.0005646027001416,284,0
analcatdata_creditscore_461,4,1.0,0.0347049236297607,0.0009210109710693,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(121, 26)",identity,adam,3.235896981889789e-05,constant,0.0061888025668301,163,0
analcatdata_creditscore_461,3,1.0,0.0798957347869873,0.0001842975616455,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(94,)",relu,adam,3.299366439588127e-05,constant,0.0097264431630427,252,0
analcatdata_creditscore_461,4,1.0,0.0175867080688476,0.0001513957977294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"(60,)",identity,sgd,1.6163154376956403e-05,constant,0.0057506288589337,50,0
analcatdata_creditscore_461,1,1.0,0.0785479545593261,0.0002119541168212,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(83,)",relu,sgd,1.15763917498186e-05,constant,0.000126371652651,258,0
analcatdata_creditscore_461,3,1.0,0.0664188861846923,0.0002169609069824,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"(104,)",tanh,sgd,2.3563783978072424e-05,constant,0.0004511145270728,297,0
analcatdata_creditscore_461,0,1.0,0.076202392578125,0.0001838207244873,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(154,)",logistic,adam,0.0003987737134959,constant,0.0001656987969602,149,0
analcatdata_creditscore_461,4,1.0,0.067035436630249,0.0001800060272216,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(118,)",tanh,lbfgs,0.0009157174416572,constant,0.0023331724052164,240,0
analcatdata_creditscore_461,3,1.0,0.0661139488220214,0.0001735687255859,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(44,)",relu,adam,0.0001070189029558,adaptive,0.0005001621705015,220,0
analcatdata_creditscore_461,3,1.0,0.0176208019256591,0.0001564025878906,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"(74,)",logistic,adam,0.0004083623552984,adaptive,0.0002382774876358,129,0
analcatdata_creditscore_461,1,1.0,0.0176112651824951,0.0001580715179443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"(91,)",relu,adam,3.238056401535697e-05,constant,0.0002596872923252,295,0
analcatdata_creditscore_461,1,1.0,0.067805528640747,0.0001800060272216,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(176, 54)",identity,sgd,0.0002333805252717,adaptive,0.0005626941102798,179,0
analcatdata_creditscore_461,0,1.0,0.0313127040863037,0.0001347064971923,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"(108, 14)",tanh,lbfgs,0.0006054515373118,constant,0.0015527889040765,161,0
analcatdata_creditscore_461,1,1.0,0.0390269756317138,0.0001640319824218,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"(57,)",logistic,lbfgs,0.0001714641749044,constant,0.002300878409707,260,0
analcatdata_creditscore_461,0,1.0,0.0176289081573486,0.000157356262207,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"(113,)",relu,lbfgs,0.0002526454249844,constant,0.0001105289622499,220,0
sa-heart_1498,2,0.8260869565217391,0.0985527038574218,0.0002033710479736,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(100, 13)",identity,adam,1.5867525369312106e-05,constant,0.0091709880884354,267,0
sa-heart_1498,2,0.8260869565217391,0.0908911228179931,0.0001857280731201,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(112,)",identity,sgd,5.1825212606427214e-05,invscaling,0.0001206420316578,216,0
sa-heart_1498,2,0.8260869565217391,0.0959348678588867,0.0001957416534423,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(167,)",relu,adam,1.1532635930512824e-05,invscaling,0.0091266830334497,242,0
sa-heart_1498,2,0.8260869565217391,0.099637746810913,0.0002079010009765,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(118,)",relu,lbfgs,2.150290479605537e-05,adaptive,0.0003449594922276,193,0
sa-heart_1498,2,0.8260869565217391,0.0959687232971191,0.0001919269561767,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(73,)",identity,adam,3.937385560962739e-05,adaptive,0.0060889103146986,134,0
sa-heart_1498,2,0.8260869565217391,0.0964119434356689,0.0001959800720214,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(73,)",relu,adam,0.0008064122840212,constant,0.0057585667847915,129,0
sa-heart_1498,2,0.8043478260869565,0.1621394157409668,0.0001890659332275,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(71,)",relu,adam,1.205302776341358e-05,constant,0.0009293214956637,133,0
sa-heart_1498,2,0.8043478260869565,0.1740388870239257,0.0002312660217285,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(61,)",logistic,lbfgs,8.007026850667747e-05,constant,0.0031788067001106,149,0
sa-heart_1498,2,0.8043478260869565,0.346982479095459,0.0003418922424316,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(112,)",relu,adam,0.0003490347271652,constant,0.0021339073824596,500,0
sa-heart_1498,2,0.8043478260869565,0.3622779846191406,0.0003402233123779,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(87,)",tanh,sgd,0.0001033381777837,constant,0.0044037699180037,255,0
sa-heart_1498,2,0.8043478260869565,0.176027774810791,0.0002303123474121,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(46,)",tanh,adam,0.0001487707627846,adaptive,0.0012945497495498,129,0
sa-heart_1498,2,0.8043478260869565,0.347057580947876,0.0003523826599121,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(97, 62)",relu,sgd,0.0007361948688298,constant,0.0004711278120886,302,0
sa-heart_1498,2,0.8043478260869565,0.3943169116973877,0.0003550052642822,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(121, 83)",relu,sgd,0.0002006740780746,invscaling,0.000683947903228,388,0
sa-heart_1498,2,0.8043478260869565,0.1847689151763916,0.0002374649047851,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(75,)",identity,adam,0.0003273780463703,invscaling,0.0001899936434809,148,0
sa-heart_1498,2,0.8043478260869565,0.3646442890167236,0.0003650188446044,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(88, 53, 29)",relu,lbfgs,1.1994626053179312e-05,constant,0.0003749170654627,154,0
sa-heart_1498,2,0.8043478260869565,0.1718840599060058,0.0002210140228271,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(39, 89, 19)",identity,sgd,0.0003902114362952,constant,0.0086058185433703,50,0
sa-heart_1498,2,0.8043478260869565,0.3981847763061523,0.0003697872161865,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(100,)",tanh,lbfgs,6.984245694932292e-05,constant,0.0007220388282836,172,0
sa-heart_1498,2,0.8043478260869565,0.1810073852539062,0.0002436637878417,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(75, 48)",logistic,lbfgs,1.0955936831642494e-05,adaptive,0.0026730270964286,280,0
sa-heart_1498,0,0.7956989247311828,0.1788787841796875,0.0002069473266601,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(83, 51)",identity,lbfgs,0.0005002032010552,invscaling,0.0004184451532136,166,0
sa-heart_1498,1,0.7956989247311828,0.2998480796813965,0.0003068447113037,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"(99,)",identity,lbfgs,0.0008190040737899,adaptive,0.0027482849363894,96,0
autoUniv-au6-400_1551,3,0.45,0.1780228614807129,0.0002272129058837,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(76, 26)",relu,adam,0.0001609428760378,constant,0.0008987518362306,51,0
autoUniv-au6-400_1551,3,0.45,0.1740226745605468,0.0002353191375732,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(72, 33)",tanh,sgd,0.0005995008799518,constant,0.0037815931153743,231,0
autoUniv-au6-400_1551,3,0.45,0.1686060428619384,0.000490665435791,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(78,)",relu,adam,2.44998442387833e-05,constant,0.0006287326741466,138,0
autoUniv-au6-400_1551,3,0.45,0.1800026893615722,0.0002253055572509,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(145, 43, 15)",relu,adam,0.0001613270524551,constant,0.0084883215028847,403,0
autoUniv-au6-400_1551,2,0.4,0.177302598953247,0.0002167224884033,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(98,)",identity,adam,7.922562806828981e-05,constant,0.0002335578731162,205,0
autoUniv-au6-400_1551,3,0.4,0.1796143054962158,0.0002501010894775,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(154, 40)",relu,sgd,1.1835732183953537e-05,adaptive,0.0010255042738977,122,0
autoUniv-au6-400_1551,3,0.4,0.173475980758667,0.0002253055572509,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(123, 33)",logistic,lbfgs,0.00017982117996,adaptive,0.0002131111072749,288,0
autoUniv-au6-400_1551,2,0.4,0.1846373081207275,0.0002293586730957,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(99,)",identity,sgd,0.0001420765591289,adaptive,0.0003360300624745,404,0
autoUniv-au6-400_1551,3,0.4,0.1764619350433349,0.0002274513244628,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(76, 45)",tanh,adam,1.2294219791391965e-05,constant,0.0010928221571317,381,0
autoUniv-au6-400_1551,3,0.4,0.1683261394500732,0.0002138614654541,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(56, 54)",logistic,sgd,2.604300047793386e-05,invscaling,0.0002240875055644,108,0
autoUniv-au6-400_1551,3,0.3875,0.1786870956420898,0.0002522468566894,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(58,)",tanh,adam,3.793596723822548e-05,constant,0.0001646307071763,74,0
autoUniv-au6-400_1551,3,0.3875,0.1769635677337646,0.0002188682556152,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(68, 14)",relu,sgd,2.4525935701986786e-05,adaptive,0.0049508302190386,71,0
autoUniv-au6-400_1551,3,0.3875,0.1801073551177978,0.0002295970916748,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(95, 42, 27)",logistic,adam,0.0001997287559022,constant,0.0005383572429258,270,0
autoUniv-au6-400_1551,3,0.3875,0.2182910442352295,0.0002615451812744,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(106,)",tanh,adam,0.0001156544716242,constant,0.0026485557426429,171,0
autoUniv-au6-400_1551,2,0.375,0.178863525390625,0.0002179145812988,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(91,)",relu,sgd,5.425273843644757e-05,adaptive,0.0009099675960461,131,0
autoUniv-au6-400_1551,2,0.375,0.1772279739379882,0.0002505779266357,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(61, 56)",relu,adam,7.331674812240926e-05,constant,0.0031066725142178,282,0
autoUniv-au6-400_1551,2,0.375,0.1871168613433838,0.0002343654632568,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(82,)",relu,sgd,0.0008558667491671,constant,0.0003339301946235,112,0
autoUniv-au6-400_1551,2,0.375,0.1800768375396728,0.0002217292785644,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(116, 16)",relu,adam,1.6742606843411127e-05,invscaling,0.0001577472504348,302,0
autoUniv-au6-400_1551,3,0.3625,0.1776139736175537,0.0002224445343017,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(146, 38)",logistic,lbfgs,2.3680928373570795e-05,constant,0.001108895626647,100,0
autoUniv-au6-400_1551,3,0.3625,0.1887514591217041,0.000246524810791,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(51, 67)",identity,sgd,0.0001191529321915,constant,0.0018603837682129,165,0
analcatdata_marketing_986,4,0.7083333333333334,0.2018749713897705,0.0001907348632812,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(129,)",tanh,adam,0.0009022977122351,invscaling,0.0079045291373925,339,0
analcatdata_marketing_986,4,0.7083333333333334,0.2104568481445312,0.0001924037933349,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(67, 79, 28)",tanh,sgd,0.0003006907754304,constant,0.0035189134807323,212,0
analcatdata_marketing_986,4,0.7083333333333334,0.1845455169677734,0.0002501010894775,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(35,)",tanh,sgd,0.0004373293561309,constant,0.0056105256871573,97,0
analcatdata_marketing_986,4,0.6944444444444444,0.2337758541107177,0.0002102851867675,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(105, 38)",tanh,sgd,0.0002921174259082,invscaling,0.0028829384841924,351,0
