Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,C,fit_intercept,max_iter,tol,loss,random_state
bwin_amlb_45717,2,0.7075471698113207,0.0012664794921875,0.0001463890075683,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.107217906271612,True,937,0.0075961376686702,squared_hinge,0
bwin_amlb_45717,2,0.7075471698113207,0.0016136169433593,0.0001718997955322,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.616424583895883,True,985,0.0031666929999377,hinge,0
bwin_amlb_45717,2,0.7075471698113207,0.0041203498840332,0.0002048015594482,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.261839408518968,True,777,0.0016858357333475,hinge,0
bwin_amlb_45717,2,0.7075471698113207,0.0015761852264404,0.0001673698425292,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1332530951242619,False,980,0.0001116703151387,squared_hinge,0
bwin_amlb_45717,2,0.7075471698113207,0.0031497478485107,0.0002243518829345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.1615651161942453,False,1089,0.0046398408762047,hinge,0
analcatdata_authorship_458,4,1.0,0.006068468093872,0.0001370906829833,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.682312209153982,True,1014,0.0001391984479768,hinge,0
analcatdata_authorship_458,0,1.0,0.0088300704956054,0.0001840591430664,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1919339775005352,True,686,0.0001809124056837,hinge,0
analcatdata_authorship_458,4,1.0,0.0083913803100585,0.0001797676086425,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1223392427747711,True,921,0.0001494371705757,hinge,0
analcatdata_authorship_458,0,1.0,0.013118028640747,0.0014894008636474,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.243794408145635,True,1021,0.0001962265115859,hinge,0
analcatdata_authorship_458,3,1.0,0.2384140491485595,0.0007641315460205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5050232488806169,False,871,0.001884475528459,hinge,0
analcatdata_authorship_458,2,1.0,0.0117125511169433,0.001683235168457,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7130760942554533,False,1062,0.0001453783846148,squared_hinge,0
analcatdata_authorship_458,3,1.0,0.0113980770111083,0.0012197494506835,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1398614257310458,False,847,0.0018611035990962,squared_hinge,0
analcatdata_authorship_458,4,1.0,0.0118651390075683,0.0011682510375976,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.090854879216549,False,1052,0.0035746860827379,hinge,0
analcatdata_authorship_458,0,1.0,0.0434896945953369,0.001007080078125,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.392429482369693,True,1201,0.0008248824782015,hinge,0
analcatdata_authorship_458,2,1.0,0.2835166454315185,0.0007495880126953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.1851277965962662,True,895,0.0018919195781671,hinge,0
analcatdata_authorship_458,2,1.0,0.0086548328399658,0.0001797676086425,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9346251302777047,False,1111,0.0005101226219943,squared_hinge,0
analcatdata_authorship_458,3,1.0,0.0220317840576171,0.0002470016479492,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4363248309643199,True,1358,0.0031248805057992,hinge,0
analcatdata_authorship_458,3,1.0,0.0086143016815185,0.0007362365722656,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.562715763190346,False,951,0.0094157934055267,hinge,0
analcatdata_authorship_458,0,1.0,0.0127336978912353,0.0001933574676513,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1396192145895324,False,1191,0.0004792817576716,hinge,0
analcatdata_authorship_458,2,1.0,0.0117864608764648,0.0001888275146484,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7010882522235227,True,832,0.0016536138951749,hinge,0
analcatdata_authorship_458,4,1.0,0.1097378730773925,0.0007047653198242,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1430799262181785,False,1075,0.0087732898385911,hinge,0
analcatdata_authorship_458,2,1.0,0.0117895603179931,0.0001792907714843,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2936416253618592,True,898,0.0001157920099559,squared_hinge,0
analcatdata_authorship_458,0,1.0,0.0124025344848632,0.0001871585845947,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4861107366633408,True,435,0.0003621411971398,hinge,0
analcatdata_authorship_458,2,1.0,0.1692616939544677,0.0007250308990478,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3913811063360279,False,1439,0.0002095888890288,hinge,0
analcatdata_authorship_458,3,1.0,0.1732673645019531,0.0006725788116455,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.980124229164592,True,893,0.0016485004416111,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0015337467193603,0.0001707077026367,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.378058880923451,True,1144,0.0002263903117987,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0014083385467529,0.0001084804534912,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.894604167417325,True,929,0.0004242080793148,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0012128353118896,0.0001084804534912,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7792169672465943,False,685,0.0007368351115682,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013735294342041,0.0001251697540283,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.890539958211377,False,1377,0.0001281626881115,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013632774353027,0.0001280307769775,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.765959583798349,False,1199,0.0003922229290604,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013980865478515,0.0001425743103027,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3565746221761463,True,742,0.0002828499612828,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013775825500488,0.0001113414764404,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.885588554696168,False,1248,0.0007237289230359,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0014460086822509,0.0001173019409179,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.362842669878534,False,1484,0.0099096074405821,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013606548309326,0.0001208782196044,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2125128827149973,True,1086,0.0099041886728553,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0014777183532714,0.000115156173706,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2572250042961506,False,1286,0.0002325248995173,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013296604156494,0.000115156173706,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0525569211461483,False,1404,0.0027062062885485,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0012838840484619,0.0001084804534912,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.482591210736066,True,765,0.0060711097831966,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0082514286041259,0.0001769065856933,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4720909920958802,False,1180,0.0010976960374472,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0014379024505615,0.0001170635223388,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6136723227754659,True,591,0.0030174330214004,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013837814331054,0.0001394748687744,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1242528171564502,True,976,0.0006754376440826,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0014944076538085,0.000150442123413,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4084302753514453,True,848,0.0015771979444917,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0012619495391845,0.0001161098480224,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.340811712068109,True,862,0.0008368914545044,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0015459060668945,0.000115156173706,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.209881751826678,False,755,0.0004022273960881,squared_hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0011937618255615,0.0001125335693359,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.118725119305133,False,736,0.0001967714528067,hinge,0
Loan-Predication_43595,2,0.8455284552845529,0.0013563632965087,0.0001134872436523,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4626552663555872,True,663,0.0003831412265228,squared_hinge,0
xd6_40693,2,1.0,0.0101065635681152,0.0001518726348876,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.332304769636684,False,503,0.0057775347727027,squared_hinge,0
xd6_40693,1,1.0,0.0081908702850341,0.0001640319824218,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.31199115619237,False,881,0.0063542382100141,hinge,0
xd6_40693,0,1.0,0.0104570388793945,0.0001986026763916,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2104347679320423,True,576,0.0052792438929461,squared_hinge,0
xd6_40693,4,1.0,0.0046861171722412,0.0001304149627685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.212579297527,True,776,0.0003839796480903,hinge,0
xd6_40693,4,1.0,0.002526044845581,0.0001540184020996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1047810249144429,True,714,0.006131217527141,hinge,0
xd6_40693,3,1.0,0.0025157928466796,0.000154972076416,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4877088819909733,False,566,0.0002085579696573,hinge,0
xd6_40693,2,1.0,0.0027647018432617,0.0001807212829589,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.447877933931017,False,1092,0.0052023456312134,squared_hinge,0
xd6_40693,3,1.0,0.0044636726379394,0.0001332759857177,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4572848809425787,True,1025,0.0003543878935685,hinge,0
xd6_40693,2,1.0,0.0050997734069824,0.000129222869873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.1853236040197022,True,1073,0.0020268160488401,squared_hinge,0
xd6_40693,1,1.0,0.002753734588623,0.0001609325408935,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4277065570120002,False,1013,0.0031915745599004,squared_hinge,0
xd6_40693,2,1.0,0.0025703907012939,0.0001506805419921,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.375348616065493,True,1187,0.0001428458273672,hinge,0
xd6_40693,3,1.0,0.0024871826171875,0.000152587890625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6697115522516369,True,931,0.0003787477666095,squared_hinge,0
xd6_40693,4,1.0,0.0025017261505126,0.0002193450927734,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.854954825959622,True,1472,0.0018065008359196,hinge,0
xd6_40693,1,1.0,0.0050058364868164,0.0001235008239746,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.472807954641645,False,593,0.0015885306704646,hinge,0
xd6_40693,0,1.0,0.0048010349273681,0.0001325607299804,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.1727477604589,False,554,0.0059404044889875,squared_hinge,0
xd6_40693,0,1.0,0.0026667118072509,0.0001583099365234,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1382790381229399,False,363,0.0019889509707603,hinge,0
xd6_40693,1,1.0,0.0026819705963134,0.0001595020294189,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.030865060487865,True,439,0.0002561742474155,hinge,0
xd6_40693,4,1.0,0.0060691833496093,0.0001626014709472,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5208725738446358,True,862,0.0036622077824114,squared_hinge,0
xd6_40693,0,1.0,0.0030446052551269,0.0001518726348876,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.454760603983925,False,922,0.0082504359897886,hinge,0
xd6_40693,1,1.0,0.0028657913208007,0.0001285076141357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4751843915680548,False,1287,0.0020004978987944,hinge,0
mc2_1054,3,0.875,0.0021514892578125,0.0001378059387207,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1703418617389336,False,911,0.0008545431675257,hinge,0
mc2_1054,3,0.875,0.0019161701202392,0.0001220703125,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.833208751802831,True,1462,0.0041454489497187,squared_hinge,0
mc2_1054,3,0.875,0.0019829273223876,0.0001242160797119,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.236530952757046,True,1076,0.0008190331689863,squared_hinge,0
mc2_1054,3,0.875,0.0020234584808349,0.0001299381256103,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1976439889762973,False,1156,0.0002007996358725,hinge,0
mc2_1054,3,0.875,0.0019850730895996,0.0001318454742431,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.708919502987192,True,1265,0.0001457528567357,squared_hinge,0
mc2_1054,3,0.875,0.0020310878753662,0.000131607055664,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2055733437237019,False,884,0.0006234644410636,hinge,0
mc2_1054,1,0.84375,0.0085260868072509,0.0001697540283203,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.97838793953526,False,1503,0.0026342106430593,hinge,0
mc2_1054,1,0.84375,0.0016415119171142,0.0001187324523925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.642658243180642,True,1119,0.0024575568034428,hinge,0
mc2_1054,3,0.84375,0.0011796951293945,0.0001144409179687,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4847035882097633,False,1499,0.0011577117367952,squared_hinge,0
mc2_1054,3,0.84375,0.0011918544769287,0.0002200603485107,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.358764895220962,True,1310,0.0007505032703969,squared_hinge,0
mc2_1054,3,0.84375,0.0012552738189697,0.0001165866851806,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.432957139562397,False,1169,0.0021025794185475,hinge,0
mc2_1054,1,0.84375,0.0016283988952636,0.0001213550567626,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.055266390310027,False,893,0.0083160972131896,hinge,0
mc2_1054,1,0.84375,0.001631736755371,0.0001201629638671,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8974970168790262,True,976,0.0003784292563738,hinge,0
mc2_1054,3,0.84375,0.0012688636779785,0.0001213550567626,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2657914901071893,False,1103,0.0013229646024198,squared_hinge,0
mc2_1054,1,0.84375,0.0017032623291015,0.0001301765441894,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.539184747610755,True,658,0.0048979587773147,hinge,0
mc2_1054,1,0.84375,0.0017099380493164,0.0001277923583984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0955016574383514,True,326,0.0003306549256571,hinge,0
mc2_1054,1,0.84375,0.0088808536529541,0.0001599788665771,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.16926584080436,True,881,0.0003300451534252,hinge,0
mc2_1054,3,0.84375,0.0011658668518066,0.0001149177551269,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6604285830168606,True,901,0.0058115154466249,squared_hinge,0
mc2_1054,1,0.84375,0.008521556854248,0.0001623630523681,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.163230370163422,True,1155,0.0083831818605538,hinge,0
mc2_1054,3,0.84375,0.0013923645019531,0.0001387596130371,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.808433730033412,True,1405,0.0023410402865453,hinge,0
chscase_census5_906,2,0.6375,0.0046427249908447,0.0001721382141113,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9391701854043268,False,996,0.0019456618349682,hinge,0
chscase_census5_906,2,0.6375,0.0037841796875,0.0001361370086669,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1038718132312172,True,641,0.0011298328350612,hinge,0
chscase_census5_906,2,0.6375,0.0037899017333984,0.0001358985900878,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8172895061003657,True,1003,0.0036526117340649,hinge,0
chscase_census5_906,2,0.6375,0.0041494369506835,0.0001952648162841,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1768234272258,True,1048,0.0085294199499726,squared_hinge,0
chscase_census5_906,2,0.6375,0.0037612915039062,0.0001356601715087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0482467888299345,False,933,0.0005839972039265,squared_hinge,0
chscase_census5_906,2,0.6375,0.0043509006500244,0.0001440048217773,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1794538813427526,False,726,0.0003839517964394,hinge,0
chscase_census5_906,2,0.625,0.0056018829345703,0.0001416206359863,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.176350015795444,True,1593,0.0088452129251089,hinge,0
chscase_census5_906,2,0.625,0.005828857421875,0.000169038772583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.061778455688738,False,1237,0.0010292323726219,hinge,0
chscase_census5_906,2,0.625,0.0063354969024658,0.0001442432403564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3034222708266748,True,1189,0.0002230354784151,hinge,0
chscase_census5_906,2,0.625,0.0063478946685791,0.0001704692840576,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3040554683686947,True,460,0.005783001178893,squared_hinge,0
chscase_census5_906,2,0.625,0.0056424140930175,0.0001447200775146,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.302840622539058,True,633,0.0001619278951124,hinge,0
chscase_census5_906,2,0.625,0.0055980682373046,0.0001423358917236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3873000063688522,True,540,0.0010869656890789,hinge,0
chscase_census5_906,2,0.625,0.005558967590332,0.0001368522644042,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.896274607782843,True,913,0.0032920115514648,squared_hinge,0
chscase_census5_906,2,0.625,0.0055935382843017,0.0001449584960937,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2918505083590885,False,1352,0.0057343711293079,squared_hinge,0
chscase_census5_906,2,0.625,0.0058324337005615,0.0001499652862548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.2637014866977445,True,941,0.000145927798295,hinge,0
chscase_census5_906,2,0.625,0.0081796646118164,0.0002143383026123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2552256616722539,True,902,0.0022724353874104,hinge,0
chscase_census5_906,2,0.625,0.0058000087738037,0.0001833438873291,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2236118321144547,True,502,0.0041290802444039,hinge,0
chscase_census5_906,2,0.625,0.0057001113891601,0.0001444816589355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3591177027442255,True,1090,0.0017667026011713,hinge,0
chscase_census5_906,2,0.625,0.0057127475738525,0.0001561641693115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6972113441877635,True,853,0.0003251770650773,hinge,0
chscase_census5_906,2,0.625,0.0057263374328613,0.0001466274261474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2614129394974654,False,1330,0.0022976040542144,hinge,0
strikes_770,1,0.992,0.0030059814453125,0.0001471042633056,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.708839080732267,True,763,0.0064746041454404,hinge,0
strikes_770,1,0.992,0.0031623840332031,0.0001485347747802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8638138291055071,False,945,0.0072111355862701,hinge,0
strikes_770,1,0.992,0.0031945705413818,0.0001468658447265,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.196071632722096,True,822,0.0026510097746176,hinge,0
strikes_770,3,0.992,0.0032782554626464,0.0001657009124755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.1346351839339275,True,893,0.000284376281542,hinge,0
strikes_770,3,0.992,0.0031013488769531,0.0001459121704101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8393285908798833,True,1211,0.0002763382402604,hinge,0
strikes_770,1,0.992,0.0030686855316162,0.0001485347747802,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1544674285015597,True,644,0.0005349860961569,hinge,0
strikes_770,1,0.992,0.0031993389129638,0.0001814365386962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5091957345426905,True,943,0.0002390131817377,hinge,0
strikes_770,3,0.992,0.0032341480255126,0.0001616477966308,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0854880137612888,True,986,0.0002954022316815,hinge,0
strikes_770,1,0.992,0.0029590129852294,0.00014328956604,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2279640989010842,True,1185,0.0002773865242207,hinge,0
strikes_770,3,0.992,0.0031435489654541,0.0001509189605712,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9672148169246908,True,884,0.0001592616846152,hinge,0
strikes_770,3,0.992,0.0031740665435791,0.0001516342163085,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1763988925059264,True,1312,0.0011429297004231,hinge,0
strikes_770,1,0.992,0.0031681060791015,0.0001535415649414,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5066441683348843,True,394,0.0003596387002644,hinge,0
strikes_770,1,0.992,0.0031611919403076,0.0001726150512695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.7615931350988525,False,1138,0.0097484921910495,squared_hinge,0
