Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,var_smoothing
autoUniv-au7-700_1553,3,0.4857142857142857,0.0011322498321533,0.000187873840332,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.980467330824845e-10
pm10_750,4,0.66,0.0014009475708007,0.0002412796020507,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.352677880313416e-09
pm10_750,4,0.66,0.00154709815979,0.0002570152282714,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.143721129157719e-11
pm10_750,0,0.66,0.0014271736145019,0.0002498626708984,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0357241393101502e-09
pm10_750,4,0.66,0.0014166831970214,0.0002546310424804,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.694591395961711e-10
pm10_750,0,0.66,0.001497745513916,0.0002636909484863,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.2311096787052776e-09
pm10_750,4,0.66,0.0015506744384765,0.0002472400665283,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.56107602072836e-10
pm10_750,4,0.66,0.0015180110931396,0.0003013610839843,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.856826920145916e-10
pm10_750,0,0.66,0.0015959739685058,0.0002627372741699,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5235258523213067e-10
pm10_750,0,0.66,0.0014083385467529,0.0002739429473876,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5620418786517056e-11
pm10_750,4,0.66,0.0015947818756103,0.0002741813659667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6569656661034507e-08
pm10_750,0,0.66,0.0015079975128173,0.000262975692749,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.119248430439109e-11
pm10_750,0,0.66,0.0013978481292724,0.0002417564392089,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.3344358910189798e-10
pm10_750,0,0.65,0.0014562606811523,0.0002543926239013,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.17224460541034e-10
pm10_750,0,0.65,0.0015609264373779,0.0002496242523193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8895979850700227e-10
pm10_750,0,0.65,0.0014247894287109,0.0002577304840087,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.613137845655901e-09
pm10_750,0,0.65,0.0016038417816162,0.0002593994140625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.021858291251031e-10
pm10_750,0,0.65,0.0015912055969238,0.0002591609954833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0517316500383372e-10
pm10_750,0,0.65,0.00152587890625,0.0002603530883789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.2494716473140143e-11
pm10_750,4,0.63,0.0009436607360839,0.0001764297485351,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.549286705363806e-11
pm10_750,4,0.63,0.0009732246398925,0.0001773834228515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.816176517266553e-10
algerian_forest_fires_46279,3,1.0,0.0009486675262451,0.000176191329956,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4198148408106112e-08
algerian_forest_fires_46279,3,1.0,0.0009000301361083,0.0001537799835205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.526710980427033e-11
algerian_forest_fires_46279,3,1.0,0.0008797645568847,0.0001537799835205,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.114763305824909e-09
algerian_forest_fires_46279,3,1.0,0.0008535385131835,0.0001516342163085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.4735490045460086e-08
algerian_forest_fires_46279,3,1.0,0.0008625984191894,0.000152587890625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.2796438484445123e-10
algerian_forest_fires_46279,3,1.0,0.0008628368377685,0.0001552104949951,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.709317500492527e-09
algerian_forest_fires_46279,3,1.0,0.0008864402770996,0.0001630783081054,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.579968904252937e-09
algerian_forest_fires_46279,3,1.0,0.0008959770202636,0.0001554489135742,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.779082576363216e-09
algerian_forest_fires_46279,3,1.0,0.0009524822235107,0.0001766681671142,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.6579382210402675e-08
algerian_forest_fires_46279,3,1.0,0.0008244514465332,0.0001506805419921,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9273920617082376e-10
algerian_forest_fires_46279,3,1.0,0.0008740425109863,0.0001547336578369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.4353181921232e-11
algerian_forest_fires_46279,3,1.0,0.0010468959808349,0.0001771450042724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.497543586567731e-09
algerian_forest_fires_46279,3,1.0,0.0008726119995117,0.0001568794250488,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.7790718704328244e-11
algerian_forest_fires_46279,3,1.0,0.0011286735534667,0.000173807144165,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1661260278281678e-10
algerian_forest_fires_46279,3,1.0,0.0008196830749511,0.0001518726348876,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.411147562020223e-08
algerian_forest_fires_46279,3,1.0,0.0008463859558105,0.0001509189605712,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3434770159625895e-09
algerian_forest_fires_46279,3,1.0,0.0008556842803955,0.0001497268676757,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.580861142443407e-10
algerian_forest_fires_46279,3,1.0,0.0008182525634765,0.0001502037048339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.1554087250997614e-10
algerian_forest_fires_46279,3,1.0,0.000842809677124,0.0001499652862548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0034661773638296e-10
algerian_forest_fires_46279,3,1.0,0.0008234977722167,0.0001535415649414,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8.839914925843084e-11
fri_c3_500_50_937,2,0.74,0.0011248588562011,0.0001735687255859,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0746014279242643e-08
fri_c3_500_50_937,2,0.74,0.0009939670562744,0.0001623630523681,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.711270283940226e-08
fri_c3_500_50_937,2,0.74,0.0010130405426025,0.0001652240753173,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3778239610871244e-09
fri_c3_500_50_937,2,0.74,0.0010459423065185,0.0001659393310546,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0860930139787824e-11
fri_c3_500_50_937,2,0.74,0.0010657310485839,0.0001764297485351,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0096159052833272e-08
fri_c3_500_50_937,2,0.74,0.0010597705841064,0.0001804828643798,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2226837832396846e-08
fri_c3_500_50_937,2,0.74,0.0009787082672119,0.0001659393310546,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.307777192534035e-08
fri_c3_500_50_937,2,0.74,0.0010173320770263,0.0001695156097412,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.274171200060005e-09
fri_c3_500_50_937,2,0.74,0.0009760856628417,0.0001635551452636,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0654261035315243e-09
fri_c3_500_50_937,2,0.74,0.0010149478912353,0.0001649856567382,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.034654533001128e-09
fri_c3_500_50_937,2,0.74,0.0010595321655273,0.0001652240753173,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1266859288317342e-11
fri_c3_500_50_937,2,0.74,0.001061201095581,0.0001904964447021,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1848461962509525e-09
fri_c3_500_50_937,2,0.73,0.0010082721710205,0.000162124633789,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.895814543396404e-09
fri_c3_500_50_937,2,0.73,0.0010271072387695,0.0001654624938964,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.728965888353398e-09
fri_c3_500_50_937,2,0.73,0.0009782314300537,0.0001640319824218,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7876690598350224e-09
fri_c3_500_50_937,2,0.73,0.0010035037994384,0.0001635551452636,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.312152536525206e-09
fri_c3_500_50_937,2,0.73,0.0009951591491699,0.0001649856567382,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.591944047278182e-09
fri_c3_500_50_937,2,0.73,0.0010340213775634,0.0001611709594726,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8981020852554087e-11
fri_c3_500_50_937,2,0.72,0.0009686946868896,0.0001652240753173,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9216341662857946e-08
fri_c3_500_50_937,2,0.72,0.0009219646453857,0.0001623630523681,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.096777698563312e-09
fri_c2_1000_50_866,3,0.825,0.0011513233184814,0.0001664161682128,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.150372950217955e-09
fri_c2_1000_50_866,3,0.825,0.0011477470397949,0.0001630783081054,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.3526107636501045e-10
fri_c2_1000_50_866,3,0.825,0.0012784004211425,0.0001792907714843,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.752893302177594e-08
fri_c2_1000_50_866,3,0.825,0.0012269020080566,0.0001847743988037,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.024384656229782e-09
fri_c2_1000_50_866,3,0.825,0.0011301040649414,0.0001611709594726,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.2002469341652455e-09
fri_c2_1000_50_866,3,0.825,0.0012674331665039,0.0002133846282958,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.437663058946558e-08
fri_c2_1000_50_866,3,0.825,0.0012621879577636,0.0001728534698486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.616692828368222e-08
fri_c2_1000_50_866,3,0.825,0.001190185546875,0.0001680850982666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.794854096817946e-09
fri_c2_1000_50_866,3,0.825,0.0012574195861816,0.0001697540283203,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6022008270698005e-11
fri_c2_1000_50_866,3,0.825,0.0012099742889404,0.0001745223999023,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.342693478686698e-08
fri_c2_1000_50_866,3,0.825,0.0012001991271972,0.0001850128173828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.640577885404077e-08
fri_c2_1000_50_866,3,0.825,0.001298189163208,0.0001783370971679,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.591712250360116e-11
fri_c2_1000_50_866,3,0.825,0.0011622905731201,0.0001652240753173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.326896477604317e-10
fri_c2_1000_50_866,3,0.825,0.0013301372528076,0.0001795291900634,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5596324240133783e-09
fri_c2_1000_50_866,3,0.825,0.0012364387512207,0.000173807144165,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3352111836193087e-11
fri_c2_1000_50_866,3,0.825,0.001190185546875,0.0001590251922607,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.737461678654268e-11
fri_c2_1000_50_866,3,0.825,0.0011160373687744,0.0003402233123779,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4152122016749936e-09
fri_c2_1000_50_866,3,0.825,0.0011920928955078,0.0001692771911621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.117996848812254e-08
fri_c2_1000_50_866,3,0.825,0.0012032985687255,0.0001642704010009,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2919327385253233e-11
fri_c2_1000_50_866,3,0.825,0.0011768341064453,0.0001602172851562,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.464494544740771e-08
fruitfly_714,3,0.72,0.000777244567871,0.0001466274261474,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9303631579358814e-08
fruitfly_714,0,0.72,0.0007283687591552,0.0001418590545654,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.683579964224477e-08
fruitfly_714,3,0.72,0.0007996559143066,0.0001571178436279,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2374548071907325e-10
fruitfly_714,3,0.72,0.0007388591766357,0.0001428127288818,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.189547963301393e-10
fruitfly_714,3,0.72,0.0009241104125976,0.0001680850982666,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1150826027596525e-10
fruitfly_714,3,0.72,0.0008959770202636,0.0001704692840576,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.170846532046878e-08
fruitfly_714,3,0.72,0.0007109642028808,0.0001428127288818,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2173136141607964e-09
fruitfly_714,3,0.72,0.0007784366607666,0.000148057937622,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.101117958143805e-11
fruitfly_714,3,0.72,0.0007493495941162,0.000169038772583,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2480712446819152e-10
fruitfly_714,3,0.72,0.0008561611175537,0.0001649856567382,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.049086691368494e-10
fruitfly_714,3,0.72,0.0007648468017578,0.0001971721649169,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.519641706135172e-08
fruitfly_714,3,0.72,0.0007047653198242,0.0001428127288818,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8871410533587728e-09
fruitfly_714,3,0.72,0.00075364112854,0.0001468658447265,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.085419091813719e-09
fruitfly_714,3,0.72,0.0007438659667968,0.0001423358917236,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.259848834414499e-11
fruitfly_714,4,0.72,0.0007429122924804,0.00014328956604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.230696667480535e-08
fruitfly_714,3,0.72,0.0007407665252685,0.0001413822174072,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4324282848996796e-09
fruitfly_714,3,0.72,0.000730276107788,0.0001449584960937,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8407611020346265e-08
fruitfly_714,3,0.72,0.0007822513580322,0.000145673751831,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.052109005409278e-10
fruitfly_714,3,0.72,0.0007293224334716,0.0001389980316162,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.399281712529444e-09
fruitfly_714,3,0.72,0.0007257461547851,0.0001411437988281,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.644593114211281e-10
analcatdata_draft_984,0,0.972972972972973,0.0009453296661376,0.0001575946807861,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.717335148139368e-11
analcatdata_draft_984,0,0.972972972972973,0.0008840560913085,0.0001587867736816,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2251800369826803e-10
analcatdata_draft_984,0,0.972972972972973,0.0009584426879882,0.0001618862152099,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8579292745506224e-11
analcatdata_draft_984,0,0.972972972972973,0.0019712448120117,0.0009996891021728,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.768532869949368e-10
analcatdata_draft_984,0,0.972972972972973,0.0011155605316162,0.0001895427703857,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.957001125972378e-09
analcatdata_draft_984,0,0.972972972972973,0.0009706020355224,0.0002133846282958,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.437242247655104e-11
analcatdata_draft_984,0,0.972972972972973,0.0009088516235351,0.0001575946807861,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.152763334292087e-10
analcatdata_draft_984,0,0.972972972972973,0.0008163452148437,0.0001497268676757,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.853198907076037e-10
analcatdata_draft_984,0,0.972972972972973,0.000922679901123,0.0001664161682128,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.360448053533324e-09
analcatdata_draft_984,0,0.972972972972973,0.0009851455688476,0.0001730918884277,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.4744269894669075e-11
analcatdata_draft_984,0,0.972972972972973,0.0008046627044677,0.0001473426818847,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.367528397997392e-09
analcatdata_draft_984,0,0.972972972972973,0.0008637905120849,0.0001592636108398,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8630057954763383e-10
analcatdata_draft_984,0,0.972972972972973,0.0008745193481445,0.0001735687255859,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3936938892031499e-10
analcatdata_draft_984,0,0.972972972972973,0.0012025833129882,0.0001876354217529,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.20763899195201e-09
analcatdata_draft_984,0,0.972972972972973,0.0010921955108642,0.0001547336578369,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.909734026728575e-11
analcatdata_draft_984,0,0.972972972972973,0.0009708404541015,0.0001595020294189,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0052958665143694e-08
analcatdata_draft_984,0,0.972972972972973,0.0010778903961181,0.0001890659332275,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4879639764963124e-08
analcatdata_draft_984,0,0.972972972972973,0.0009288787841796,0.0001559257507324,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.389739605939231e-09
analcatdata_draft_984,0,0.972972972972973,0.0008559226989746,0.0001580715179443,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6316190166631232e-10
analcatdata_draft_984,0,0.972972972972973,0.0008273124694824,0.0001459121704101,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1917104100719903e-09
fri_c0_1000_50_904,3,0.905,0.0012447834014892,0.0001721382141113,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5473807704980168e-09
fri_c0_1000_50_904,3,0.905,0.0011966228485107,0.0001657009124755,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6728562116390703e-10
fri_c0_1000_50_904,3,0.905,0.0012362003326416,0.0001647472381591,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4092530696990935e-10
fri_c0_1000_50_904,3,0.905,0.0012142658233642,0.0001664161682128,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.718585287567156e-11
fri_c0_1000_50_904,3,0.905,0.001394510269165,0.0001676082611083,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.405175576732257e-11
fri_c0_1000_50_904,3,0.905,0.0011930465698242,0.0001657009124755,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.093734699958551e-09
fri_c0_1000_50_904,3,0.9,0.0011966228485107,0.0001652240753173,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.496047496785185e-08
fri_c0_1000_50_904,3,0.9,0.0012714862823486,0.0001697540283203,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4659653745600067e-10
fri_c0_1000_50_904,3,0.9,0.0012154579162597,0.0001623630523681,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.073250337642609e-11
fri_c0_1000_50_904,3,0.9,0.0011942386627197,0.0001652240753173,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1251882973964735e-11
fri_c0_1000_50_904,3,0.9,0.0011930465698242,0.0001647472381591,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.2036119720008974e-10
fri_c0_1000_50_904,3,0.9,0.0014173984527587,0.0001795291900634,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.516630485541742e-11
fri_c0_1000_50_904,3,0.9,0.0011966228485107,0.0001671314239501,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9508427682071532e-10
fri_c0_1000_50_904,3,0.9,0.0011920928955078,0.0001640319824218,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.261460909796262e-11
fri_c0_1000_50_904,3,0.9,0.001230239868164,0.0001659393310546,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.535138224803972e-09
fri_c0_1000_50_904,3,0.9,0.0012168884277343,0.0001614093780517,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5814360711339278e-09
fri_c0_1000_50_904,3,0.9,0.0011849403381347,0.0001659393310546,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.458801084037015e-08
fri_c0_1000_50_904,3,0.9,0.0012416839599609,0.000169038772583,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.29476699988876e-09
fri_c0_1000_50_904,3,0.895,0.0011346340179443,0.0001647472381591,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.568414721728343e-11
fri_c0_1000_50_904,3,0.895,0.001216173171997,0.0001671314239501,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0147935944840525e-08
