Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,var_smoothing
analcatdata_authorship_458,4,1.0,0.0019962787628173,0.0004513263702392,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.64830868953162e-08
analcatdata_authorship_458,3,1.0,0.0021300315856933,0.0004513263702392,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8027723639429046e-10
analcatdata_authorship_458,3,1.0,0.0013391971588134,0.0003232955932617,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.222322687968428e-11
analcatdata_authorship_458,3,1.0,0.0014569759368896,0.0003509521484375,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7546784561706444e-08
analcatdata_authorship_458,3,1.0,0.0020751953125,0.0004830360412597,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.974094354087071e-10
analcatdata_authorship_458,3,1.0,0.0020861625671386,0.0004546642303466,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.445452763545537e-08
analcatdata_authorship_458,2,1.0,0.0013301372528076,0.0002577304840087,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2703979920267258e-08
analcatdata_authorship_458,3,1.0,0.0020465850830078,0.0004138946533203,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.8452621575798e-10
analcatdata_authorship_458,3,1.0,0.0020759105682373,0.0004117488861083,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.944836237887096e-08
analcatdata_authorship_458,2,1.0,0.0013031959533691,0.0002534389495849,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.051805222058308e-10
analcatdata_authorship_458,3,1.0,0.002044677734375,0.000441551208496,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.109680223889973e-09
analcatdata_authorship_458,3,1.0,0.0031144618988037,0.0004267692565917,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.7776604350560334e-09
analcatdata_authorship_458,4,1.0,0.0019612312316894,0.000406265258789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.181046127982539e-09
analcatdata_authorship_458,3,1.0,0.0019714832305908,0.0004489421844482,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.1948313559551644e-09
analcatdata_authorship_458,3,1.0,0.0019295215606689,0.0004220008850097,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5647142837579193e-08
analcatdata_authorship_458,3,1.0,0.0019042491912841,0.0004541873931884,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.933984865551469e-09
Loan-Predication_43595,2,0.8455284552845529,0.000931978225708,0.0001497268676757,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.318197845980359e-10
Loan-Predication_43595,2,0.8455284552845529,0.0009922981262207,0.0001642704010009,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.449691462992019e-09
Loan-Predication_43595,2,0.8455284552845529,0.0009565353393554,0.0001523494720458,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3868712378977464e-11
Loan-Predication_43595,2,0.8455284552845529,0.0013661384582519,0.0001845359802246,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7338551483798408e-11
Loan-Predication_43595,2,0.8455284552845529,0.0008742809295654,0.000145673751831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.174720673475187e-11
Loan-Predication_43595,2,0.8455284552845529,0.0012805461883544,0.0002589225769042,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.047434062210748e-10
Loan-Predication_43595,2,0.8455284552845529,0.0009586811065673,0.000162124633789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0697355195592855e-08
Loan-Predication_43595,2,0.8455284552845529,0.0010316371917724,0.0001485347747802,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.742642897314362e-09
Loan-Predication_43595,2,0.8455284552845529,0.0009572505950927,0.0001730918884277,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.770946431456007e-08
Loan-Predication_43595,2,0.8455284552845529,0.0010256767272949,0.0001637935638427,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.4446541102564072e-11
Loan-Predication_43595,2,0.8455284552845529,0.0010087490081787,0.0001502037048339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.727307225230434e-09
Loan-Predication_43595,2,0.8455284552845529,0.0009713172912597,0.0001466274261474,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8063679936969514e-10
Loan-Predication_43595,2,0.8455284552845529,0.0009663105010986,0.0001490116119384,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.239200972691933e-11
Loan-Predication_43595,2,0.8455284552845529,0.0010104179382324,0.0001502037048339,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.012365020721928e-08
Loan-Predication_43595,2,0.8455284552845529,0.0010504722595214,0.0001492500305175,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.474805608344713e-11
Loan-Predication_43595,2,0.8455284552845529,0.0009522438049316,0.0001449584960937,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.18289700312053e-11
Loan-Predication_43595,2,0.8455284552845529,0.0009629726409912,0.000152587890625,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3007182348628479e-10
Loan-Predication_43595,2,0.8455284552845529,0.001110553741455,0.0001487731933593,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4237327246028153e-08
Loan-Predication_43595,2,0.8455284552845529,0.0011134147644042,0.0001575946807861,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.150375466062508e-09
Loan-Predication_43595,1,0.8211382113821138,0.0009746551513671,0.0001928806304931,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.1466860876352123e-10
xd6_40693,0,0.953846153846154,0.0011966228485107,0.0002789497375488,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.720166880572213e-11
xd6_40693,0,0.953846153846154,0.0010888576507568,0.0002288818359375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.74279246693488e-11
xd6_40693,0,0.953846153846154,0.0010600090026855,0.0002245903015136,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.9743516600544e-11
xd6_40693,0,0.953846153846154,0.0010836124420166,0.0002272129058837,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.968797750785525e-08
xd6_40693,0,0.953846153846154,0.0011227130889892,0.0002381801605224,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.90606720015097e-08
xd6_40693,0,0.953846153846154,0.0011389255523681,0.000232458114624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.444426225843598e-08
xd6_40693,0,0.953846153846154,0.0011045932769775,0.000230073928833,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.1823657534725068e-08
xd6_40693,0,0.953846153846154,0.0014059543609619,0.0002641677856445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.5445515762832776e-08
xd6_40693,0,0.953846153846154,0.0012652873992919,0.0002548694610595,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.8382899032395143e-08
xd6_40693,0,0.953846153846154,0.0011227130889892,0.0002627372741699,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.795525964662527e-08
xd6_40693,0,0.953846153846154,0.0010719299316406,0.000241994857788,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.4132580645567273e-08
xd6_40693,0,0.953846153846154,0.0011615753173828,0.0002250671386718,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.047104741241408e-10
xd6_40693,3,0.9484536082474226,0.0011091232299804,0.0002326965332031,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.9634382958547236e-10
xd6_40693,3,0.9484536082474226,0.0010607242584228,0.0002241134643554,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.171938658413085e-09
xd6_40693,3,0.9484536082474226,0.0011651515960693,0.0002310276031494,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.708527885683435e-09
xd6_40693,3,0.9484536082474226,0.0010912418365478,0.000223159790039,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.9936924106620267e-09
xd6_40693,3,0.9484536082474226,0.0010650157928466,0.0002315044403076,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.712825701616253e-09
xd6_40693,3,0.9484536082474226,0.001091718673706,0.0002548694610595,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.250378473798081e-09
xd6_40693,3,0.9484536082474226,0.0010912418365478,0.0002353191375732,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.2324263279796255e-11
xd6_40693,3,0.9484536082474226,0.0011398792266845,0.0002303123474121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.387042623315009e-10
wisconsin_753,3,0.7692307692307693,0.0012476444244384,0.0002722740173339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.6261081225873464e-08
wisconsin_753,3,0.7692307692307693,0.0012528896331787,0.0002706050872802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.291607400820278e-09
wisconsin_753,3,0.7692307692307693,0.0013155937194824,0.0003252029418945,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0610987161049471e-10
wisconsin_753,3,0.7692307692307693,0.0011703968048095,0.0002632141113281,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5225198842486296e-08
wisconsin_753,3,0.7692307692307693,0.0012273788452148,0.0002658367156982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.91217914598758e-11
wisconsin_753,3,0.7692307692307693,0.001354694366455,0.0003206729888916,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.333107439452493e-10
wisconsin_753,3,0.7435897435897436,0.0012006759643554,0.0002768039703369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.2735590510818359e-10
wisconsin_753,3,0.7435897435897436,0.0012154579162597,0.0002686977386474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.057733949280663e-08
wisconsin_753,3,0.7435897435897436,0.001239538192749,0.0002694129943847,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.187564743256635e-09
wisconsin_753,3,0.7435897435897436,0.0012156963348388,0.0002787113189697,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.932702734468222e-10
wisconsin_753,3,0.7435897435897436,0.0012142658233642,0.0002863407135009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.3604756786576034e-08
wisconsin_753,3,0.7435897435897436,0.0012285709381103,0.0002632141113281,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.1260061414267496e-08
wisconsin_753,3,0.717948717948718,0.0009393692016601,0.0001590251922607,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.016170021331132e-09
wisconsin_753,3,0.717948717948718,0.0011765956878662,0.0002651214599609,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.6980649371364995e-08
wisconsin_753,2,0.717948717948718,0.0008802413940429,0.0001530647277832,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.543492895851726e-09
wisconsin_753,3,0.717948717948718,0.0012290477752685,0.0002722740173339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.257222830386157e-09
wisconsin_753,3,0.717948717948718,0.0007882118225097,0.0001885890960693,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.820943832943491e-10
wisconsin_753,3,0.717948717948718,0.0007905960083007,0.0001578330993652,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2413065539507789e-10
wisconsin_753,2,0.717948717948718,0.0027520656585693,0.0005347728729248,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7419249300638625e-11
wisconsin_753,1,0.717948717948718,0.0008573532104492,0.0001575946807861,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.597643533868556e-08
mc2_1054,0,0.9090909090909092,0.0010175704956054,0.0001864433288574,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0807206761351167e-11
mc2_1054,0,0.9090909090909092,0.0007731914520263,0.0001506805419921,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.3792220079896765e-10
mc2_1054,0,0.9090909090909092,0.0007212162017822,0.0001516342163085,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.680342410518765e-11
mc2_1054,0,0.9090909090909092,0.0008764266967773,0.0001823902130126,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.584233078515185e-10
mc2_1054,0,0.9090909090909092,0.0007309913635253,0.000148057937622,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.819429792595436e-10
mc2_1054,0,0.9090909090909092,0.0007071495056152,0.0001499652862548,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0834130733584327e-08
mc2_1054,0,0.9090909090909092,0.0008862018585205,0.0001726150512695,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.179264356534777e-08
mc2_1054,0,0.9090909090909092,0.0007936954498291,0.000152587890625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.8373952860872296e-08
mc2_1054,0,0.9090909090909092,0.0009338855743408,0.0001759529113769,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.086595190198644e-09
mc2_1054,0,0.9090909090909092,0.0008485317230224,0.0001776218414306,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.262399500795165e-08
mc2_1054,0,0.9090909090909092,0.0008926391601562,0.0001807212829589,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0076578132971984e-10
mc2_1054,0,0.9090909090909092,0.0007214546203613,0.0001492500305175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.2301265039846151e-09
mc2_1054,0,0.8181818181818182,0.0009849071502685,0.000190258026123,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0651219346290831e-10
mc2_1054,0,0.8181818181818182,0.0007505416870117,0.0001468658447265,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.907780204724582e-08
mc2_1054,0,0.8181818181818182,0.0008347034454345,0.000171422958374,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.234033338084546e-11
mc2_1054,0,0.8181818181818182,0.0007591247558593,0.0001735687255859,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.766622428047058e-09
mc2_1054,0,0.8181818181818182,0.000744342803955,0.0001459121704101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.5769447396144155e-08
mc2_1054,0,0.8181818181818182,0.000906229019165,0.0001904964447021,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.407659055884477e-09
mc2_1054,0,0.8181818181818182,0.0008256435394287,0.0001509189605712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0658599273848348e-11
mc2_1054,0,0.8181818181818182,0.0007672309875488,0.0001552104949951,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.791177882014682e-09
chscase_census5_906,0,0.625,0.0008788108825683,0.0001502037048339,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1703541203364112e-08
chscase_census5_906,0,0.625,0.0008506774902343,0.0001499652862548,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.640435475386737e-11
chscase_census5_906,0,0.625,0.0009646415710449,0.0001556873321533,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.867708812513936e-09
chscase_census5_906,0,0.625,0.0009210109710693,0.0001528263092041,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2682166056750725e-08
chscase_census5_906,0,0.625,0.0008900165557861,0.0001585483551025,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.827423831484044e-08
chscase_census5_906,0,0.625,0.0008380413055419,0.0001487731933593,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.36754164918114e-10
chscase_census5_906,4,0.6125,0.0013055801391601,0.0002408027648925,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2608096677996848e-11
chscase_census5_906,4,0.6125,0.0008955001831054,0.0001606941223144,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.745871791517426e-10
chscase_census5_906,4,0.6125,0.0008821487426757,0.0001626014709472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.3743281616196165e-09
chscase_census5_906,4,0.6125,0.0010948181152343,0.0001769065856933,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6767165636248485e-08
chscase_census5_906,2,0.6125,0.0008866786956787,0.0001475811004638,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6548770823874185e-08
chscase_census5_906,4,0.6125,0.0008876323699951,0.0001568794250488,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.348136287727962e-08
chscase_census5_906,4,0.6125,0.0010838508605957,0.0001764297485351,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.2838976881429335e-09
chscase_census5_906,2,0.6125,0.0009188652038574,0.0001518726348876,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.3714578272707875e-09
chscase_census5_906,4,0.6125,0.0008525848388671,0.000159740447998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.022198474870228e-11
chscase_census5_906,4,0.6125,0.0011329650878906,0.0001845359802246,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.850525783559593e-10
chscase_census5_906,4,0.6125,0.0011458396911621,0.0001990795135498,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.2405769118320906e-08
chscase_census5_906,2,0.6125,0.0009741783142089,0.0001559257507324,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.734171222612062e-09
chscase_census5_906,4,0.6125,0.0008976459503173,0.0001707077026367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.4418858524279e-10
chscase_census5_906,2,0.6125,0.0009264945983886,0.000152587890625,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.612219454472639e-11
strikes_770,3,0.832,0.0016314983367919,0.0002644062042236,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.66644231779544e-11
strikes_770,3,0.832,0.0017776489257812,0.0002779960632324,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.6584029868567371e-09
strikes_770,3,0.832,0.001624584197998,0.000253677368164,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.890505686276594e-08
strikes_770,3,0.832,0.0018591880798339,0.0004334449768066,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.416848294343633e-11
strikes_770,3,0.832,0.0016863346099853,0.0002713203430175,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.121181840606475e-11
strikes_770,3,0.832,0.0016281604766845,0.0002624988555908,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.168888746905265e-09
strikes_770,3,0.824,0.0009489059448242,0.000159740447998,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5017544446928086e-10
strikes_770,3,0.824,0.0009489059448242,0.0001580715179443,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.773260823955076e-11
strikes_770,3,0.824,0.0009503364562988,0.0001568794250488,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1730164606863166e-11
strikes_770,3,0.824,0.0009639263153076,0.000190258026123,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.342280535249131e-10
strikes_770,3,0.824,0.0009276866912841,0.0001792907714843,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.162604110710549e-09
strikes_770,3,0.824,0.0009574890136718,0.0001575946807861,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.143791230091087e-08
strikes_770,3,0.808,0.0016376972198486,0.0002598762512207,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.3160389886422692e-09
strikes_770,3,0.808,0.0016248226165771,0.0002622604370117,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.822296605893998e-09
strikes_770,4,0.808,0.0012247562408447,0.000216007232666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.28133615195302e-11
strikes_770,4,0.808,0.001122236251831,0.0002095699310302,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.142350317775992e-09
strikes_770,4,0.808,0.0011217594146728,0.0002126693725585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.933456536780833e-09
strikes_770,3,0.808,0.0016980171203613,0.0002789497375488,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.323661284238368e-11
strikes_770,3,0.808,0.0016419887542724,0.0002565383911132,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.7589359555404905e-09
strikes_770,3,0.808,0.0016415119171142,0.0002593994140625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.014039015315295e-11
analcatdata_halloffame_966,3,0.9701492537313432,0.0017557144165039,0.0002107620239257,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3676150965109313e-09
analcatdata_halloffame_966,4,0.9701492537313432,0.0017836093902587,0.00020432472229,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.735859596454598e-09
analcatdata_halloffame_966,4,0.9664179104477612,0.0019662380218505,0.000244140625,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.934746570979987e-09
analcatdata_halloffame_966,4,0.9664179104477612,0.0015056133270263,0.0002217292785644,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.335771346464216e-08
analcatdata_halloffame_966,3,0.9664179104477612,0.0018327236175537,0.0002350807189941,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.185138372190151e-08
