Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_select_percentile,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,alpha,fit_prior
autoUniv-au6-1000_1555,3,0.31,0.002307653427124,0.0001137256622314,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5405425899911724,True
autoUniv-au6-1000_1555,3,0.31,0.0023651123046875,0.0001134872436523,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.51519655539186,False
autoUniv-au6-1000_1555,3,0.31,0.0023701190948486,0.0001049041748046,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5155075997264171,True
autoUniv-au6-1000_1555,3,0.31,0.0023112297058105,0.0001032352447509,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.713716271156788,True
autoUniv-au6-1000_1555,3,0.31,0.0022487640380859,0.0001041889190673,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.287776667829297,False
autoUniv-au6-1000_1555,3,0.31,0.0023500919342041,0.0001189708709716,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.6171130703240149,True
autoUniv-au6-1000_1555,3,0.31,0.0036404132843017,0.000197410583496,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7336228226834728,False
autoUniv-au6-1000_1555,3,0.31,0.0023865699768066,0.0001068115234375,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2916732675738701,False
autoUniv-au6-1000_1555,3,0.31,0.0022637844085693,0.0001046657562255,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2811061275423394,False
autoUniv-au6-1000_1555,3,0.31,0.0046021938323974,0.000425100326538,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8318221780112915,False
analcatdata_creditscore_461,3,1.0,0.0009407997131347,8.559226989746094e-05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1061648362777529,True
analcatdata_creditscore_461,4,1.0,0.0009379386901855,8.535385131835938e-05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.342131720431218,False
analcatdata_creditscore_461,0,1.0,0.0010559558868408,0.0001101493835449,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7449278067237404,True
analcatdata_creditscore_461,3,1.0,0.0011627674102783,0.0001120567321777,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.241657700479311,True
