Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,penalty,loss,C,tol,max_iter,random_state
tae_48,0,0.7419354838709677,0.055283784866333,0.000232458114624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,l2,hinge,5.217312170082144,0.0004335948251332,1592,0
tae_48,0,0.7419354838709677,0.0553879737854003,0.0002167224884033,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,l2,squared_hinge,4.522684292612525,1.611094522159413e-05,1026,0
tae_48,0,0.7419354838709677,0.057178258895874,0.0002291202545166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,2.209787651435092,0.0001163969854901,543,0
fri_c1_500_50_766,1,0.83,0.0013685226440429,0.0001313686370849,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l2,hinge,0.9566078393085358,8.249665014989809e-05,591,0
fri_c1_500_50_766,1,0.83,0.0012679100036621,0.0001528263092041,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l1,squared_hinge,0.1571487883173202,0.000126655635162,1511,0
fri_c1_500_50_766,1,0.83,0.0014891624450683,0.0001554489135742,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l1,squared_hinge,0.2032308728576413,1.262177387699697e-05,1142,0
fri_c1_500_50_766,1,0.83,0.001192569732666,0.0001251697540283,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,1.16309867651456,0.0002225988091736,685,0
fri_c1_500_50_766,1,0.83,0.0014288425445556,0.0001335144042968,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l2,hinge,0.4617559870390551,1.06425081005844e-05,1101,0
fri_c1_500_50_766,1,0.83,0.0015788078308105,0.0001523494720458,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l2,squared_hinge,0.2604323766328554,0.0001136739954011,750,0
fri_c1_500_50_766,1,0.83,0.0012686252593994,0.0001266002655029,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,8.593565495928026,3.396412404635376e-05,424,0
fri_c1_500_50_766,1,0.83,0.0014586448669433,0.000133991241455,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,5.214622115880432,4.227675896131134e-05,896,0
fri_c1_500_50_766,1,0.83,0.0012619495391845,0.0001282691955566,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l1,squared_hinge,0.7253844792884699,0.0002997815935122,997,0
fri_c1_500_50_766,1,0.83,0.0012474060058593,0.000126838684082,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,l1,hinge,5.5230505765003,0.0009370711909451,530,0
fri_c1_500_50_766,1,0.83,0.0012741088867187,0.0001463890075683,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,0.131499343374536,8.926888842187891e-05,623,0
fri_c1_500_50_766,1,0.83,0.0011987686157226,0.0001246929168701,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,l1,hinge,0.1579264544229097,0.0002182872794997,699,0
fri_c1_500_50_766,1,0.83,0.001443862915039,0.0001556873321533,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l1,squared_hinge,7.871847445470943,3.1399021164263486e-05,939,0
fri_c1_500_50_766,1,0.83,0.0014929771423339,0.0001451969146728,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l2,squared_hinge,2.385602995198077,0.0001282362231285,1039,0
fri_c1_500_50_766,1,0.83,0.0013411045074462,0.0001277923583984,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l2,hinge,3.3777068082505948,1.5848157741501073e-05,567,0
fri_c1_500_50_766,1,0.83,0.0012578964233398,0.0001261234283447,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,l1,squared_hinge,4.632131362435726,0.0005017275398255,825,0
fri_c1_500_50_766,1,0.83,0.001467227935791,0.0001299381256103,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l2,hinge,0.1277755235375257,8.155324240107229e-05,859,0
fri_c1_500_50_766,1,0.83,0.0015981197357177,0.0001754760742187,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,l2,squared_hinge,2.7266883010119254,5.28362586254082e-05,479,0
fri_c1_500_50_766,1,0.83,0.001516580581665,0.0001378059387207,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,l1,squared_hinge,0.5171306275801307,0.0001063623532194,1067,0
fri_c1_500_50_766,1,0.83,0.001291275024414,0.0001285076141357,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l2,squared_hinge,4.325153797253849,0.0006697183212609,1179,0
tokyo1_40705,2,0.953125,0.0068845748901367,0.0001718997955322,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l2,hinge,0.5961808865560503,0.0003571925292093,1094,0
tokyo1_40705,2,0.953125,0.0064179897308349,0.0001442432403564,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,3.429481909545132,2.020462208303949e-05,604,0
tokyo1_40705,1,0.953125,0.0059039592742919,0.0001444816589355,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l2,squared_hinge,6.347194072449614,0.0003435596007093,1179,0
tokyo1_40705,2,0.953125,0.0093390941619873,0.000150442123413,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,0.4770690013578098,6.105500363530407e-05,970,0
tokyo1_40705,2,0.953125,0.0075695514678955,0.0002162456512451,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,0.8684205347277598,6.166373277053258e-05,1295,0
tokyo1_40705,2,0.953125,0.002256155014038,0.0001153945922851,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,1.188088187718064,0.0003278070718394,1143,0
tokyo1_40705,2,0.953125,0.0021755695343017,0.0001173019409179,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,2.375116413993032,8.305408327250302e-05,1094,0
tokyo1_40705,2,0.953125,0.0213403701782226,0.0001626014709472,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,l2,hinge,4.877647853716439,1.3961893123906472e-05,915,0
tokyo1_40705,1,0.953125,0.0036914348602294,0.0001184940338134,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l2,hinge,0.2634996012488873,3.1155788476177005e-05,1287,0
tokyo1_40705,1,0.953125,0.0066032409667968,0.0001313686370849,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,l1,squared_hinge,7.785349945962169,0.0006155200015094,657,0
tokyo1_40705,2,0.953125,0.0057132244110107,0.0001266002655029,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l1,hinge,3.725325853888904,0.0001527208379919,621,0
tokyo1_40705,2,0.953125,0.0163609981536865,0.0001447200775146,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,0.1901379461323396,0.0005301863334164,1823,0
tokyo1_40705,2,0.953125,0.0195486545562744,0.0002429485321044,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,0.4695474933886288,4.076644691407763e-05,417,0
tokyo1_40705,2,0.953125,0.0206165313720703,0.0001935958862304,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,l2,hinge,0.318218833232673,0.000238731042652,643,0
tokyo1_40705,1,0.953125,0.0038349628448486,0.0001173019409179,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,l2,squared_hinge,0.2079911019683557,0.000372034816207,1241,0
tokyo1_40705,2,0.953125,0.0083906650543212,0.0001311302185058,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,1.9474517194290848,2.321572325267608e-05,512,0
tokyo1_40705,1,0.953125,0.0039863586425781,0.0002195835113525,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l2,squared_hinge,0.135390354224409,1.1133685008984282e-05,1221,0
tokyo1_40705,2,0.953125,0.0019068717956542,0.000112771987915,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,l1,squared_hinge,1.575946743219938,0.0001857123257645,1368,0
tokyo1_40705,2,0.953125,0.0021774768829345,0.0001122951507568,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,hinge,4.522980242226587,0.000142485318793,1404,0
tokyo1_40705,2,0.953125,0.0276544094085693,0.0001683235168457,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,l2,hinge,0.5294062680471563,1.2013402646383478e-05,1020,0
glass_1005,4,0.9047619047619048,0.0020346641540527,0.0001125335693359,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,squared_hinge,0.7448454144244804,1.8303140004070343e-05,443,0
glass_1005,4,0.9047619047619048,0.0029847621917724,0.0001122951507568,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,hinge,0.9722085189590656,5.556774947823367e-05,751,0
glass_1005,4,0.9047619047619048,0.0020906925201416,0.0001149177551269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,squared_hinge,0.1964493034909142,1.732053833790701e-05,1129,0
glass_1005,4,0.9047619047619048,0.0020389556884765,0.0001158714294433,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,hinge,0.1561282473753884,1.3007060229836629e-05,925,0
glass_1005,4,0.9047619047619048,0.0029642581939697,0.0001132488250732,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,hinge,0.3296548502416355,1.292086061192944e-05,564,0
glass_1005,4,0.9047619047619048,0.0021545886993408,0.0001194477081298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,hinge,0.4101955858056873,7.41249235313792e-05,1108,0
glass_1005,2,0.8837209302325582,0.0039691925048828,0.0001387596130371,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.1760740967176491,0.0002878833640254,1255,0
glass_1005,2,0.8837209302325582,0.0042197704315185,0.0001387596130371,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,2.4144231237815337,0.0009313088676972,701,0
glass_1005,2,0.8837209302325582,0.0044419765472412,0.0001296997070312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,hinge,7.02025201353483,0.0001388162958277,1290,0
glass_1005,2,0.8837209302325582,0.0045084953308105,0.0001275539398193,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.2232394793766187,3.969015010954284e-05,821,0
glass_1005,2,0.8837209302325582,0.0039949417114257,0.0001366138458251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,4.745243676127498,2.5954216234072083e-05,893,0
glass_1005,2,0.8837209302325582,0.0039281845092773,0.0001349449157714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.3950457738269102,0.0002452755042846,840,0
glass_1005,2,0.8604651162790697,0.0021030902862548,0.0001201629638671,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l1,hinge,1.6360481735619137,1.2692541833489004e-05,1304,0
glass_1005,2,0.8604651162790697,0.0165040493011474,0.0001392364501953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,l1,squared_hinge,0.1504517242366661,3.346530789046762e-05,951,0
glass_1005,2,0.8604651162790697,0.0021159648895263,0.0001235008239746,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l1,hinge,0.3010225480468371,0.0002382843748456,1232,0
glass_1005,2,0.8604651162790697,0.0164179801940917,0.0001335144042968,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,l1,squared_hinge,0.2070899269576898,7.763261904388895e-05,854,0
glass_1005,2,0.8604651162790697,0.0021352767944335,0.0001215934753417,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,l2,squared_hinge,0.2101628040910267,0.0001000977146437,1108,0
glass_1005,2,0.8604651162790697,0.0164036750793457,0.0001389980316162,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,l1,squared_hinge,7.360912038499792,0.0008932301948676,674,0
glass_1005,2,0.8604651162790697,0.0162434577941894,0.0001313686370849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,l2,hinge,0.5341781587771895,6.445308989202658e-05,1300,0
glass_1005,2,0.8604651162790697,0.0075163841247558,0.0001296997070312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,l1,hinge,0.2466998014113504,0.0001549753592554,908,0
backache_463,1,0.9722222222222222,0.0010850429534912,0.000129222869873,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,0.2200827345157463,0.0009936272985218,1375,0
backache_463,1,0.9722222222222222,0.0009999275207519,0.0001089572906494,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,2.217478731190868,0.0002359054098291,984,0
backache_463,1,0.9722222222222222,0.0010337829589843,0.0001406669616699,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,2.7351198301960324,0.0001068852942627,1029,0
backache_463,1,0.9722222222222222,0.0026812553405761,0.0001435279846191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,9.109923214392389,4.444075280823056e-05,1686,0
backache_463,1,0.9722222222222222,0.0009257793426513,0.0001280307769775,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,1.787138312430446,0.0008972453520641,1224,0
backache_463,1,0.9722222222222222,0.0021638870239257,0.0001196861267089,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l1,hinge,0.8272032150323219,3.869482282714013e-05,1058,0
backache_463,1,0.9722222222222222,0.0024864673614501,0.0001320838928222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.2807337718814234,1.704706516221219e-05,634,0
backache_463,1,0.9722222222222222,0.0011591911315917,0.0001270771026611,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,0.1198585727867215,0.0007107465384643,773,0
backache_463,1,0.9722222222222222,0.0009915828704833,0.000108003616333,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,5.775291210957253,4.345027493288247e-05,1236,0
backache_463,1,0.9722222222222222,0.0021817684173583,0.000152587890625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,3.781898425761846,0.0001505833114983,900,0
backache_463,1,0.9722222222222222,0.002345323562622,0.0001282691955566,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,3.911411235064891,0.000195797560261,938,0
backache_463,1,0.9722222222222222,0.0022499561309814,0.0001423358917236,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.4406611244933208,3.32517020191645e-05,675,0
backache_463,1,0.9444444444444444,0.001209020614624,0.0001323223114013,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,0.5190181720389604,7.027645304493776e-05,1122,0
backache_463,1,0.9444444444444444,0.0025150775909423,0.0009894371032714,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l1,hinge,3.6922633037556825,2.0462948301975795e-05,1031,0
backache_463,1,0.9444444444444444,0.0010309219360351,0.0001115798950195,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,l2,squared_hinge,2.3720936317484007,0.0005876123707959,1214,0
backache_463,1,0.9444444444444444,0.0015890598297119,0.0001304149627685,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,1.9916548438753148,0.0001475898547312,1371,0
backache_463,1,0.9444444444444444,0.0019402503967285,0.0001177787780761,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,l1,hinge,1.2864391389396386,0.0006033085197601,1135,0
backache_463,1,0.9444444444444444,0.001516580581665,0.000115156173706,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,l2,squared_hinge,0.5454138316398311,3.267705520898976e-05,648,0
backache_463,1,0.9444444444444444,0.0016188621520996,0.0001397132873535,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,l1,squared_hinge,3.037526988048412,0.0001853457113542,546,0
backache_463,1,0.9444444444444444,0.0024416446685791,0.0001752376556396,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l1,hinge,0.5270063436738721,2.7284630644648335e-05,1219,0
parkinsons_1488,2,1.0,0.0012223720550537,0.0001177787780761,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,hinge,2.9471681574061077,3.785268408443429e-05,1036,0
parkinsons_1488,2,1.0,0.0011720657348632,0.0001180171966552,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.2403541098066168,5.275930039311574e-05,1525,0
parkinsons_1488,2,1.0,0.0012733936309814,0.0001213550567626,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,1.5167580538490522,0.0001255596221647,1007,0
parkinsons_1488,2,1.0,0.0012528896331787,0.0001237392425537,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l1,squared_hinge,0.5183737203533049,0.0001292869551352,482,0
parkinsons_1488,2,1.0,0.0012004375457763,0.0001170635223388,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,4.541042395432913,2.515703173692795e-05,620,0
parkinsons_1488,2,1.0,0.0012595653533935,0.0001230239868164,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,l2,squared_hinge,1.0899065626729358,1.2363471461206306e-05,775,0
parkinsons_1488,2,0.9743589743589745,0.0033938884735107,0.0001280307769775,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,l1,squared_hinge,1.7702308359178502,0.0003501031209562,1522,0
parkinsons_1488,2,0.9743589743589745,0.0033845901489257,0.0001308917999267,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,l2,hinge,0.1467284334280114,0.0001127466943863,1351,0
parkinsons_1488,2,0.9743589743589745,0.0034155845642089,0.0001318454742431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,l2,squared_hinge,0.9783173444237704,4.231617855546831e-05,839,0
parkinsons_1488,2,0.9743589743589745,0.003382921218872,0.0001332759857177,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,3.643037427584306,1.2750266189642702e-05,942,0
parkinsons_1488,2,0.9743589743589745,0.0032896995544433,0.0001294612884521,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,5.247758185810149,1.618791437532491e-05,591,0
parkinsons_1488,2,0.9743589743589745,0.0033869743347167,0.000133991241455,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,l2,squared_hinge,2.769104366855072,7.033248264161183e-05,581,0
parkinsons_1488,2,0.9743589743589745,0.0022425651550292,0.000133991241455,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,l1,squared_hinge,0.6873003151459746,9.282523639157416e-05,1336,0
parkinsons_1488,2,0.9743589743589745,0.0032854080200195,0.0001304149627685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,0.327304896355292,5.6878024033042185e-05,1282,0
parkinsons_1488,2,0.9743589743589745,0.001960277557373,0.0001225471496582,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,l2,hinge,0.6002093680552871,0.000135838138956,917,0
parkinsons_1488,2,0.9743589743589745,0.0019638538360595,0.0001213550567626,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,l2,squared_hinge,1.3280012349683448,0.0004247381918319,1553,0
parkinsons_1488,2,0.9743589743589745,0.0032942295074462,0.0001304149627685,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,l2,squared_hinge,0.1027072838279642,0.000226076597378,1130,0
parkinsons_1488,2,0.9743589743589745,0.0036156177520751,0.0001356601715087,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,l2,squared_hinge,6.6682961208847615,0.0005420569239604,1064,0
parkinsons_1488,2,0.9743589743589745,0.0028460025787353,0.0001373291015625,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,l1,squared_hinge,0.48689555166031,0.0001704594383999,1065,0
parkinsons_1488,2,0.9743589743589745,0.0032992362976074,0.0001287460327148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,l2,hinge,3.922963234365668,1.6220683402270423e-05,681,0
PieChart1_1451,3,0.9432624113475178,0.0039186477661132,0.0001335144042968,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l1,squared_hinge,1.1720628866489131,1.994773598218176e-05,1283,0
PieChart1_1451,3,0.9432624113475178,0.160050630569458,0.0002827644348144,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,l2,hinge,2.110462094853753,6.039953066115765e-05,1286,0
PieChart1_1451,3,0.9432624113475178,0.2185373306274414,0.0003092288970947,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,l2,hinge,3.3036597499006,3.696482648645438e-05,1072,0
PieChart1_1451,1,0.9432624113475178,0.0053586959838867,0.0002017021179199,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,l2,squared_hinge,0.3765475269516958,0.0002015995408866,665,0
PieChart1_1451,1,0.9432624113475178,0.0041334629058837,0.0001370906829833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,l2,squared_hinge,1.6299195028249185,0.0001785106400687,1327,0
PieChart1_1451,3,0.9432624113475178,0.0035710334777832,0.0001227855682373,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l1,hinge,3.1863310687694635,8.417648993780809e-05,460,0
PieChart1_1451,3,0.9432624113475178,0.1902947425842285,0.0003020763397216,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,l1,squared_hinge,3.48219320025268,0.0001937628665728,768,0
PieChart1_1451,3,0.9432624113475178,0.0067725181579589,0.0001916885375976,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,l2,squared_hinge,0.6792138333143365,0.0006642508185476,1174,0
PieChart1_1451,3,0.9432624113475178,0.2217137813568115,0.0003106594085693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,l2,hinge,2.864377512184694,9.625618382963251e-05,878,0
PieChart1_1451,1,0.9432624113475178,0.0052757263183593,0.000178575515747,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,l1,squared_hinge,0.4016061862611769,4.949238103911392e-05,703,0
PieChart1_1451,3,0.9432624113475178,0.1906538009643554,0.0002839565277099,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,l2,squared_hinge,0.1772279655766495,8.963487907932834e-05,1415,0
