Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,learning_rate,max_iter,max_depth,min_samples_leaf,l2_regularization,max_bins,random_state
autoUniv-au6-1000_1555,3,0.325,2.3005199432373047,0.0168218612670898,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1195009960399605,145,,20,0.133154102457802,255,0
autoUniv-au6-1000_1555,3,0.325,2.315337657928467,0.0147264003753662,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3370072487743547,152,29.0,14,0.0752615883090305,244,0
autoUniv-au6-1000_1555,3,0.325,2.360247850418091,0.0191333293914794,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0307475263227494,114,,17,0.0506066040123347,231,0
autoUniv-au6-1000_1555,3,0.32,18.480372428894043,0.0154218673706054,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0158982021794587,111,19.0,16,0.1456406490239873,255,0
autoUniv-au6-1000_1555,3,0.32,22.376064777374268,0.0164794921875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.4167699516122169,67,9.0,34,0.0309583129570818,255,0
autoUniv-au6-1000_1555,1,0.315,2.4957993030548096,0.015228271484375,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9316500801665588,10,28.0,33,0.225889101292274,232,0
autoUniv-au6-1000_1555,1,0.315,2.385449409484864,0.0133833885192871,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2077571781430171,107,,33,0.1166316706577391,255,0
autoUniv-au6-1000_1555,3,0.31,0.2166273593902588,0.0137548446655273,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4471452492558481,115,,7,0.0942007567242012,255,0
autoUniv-au6-1000_1555,3,0.31,0.2705848217010498,0.0160143375396728,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7631761417103655,66,,22,0.0740491008994933,255,0
autoUniv-au6-1000_1555,3,0.31,0.2705535888671875,0.0150625705718994,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0286523048302679,46,23.0,5,0.0239219147381774,241,0
autoUniv-au6-1000_1555,3,0.31,0.2468831539154052,0.0109305381774902,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0502125073388412,36,,30,0.0959576591329077,255,0
autoUniv-au6-1000_1555,3,0.305,5.237204074859619,0.0184659957885742,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0274190338120056,108,,15,0.1290671431508583,255,0
autoUniv-au6-1000_1555,3,0.305,2.41536545753479,0.0145089626312255,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0132913025498266,104,18.0,25,0.0011758579792496,245,0
