Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,learning_rate,max_iter,max_depth,min_samples_leaf,l2_regularization,max_bins,random_state
DiabeticMellitus_41430,4,1.0,0.0914864540100097,0.0023760795593261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0106433587419553,10,17.0,11,0.1252819687367775,255,0
DiabeticMellitus_41430,0,1.0,0.0517373085021972,0.0019252300262451,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112014159580494,77,,25,0.138201061206425,245,0
DiabeticMellitus_41430,0,1.0,0.0949640274047851,0.0017714500427246,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0101516322213616,93,28.0,17,0.0636647451682003,255,0
DiabeticMellitus_41430,4,1.0,0.0606956481933593,0.0016670227050781,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7085725933920253,122,17.0,9,0.0003797280992855,231,0
DiabeticMellitus_41430,4,1.0,3.7948594093322754,0.0026607513427734,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1005346539081991,99,1.0,7,0.1400438206039675,255,0
DiabeticMellitus_41430,0,1.0,0.0983607769012451,0.0018320083618164,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0158537859999685,117,1.0,43,0.2397831571983462,220,0
DiabeticMellitus_41430,0,1.0,0.1004815101623535,0.001739501953125,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0480960679381554,34,,27,0.1057329881463174,255,0
DiabeticMellitus_41430,4,1.0,3.8067803382873535,0.0019176006317138,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0123632959910649,21,11.0,11,0.0743487295920122,240,0
DiabeticMellitus_41430,0,1.0,0.1088733673095703,0.0016717910766601,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1152897946457668,41,,32,0.0820052178091395,255,0
DiabeticMellitus_41430,0,1.0,0.1190557479858398,0.0023760795593261,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0175665482012677,179,,8,0.1023908678963116,182,0
DiabeticMellitus_41430,0,1.0,0.1031720638275146,0.0041465759277343,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0883517268374064,37,,19,0.6518856605866354,232,0
DiabeticMellitus_41430,0,1.0,0.0950789451599121,0.001943826675415,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0408334211075013,61,,18,0.0064064966980308,255,0
DiabeticMellitus_41430,0,1.0,0.0990746021270752,0.0023050308227539,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3335545006636937,105,30.0,22,0.0021410474388732,249,0
tae_48,0,0.8064516129032258,0.1337566375732422,0.006166934967041,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0921532307340618,20,11.0,11,0.3328913367866746,204,0
tae_48,0,0.8064516129032258,0.1457653045654297,0.0060806274414062,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4970162424910527,56,,21,0.0580666422211164,234,0
tae_48,0,0.8064516129032258,0.1412408351898193,0.0055532455444335,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7633026281530745,134,14.0,3,0.0947661935821693,255,0
tae_48,0,0.8064516129032258,0.1373536586761474,0.0060431957244873,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8690599505537315,78,,16,0.1400153739423424,231,0
tae_48,0,0.8064516129032258,0.1584069728851318,0.0062763690948486,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0331430677796026,184,,33,0.135516874877909,255,0
tae_48,0,0.8064516129032258,0.1348574161529541,0.0051338672637939,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3428762311421633,15,7.0,30,0.1041837495616253,255,0
tae_48,0,0.8064516129032258,0.1645231246948242,0.0057196617126464,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0752006579891719,83,,13,0.0638453595943527,255,0
tae_48,0,0.8064516129032258,0.151137113571167,0.0056278705596923,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071178087174277,78,16.0,5,0.0858206394818013,255,0
tae_48,0,0.8064516129032258,0.1287069320678711,0.0046916007995605,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.545080729508558,100,,1,0.1308023127978749,240,0
tae_48,0,0.8064516129032258,0.1589648723602295,0.0064835548400878,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0195586018736271,39,17.0,26,0.1902564891091527,255,0
tae_48,0,0.8064516129032258,0.147986888885498,0.0062196254730224,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0902860422635706,71,,23,0.0136168062213524,255,0
tae_48,0,0.8064516129032258,0.1306359767913818,0.0067486763000488,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1533792039536461,139,,24,0.0325672807411968,251,0
tae_48,1,0.8,0.1334233283996582,0.0047595500946044,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0135595992462795,87,,37,0.0506824902512161,206,0
tae_48,1,0.8,0.1572408676147461,0.0061702728271484,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5358318299639055,47,7.0,22,0.1095113205615437,184,0
tae_48,1,0.8,0.149935245513916,0.004807710647583,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.042528318992159,204,,22,0.0503637213552786,255,0
tae_48,1,0.8,0.1458182334899902,0.0048046112060546,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2058919158398219,102,,6,0.0272970877929489,207,0
tae_48,1,0.8,0.1561427116394043,0.0055196285247802,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7180587904555054,131,,36,0.0033704653590629,227,0
tae_48,1,0.8,0.1318669319152832,0.0045771598815917,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2751119394917748,138,16.0,18,0.1848380242453479,255,0
tae_48,0,0.7741935483870968,0.2336506843566894,0.004594087600708,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5915903341057999,96,,12,0.0542890523329061,216,0
tae_48,0,0.7741935483870968,0.1392140388488769,0.0051178932189941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.01377492885321,61,,22,0.0399327480312864,255,0
fri_c1_500_50_766,1,0.93,0.2265360355377197,0.0019059181213378,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.096709546812619,110,2.0,40,0.0756782048519267,255,0
fri_c1_500_50_766,1,0.93,0.1985728740692138,0.0019490718841552,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1347920416171555,65,,41,0.0131156827500472,255,0
fri_c1_500_50_766,1,0.93,0.2015547752380371,0.0018768310546875,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2388238863427599,119,12.0,10,0.0506432550951544,255,0
fri_c1_500_50_766,1,0.93,0.2274696826934814,0.0024044513702392,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0171283886186133,92,13.0,32,0.1393462946136344,179,0
fri_c1_500_50_766,1,0.93,0.2564666271209717,0.0025746822357177,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.205863124541708,151,,23,0.1332251157966778,255,0
fri_c1_500_50_766,1,0.93,0.2245821952819824,0.0020272731781005,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0195878649796844,43,7.0,30,0.1477955206372112,255,0
fri_c1_500_50_766,1,0.93,0.2086610794067382,0.0025000572204589,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0136529221679931,136,,23,0.0630016697935187,253,0
fri_c1_500_50_766,1,0.93,0.2231552600860595,0.0024724006652832,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0868237252723386,131,21.0,26,0.0460312697162307,254,0
fri_c1_500_50_766,1,0.93,0.2104156017303466,0.0021085739135742,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1587634661926107,88,1.0,33,0.1780466467223949,255,0
fri_c1_500_50_766,1,0.93,0.2177357673645019,0.0019268989562988,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8245846680670565,137,,3,0.0190302565954624,255,0
fri_c1_500_50_766,1,0.93,0.2153694629669189,0.002091646194458,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2496036057136166,121,,24,0.1291485325577983,219,0
fri_c1_500_50_766,1,0.93,0.225839614868164,0.0024538040161132,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1523286253660546,133,15.0,8,0.2188785924600574,255,0
fri_c1_500_50_766,1,0.93,0.2324874401092529,0.0022666454315185,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0268614716048059,130,15.0,15,0.033708561431061,255,0
fri_c1_500_50_766,1,0.93,0.2193753719329834,0.0018959045410156,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0201413572945521,103,,20,0.0220391619126522,249,0
fri_c1_500_50_766,1,0.93,0.230818510055542,0.0034220218658447,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1638877336425863,70,8.0,10,0.071851546100512,255,0
fri_c1_500_50_766,1,0.93,0.2312123775482177,0.0020973682403564,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.027918885571153,70,12.0,14,0.024384470160343,255,0
fri_c1_500_50_766,1,0.93,0.2160079479217529,0.0019242763519287,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2589465829243714,89,,6,0.2046150050155451,255,0
fri_c1_500_50_766,1,0.93,0.2172009944915771,0.0037448406219482,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0169415906422402,142,6.0,14,0.0280265511269737,255,0
fri_c1_500_50_766,1,0.93,0.2170021533966064,0.0018856525421142,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.047782805684869,132,,25,0.0376827975323601,255,0
fri_c1_500_50_766,1,0.93,0.2153248786926269,0.0019054412841796,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3517009382307849,150,15.0,29,0.2193009348231324,255,0
tokyo1_40705,1,0.9635416666666666,0.3699033260345459,0.0020771026611328,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4592764318180033,155,,12,0.0230195382091425,248,0
tokyo1_40705,1,0.9635416666666666,0.3529112339019775,0.002650499343872,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0490322188863808,89,19.0,33,0.2160946875981484,255,0
tokyo1_40705,2,0.9635416666666666,0.2817046642303467,0.0021178722381591,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0259083562636115,198,2.0,26,0.0235472946135675,255,0
tokyo1_40705,1,0.9635416666666666,0.3698740005493164,0.0023601055145263,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8248969965271283,95,4.0,34,0.2428212506737298,221,0
tokyo1_40705,1,0.9635416666666666,0.4475901126861572,0.0026915073394775,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3327759931917347,75,4.0,2,0.0382200690165072,255,0
tokyo1_40705,2,0.9635416666666666,0.3207416534423828,0.0027542114257812,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4112619928407355,117,1.0,23,0.0282674088653057,255,0
tokyo1_40705,2,0.9635416666666666,0.3012866973876953,0.0026733875274658,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0278935184971893,124,28.0,26,0.0648536731650682,247,0
tokyo1_40705,2,0.9635416666666666,0.2792282104492187,0.0025484561920166,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0706118022148436,63,20.0,3,0.0460803684135574,244,0
tokyo1_40705,2,0.9635416666666666,0.3258991241455078,0.0021958351135253,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0136904417728481,92,24.0,44,0.0225333055327496,248,0
tokyo1_40705,2,0.9635416666666666,0.2921578884124756,0.0020151138305664,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0165500372819503,78,,14,0.0413024304109558,255,0
tokyo1_40705,2,0.9635416666666666,0.3079957962036133,0.002079963684082,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0276641982048455,107,,25,0.1249072487979986,255,0
tokyo1_40705,2,0.9635416666666666,0.2749302387237549,0.0020349025726318,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0404081773653228,140,,29,0.1783200034473677,255,0
tokyo1_40705,2,0.9635416666666666,0.3130712509155273,0.0022969245910644,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9871192150291648,87,25.0,21,0.1719039807506119,217,0
tokyo1_40705,1,0.9635416666666666,1.4465382099151611,0.002164602279663,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0698517241627964,129,31.0,34,0.1413942054104649,255,0
tokyo1_40705,1,0.9635416666666666,1.483095645904541,0.002643346786499,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2487433997664864,31,2.0,40,0.0005449976665312,255,0
tokyo1_40705,2,0.9635416666666666,0.302908182144165,0.0026431083679199,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6440125838699648,144,40.0,9,0.0556178609271375,248,0
tokyo1_40705,2,0.9635416666666666,0.268195629119873,0.0023708343505859,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0310537222011626,77,,21,0.0185092004099095,235,0
tokyo1_40705,2,0.9635416666666666,0.2707772254943847,0.0022370815277099,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0194735168266119,76,10.0,29,0.0076315141728495,228,0
tokyo1_40705,1,0.9583333333333334,2.789228200912476,0.0031192302703857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0306560640651706,120,16.0,4,0.1331359488623237,255,0
tokyo1_40705,1,0.9583333333333334,3.258565902709961,0.0029749870300292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5818933232045826,123,17.0,31,0.1577357391552422,199,0
glass_1005,1,0.9302325581395348,0.0861995220184326,0.0022165775299072,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2742038626716519,142,,23,0.1889057989109619,255,0
glass_1005,1,0.9302325581395348,0.0725619792938232,0.0016779899597167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0879063353702531,84,,24,0.0451549491599679,218,0
glass_1005,1,0.9302325581395348,0.0683643817901611,0.0016956329345703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.443908047046022,68,8.0,13,0.0365748751213541,255,0
glass_1005,1,0.9302325581395348,0.0861876010894775,0.0021195411682128,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0660897754105067,63,23.0,28,0.1710663368408774,255,0
glass_1005,1,0.9302325581395348,0.0847628116607666,0.0021610260009765,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4046728430865779,52,5.0,13,0.0796654296450424,209,0
glass_1005,1,0.9302325581395348,0.0674903392791748,0.0015966892242431,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0115917709192509,123,,27,0.0178460040451146,255,0
glass_1005,4,0.9285714285714286,0.10894775390625,0.0019030570983886,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0185882263846681,84,,20,0.0397247800424735,223,0
glass_1005,4,0.9285714285714286,0.081733226776123,0.0016291141510009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3250489860924251,157,,20,0.1084156215145516,255,0
glass_1005,4,0.9285714285714286,0.0790102481842041,0.0019392967224121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0169347381416279,10,18.0,30,0.0166242186506322,255,0
glass_1005,4,0.9285714285714286,0.0809473991394043,0.0020792484283447,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2330891623394788,146,1.0,26,0.1199702625884969,255,0
glass_1005,4,0.9285714285714286,0.0932569503784179,0.0022742748260498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2799932723315193,118,,23,0.1237628736056906,249,0
glass_1005,4,0.9285714285714286,0.0810029506683349,0.0015413761138916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2110526037371862,95,,15,0.0315733671907872,255,0
glass_1005,4,0.9285714285714286,0.1062242984771728,0.0022299289703369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4329764251798849,35,11.0,36,0.0507548618736583,210,0
glass_1005,4,0.9285714285714286,0.0844447612762451,0.0016772747039794,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1054955498974372,17,13.0,23,0.2740325457192001,203,0
glass_1005,4,0.9285714285714286,0.0991208553314209,0.0018386840820312,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6224065085395231,138,,27,0.1383002935070294,255,0
glass_1005,4,0.9285714285714286,0.0844569206237793,0.0017120838165283,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1377185543916623,112,17.0,21,0.1550276268795489,164,0
glass_1005,4,0.9285714285714286,0.116417646408081,0.0018925666809082,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1036921638554481,111,,13,0.0726218435177372,234,0
glass_1005,4,0.9285714285714286,0.1306769847869873,0.0020675659179687,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1044178194889251,95,,24,0.0239704849233567,255,0
glass_1005,4,0.9285714285714286,0.0995490550994873,0.002244234085083,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6670592870678048,142,12.0,14,0.0894666021992964,255,0
glass_1005,4,0.9285714285714286,0.0883209705352783,0.0016648769378662,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0307179388543245,71,,24,0.1478867167611512,170,0
backache_463,4,0.9444444444444444,0.1409158706665039,0.0018713474273681,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.245510960143465,83,15.0,1,0.0003890823685115,255,0
backache_463,4,0.9444444444444444,0.0800294876098632,0.0018606185913085,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0305655050547541,91,22.0,16,0.0120785824441149,229,0
backache_463,1,0.9444444444444444,0.0626020431518554,0.0016124248504638,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015287974761954,89,3.0,20,0.0643013378063734,255,0
backache_463,1,0.9444444444444444,0.149268627166748,0.0019252300262451,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.8081421435946288,167,14.0,10,0.0574824108426429,236,0
backache_463,1,0.9444444444444444,0.0859479904174804,0.0021252632141113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0181740098506266,37,,24,0.4033233233171931,234,0
backache_463,1,0.9444444444444444,0.1560759544372558,0.0018990039825439,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2357146107661429,10,,16,0.009667930728871,201,0
backache_463,1,0.9444444444444444,0.1283671855926513,0.0022788047790527,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0706508598514073,27,4.0,20,0.0391098349809017,244,0
backache_463,1,0.9444444444444444,0.0846607685089111,0.0023224353790283,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4722834567294554,134,,14,0.168799653777796,255,0
backache_463,1,0.9444444444444444,0.0666694641113281,0.0020337104797363,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3518879264229971,95,,30,0.0947852592512017,242,0
backache_463,4,0.9444444444444444,0.0739920139312744,0.0022029876708984,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0193881713404776,20,,25,0.0824656484659907,244,0
backache_463,4,0.9444444444444444,0.0798220634460449,0.0017151832580566,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0862250566243407,105,,23,0.1351703729438507,234,0
backache_463,1,0.9444444444444444,0.1507313251495361,0.0018692016601562,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0113517956214613,84,4.0,21,0.0040804297339075,216,0
backache_463,1,0.9444444444444444,0.0596945285797119,0.0019032955169677,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0722848073883663,128,4.0,45,0.2946783995546608,225,0
backache_463,4,0.9444444444444444,0.0722982883453369,0.0021991729736328,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2514384232077523,140,16.0,18,0.0212282681385928,255,0
backache_463,1,0.9444444444444444,0.0714077949523925,0.0019013881683349,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0291281181796205,226,19.0,13,0.0085380917968082,255,0
backache_463,1,0.9444444444444444,0.0762183666229248,0.0021002292633056,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4169335208684505,41,,8,0.0413931210995019,255,0
backache_463,1,0.9444444444444444,0.0674221515655517,0.0016641616821289,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01277408060912,10,,29,0.1211857919073382,255,0
backache_463,1,0.9444444444444444,0.1103620529174804,0.0022554397583007,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.011725536537956,129,,36,0.0263292922693007,255,0
backache_463,1,0.9444444444444444,0.0707199573516845,0.0020692348480224,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0113476281537959,149,,12,0.0051147238875195,255,0
backache_463,4,0.9444444444444444,0.0696148872375488,0.0020556449890136,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0363122987772495,36,20.0,17,0.0059126893379044,255,0
parkinsons_1488,1,1.0,0.1667788028717041,0.0022189617156982,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0859432192307736,36,1.0,16,0.0296490109706961,255,0
parkinsons_1488,1,1.0,0.1716310977935791,0.0021517276763916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0164018948939984,117,27.0,19,0.014534241819183,255,0
parkinsons_1488,2,1.0,0.0818407535552978,0.0021750926971435,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9851155847979431,186,8.0,2,0.0465905016815215,213,0
parkinsons_1488,2,1.0,0.0901374816894531,0.0020899772644042,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.997980747050182,56,28.0,28,0.01900389603538,246,0
parkinsons_1488,1,1.0,0.1778454780578613,0.0021824836730957,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1095480704178076,104,21.0,32,0.0422073778177187,238,0
parkinsons_1488,2,1.0,0.0735056400299072,0.0020272731781005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1367788882590546,10,1.0,1,0.0587863503311208,237,0
parkinsons_1488,1,1.0,0.1733293533325195,0.0018613338470458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7138661010444295,90,17.0,38,0.1356887835522878,235,0
