Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,n_neighbors,weights,algorithm,leaf_size,p,metric
sick_38,0,0.9536423841059604,0.0024454593658447,0.4517645835876465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,uniform,brute,32,2,minkowski
sick_38,0,0.9536423841059604,0.0024044513702392,0.4557688236236572,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,distance,brute,19,2,minkowski
sick_38,0,0.9536423841059604,0.0022964477539062,0.4595887660980224,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,uniform,kd_tree,27,3,chebyshev
sick_38,0,0.9536423841059604,0.0026719570159912,0.4515960216522217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,distance,auto,24,2,manhattan
sick_38,4,0.9522546419098143,0.0023412704467773,0.3969728946685791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,uniform,ball_tree,35,2,minkowski
sick_38,4,0.9522546419098143,0.0022857189178466,0.4528810977935791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,uniform,brute,23,2,euclidean
sick_38,4,0.9522546419098143,0.0024428367614746,0.4445648193359375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,distance,ball_tree,22,2,minkowski
sick_38,4,0.9522546419098143,0.0023200511932373,0.4486260414123535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,distance,brute,34,2,chebyshev
sick_38,4,0.9509283819628648,0.0023112297058105,0.2336678504943847,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,uniform,brute,29,2,euclidean
sick_38,0,0.9496688741721856,0.0023064613342285,0.3341760635375976,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,distance,ball_tree,23,2,chebyshev
sick_38,0,0.9496688741721856,0.0023880004882812,0.3407950401306152,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,uniform,ball_tree,22,2,chebyshev
sick_38,0,0.9496688741721856,0.0024111270904541,0.3229353427886963,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,uniform,auto,23,3,chebyshev
sick_38,0,0.9496688741721856,0.0023388862609863,0.4383401870727539,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,distance,kd_tree,38,3,minkowski
sick_38,0,0.9496688741721856,0.0024495124816894,0.4403440952301025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,uniform,auto,34,1,chebyshev
sick_38,0,0.9496688741721856,0.0023159980773925,0.4294497966766357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,uniform,kd_tree,22,2,minkowski
sick_38,4,0.9456233421750664,0.0022962093353271,0.3346760272979736,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,distance,kd_tree,23,2,minkowski
sick_38,4,0.9416445623342176,0.002347707748413,0.2608108520507812,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,uniform,ball_tree,19,2,minkowski
sick_38,4,0.9416445623342176,0.0024256706237792,0.4295277595520019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,uniform,auto,26,2,manhattan
sick_38,4,0.9416445623342176,0.0024051666259765,0.4294304847717285,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,uniform,brute,31,1,manhattan
sick_38,4,0.9416445623342176,0.0023417472839355,0.4242873191833496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,distance,ball_tree,21,2,manhattan
autoUniv-au6-1000_1555,3,0.31,0.0011529922485351,0.0561938285827636,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,distance,auto,52,2,chebyshev
autoUniv-au6-1000_1555,3,0.31,0.0011448860168457,0.0501725673675537,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,distance,kd_tree,36,2,euclidean
autoUniv-au6-1000_1555,3,0.31,0.0011119842529296,0.0729379653930664,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,distance,kd_tree,30,1,euclidean
autoUniv-au6-1000_1555,3,0.31,0.0011329650878906,0.0675330162048339,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,uniform,auto,31,3,manhattan
autoUniv-au6-1000_1555,3,0.265,0.0013504028320312,0.0050995349884033,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,uniform,kd_tree,16,2,manhattan
autoUniv-au6-1000_1555,3,0.265,0.001530647277832,0.0051610469818115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,uniform,auto,18,2,euclidean
autoUniv-au6-1000_1555,3,0.26,0.0016913414001464,0.0107965469360351,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,uniform,brute,43,2,chebyshev
autoUniv-au6-1000_1555,3,0.26,0.0013730525970458,0.0055525302886962,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,uniform,brute,46,2,minkowski
autoUniv-au6-1000_1555,3,0.255,0.0012140274047851,0.0155553817749023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,distance,auto,10,2,manhattan
autoUniv-au6-1000_1555,3,0.255,0.001124620437622,0.0102405548095703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,uniform,brute,35,2,minkowski
autoUniv-au6-1000_1555,3,0.25,0.0011765956878662,0.0104978084564208,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,uniform,brute,44,1,euclidean
autoUniv-au6-1000_1555,3,0.25,0.0011587142944335,0.0108749866485595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,uniform,auto,27,2,chebyshev
autoUniv-au6-1000_1555,3,0.24,0.003239631652832,0.0121726989746093,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,distance,auto,45,2,minkowski
autoUniv-au6-1000_1555,3,0.24,0.0011272430419921,0.0021324157714843,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,uniform,kd_tree,38,2,chebyshev
autoUniv-au6-1000_1555,3,0.24,0.0012073516845703,0.0738499164581298,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,distance,auto,35,2,euclidean
autoUniv-au6-1000_1555,3,0.24,0.000781774520874,0.0015208721160888,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,distance,auto,28,2,manhattan
autoUniv-au6-1000_1555,3,0.24,0.0010302066802978,0.0688154697418212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,uniform,auto,31,2,manhattan
autoUniv-au6-1000_1555,3,0.24,0.0007693767547607,0.0017685890197753,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,uniform,auto,26,1,minkowski
autoUniv-au6-1000_1555,3,0.24,0.0011878013610839,0.0699760913848877,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,uniform,auto,33,2,chebyshev
autoUniv-au6-1000_1555,3,0.24,0.000868797302246,0.0105519294738769,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,uniform,kd_tree,33,2,minkowski
analcatdata_creditscore_461,3,1.0,0.0005104541778564,0.0018658638000488,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,uniform,kd_tree,26,3,euclidean
analcatdata_creditscore_461,3,1.0,0.00053071975708,0.0018932819366455,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,distance,ball_tree,11,1,chebyshev
analcatdata_creditscore_461,3,1.0,0.0005731582641601,0.0006244182586669,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,uniform,ball_tree,28,2,minkowski
analcatdata_creditscore_461,1,1.0,0.0012950897216796,0.0025882720947265,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,distance,brute,20,1,euclidean
analcatdata_creditscore_461,3,1.0,0.000640869140625,0.0018329620361328,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,distance,brute,19,1,minkowski
analcatdata_creditscore_461,4,1.0,0.0005624294281005,0.0018548965454101,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,uniform,brute,23,3,minkowski
analcatdata_creditscore_461,0,1.0,0.0005190372467041,0.0018267631530761,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,uniform,auto,38,2,minkowski
analcatdata_creditscore_461,1,1.0,0.0005033016204833,0.001939058303833,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,uniform,auto,19,2,chebyshev
analcatdata_creditscore_461,3,1.0,0.0004901885986328,0.0018401145935058,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,uniform,brute,21,2,euclidean
analcatdata_creditscore_461,2,1.0,0.0006144046783447,0.0018877983093261,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,distance,brute,37,2,minkowski
analcatdata_creditscore_461,2,1.0,0.0005469322204589,0.0018677711486816,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,uniform,kd_tree,22,1,chebyshev
analcatdata_creditscore_461,4,1.0,0.0004935264587402,0.0018277168273925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,uniform,kd_tree,19,1,minkowski
analcatdata_creditscore_461,2,1.0,0.0007400512695312,0.0021991729736328,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,uniform,ball_tree,38,1,manhattan
analcatdata_creditscore_461,1,1.0,0.0006308555603027,0.001849889755249,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,uniform,auto,29,2,euclidean
analcatdata_creditscore_461,1,1.0,0.0005896091461181,0.0019817352294921,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,distance,auto,31,2,manhattan
analcatdata_creditscore_461,3,1.0,0.0005626678466796,0.0019149780273437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,uniform,auto,28,2,minkowski
analcatdata_creditscore_461,4,1.0,0.0005745887756347,0.0018565654754638,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,uniform,kd_tree,34,2,manhattan
analcatdata_creditscore_461,0,1.0,0.0004982948303222,0.0018506050109863,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,uniform,kd_tree,37,2,chebyshev
analcatdata_creditscore_461,2,1.0,0.0005550384521484,0.001868724822998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,distance,auto,29,2,minkowski
analcatdata_creditscore_461,4,1.0,0.0006389617919921,0.0019042491912841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,distance,auto,15,1,minkowski
sa-heart_1498,1,0.7634408602150538,0.0008711814880371,0.0057196617126464,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,distance,brute,33,2,chebyshev
sa-heart_1498,1,0.7634408602150538,0.0007579326629638,0.005652904510498,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,uniform,ball_tree,27,3,minkowski
sa-heart_1498,1,0.7634408602150538,0.0006790161132812,0.0056166648864746,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,uniform,brute,39,3,minkowski
sa-heart_1498,1,0.7634408602150538,0.0007269382476806,0.0052707195281982,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,uniform,kd_tree,21,2,minkowski
sa-heart_1498,1,0.7634408602150538,0.0007152557373046,0.0056397914886474,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,uniform,auto,27,2,minkowski
sa-heart_1498,1,0.7634408602150538,0.0006592273712158,0.0055899620056152,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,distance,auto,15,3,euclidean
sa-heart_1498,2,0.7608695652173914,0.0004560947418212,0.0014240741729736,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,uniform,kd_tree,38,2,minkowski
sa-heart_1498,2,0.7608695652173914,0.0004515647888183,0.00193452835083,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,distance,kd_tree,42,3,minkowski
sa-heart_1498,2,0.7608695652173914,0.0005123615264892,0.0016405582427978,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,uniform,auto,25,2,chebyshev
sa-heart_1498,2,0.7608695652173914,0.000535249710083,0.0014593601226806,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,distance,auto,28,1,manhattan
sa-heart_1498,2,0.7608695652173914,0.000422716140747,0.0015926361083984,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,uniform,auto,22,3,minkowski
sa-heart_1498,2,0.7608695652173914,0.0004699230194091,0.0016286373138427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,uniform,kd_tree,23,1,minkowski
sa-heart_1498,1,0.7526881720430108,0.0007040500640869,0.0057218074798583,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,uniform,auto,37,2,chebyshev
sa-heart_1498,1,0.7526881720430108,0.0008249282836914,0.0057182312011718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,distance,kd_tree,25,2,chebyshev
sa-heart_1498,1,0.7526881720430108,0.00075364112854,0.0060327053070068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,uniform,brute,35,3,chebyshev
sa-heart_1498,1,0.7526881720430108,0.0007216930389404,0.0056288242340087,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,uniform,auto,30,2,chebyshev
sa-heart_1498,1,0.7526881720430108,0.000741958618164,0.0056259632110595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,uniform,auto,38,1,manhattan
sa-heart_1498,1,0.7526881720430108,0.000744342803955,0.0057783126831054,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,uniform,auto,26,2,minkowski
sa-heart_1498,1,0.7526881720430108,0.0008018016815185,0.0056908130645751,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,uniform,auto,41,2,chebyshev
sa-heart_1498,1,0.7526881720430108,0.0007414817810058,0.0055932998657226,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,uniform,auto,49,3,manhattan
autoUniv-au6-400_1551,0,0.35,0.0008459091186523,0.0051472187042236,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,uniform,auto,13,2,manhattan
autoUniv-au6-400_1551,0,0.35,0.0008225440979003,0.0050997734069824,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,uniform,ball_tree,29,2,manhattan
autoUniv-au6-400_1551,3,0.3375,0.0009553432464599,0.0051672458648681,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,uniform,auto,29,2,euclidean
autoUniv-au6-400_1551,3,0.3375,0.0008158683776855,0.0049686431884765,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,uniform,auto,23,2,euclidean
autoUniv-au6-400_1551,3,0.3375,0.0007619857788085,0.0049855709075927,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,uniform,brute,34,2,minkowski
autoUniv-au6-400_1551,3,0.3375,0.0009121894836425,0.0048859119415283,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,uniform,ball_tree,41,3,minkowski
autoUniv-au6-400_1551,3,0.325,0.0005741119384765,0.0013582706451416,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,distance,brute,10,2,euclidean
autoUniv-au6-400_1551,0,0.325,0.000765323638916,0.0056138038635253,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,distance,auto,10,3,euclidean
autoUniv-au6-400_1551,3,0.325,0.0008008480072021,0.0747265815734863,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,uniform,auto,47,2,chebyshev
autoUniv-au6-400_1551,3,0.325,0.0018515586853027,0.0727851390838623,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,distance,kd_tree,28,3,euclidean
autoUniv-au6-400_1551,2,0.325,0.0007624626159667,0.0049605369567871,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,distance,ball_tree,31,2,chebyshev
autoUniv-au6-400_1551,2,0.325,0.0007824897766113,0.0049207210540771,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,uniform,brute,19,2,minkowski
autoUniv-au6-400_1551,0,0.325,0.0007069110870361,0.0075905323028564,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,uniform,kd_tree,30,2,chebyshev
autoUniv-au6-400_1551,0,0.325,0.000913381576538,0.0378940105438232,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,uniform,ball_tree,44,3,minkowski
autoUniv-au6-400_1551,0,0.325,0.0008056163787841,0.0622646808624267,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,uniform,ball_tree,35,2,euclidean
autoUniv-au6-400_1551,2,0.325,0.0007526874542236,0.0048725605010986,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,distance,brute,32,2,minkowski
autoUniv-au6-400_1551,3,0.325,0.0007755756378173,0.0052723884582519,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,uniform,brute,12,3,minkowski
autoUniv-au6-400_1551,2,0.325,0.0007770061492919,0.0049591064453125,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,distance,auto,37,2,minkowski
autoUniv-au6-400_1551,3,0.325,0.0008442401885986,0.0707440376281738,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,uniform,kd_tree,30,2,manhattan
autoUniv-au6-400_1551,3,0.325,0.0008089542388916,0.0737659931182861,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,distance,kd_tree,24,2,minkowski
analcatdata_marketing_986,0,0.684931506849315,0.0007717609405517,0.0044407844543457,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,uniform,brute,36,1,chebyshev
analcatdata_marketing_986,0,0.684931506849315,0.0014014244079589,0.006486177444458,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,uniform,brute,22,2,manhattan
analcatdata_marketing_986,0,0.684931506849315,0.0008847713470458,0.0047740936279296,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,uniform,auto,36,2,euclidean
analcatdata_marketing_986,4,0.6805555555555556,0.0007622241973876,0.0049738883972167,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,distance,brute,42,3,manhattan
analcatdata_marketing_986,4,0.6805555555555556,0.0006594657897949,0.0041713714599609,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,distance,brute,32,1,minkowski
analcatdata_marketing_986,4,0.6805555555555556,0.000683307647705,0.0042347908020019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,uniform,auto,26,2,euclidean
analcatdata_marketing_986,4,0.6805555555555556,0.0006937980651855,0.0044972896575927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,uniform,ball_tree,24,3,manhattan
analcatdata_marketing_986,4,0.6805555555555556,0.0006544589996337,0.0043361186981201,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,uniform,ball_tree,34,2,minkowski
analcatdata_marketing_986,4,0.6805555555555556,0.0006740093231201,0.0042254924774169,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,distance,ball_tree,26,2,manhattan
analcatdata_marketing_986,0,0.6712328767123288,0.0007369518280029,0.0041611194610595,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,uniform,kd_tree,54,2,euclidean
analcatdata_marketing_986,0,0.6712328767123288,0.0006334781646728,0.0041921138763427,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,uniform,auto,16,2,euclidean
analcatdata_marketing_986,0,0.6712328767123288,0.0006289482116699,0.00411057472229,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,distance,brute,29,2,manhattan
analcatdata_marketing_986,0,0.6712328767123288,0.0007603168487548,0.004321813583374,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,uniform,auto,33,1,euclidean
analcatdata_marketing_986,0,0.6712328767123288,0.0007262229919433,0.0042781829833984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,uniform,ball_tree,32,2,minkowski
analcatdata_marketing_986,0,0.6712328767123288,0.0006189346313476,0.0042519569396972,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,uniform,auto,24,2,minkowski
analcatdata_marketing_986,0,0.6712328767123288,0.0007736682891845,0.0043869018554687,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,distance,kd_tree,42,1,manhattan
analcatdata_marketing_986,0,0.6712328767123288,0.0006203651428222,0.0040812492370605,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,uniform,ball_tree,37,2,minkowski
analcatdata_marketing_986,0,0.6712328767123288,0.0006084442138671,0.0041875839233398,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,distance,brute,37,3,chebyshev
analcatdata_marketing_986,0,0.6712328767123288,0.0006444454193115,0.0042319297790527,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,uniform,brute,23,3,euclidean
analcatdata_marketing_986,0,0.6712328767123288,0.0006575584411621,0.0042603015899658,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,uniform,auto,26,3,manhattan
badges2_1121,0,1.0,0.0012111663818359,0.0087790489196777,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,uniform,ball_tree,35,2,minkowski
badges2_1121,1,1.0,0.0009601116180419,0.004854679107666,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,distance,auto,19,2,minkowski
badges2_1121,2,1.0,0.0009984970092773,0.0047888755798339,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,distance,kd_tree,37,1,chebyshev
badges2_1121,0,1.0,0.0007936954498291,0.0040438175201416,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,uniform,ball_tree,29,1,minkowski
badges2_1121,1,1.0,0.0007648468017578,0.00407075881958,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,distance,auto,41,2,minkowski
