Dataset,Imputer Strategy,Categorical Strategy,Feature Selection,Scaler,Classifier,Fold,Fold Accuracy,Training Time,Testing Time,source_csv
sa-heart_1498,none,none,truncated_svd,robust,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.0007307529449462,0.0001583099365234,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,simpleimputer,none,feature_agglomeration,standard,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.000720739364624,0.0001623630523681,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,simpleimputer,onehot,truncated_svd,robust,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.0007598400115966,0.0001614093780517,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,none,none,feature_agglomeration,standard,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.0007674694061279,0.0001568794250488,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,simpleimputer,onehot,linear_svc,power,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.0008563995361328,0.0001697540283203,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,simpleimputer,ordinalencoder,linear_svc,power,QuadraticDiscriminantAnalysis(),2,0.782608695652174,0.0007867813110351,0.000173807144165,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,simpleimputer,none,polynomial_features,normalizer,QuadraticDiscriminantAnalysis(),0,0.7741935483870968,0.0034828186035156,0.0003244876861572,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
sa-heart_1498,none,onehot,polynomial_features,normalizer,QuadraticDiscriminantAnalysis(),0,0.7741935483870968,0.0036036968231201,0.0003290176391601,sa-heart_1498_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,minmax,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012063980102539,0.0002586841583251,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,none,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012178421020507,0.0002799034118652,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,onehot,generic_univariate,none,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012540817260742,0.0002977848052978,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,generic_univariate,quantile,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011882781982421,0.0002706050872802,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,robust,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011603832244873,0.0002617835998535,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
