Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
analcatdata_marketing_986,2,0.726027397260274,0.0957374572753906,0.001624584197998,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1244230270385742,0.0021374225616455,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1217615604400634,0.0020630359649658,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_marketing_986,2,0.726027397260274,0.1021347045898437,0.002183198928833,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_marketing_986,2,0.726027397260274,0.102942943572998,0.0021462440490722,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1189925670623779,0.0020673274993896,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_marketing_986,2,0.726027397260274,0.1000611782073974,0.0015852451324462,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_marketing_986,2,0.726027397260274,0.1122417449951171,0.0017189979553222,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1157889366149902,0.0018367767333984,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1102888584136962,0.0019881725311279,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
