Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
sick_38,0,0.9933774834437086,0.2502031326293945,0.0085024833679199,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,0,0.990728476821192,0.2473797798156738,0.0083122253417968,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sick_38,0,0.990728476821192,0.2533411979675293,0.0090844631195068,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sick_38,0,0.990728476821192,0.2512128353118896,0.0085906982421875,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sick_38,0,0.990728476821192,0.2537233829498291,0.0086948871612548,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sick_38,3,0.9893899204244032,0.2611851692199707,0.0096654891967773,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sick_38,0,0.9880794701986756,0.2432167530059814,0.0085313320159912,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,3,0.9880636604774536,0.2506849765777588,0.0086350440979003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sick_38,3,0.9880636604774536,0.2483835220336914,0.0085346698760986,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sick_38,3,0.9880636604774536,0.2503042221069336,0.0084743499755859,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,3,0.9880636604774536,0.2604141235351562,0.0089602470397949,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sick_38,0,0.9867549668874172,0.2438318729400634,0.0094149112701416,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,0,0.9867549668874172,0.2628796100616455,0.0091168880462646,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,3,0.986737400530504,0.2434403896331787,0.008324384689331,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sick_38,3,0.986737400530504,0.2434835433959961,0.0084893703460693,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sick_38,3,0.986737400530504,0.2375705242156982,0.0083777904510498,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sick_38,3,0.986737400530504,0.2425930500030517,0.0083820819854736,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sick_38,3,0.986737400530504,0.24448823928833,0.0086042881011962,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sick_38,0,0.9854304635761588,0.2493126392364502,0.0085034370422363,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sick_38,0,0.9854304635761588,0.2409639358520507,0.0093083381652832,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au6-1000_1555,3,0.345,1.5265960693359375,0.0069916248321533,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au6-1000_1555,3,0.345,1.511451005935669,0.0069408416748046,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au6-1000_1555,3,0.34,1.505122423171997,0.0072302818298339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.34,1.4873266220092771,0.0070812702178955,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.34,0.3522138595581054,0.0068874359130859,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.34,0.3236517906188965,0.0066561698913574,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.335,0.2908627986907959,0.0067188739776611,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au6-1000_1555,3,0.335,0.3294353485107422,0.0064046382904052,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.335,0.3224067687988281,0.0064456462860107,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
autoUniv-au6-1000_1555,3,0.335,0.3292253017425537,0.0066394805908203,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-1000_1555,3,0.335,0.3057122230529785,0.0061984062194824,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
autoUniv-au6-1000_1555,3,0.335,0.3023369312286377,0.0066547393798828,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoUniv-au6-1000_1555,3,0.33,0.3629512786865234,0.0066218376159667,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-1000_1555,3,0.33,0.3508529663085937,0.0079925060272216,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au6-1000_1555,3,0.33,1.499316692352295,0.007134199142456,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au6-1000_1555,3,0.33,0.3503105640411377,0.0080196857452392,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
autoUniv-au6-1000_1555,3,0.33,0.352311372756958,0.0065767765045166,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-1000_1555,3,0.33,1.4994215965270996,0.0070838928222656,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
autoUniv-au6-1000_1555,3,0.325,0.2881052494049072,0.0066781044006347,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-1000_1555,3,0.325,0.2793312072753906,0.0065071582794189,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_creditscore_461,0,1.0,0.1007699966430664,0.0040717124938964,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,0,1.0,0.1053037643432617,0.0052363872528076,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,1,1.0,0.1032831668853759,0.005101203918457,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,4,1.0,0.0928735733032226,0.0038075447082519,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,3,1.0,0.1024837493896484,0.0051965713500976,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,4,1.0,0.1053285598754882,0.0057296752929687,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,0,1.0,0.1095709800720214,0.0044975280761718,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,1,1.0,0.1046621799468994,0.0041913986206054,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,3,1.0,0.0929279327392578,0.0039319992065429,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,3,1.0,0.1038296222686767,0.0041999816894531,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,4,1.0,0.1068296432495117,0.0042052268981933,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,1,1.0,0.0925323963165283,0.0038723945617675,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,0,1.0,0.0938167572021484,0.0038371086120605,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,4,1.0,0.0949828624725341,0.0039534568786621,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,3,1.0,0.0983045101165771,0.0040602684020996,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,0,1.0,0.0964610576629638,0.0039632320404052,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,1,1.0,0.0933876037597656,0.0038149356842041,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,3,1.0,0.0935406684875488,0.003791332244873,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,4,1.0,0.0955424308776855,0.0039820671081542,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,1,1.0,0.0985112190246582,0.0038316249847412,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.8260869565217391,0.1759905815124511,0.0048699378967285,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.8260869565217391,0.1991915702819824,0.0056259632110595,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.8260869565217391,0.1686842441558838,0.0049018859863281,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.8260869565217391,0.180105447769165,0.0050034523010253,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.8260869565217391,0.1798624992370605,0.0049481391906738,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.8260869565217391,0.1862573623657226,0.00498628616333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sa-heart_1498,2,0.7934782608695652,0.2027473449707031,0.0048601627349853,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.2110774517059326,0.0050840377807617,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
