Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_select_percentile,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
fri_c1_500_50_766,2,0.72,0.0015685558319091,9.989738464355467e-05,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c1_500_50_766,2,0.72,0.0014460086822509,9.775161743164062e-05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
fri_c1_500_50_766,2,0.72,0.0014574527740478,9.846687316894533e-05,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fri_c1_500_50_766,2,0.71,0.0017452239990234,0.0001540184020996,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
fri_c1_500_50_766,2,0.71,0.0015523433685302,9.584426879882812e-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tokyo1_40705,2,0.9479166666666666,0.0011017322540283,0.000101089477539,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9479166666666666,0.0010321140289306,0.0001020431518554,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9479166666666666,0.0010340213775634,9.942054748535156e-05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9479166666666666,0.0011208057403564,0.000101089477539,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9479166666666666,0.0010364055633544,9.918212890625e-05,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9479166666666666,0.001009464263916,9.822845458984376e-05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0014965534210205,0.0001828670501708,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0016326904296875,0.0002317428588867,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0015099048614501,0.000185489654541,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0015289783477783,0.0001814365386962,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0015609264373779,0.0001845359802246,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9427083333333334,0.0013735294342041,0.000171422958374,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9375,0.0024666786193847,0.000420331954956,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9375,0.0026404857635498,0.0004322528839111,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9375,0.0027072429656982,0.0004189014434814,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tokyo1_40705,1,0.9375,0.0017666816711425,0.0001580715179443,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9375,0.0014431476593017,0.0001811981201171,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tokyo1_40705,2,0.9375,0.0029377937316894,0.0005667209625244,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tokyo1_40705,1,0.9375,0.0009818077087402,0.000138521194458,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tokyo1_40705,2,0.9375,0.0013723373413085,0.0001697540283203,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
schizo_466,3,0.6911764705882353,0.0015830993652343,0.0001399517059326,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,0,0.6764705882352942,0.0018281936645507,0.0001254081726074,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
schizo_466,1,0.6764705882352942,0.001615285873413,0.0001428127288818,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,1,0.6764705882352942,0.001495361328125,0.000166893005371,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,0,0.6617647058823529,0.00150728225708,9.989738464355467e-05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
schizo_466,0,0.6617647058823529,0.0012733936309814,0.00010347366333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
schizo_466,0,0.6617647058823529,0.0013892650604248,0.0001208782196044,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
schizo_466,4,0.6617647058823529,0.0012891292572021,0.0001084804534912,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
schizo_466,4,0.6617647058823529,0.0016157627105712,0.0001416206359863,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,0,0.6617647058823529,0.0014925003051757,0.0001368522644042,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
schizo_466,0,0.6617647058823529,0.0012314319610595,9.465217590332033e-05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
schizo_466,3,0.6470588235294118,0.0015971660614013,0.0001399517059326,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
schizo_466,0,0.6470588235294118,0.0017282962799072,0.0001699924468994,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
schizo_466,3,0.6470588235294118,0.001572847366333,0.0001397132873535,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
schizo_466,4,0.6470588235294118,0.0013859272003173,0.0001289844512939,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,3,0.6470588235294118,0.0014774799346923,0.0001308917999267,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
schizo_466,0,0.6470588235294118,0.0027077198028564,0.0004041194915771,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
schizo_466,0,0.6470588235294118,0.0016701221466064,0.0001347064971923,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
schizo_466,3,0.6470588235294118,0.0015783309936523,0.0001616477966308,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
schizo_466,0,0.6470588235294118,0.001495361328125,0.0001046657562255,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0014927387237548,0.000138521194458,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0015428066253662,0.000138521194458,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0014581680297851,0.000138521194458,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0013997554779052,0.0001354217529296,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0015211105346679,0.000136375427246,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.8372093023255814,0.0015344619750976,0.0001575946807861,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
glass_1005,0,0.813953488372093,0.0014700889587402,0.0001327991485595,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.813953488372093,0.0015170574188232,0.0001342296600341,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.813953488372093,0.0014131069183349,0.0001320838928222,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.813953488372093,0.001481294631958,0.0001344680786132,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.813953488372093,0.0013902187347412,0.0001337528228759,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.813953488372093,0.001378059387207,0.0001347064971923,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
glass_1005,0,0.7674418604651163,0.0014212131500244,0.0001342296600341,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
glass_1005,0,0.7674418604651163,0.0014319419860839,0.0001306533813476,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
glass_1005,0,0.7674418604651163,0.0013835430145263,0.0001282691955566,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
glass_1005,0,0.7674418604651163,0.0013694763183593,0.0001311302185058,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
glass_1005,0,0.7674418604651163,0.0013618469238281,0.0001301765441894,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
glass_1005,0,0.7674418604651163,0.0014913082122802,0.0001602172851562,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
glass_1005,0,0.7674418604651163,0.0013682842254638,0.0001304149627685,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
glass_1005,0,0.7674418604651163,0.0013890266418457,0.0001304149627685,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
backache_463,1,0.9444444444444444,0.0012974739074707,0.0001254081726074,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0010521411895751,9.894371032714844e-05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0012996196746826,0.0001373291015625,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0012264251708984,0.0001094341278076,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0013730525970458,0.0001168251037597,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0010387897491455,9.012222290039062e-05,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0013184547424316,0.0001406669616699,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.001310110092163,0.0001115798950195,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.0012292861938476,0.0001075267791748,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.001603364944458,0.0001428127288818,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0012285709381103,0.0001084804534912,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.0012128353118896,0.0001091957092285,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.0010225772857666,8.749961853027344e-05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0010421276092529,9.131431579589844e-05,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0009920597076416,9.27448272705078e-05,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0015594959259033,0.0001447200775146,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9444444444444444,0.0012669563293457,0.0001349449157714,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
backache_463,1,0.9444444444444444,0.0010488033294677,9.27448272705078e-05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
backache_463,1,0.9166666666666666,0.0010697841644287,8.988380432128906e-05,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
backache_463,1,0.9166666666666666,0.0010876655578613,9.65595245361328e-05,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,2,0.9487179487179488,0.0018811225891113,0.0001606941223144,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.9487179487179488,0.0011992454528808,0.0001041889190673,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.9487179487179488,0.001131534576416,9.894371032714844e-05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.9487179487179488,0.0016663074493408,0.0001194477081298,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.9487179487179488,0.001223087310791,0.0001003742218017,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.9487179487179488,0.0012121200561523,0.0001075267791748,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.8974358974358975,0.0012140274047851,0.0001165866851806,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,0,0.8974358974358975,0.0015075206756591,0.0001096725463867,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,0,0.8974358974358975,0.0012459754943847,0.000108003616333,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.8974358974358975,0.0011615753173828,9.5367431640625e-05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,0,0.8974358974358975,0.0012996196746826,0.0001020431518554,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,0,0.8974358974358975,0.0013132095336914,0.0001120567321777,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.8974358974358975,0.0011665821075439,0.0001006126403808,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,2,0.8974358974358975,0.0012259483337402,0.0001082420349121,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,2,0.8974358974358975,0.0010769367218017,9.703636169433594e-05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,2,0.8974358974358975,0.0011789798736572,0.0001096725463867,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,0,0.8974358974358975,0.0012505054473876,0.0001397132873535,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
parkinsons_1488,2,0.8974358974358975,0.0012435913085937,0.0001063346862792,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,2,0.8974358974358975,0.0011334419250488,9.5367431640625e-05,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
parkinsons_1488,0,0.8974358974358975,0.0014595985412597,0.0001308917999267,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,3,0.9361702127659576,0.0015223026275634,0.0001018047332763,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0017163753509521,0.0001082420349121,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.001601219177246,9.822845458984376e-05,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,3,0.9361702127659576,0.0016732215881347,0.0001134872436523,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0015749931335449,9.560585021972656e-05,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,1,0.9361702127659576,0.0015749931335449,9.918212890625e-05,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,1,0.9361702127659576,0.0017027854919433,9.703636169433594e-05,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,1,0.9361702127659576,0.0018198490142822,0.0001115798950195,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,3,0.9361702127659576,0.001521348953247,0.0001003742218017,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0015628337860107,9.608268737792967e-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,3,0.9361702127659576,0.0017399787902832,0.0001113414764404,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0017397403717041,0.0001106262207031,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,3,0.9361702127659576,0.0016393661499023,0.0001225471496582,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0016729831695556,0.0001099109649658,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0016429424285888,0.0001070499420166,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0015661716461181,9.703636169433594e-05,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PieChart1_1451,3,0.9361702127659576,0.0015122890472412,9.894371032714844e-05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9361702127659576,0.0016956329345703,0.0001072883605957,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,1,0.9290780141843972,0.0015790462493896,0.0001008510589599,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PieChart1_1451,3,0.9290780141843972,0.0015826225280761,9.989738464355467e-05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
bridges_327,0,0.9047619047619048,0.0015926361083984,0.0001657009124755,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
bridges_327,4,0.8571428571428571,0.0013847351074218,0.0001232624053955,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
bridges_327,0,0.8571428571428571,0.0010352134704589,9.250640869140624e-05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bridges_327,0,0.8095238095238095,0.0012540817260742,0.0001227855682373,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
bridges_327,4,0.8095238095238095,0.0015194416046142,0.0001320838928222,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
bridges_327,4,0.8095238095238095,0.0013010501861572,0.0001211166381835,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
bridges_327,4,0.8095238095238095,0.001413345336914,0.0001256465911865,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
bridges_327,4,0.8095238095238095,0.0010583400726318,9.298324584960938e-05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bridges_327,4,0.8095238095238095,0.0012454986572265,0.0001220703125,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bridges_327,0,0.8095238095238095,0.0011718273162841,9.34600830078125e-05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
bridges_327,4,0.8095238095238095,0.0014207363128662,0.0001201629638671,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
bridges_327,0,0.7619047619047619,0.0012881755828857,0.0001206398010253,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
bridges_327,0,0.7619047619047619,0.0013244152069091,0.0001206398010253,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
bridges_327,0,0.7619047619047619,0.0011136531829833,0.0001091957092285,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
bridges_327,0,0.7619047619047619,0.0013022422790527,0.0001201629638671,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bridges_327,0,0.7619047619047619,0.0010325908660888,9.226799011230467e-05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bridges_327,0,0.7619047619047619,0.0013163089752197,0.0001201629638671,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
bridges_327,0,0.7619047619047619,0.0014359951019287,0.0001075267791748,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
bridges_327,0,0.7142857142857143,0.001039981842041,8.797645568847656e-05,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bridges_327,0,0.7142857142857143,0.0010299682617187,8.749961853027344e-05,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0010251998901367,0.000133991241455,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0010080337524414,0.0001466274261474,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0010859966278076,0.000138521194458,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0010902881622314,0.0001413822174072,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0010552406311035,0.0001358985900878,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7169811320754716,0.0011637210845947,0.0001411437988281,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0009891986846923,0.0001380443572998,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0011360645294189,0.0001440048217773,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0011005401611328,0.0001530647277832,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0011086463928222,0.0001521110534667,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0010130405426025,0.0001399517059326,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.7075471698113207,0.0011260509490966,0.0001418590545654,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0010831356048583,0.0001282691955566,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0010046958923339,0.0001246929168701,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0009925365447998,0.0001256465911865,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0009593963623046,0.0001251697540283,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0010442733764648,0.0001232624053955,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0009913444519042,0.0001270771026611,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0011243820190429,0.0001335144042968,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bwin_amlb_45717,2,0.6981132075471698,0.0011861324310302,0.000150442123413,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
analcatdata_authorship_458,0,1.0,0.003180980682373,0.0013084411621093,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
analcatdata_authorship_458,0,1.0,0.0078561305999755,0.0005793571472167,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
analcatdata_authorship_458,3,1.0,0.0020549297332763,0.0001866817474365,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
analcatdata_authorship_458,3,1.0,0.002223253250122,0.0001912117004394,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
analcatdata_authorship_458,3,1.0,0.0021116733551025,0.0001933574676513,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_authorship_458,0,1.0,0.003180980682373,0.001237154006958,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
analcatdata_authorship_458,2,1.0,0.0022366046905517,0.0001866817474365,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
analcatdata_authorship_458,0,1.0,0.0696272850036621,0.0006506443023681,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
analcatdata_authorship_458,3,1.0,0.00567626953125,0.0006120204925537,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
